,SIDT2 (51092)
ACH-000004,0.10682474754616167
ACH-000005,0.03952058577663253
ACH-000007,0.0659747217580661
ACH-000009,0.22363009832650368
ACH-000011,0.20875549572848112
ACH-000012,0.08417012681565576
ACH-000013,0.12291351702051168
ACH-000014,0.0485712299800492
ACH-000015,0.10728042892296348
ACH-000017,0.034728512006262514
ACH-000018,-0.02556777454755248
ACH-000019,0.2571977714172459
ACH-000021,0.14356130597225275
ACH-000022,-0.013766327916057228
ACH-000025,-0.015080305731581424
ACH-000028,0.1261719730729736
ACH-000030,0.09760743757294252
ACH-000035,0.1374598964339995
ACH-000036,-0.02112219022967531
ACH-000037,0.09075024456237528
ACH-000039,0.047503157428170566
ACH-000040,0.21208603998768005
ACH-000041,0.06594439723580711
ACH-000042,0.11244402745370363
ACH-000045,0.0823212368918876
ACH-000047,-0.06579858883193385
ACH-000052,-0.02108855911845489
ACH-000053,0.040128599208037095
ACH-000054,0.12543187912905587
ACH-000055,0.14938967191124158
ACH-000060,0.13467053501984838
ACH-000067,0.17136833424545905
ACH-000070,0.027449938142159833
ACH-000075,0.08364355236465354
ACH-000078,0.12185704083900238
ACH-000082,0.011932063538194742
ACH-000085,0.38348152048323103
ACH-000086,0.09355141617385576
ACH-000087,0.21287829750443052
ACH-000092,0.13647848521047526
ACH-000095,0.04132863084911957
ACH-000097,0.17765391777457865
ACH-000098,0.21885547266741287
ACH-000099,0.03052820651544477
ACH-000108,0.1456652552907065
ACH-000113,0.04166504147331119
ACH-000116,0.03641548616092622
ACH-000118,0.037138864651507036
ACH-000120,0.12972207798201302
ACH-000123,0.06540868949482856
ACH-000127,0.19990021358775525
ACH-000128,0.021314211750263944
ACH-000132,0.2273696244028769
ACH-000133,0.0785499422059987
ACH-000137,0.037529977360180766
ACH-000138,-0.08005879853352356
ACH-000142,0.13842512515480107
ACH-000143,0.06987525340612118
ACH-000146,0.16102439197690302
ACH-000148,0.10411099777884487
ACH-000150,0.17116875743564008
ACH-000152,0.052442761582780835
ACH-000153,0.17067765190367426
ACH-000159,0.02860400648163002
ACH-000160,0.013455068861100074
ACH-000163,0.10656573604689458
ACH-000167,0.22570612599463274
ACH-000168,-0.04217062283199872
ACH-000169,0.0746703775617264
ACH-000178,0.18880730130571746
ACH-000183,-0.01647784954890596
ACH-000188,0.00783581986451968
ACH-000189,-0.21860645605581291
ACH-000190,0.04454977118875116
ACH-000198,0.012244581939022987
ACH-000203,-0.23020140825359595
ACH-000204,-0.044604080937377784
ACH-000206,0.08183205825436292
ACH-000207,0.08176248305524399
ACH-000208,0.18215446079466704
ACH-000210,0.017386532343450455
ACH-000211,0.08571118839850556
ACH-000215,0.14856054077537992
ACH-000221,0.014023241948293972
ACH-000222,0.05625681138100277
ACH-000223,0.032912279601619424
ACH-000226,0.03088667564391722
ACH-000227,-0.05553348325645252
ACH-000228,0.2682528594172914
ACH-000231,0.07008221114592557
ACH-000232,0.1298690668345234
ACH-000233,0.014811175325446456
ACH-000234,0.15335371267018444
ACH-000235,0.06070042646290131
ACH-000237,0.05193163129298952
ACH-000238,0.15912688613909404
ACH-000242,-0.407023786532633
ACH-000243,0.15076811118013653
ACH-000244,0.3638118061765295
ACH-000246,0.01946268244064828
ACH-000248,0.2368710142248991
ACH-000250,0.0429821984045918
ACH-000251,0.19916221308120607
ACH-000252,-0.030404716797971413
ACH-000253,0.17788974171825528
ACH-000255,0.1128543243717715
ACH-000256,-0.016961861246668864
ACH-000257,-0.025439129688125936
ACH-000258,0.11787914560581365
ACH-000259,-0.025158670688499973
ACH-000260,0.10742211811334172
ACH-000261,0.060927141849448314
ACH-000262,0.19148234851695736
ACH-000263,0.14528134923427646
ACH-000264,0.12137372086925947
ACH-000265,0.1769081450270222
ACH-000266,0.08984966230711289
ACH-000272,0.1905689461037436
ACH-000274,0.09991186960011916
ACH-000277,0.007890742554748045
ACH-000278,0.08758377673114923
ACH-000279,0.11947734053555012
