,PGM1 (5236)
ACH-000004,0.09427421701094234
ACH-000005,-0.3348191650424946
ACH-000007,0.1225022763909701
ACH-000009,0.020775891512811832
ACH-000011,-0.009579390053596443
ACH-000012,-0.10227469984602272
ACH-000013,-0.08293886451503063
ACH-000014,-0.02401728282336616
ACH-000015,-0.05848769693649555
ACH-000017,0.01363368432160808
ACH-000018,-0.12284508461164945
ACH-000019,0.06037357774106281
ACH-000021,-0.13520408694296673
ACH-000022,-0.1408909765166122
ACH-000025,-0.013749693062508306
ACH-000028,-0.08256346868899687
ACH-000030,-0.05499090730095786
ACH-000035,-0.0976212612228716
ACH-000036,-0.03132035386156372
ACH-000037,-0.04105450801142357
ACH-000039,0.05854798396413252
ACH-000040,-0.0709540509680686
ACH-000041,-0.030733936519786238
ACH-000042,0.04324272260378327
ACH-000045,-0.006051006999366068
ACH-000047,-0.00903285789029367
ACH-000052,-0.18451674344631835
ACH-000053,-0.00845109679074522
ACH-000054,0.017906165199110088
ACH-000055,-0.08526278422338136
ACH-000060,-0.08248364235931592
ACH-000067,0.002153022733970145
ACH-000070,-0.03868932788032559
ACH-000075,-0.09740848034851764
ACH-000078,-0.0659477805205085
ACH-000082,0.058065314571142834
ACH-000085,-0.2525185085560575
ACH-000086,-0.15233632621570248
ACH-000087,-0.17749896542571986
ACH-000092,-0.14209299720550994
ACH-000095,-0.05608168544876884
ACH-000097,-0.07147149440591129
ACH-000098,-0.02668115342481101
ACH-000099,-0.15989273636519175
ACH-000108,0.04856361232980273
ACH-000113,-0.006322076399448329
ACH-000116,0.04416827143099402
ACH-000118,-0.038909972925120516
ACH-000120,-0.12782315953152526
ACH-000123,0.05252866738449879
ACH-000127,-0.04990210760005998
ACH-000128,-0.020020228591305343
ACH-000132,-0.041611415997160575
ACH-000133,-0.09246300802047756
ACH-000137,0.1171105083879398
ACH-000138,0.05157778568247599
ACH-000142,-0.15280895862077662
ACH-000143,0.2169952143666996
ACH-000146,0.07886607657529705
ACH-000148,0.0008077519802907747
ACH-000150,-0.2020772684973555
ACH-000152,-0.0693228431362791
ACH-000153,0.028728767556888794
ACH-000159,0.017759272016323338
ACH-000160,-0.032554616709693035
ACH-000163,0.004825861566406716
ACH-000167,0.037904821688762
ACH-000168,0.05468527739933447
ACH-000169,-0.04290521513460915
ACH-000178,0.019591569329105343
ACH-000183,-0.03454790195887261
ACH-000188,0.0195914548103264
ACH-000189,-0.020466643187498332
ACH-000190,-0.04433266176493928
ACH-000198,-0.015705331066446046
ACH-000203,0.02980110090845255
ACH-000204,-0.026136398683475982
ACH-000206,-0.06484638239385579
ACH-000207,0.15443857760028498
ACH-000208,-0.20869627491460016
ACH-000210,-0.10939489008447123
ACH-000211,-0.0095041677049583
ACH-000215,-0.021314816582186438
ACH-000221,-0.2401492320248852
ACH-000222,-0.009280265962953137
ACH-000223,-0.02092828949370636
ACH-000226,-0.043211049845239526
ACH-000227,0.01883857920428936
ACH-000228,-0.029146932233579507
ACH-000231,0.012675210768769872
ACH-000232,-0.017830500385587516
ACH-000233,-0.008964512672767556
ACH-000234,-0.07459208436657114
ACH-000235,-0.01787193322204451
ACH-000237,-0.03314630858403775
ACH-000238,0.03759088867494922
ACH-000242,0.059160483259485086
ACH-000243,-0.02235759100326087
ACH-000244,-0.1883422765995809
ACH-000246,0.06849053565571267
ACH-000248,-0.0952439084170343
ACH-000250,0.002643520299613128
ACH-000251,0.06597700414752589
ACH-000252,-0.18378201326795746
ACH-000253,-0.005517776201417066
ACH-000255,-0.01768321825487551
ACH-000256,0.09677492691073664
ACH-000257,-0.04512173682728576
ACH-000258,-0.23322038862623434
