,NELFB (25920)
ACH-000350,-1.0407293779412343
ACH-000352,-1.3111065918879623
ACH-000356,-0.9960995165870292
ACH-000361,-1.2828137097055796
ACH-000362,-1.2099386439227555
ACH-000363,-0.8879001135922587
ACH-000364,-1.0428644955088904
ACH-000365,-1.2771003982695983
ACH-000366,-1.2749038526676393
ACH-000368,-1.1362382297269555
ACH-000374,-1.3924780514865651
ACH-000375,-1.0625874838663707
ACH-000376,-1.1730433413239842
ACH-000381,-1.094150715091161
ACH-000383,-0.6036216881140336
ACH-000387,-1.293595891467085
ACH-000389,-1.1084227927432664
ACH-000390,-1.2996665139370414
ACH-000393,-1.2458858080752553
ACH-000395,-1.134365615865882
ACH-000396,-1.2587162994776528
ACH-000397,-1.1899575672269893
ACH-000401,-0.9688913925500456
ACH-000402,-1.4170110114092132
ACH-000403,-0.716146604929742
ACH-000404,-1.7363966923248613
ACH-000406,-1.3409394328135813
ACH-000407,-1.2741146071177727
ACH-000408,-1.253846929963072
ACH-000410,-1.1893296758060847
ACH-000411,-1.144742354554281
ACH-000414,-0.9099413264080564
ACH-000415,-1.4277302389949755
ACH-000416,-1.1709216386738064
ACH-000420,-1.2339270567280236
ACH-000421,-1.2002097346751497
ACH-000424,-1.1834199622707418
ACH-000425,-1.0623641669126644
ACH-000426,-1.8885122398391216
ACH-000427,-0.9656616380024944
ACH-000433,-1.135065567182832
ACH-000435,-1.2082463970274355
ACH-000436,-1.5201129143679932
ACH-000444,-1.0846341114335425
ACH-000445,-1.4020927714941689
ACH-000448,-0.9900230832099836
ACH-000450,-0.7628231969306674
ACH-000452,-1.5520832969276541
ACH-000454,-1.4496190681618657
ACH-000458,-1.343132577869358
ACH-000459,-1.17127719598696
ACH-000460,-1.170737501646604
ACH-000461,-1.1172092904560542
ACH-000463,-1.1155055514556138
ACH-000464,-1.1657441149247214
ACH-000466,-1.4555656054170367
ACH-000467,-1.0480664470006282
ACH-000468,-1.0784010124230117
ACH-000469,-1.239710015779124
ACH-000470,-0.99728528282315
ACH-000471,-0.9728459948624698
ACH-000472,-1.4017604411319955
ACH-000473,-1.256632532885253
ACH-000475,-1.2916267247004274
ACH-000476,-1.1826884557870156
ACH-000477,-1.3807492374903292
ACH-000479,-1.2740052527210959
ACH-000480,-1.1636177801852634
ACH-000481,-1.1124386414651015
ACH-000483,-0.9320639101115908
ACH-000484,-0.6036543879694074
ACH-000485,-1.0191086365276574
ACH-000486,-1.072351751328119
ACH-000487,-1.188232618695125
ACH-000488,-1.091169261364491
ACH-000490,-1.261144497658803
ACH-000491,-1.1832748117619891
ACH-000495,-1.17494301410751
ACH-000496,-1.297288739604332
ACH-000499,-1.3415279731888086
ACH-000500,-1.5501729867118403
ACH-000502,-1.1282086439750978
ACH-000503,-1.2841884408776787
ACH-000505,-1.2059609159540403
ACH-000507,-1.172065829423552
ACH-000510,-1.2113451135070776
ACH-000511,-1.1656853807728942
ACH-000512,-1.1662285198626599
ACH-000516,-1.3159626016846722
ACH-000517,-1.0686206401617888
ACH-000518,-1.3009722330134719
ACH-000520,-0.9695094408284682
ACH-000521,-1.4662007884050603
ACH-000522,-1.3384176561779642
ACH-000524,-0.963463797597353
ACH-000527,-1.182869334950436
ACH-000528,-1.272089859548126
ACH-000537,-1.4684452633294935
ACH-000541,-0.9148933592151386
ACH-000542,-1.3347024884538632
ACH-000544,-1.21892820255128
ACH-000545,-1.2063825225716234
ACH-000547,-1.1658619988201733
ACH-000548,-1.1681549432613587
ACH-000549,-1.1055240257940169
ACH-000550,-1.1763678636716746
ACH-000552,-1.1546717804049202
ACH-000556,-1.3712943372357975
ACH-000557,-0.9862565357850938
ACH-000569,-0.8992616759298262
ACH-000570,-1.4646937596686482
ACH-000571,-1.426688382930143
ACH-000573,-1.1079863733844346
ACH-000576,-1.2728553159788831
ACH-000579,-1.3361490454769676
ACH-000580,-1.4935230243651083
ACH-000584,-1.471918870472941
ACH-000585,-1.1355944564703608
ACH-000588,-1.3726788977276734
ACH-000589,-1.2351572177585428
ACH-000591,-1.3516183083897535
ACH-000593,-1.2273522128977694
ACH-000600,-1.1089850817656728
ACH-000601,-1.0568785706621222
ACH-000605,-1.0328595307159407
ACH-000606,-1.200088192016305
ACH-000608,-1.0245486195615403
ACH-000614,-1.3496935404501773
ACH-000616,-1.2113747080598392
ACH-000618,-1.1788321030284317
ACH-000619,-1.082227503566061
ACH-000620,-1.2379349961209372
ACH-000621,-1.0768458093635085
ACH-000622,-1.2479016866095598
ACH-000623,-1.2011404702580106
ACH-000624,-0.9942038938847494
ACH-000627,-1.1811570529198605
ACH-000630,-1.2266477521400605
ACH-000631,-1.6238900839917676
ACH-000632,-1.3849109528074897
ACH-000633,-0.8665643989783897
ACH-000637,-1.0381956198110818
ACH-000638,-0.963859196345559
ACH-000646,-0.9567577974653048
ACH-000647,-1.104417028614019
ACH-000648,-1.4867868072965336
ACH-000649,-1.2454003964229858
ACH-000651,-0.8362276195640526
ACH-000652,-1.1733620998745051
ACH-000653,-1.3839861521987111
ACH-000657,-1.1928703233286742
ACH-000658,-1.576401745039393
ACH-000661,-1.3613009900611708
ACH-000662,-0.7658026391961651
ACH-000663,-1.5425645046467935
ACH-000665,-1.202967446150718
ACH-000671,-1.3998908593347694
ACH-000672,-1.2010890981743023
ACH-000673,-1.2744496150240805
ACH-000676,-1.352004173100237
ACH-000677,-0.8988156712658583
ACH-000681,-1.3523915870280856
ACH-000683,-1.1421839597293215
ACH-000684,-1.412114450238411
ACH-000688,-1.0491713981095552
ACH-000693,-1.1020456721317742
ACH-000694,-1.1610563317025482
ACH-000695,-0.9952885247599744
ACH-000696,-1.2199283709095643
ACH-000697,-1.1097175873686675
ACH-000699,-1.1037903485551397
ACH-000701,-0.9949514454420332
ACH-000706,-1.210277511077708
ACH-000711,-0.9722982036496354
ACH-000713,-1.4164791038658646
ACH-000714,-0.9590556306905093
ACH-000718,-1.0418013837797222
ACH-000720,-1.3950841477437332
ACH-000721,-1.0635220106380614
ACH-000724,-1.082978366361015
ACH-000725,-1.0350731754703208
ACH-000732,-1.2204073742871115
ACH-000734,-1.25285440507561
ACH-000735,-1.1031620327681322
ACH-000736,-1.2394403287623943
ACH-000738,-1.0085236520215577
ACH-000746,-0.3636470568834357
ACH-000747,-1.220599327920665
ACH-000748,-1.059407368660058
ACH-000753,-1.3894260875910012
ACH-000756,-1.2157778717162757
ACH-000757,-1.1398309564727047
ACH-000758,-0.8862795004790384
ACH-000760,-1.2170998410991791
ACH-000762,-1.2536854637256991
ACH-000763,-1.3344805155547117
ACH-000764,-0.8910541034803091
ACH-000765,-1.5728239191646316
ACH-000766,-0.4606811027723875
ACH-000767,-1.2754277060723826
ACH-000768,-1.4791932039591065
ACH-000769,-1.1888282347670267
ACH-000770,-1.1188971597066588
ACH-000771,-1.1517147610749394
ACH-000773,-1.1342785992107631
ACH-000776,-1.3035809372236316
ACH-000777,-1.2319963381608972
ACH-000778,-1.134141082250355
ACH-000781,-1.3410075194488429
ACH-000782,-1.1905580742692088
ACH-000783,-0.9026651195872348
ACH-000784,-1.1542440567273344
ACH-000785,-0.9466249110895992
ACH-000787,-1.0178203187847907
ACH-000788,-1.350725391079078
ACH-000791,-0.9444357148798276
ACH-000792,-1.23214794422134
ACH-000794,-1.1942820690124007
ACH-000796,-0.8855640934958406
ACH-000798,-0.8476078732186599
ACH-000799,-1.2235771557653292
ACH-000800,-1.363636909775281
ACH-000802,-1.0564976576931522
ACH-000804,-1.2646596795003702
ACH-000805,-1.1282040496196557
ACH-000809,-1.1447894562814902
ACH-000810,-1.5863432791747236
ACH-000811,-0.8666987183524028
ACH-000817,-1.1908283984754922
ACH-000819,-1.2852781434681964
ACH-000820,-1.2432058269558708
ACH-000821,-1.5523964774723735
ACH-000822,-1.0962918035204052
ACH-000823,-1.2438698264178558
ACH-000824,-1.3461316333559663
ACH-000827,-1.3278818469598526
ACH-000829,-1.0914162844336657
ACH-000831,-0.9900396281067172
ACH-000832,-1.1201436571352368
ACH-000833,-1.1808869708058227
ACH-000834,-1.2382403695610138
ACH-000835,-1.306337258175035
ACH-000836,-0.8688772272021333
ACH-000837,-1.1814310401949857
ACH-000838,-1.582522271260876
ACH-000839,-1.1216765723817612
ACH-000840,-1.1944781494992371
ACH-000841,-1.2838956685245375
ACH-000843,-1.338233644749634
ACH-000846,-1.16592772053241
ACH-000847,-1.1749895505155274
ACH-000848,-1.206971134883246
ACH-000849,-1.5046369333445506
ACH-000851,-1.1227868550091027
ACH-000855,-0.9736768895661452
ACH-000856,-0.9924244049610726
ACH-000858,-1.2998851830191225
ACH-000859,-1.4052462325847823
ACH-000861,-1.1128207463607676
ACH-000862,-0.9715674873807416
ACH-000865,-1.3104700306213164
ACH-000866,-1.2609594617619486
ACH-000867,-0.9847025085071608
ACH-000869,-0.7431789797247542
ACH-000872,-1.3690598877211744
ACH-000873,-1.3770155916695286
ACH-000876,-0.6425647202067658
ACH-000878,-1.5136880866115665
ACH-000880,-1.0563734084118643
ACH-000881,-1.4022131798092707
ACH-000882,-1.3606056744678146
ACH-000884,-1.3720346071398082
ACH-000885,-0.9504630511350975
ACH-000887,-1.0199201339928374
ACH-000889,-1.4705813148757572
ACH-000896,-1.4728680082747576
ACH-000898,-1.1307463304317968
ACH-000900,-1.077512331042221
ACH-000901,-1.2240545612461702
ACH-000905,-1.0864058186505137
ACH-000906,-1.2063766682823611
ACH-000907,-1.199122793630062
ACH-000910,-0.9321816404286783
ACH-000911,-1.0282849709185258
ACH-000912,-1.237461041073778
ACH-000913,-1.2134842609350376
ACH-000915,-1.0056470284292809
ACH-000916,-1.1363070336552274
ACH-000917,-1.101694971882668
ACH-000920,-1.1218531717542757
ACH-000921,-1.073827337041414
ACH-000924,-0.9794317758212756
ACH-000926,-0.9225012382887546
ACH-000928,-1.1199106705647173
ACH-000929,-1.1803992106920052
ACH-000932,-0.817546159203825
ACH-000935,-1.3215751237541236
ACH-000936,-1.1086882993474816
ACH-000937,-1.3018315236532283
ACH-000938,-1.344702939170849
ACH-000939,-1.0533867173172515
ACH-000941,-1.1245585275254095
ACH-000943,-1.179804746783521
ACH-000946,-1.1129233252620023
ACH-000947,-1.1765643961694023
ACH-000948,-0.818257688472322
ACH-000950,-1.194108351154199
ACH-000953,-1.3668584523692584
ACH-000954,-1.0910269620543096
ACH-000957,-1.2137540546093473
ACH-000958,-1.1920684932420629
ACH-000960,-1.0724723473391706
ACH-000963,-0.8988618305316142
ACH-000968,-1.1366029341353712
ACH-000969,-0.9161855944033988
ACH-000972,-1.2113550731647431
ACH-000973,-1.0545126263314062
ACH-000974,-1.1184974539272392
ACH-000978,-1.5424261880937282
ACH-000984,-1.4100916587116077
ACH-000986,-1.3283072797928912
ACH-000988,-1.257754927499825
ACH-000993,-1.355484297746827
ACH-000994,-0.9038662823641996
ACH-000996,-1.1965617589656354
ACH-001001,-1.2096041992517723
ACH-001020,-0.7701263599672837
ACH-001028,-1.0264519365894451
ACH-001031,-1.2032226768691177
ACH-001038,-1.315181738590908
ACH-001048,-1.0498466665211623
ACH-001050,-1.1690614446461849
ACH-001053,-1.0797506834993575
ACH-001054,-1.1608111475671825
ACH-001061,-1.1077297995532156
ACH-001067,-0.9521788256170322
ACH-001075,-1.3461645104011783
ACH-001096,-1.0250530751134423
ACH-001111,-1.1829386039052
ACH-001119,-1.4951354572975253
ACH-001128,-0.482375474096346
ACH-001134,-1.2499236893082786
ACH-001151,-1.2471772820030982
ACH-001163,-1.1075338164326192
ACH-001164,-0.9093950585873932
ACH-001183,-1.1818573784003883
ACH-001192,-1.399318018100003
ACH-001193,-1.2048001658938894
ACH-001196,-1.1439281087323478
ACH-001197,-1.4255752425882489
ACH-001205,-1.2683727907792437
ACH-001211,-1.1431086771338117
ACH-001212,-1.2759394711983791
ACH-001228,-0.9238013011585964
ACH-001232,-1.2930042931636134
ACH-001239,-1.2280891467950472
ACH-001270,-1.3604361021407456
ACH-001274,-1.1119414348884225
ACH-001275,-1.1292202766150976
ACH-001277,-1.1662472918307119
ACH-001278,-1.1805299377780405
ACH-001280,-0.7372255709306648
ACH-001283,-1.3050366808567408
ACH-001289,-1.1429226004124928
ACH-001300,-1.0533487499259009
ACH-001301,-0.7014311034354187
ACH-001302,-0.8906383055522742
ACH-001306,-1.2295021286706151
ACH-001318,-1.5128080620757949
ACH-001322,-1.1404118086998756
ACH-001328,-1.217931857267024
ACH-001332,-1.2851206726701063
ACH-001336,-1.1395627800811985
ACH-001346,-1.1774296772977757
ACH-001353,-0.8348861272291577
ACH-001354,-1.594588130758801
ACH-001367,-1.3010874299580284
ACH-001368,-1.1285016673336157
ACH-001374,-0.4265432819277567
ACH-001377,-1.0558635991054943
ACH-001380,-1.2009905917581094
ACH-001391,-1.082316600052826
ACH-001408,-1.356105526616294
ACH-001430,-1.0471567188510889
ACH-001431,-1.1208334934479445
ACH-001450,-1.2132545575911475
ACH-001496,-0.9482541290026648
ACH-001500,-1.022743131887609
ACH-001523,-1.206689859074089
ACH-001532,-1.0900003490518309
ACH-001550,-0.8900803552229459
ACH-001552,-1.2906836920015157
ACH-001554,-1.2817255008293438
ACH-001654,-1.14616187818662
ACH-001735,-1.2142889564515338
ACH-001736,-0.9608192976167094
ACH-001737,-0.7885910164500051
ACH-001740,-1.2528042787540945
ACH-001745,-1.245489348729053
ACH-001765,-1.1647511444100946
