,PSMA6 (5687)
ACH-000004,-1.7917191989840675
ACH-000005,-2.1587771054246296
ACH-000007,-1.6216719737354333
ACH-000009,-1.5883537073105638
ACH-000011,-1.3869301920209878
ACH-000012,-1.5842567640472378
ACH-000013,-1.643853178995366
ACH-000014,-1.6354294251459154
ACH-000015,-1.4692557522067813
ACH-000017,-1.2216942106606399
ACH-000018,-1.3203502486181236
ACH-000019,-1.4594268846442626
ACH-000021,-1.5937603345558164
ACH-000022,-1.4422541338006425
ACH-000025,-1.5288284570295807
ACH-000028,-1.4283274673299913
ACH-000030,-1.638144035523602
ACH-000035,-1.5677740689790376
ACH-000036,-1.5907257324142283
ACH-000037,-1.5745466729467528
ACH-000039,-1.4989841095599248
ACH-000040,-1.338218369089996
ACH-000041,-1.534337952853201
ACH-000042,-1.458373309159384
ACH-000045,-1.6965775037571198
ACH-000047,-1.67550529216568
ACH-000052,-1.2049578546334214
ACH-000053,-1.6459335622848419
ACH-000054,-1.535928485169507
ACH-000055,-1.4306545961041357
ACH-000060,-1.7354819564082309
ACH-000067,-1.448668648947644
ACH-000070,-1.4906658203619765
ACH-000075,-1.5638816566032374
ACH-000078,-1.5823500331150866
ACH-000082,-1.6165640160742072
ACH-000085,-1.5589430793002266
ACH-000086,-1.4797108854829415
ACH-000087,-1.6480921785960496
ACH-000092,-1.4431117908721385
ACH-000095,-1.4466449124949987
ACH-000097,-1.6622403017447465
ACH-000098,-1.7109309064872202
ACH-000099,-1.5480028135134452
ACH-000108,-1.4960984532580532
ACH-000113,-1.452422659776157
ACH-000116,-1.7333512960175343
ACH-000118,-1.394181331187679
ACH-000120,-1.4550663174440062
ACH-000123,-1.7574584603171408
ACH-000127,-1.4724111461551863
ACH-000128,-1.6124989112796853
ACH-000132,-1.4579465451638736
ACH-000133,-1.5707145079627074
ACH-000137,-1.648454343267709
ACH-000138,-1.53244161184495
ACH-000142,-1.4609501300537358
ACH-000143,-1.5251123698806994
ACH-000146,-1.4986059791255
ACH-000148,-1.614078985266974
ACH-000150,-1.412710569203397
ACH-000152,-1.3460915392657156
ACH-000153,-1.6547944682919398
ACH-000159,-1.552338864519951
ACH-000160,-1.8029052027427424
ACH-000163,-1.498093075536285
ACH-000167,-1.7863935183870268
ACH-000168,-1.4070378470577838
ACH-000169,-1.4943648645341885
ACH-000178,-1.4585540337090892
ACH-000183,-1.7092383799330586
ACH-000188,-1.4977517831567448
ACH-000189,-1.6986783951935296
ACH-000190,-1.6213948342775832
ACH-000198,-1.6081183956129357
ACH-000203,-1.6096894627949987
ACH-000204,-1.7251349608598752
ACH-000206,-1.2304835215733736
ACH-000207,-1.6380688152583032
ACH-000208,-1.3175258533638976
ACH-000210,-1.5320846659022611
ACH-000211,-1.4377234869639994
ACH-000215,-1.5971603665941938
ACH-000221,-1.6578091552539165
ACH-000222,-1.6475446341314888
ACH-000223,-1.6901972899741322
ACH-000226,-1.5226974250476857
ACH-000227,-1.5644105659663612
ACH-000228,-1.8426562282336496
ACH-000231,-1.4130980825550277
ACH-000232,-1.7551880028072655
ACH-000233,-1.5754453322301336
ACH-000234,-1.4517459040538343
ACH-000235,-1.4351356393729728
ACH-000237,-1.3367855688256058
ACH-000238,-1.5836965564076626
ACH-000242,-1.2691523691722362
ACH-000243,-1.5040121845701242
ACH-000244,-1.6133980993098624
ACH-000246,-1.5399240313212958
ACH-000248,-1.6017918058011482
ACH-000250,-1.5204990449117963
ACH-000251,-1.5600922607455583
ACH-000252,-1.5133471513352046
ACH-000253,-1.5199992885515263
ACH-000255,-1.2968452631742895
ACH-000256,-1.4211608159328537
ACH-000257,-1.6722123663260018
ACH-000258,-1.6430335677319012
ACH-000259,-1.5194341459044634
ACH-000260,-1.5446845383039358
ACH-000261,-1.5250131113885814
ACH-000262,-1.4479376499621115
ACH-000263,-1.641050307616359
ACH-000264,-1.7604912424061523
ACH-000265,-1.5349152051357824
ACH-000266,-1.3720422992835686
ACH-000272,-1.4906493977824438
ACH-000274,-1.582778018096731
ACH-000277,-1.6329581359533318
ACH-000278,-1.5299692618988745
ACH-000279,-1.5100541947193933
ACH-000280,-1.4585775943965067
ACH-000281,-1.2965120745879108
ACH-000288,-1.5367087739746672
ACH-000291,-1.4893442860789698
ACH-000293,-1.3911182719779285
ACH-000294,-1.5776809341546885
ACH-000295,-1.7819203200403502
ACH-000296,-1.4758372761670704
ACH-000302,-1.5384712393233158
ACH-000304,-1.5240403606554576
ACH-000307,-1.4210288101243962
ACH-000308,-1.531107772675262
ACH-000310,-1.6642020284031458
ACH-000311,-1.2713516012477393
ACH-000312,-1.5116016806116068
ACH-000315,-1.5072722096322655
ACH-000316,-1.518022679667452
ACH-000317,-1.961888638550576
ACH-000318,-1.4028553688565413
ACH-000319,-1.4148316366075948
ACH-000320,-1.5155687372932536
ACH-000322,-1.3802297739200156
ACH-000323,-1.4779917167137908
ACH-000324,-1.5068756876323657
ACH-000329,-1.4740354563326932
ACH-000330,-1.4355081254226014
ACH-000331,-1.272641681560725
ACH-000332,-1.4063441517832118
ACH-000334,-2.135098186415446
ACH-000335,-1.0773682758778376
ACH-000336,-1.58258920878189
ACH-000337,-1.3504661209357842
ACH-000338,-1.7750269095611275
ACH-000339,-1.3727717459734046
ACH-000341,-1.3887964405011612
ACH-000348,-1.5822328440053528
ACH-000350,-1.5537385412510123
ACH-000352,-1.4574500022946455
ACH-000356,-1.4491520463137435
ACH-000361,-1.5476574556862548
ACH-000362,-1.5077249282458292
ACH-000363,-1.567224630663775
ACH-000364,-1.5199658428254517
ACH-000365,-1.5745699812829117
ACH-000366,-1.4291261403674405
ACH-000368,-1.4902883700493494
ACH-000374,-1.4269187794831435
ACH-000375,-1.6928940930844512
ACH-000376,-1.5350318918161994
ACH-000381,-1.4145879409315931
ACH-000383,-1.7103472741888488
ACH-000387,-1.6764998315512614
ACH-000389,-1.4732549786974067
ACH-000390,-1.4906074788703583
ACH-000393,-1.5814665141300766
ACH-000395,-1.4589851825683118
ACH-000396,-1.6682884911730145
ACH-000397,-1.5029781596562088
ACH-000401,-1.5794401083291485
ACH-000402,-1.3041393466490003
ACH-000403,-1.823414741524623
ACH-000404,-1.6752313226531306
ACH-000406,-1.5796912060378756
ACH-000407,-1.595443546716404
ACH-000408,-1.5162096441094837
ACH-000410,-1.2242643642165407
ACH-000411,-1.4561636113154892
ACH-000414,-1.4545838945084395
ACH-000415,-1.4625854508970844
ACH-000416,-1.4832875255889042
ACH-000420,-1.392329128859915
ACH-000421,-1.3780990979257899
ACH-000424,-1.3654770611024234
ACH-000425,-1.4839707142983785
ACH-000426,-1.262671053717925
ACH-000427,-1.8073672901354068
ACH-000433,-1.6633496302734871
ACH-000435,-1.5496541933325703
ACH-000436,-1.6256248167015477
ACH-000444,-1.454342582696606
ACH-000445,-1.6716571782667682
ACH-000448,-1.462662989195218
ACH-000450,-1.4344804232096706
ACH-000452,-1.5693728886828844
ACH-000454,-1.2699835628572491
ACH-000458,-1.268569236902552
ACH-000459,-2.084537452761211
ACH-000460,-1.3560743756301927
ACH-000461,-1.5622741383490968
ACH-000463,-1.2949208254535578
ACH-000464,-1.5723820013034562
ACH-000466,-1.5363975267720191
ACH-000467,-1.4321003759691182
ACH-000468,-1.7885644128519966
ACH-000469,-1.425980133481109
ACH-000470,-1.8778681563539596
ACH-000471,-1.6494615953291052
ACH-000472,-1.5938659709507141
ACH-000473,-1.5434488337846182
ACH-000475,-1.5662633894979001
ACH-000476,-1.4587267163293127
ACH-000477,-1.4148526399478654
ACH-000479,-1.6919468600935188
ACH-000480,-1.3263516013580747
ACH-000481,-1.3016508344676192
ACH-000483,-1.2185559031370243
ACH-000484,-1.6009135532240828
ACH-000485,-1.2803380199534873
ACH-000486,-1.4530380499221671
ACH-000487,-1.503162002685309
ACH-000488,-1.45068787056741
ACH-000490,-1.5150960973554148
ACH-000491,-1.5586982119224122
ACH-000495,-1.4224643457156756
ACH-000496,-1.4186617600564098
ACH-000499,-1.7781763967874675
ACH-000500,-1.7342996552655892
ACH-000502,-1.4725294022220057
ACH-000503,-1.302590884833843
ACH-000505,-1.1914203692375689
ACH-000507,-1.4840801062675208
ACH-000510,-1.491915766373718
ACH-000511,-1.3513691836818442
ACH-000512,-1.3435079542491821
ACH-000516,-1.4663961008964737
ACH-000517,-1.6520123105746571
ACH-000518,-1.7486374757481018
ACH-000520,-1.5264534574862911
ACH-000521,-1.6170777288831548
ACH-000522,-1.5969810650969782
ACH-000524,-1.4917554795826928
ACH-000527,-1.4202754747704314
ACH-000528,-1.512949154555761
ACH-000537,-1.6119580737016728
ACH-000541,-2.0868772403361686
ACH-000542,-1.5109482381675738
ACH-000544,-1.4881585756680231
ACH-000545,-1.3702339345846155
ACH-000547,-1.5902379721614204
ACH-000548,-1.4845701661278323
ACH-000549,-1.3943321131358424
ACH-000550,-1.6051751844529012
ACH-000552,-1.3570730180673058
ACH-000556,-1.428826544265316
ACH-000557,-1.673399242685256
ACH-000569,-1.3373158384624428
ACH-000570,-1.5291442945802358
ACH-000571,-1.7508243634390062
ACH-000573,-1.5780813823242392
ACH-000576,-1.4714540042512545
ACH-000579,-1.4624597021196049
ACH-000580,-1.4478552802752733
ACH-000584,-1.6295623302756257
ACH-000585,-1.534931096833123
ACH-000588,-1.6988781632555574
ACH-000589,-1.5635478908024347
ACH-000591,-1.1145367093135905
ACH-000593,-1.466109368294907
ACH-000600,-1.560491921961834
ACH-000601,-1.5186812962606646
ACH-000605,-1.5208415795164394
ACH-000606,-1.2852366011412344
ACH-000608,-1.7404731652084091
ACH-000614,-1.6923028837514331
ACH-000616,-1.406819138341978
ACH-000618,-1.2710601444880556
ACH-000619,-1.588432279683038
ACH-000620,-1.550379444666771
ACH-000621,-1.5291548504601706
ACH-000622,-1.6728054705725657
ACH-000623,-1.5161517411257075
ACH-000624,-1.5281351690125031
ACH-000627,-1.506918068436048
ACH-000630,-1.3139118848346023
ACH-000631,-1.531147241473684
ACH-000632,-1.6006810124418251
ACH-000633,-1.5279974391392994
ACH-000637,-1.5862494337330681
ACH-000638,-1.4638465047951403
ACH-000646,-1.6782146752017642
ACH-000647,-1.3717294209690147
ACH-000648,-1.5034977055326386
ACH-000649,-1.4995289302201593
ACH-000651,-1.618373389215804
ACH-000652,-1.6086168330001884
ACH-000653,-1.630418173897626
ACH-000657,-1.6533255198834405
ACH-000658,-1.7220192272283403
ACH-000661,-1.4212130981986195
ACH-000662,-1.5899156913141503
ACH-000663,-1.453286629095401
ACH-000665,-1.3185060039244407
ACH-000671,-1.3817748295531698
ACH-000672,-1.2914892407542615
ACH-000673,-1.4906446538223317
ACH-000676,-1.4013959150851192
ACH-000677,-1.8477909351315367
ACH-000681,-1.4986516314040632
ACH-000683,-1.5705077610159854
ACH-000684,-1.6225415205602558
ACH-000688,-1.967567484892093
ACH-000693,-1.584699743230331
ACH-000694,-1.4896847212667208
ACH-000695,-1.3453322108548962
ACH-000696,-1.531814735555842
ACH-000697,-1.6347054246281765
ACH-000699,-1.918207009417764
ACH-000701,-1.6956302204566778
ACH-000706,-1.6523720810970073
ACH-000711,-1.5751207898755577
ACH-000713,-1.5244317115703159
ACH-000714,-1.7388560404264592
ACH-000718,-1.6241047350631157
ACH-000720,-1.4603822429995803
ACH-000721,-1.6609359529296073
ACH-000724,-1.7937160983680056
ACH-000725,-1.8766999252587155
ACH-000732,-1.3723589009721806
ACH-000734,-1.7480171957769968
ACH-000735,-1.5537785876177015
ACH-000736,-1.6619091812004103
ACH-000738,-1.6428048808874276
ACH-000746,-1.7542018232621586
ACH-000747,-1.5224129231714434
ACH-000748,-1.4550411451549248
ACH-000753,-1.6243441002495007
ACH-000756,-1.6101409721195632
ACH-000757,-1.5479818071972542
ACH-000758,-1.6895874110435252
ACH-000760,-1.6238145560932071
ACH-000762,-1.1978053714580392
ACH-000763,-1.923069910932505
ACH-000764,-1.50736553327456
ACH-000765,-1.4994302349302224
ACH-000766,-1.499863524027646
ACH-000767,-1.375958025364409
ACH-000768,-1.4768318993615055
ACH-000769,-1.6363063999519543
ACH-000770,-1.5161251538306375
ACH-000771,-1.4290213941402532
ACH-000773,-1.690189464568718
ACH-000776,-1.5308202254546417
ACH-000777,-1.614116525628024
ACH-000778,-1.3922711577827953
ACH-000781,-1.5734165494550614
ACH-000782,-1.480877651765489
ACH-000783,-1.8579461796082464
ACH-000784,-1.6048422272613228
ACH-000785,-1.781455534981396
ACH-000787,-1.4602349817746691
ACH-000788,-1.4943961211593118
ACH-000791,-1.4458559912569835
ACH-000792,-1.5703336140447552
ACH-000794,-1.4513555103827238
ACH-000796,-1.585455409548988
ACH-000798,-1.3942396727246231
ACH-000799,-1.397770124566074
ACH-000800,-1.4266655936533934
ACH-000802,-1.6875550587762191
ACH-000804,-1.4614867477218347
ACH-000805,-1.6417687885728125
ACH-000809,-1.4355065552540032
ACH-000810,-1.4412887203981313
ACH-000811,-1.476295106477144
ACH-000817,-1.4825945558818845
ACH-000819,-1.4520348517482893
ACH-000820,-1.759478542567526
