,CALML6 (163688)
ACH-000004,-0.1011854038393754
ACH-000005,-0.018853873329846085
ACH-000007,-0.11050830873438308
ACH-000009,-0.1300697167004755
ACH-000011,-0.08122399765106955
ACH-000012,-0.15086881377924238
ACH-000013,-0.1458969898122689
ACH-000014,-0.04695596926932211
ACH-000015,-0.13452127837562775
ACH-000017,-0.1408214961611529
ACH-000018,-0.21203487537283794
ACH-000019,-0.13626419792649033
ACH-000021,-0.12703283008840294
ACH-000022,-0.05589150120097945
ACH-000025,-0.2725560126612045
ACH-000028,-0.1770425386014106
ACH-000030,-0.009964373650405004
ACH-000035,-0.20278075506026888
ACH-000036,-0.26450637191835663
ACH-000037,-0.22997735742257186
ACH-000039,-0.3192519220215971
ACH-000040,-0.2502501035544754
ACH-000041,-0.20888395735406945
ACH-000042,-0.16007701005415986
ACH-000045,-0.22819411596862335
ACH-000047,-0.298439957457808
ACH-000052,-0.0664228499651107
ACH-000053,-0.1854796297115721
ACH-000054,-0.12096781056436147
ACH-000055,-0.020770600394321992
ACH-000060,-0.1252522079238735
ACH-000067,-0.15738913458443324
ACH-000070,-0.03510133032597867
ACH-000075,-0.0889689618773961
ACH-000078,-0.1144026908228959
ACH-000082,-0.15651881652600266
ACH-000085,-0.23036641781477316
ACH-000086,-0.08125072425580178
ACH-000087,-0.255349605011061
ACH-000092,-0.35680519691928764
ACH-000095,-0.11092712160626544
ACH-000097,-0.21180217735818016
ACH-000098,-0.1128999618404437
ACH-000099,-0.1358683098614955
ACH-000108,-0.3673019630579824
ACH-000113,-0.0695203630783155
ACH-000116,0.007033051970043003
ACH-000118,-0.1248964179371646
ACH-000120,-0.05678633691736594
ACH-000123,-0.30807869340255817
ACH-000127,-0.0805752794400576
ACH-000128,-0.2017249107015329
ACH-000132,-0.1772774857537038
ACH-000133,-0.05601711019405934
ACH-000137,0.04763814250074686
ACH-000138,-0.21721895728331905
ACH-000142,-0.16736795896211049
ACH-000143,-0.26427898512626996
ACH-000146,-0.13930372886067005
ACH-000148,-0.17843129082048706
ACH-000150,-0.5214901988920415
ACH-000152,-0.09424814515523992
ACH-000153,0.00048561736912152635
ACH-000159,-0.08779126098334791
ACH-000160,-0.07866436589881139
ACH-000163,-0.19150294683043134
ACH-000167,-0.21848739976463155
ACH-000168,-0.06411833176395336
ACH-000169,-0.06462122408568911
ACH-000178,-0.1617969296742644
ACH-000183,-0.00921929031425748
ACH-000188,-0.17612629618900166
ACH-000189,-0.1365714253743178
ACH-000190,-0.3559932179578625
ACH-000198,-0.08237288166959976
ACH-000203,0.05648089436122805
ACH-000204,-0.09769244775787814
ACH-000206,-0.13224397447656774
ACH-000207,-0.14168621153135605
