,MEDAG (84935)
ACH-000004,0.09284591367901007
ACH-000005,-0.0979027210949184
ACH-000007,-0.1991624110401887
ACH-000009,0.004949846853872783
ACH-000011,-0.005283331634256111
ACH-000012,0.005175881335400287
ACH-000013,-0.06224514694051569
ACH-000014,0.028168042570469693
ACH-000015,0.004339257420009159
ACH-000017,0.032628443453466334
ACH-000018,-0.09489924229509736
ACH-000019,0.16371267663971675
ACH-000021,0.03744015604703687
ACH-000022,0.003204583667893041
ACH-000025,-0.01574202280618602
ACH-000028,0.0346966244575818
ACH-000030,-0.027891463520175557
ACH-000035,0.013965635836095988
ACH-000036,0.049504400644047854
ACH-000037,-0.1538875170533635
ACH-000039,-0.1273656303984465
ACH-000040,-0.10898274698801118
ACH-000041,-0.02828415086391765
ACH-000042,-0.012058797827869994
ACH-000045,-0.13655827147618085
ACH-000047,0.0077931668534465095
ACH-000052,-0.08958801271722862
ACH-000053,0.027811733912187032
ACH-000054,-0.0753971808614065
ACH-000055,0.08165986139178708
ACH-000060,-0.08256433242861265
ACH-000067,-0.05330232872091158
ACH-000070,0.0641156186580446
ACH-000075,-0.06917740506056233
ACH-000078,-0.01736192904050497
ACH-000082,0.04370250877125867
ACH-000085,0.07207824999666677
ACH-000086,-0.013545644570335193
ACH-000087,0.1005237504412102
ACH-000092,-0.05290626077662172
ACH-000095,-0.0633140086691769
ACH-000097,-0.08439007483851448
ACH-000098,0.012506591876377073
ACH-000099,-0.01507900913922977
ACH-000108,0.01737390187441461
ACH-000113,-0.06656494025607469
ACH-000116,-0.0007712353502197525
ACH-000118,-0.0326955241438831
ACH-000120,-0.005799004057497247
ACH-000123,-0.012682577767258668
ACH-000127,-0.04421422691187932
ACH-000128,-0.04917246639728412
ACH-000132,-0.1980280890772246
ACH-000133,0.0450866867549428
ACH-000137,-0.07740714182840584
ACH-000138,-0.06603059060629743
ACH-000142,0.011812174560036491
ACH-000143,-0.0845140642659032
ACH-000146,-0.034409168204303966
ACH-000148,0.013297896290809809
ACH-000150,-0.17473699323486824
ACH-000152,0.04449574116996748
ACH-000153,0.03297814749185934
ACH-000159,-0.08107951743401913
ACH-000160,0.03468578425400652
ACH-000163,-0.025976925200910075
ACH-000167,0.03677533321532589
ACH-000168,-0.16028219570381896
ACH-000169,0.014929299501153959
ACH-000178,-0.001407931405549408
ACH-000183,0.10049563142672223
ACH-000188,0.006586015891261247
ACH-000189,0.031528697966369805
ACH-000190,0.200507427196862
ACH-000198,-0.08841144483604092
ACH-000203,-0.06959798146647254
ACH-000204,-0.041923962833119784
ACH-000206,-0.26353985236115185
ACH-000207,-0.005718624769628847
ACH-000208,0.2609239958089053
ACH-000210,-0.0472443452022088
ACH-000211,0.0021502043433627247
ACH-000215,-0.08272737623836209
ACH-000221,0.025296670324252847
ACH-000222,-0.06411867880985211
ACH-000223,0.030963046094413974
ACH-000226,-0.1097860738596016
ACH-000227,0.11032298821178144
ACH-000228,-0.04361214000227991
ACH-000231,-0.0033140328218217146
ACH-000232,0.021329918470702213
ACH-000233,-0.18406551579294508
ACH-000234,-0.057407197802776075
ACH-000235,-0.003352039506477404
ACH-000237,-0.05851378860804873
ACH-000238,0.03306679644244824
ACH-000242,-0.04049640492398682
ACH-000243,0.10163399834711917
ACH-000244,0.15397577028141374
ACH-000246,-0.03203823210878038
ACH-000248,-0.03407538901639798
ACH-000250,-0.01813364314414913
ACH-000251,-0.07682172642754731
ACH-000252,0.009576155583483292
ACH-000253,-0.13404941296497436
ACH-000255,-0.02089537964250824
ACH-000256,0.24294764768658045
ACH-000257,0.026038291669080515
ACH-000258,-0.009713218452135491
ACH-000259,-0.02739546638226336
ACH-000260,0.0008109692291979867
ACH-000261,-0.01639423709473194
ACH-000262,-0.10209630699866476
ACH-000263,-0.10571819162892583
ACH-000264,-0.005104512742357236
ACH-000265,-0.1005662891523406
ACH-000266,-0.06878136679384916
ACH-000272,-0.008064566035456794
ACH-000274,-0.0028795904375014873
ACH-000277,-0.06331281100363423
ACH-000278,-0.02050926236695071
ACH-000279,-0.05124646849582125
ACH-000280,0.02496224171234609
ACH-000281,-0.023354397093282842
ACH-000288,-0.04570287389360985
ACH-000291,-0.01925054787359102
ACH-000293,0.030300079091843207
ACH-000294,-0.0988785132751452
ACH-000295,-0.06307335112211343
ACH-000296,0.07459810433965694
ACH-000302,-0.07059944060206226
ACH-000304,0.01810648244915641
ACH-000307,0.05942833777919496
ACH-000308,0.06348403648333648
ACH-000310,-0.05285161309072207
ACH-000311,-0.0624987836742392
ACH-000312,0.0893733055405619
ACH-000315,0.06484004368928274
ACH-000316,-0.0495447911420876
ACH-000317,-0.208084520062321
ACH-000318,-0.05427847878998183
ACH-000319,-0.09778102662690503
ACH-000320,0.04709510079193803
ACH-000322,-0.028635033383712892
ACH-000323,-0.01010768559842702
ACH-000324,-0.0411781024916225
ACH-000329,-0.032607549244770204
ACH-000330,0.034187606558180574
ACH-000331,-0.086334143058191
ACH-000332,0.01033265935379398
ACH-000334,0.029619772203940763
ACH-000335,-0.02615110325760801
ACH-000336,0.027610782835238025
ACH-000337,0.002160880740539626
ACH-000338,0.035070210629756966
ACH-000339,0.053121763875747095
ACH-000341,0.038069494919721315
ACH-000348,0.02241457044014976
ACH-000350,-0.011026610077488407
ACH-000352,-0.03834409547945216
ACH-000356,0.032537523415779916
ACH-000361,-0.003719638240713637
ACH-000362,-0.011864437710485128
ACH-000363,-0.052647437549229716
ACH-000364,-0.018062674060591248
ACH-000365,-0.06706799629602428
ACH-000366,0.01709605880681211
ACH-000368,-0.03554490212184058
ACH-000374,0.006168760951284471
ACH-000375,0.04787483244901725
ACH-000376,-0.0699677456409346
ACH-000381,0.18980953592145225
ACH-000383,-0.0548906752258298
ACH-000387,0.09555803619367832
ACH-000389,-0.03964086268804603
ACH-000390,-0.05413564158936391
ACH-000393,-0.04186549470553199
ACH-000395,-0.09524541437907236
ACH-000396,-0.08926712354444831
ACH-000397,-0.014977597706002797
ACH-000401,0.010744592737655032
ACH-000402,-0.0201746890586198
ACH-000403,-0.045869728248633
ACH-000404,-0.008093693524316275
ACH-000406,-0.02079044779607293
ACH-000407,0.04920598364282375
ACH-000408,0.009173719377213028
ACH-000410,-0.007965833794806415
ACH-000411,-0.04533301283757184
ACH-000414,0.04817041120462962
ACH-000415,-0.04606436923727925
ACH-000416,-0.07675975880537171
ACH-000420,-0.09928911665202717
ACH-000421,-0.026563391390475102
