,ESF1 (51575)
ACH-000004,-0.9934599141587448
ACH-000005,-1.2076701381913515
ACH-000007,-0.9141903852565914
ACH-000009,-0.9043942240590648
ACH-000011,-0.9703251926613936
ACH-000012,-0.8541142704303408
ACH-000013,-0.6515049492559359
ACH-000014,-0.8673078753622457
ACH-000015,-0.8153347885276144
ACH-000017,-0.6073080563198577
ACH-000018,-0.7903823188586174
ACH-000019,-0.5055111045633361
ACH-000021,-0.8887274122668825
ACH-000022,-0.9537159456449298
ACH-000025,-0.7855855819724604
ACH-000028,-0.6999329864758906
ACH-000030,-0.77355536359216
ACH-000035,-0.6566014693758195
ACH-000036,-0.6775331687501783
ACH-000037,-0.4583025105374709
ACH-000039,-0.6056664016860862
ACH-000040,-0.8286545418625545
ACH-000041,-0.691332131048451
ACH-000042,-0.7533453701589822
ACH-000045,-0.8853453886514109
ACH-000047,-0.8682591647876059
ACH-000052,-0.7811027851115434
ACH-000053,-0.8631384612560818
ACH-000054,-1.0064009608454096
ACH-000055,-0.8834281597989629
ACH-000060,-0.8573220094332337
ACH-000067,-0.7870789835133721
ACH-000070,-0.7565466863454763
ACH-000075,-1.0183120045186551
ACH-000078,-0.5930409708597644
ACH-000082,-0.9900169002682
ACH-000085,-1.3244940073171914
ACH-000086,-1.0127874538424328
ACH-000087,-0.8991618398822647
ACH-000092,-0.7927030858667855
ACH-000095,-0.7823644502150984
ACH-000097,-0.9480934994373992
ACH-000098,-0.8600549191751528
ACH-000099,-0.7584113146661895
ACH-000108,-0.9560066842678342
ACH-000113,-0.8238682175466558
ACH-000116,-1.011425198065415
ACH-000118,-0.8998451312311089
ACH-000120,-0.8745473308330961
ACH-000123,-0.7855883865457797
ACH-000127,-0.6566835364774194
ACH-000128,-0.8084230182732149
ACH-000132,-0.9328509764905122
ACH-000133,-0.8218127433649334
ACH-000137,-0.9823208687084921
ACH-000138,-0.7602239628866349
ACH-000142,-0.5287368347064393
ACH-000143,-0.48210108934762796
ACH-000146,-1.301584243910647
ACH-000148,-0.8129379953409879
ACH-000150,-0.5635957539469056
ACH-000152,-0.7943995989255793
ACH-000153,-0.9665761161404918
ACH-000159,-0.5796266755436756
ACH-000160,-0.9478859892008498
ACH-000163,-0.8938734192703541
ACH-000167,-0.9468910843908795
ACH-000168,-0.8220766566670765
ACH-000169,-1.0098228048864573
ACH-000178,-0.7052422201410274
ACH-000183,-0.8892981920744207
ACH-000188,-0.6997174891929716
ACH-000189,-1.1079478000993601
ACH-000190,-0.8061024181416061
ACH-000198,-0.9237804229334052
ACH-000203,-1.0045129991613837
ACH-000204,-0.7236728974339152
ACH-000206,-0.8896825018042088
ACH-000207,-0.5588536500403265
ACH-000208,-0.4724972442231769
ACH-000210,-0.7705182873846471
ACH-000211,-0.9213560262243136
ACH-000215,-0.8705419860487928
ACH-000221,-0.9961697560732378
ACH-000222,-0.9248099708119396
ACH-000223,-0.673986383610786
ACH-000226,-0.9476918737184808
ACH-000227,-0.40570318859469207
ACH-000228,-0.8969516739824419
ACH-000231,-0.9779759627464364
ACH-000232,-0.9747654677293652
ACH-000233,-0.8210875531882342
ACH-000234,-0.8723522599987024
ACH-000235,-0.8254369567151291
ACH-000237,-0.8013487713881343
ACH-000238,-0.9255702992510458
ACH-000242,-0.6693914056453297
ACH-000243,-0.9529187505044618
ACH-000244,-0.9474159214422426
ACH-000246,-0.6694654146375895
ACH-000248,-0.7359689382575045
ACH-000250,-0.7395541966148527
ACH-000251,-1.2328996771801368
ACH-000252,-0.8421996490813929
ACH-000253,-0.642775382145217
ACH-000255,-1.0106114867899705
ACH-000256,-0.8303287755712396
ACH-000257,-0.6577985004242198
ACH-000258,-0.9735796118152978
ACH-000259,-0.8506123835273611
ACH-000260,-0.7693449397376504
ACH-000261,-0.8898981735090483
ACH-000262,-0.5743004006437149
ACH-000263,-0.5419435106361201
ACH-000264,-0.9378411717309963
ACH-000265,-0.8604721405897879
ACH-000266,-0.8106284762700753
