,LIX1 (167410)
ACH-000004,-0.03985102221322113
ACH-000005,0.003539154230674839
ACH-000007,-0.01303577412304177
ACH-000009,0.08500236524617621
ACH-000011,0.0594419181082376
ACH-000012,-0.09264168956560948
ACH-000013,0.01587006130364324
ACH-000014,-0.022156313460811726
ACH-000015,-0.2186696614586675
ACH-000017,0.02549126853710281
ACH-000018,-0.16731795235779903
ACH-000019,0.09721332599531113
ACH-000021,-0.0946653149722692
ACH-000022,-0.1402738039454514
ACH-000025,-0.0800089947115425
ACH-000028,0.011813190280019136
ACH-000030,0.010137336233050713
ACH-000035,0.016242222106498994
ACH-000036,-0.10186980162414164
ACH-000037,-0.16395066367727704
ACH-000039,0.07905802244627358
ACH-000040,0.011378846479185693
ACH-000041,0.13366785056986366
ACH-000042,-0.040434761428436765
ACH-000045,-0.1816025343743763
ACH-000047,-0.05912395143773819
ACH-000052,0.3104180723508018
ACH-000053,-0.10406221494248813
ACH-000054,-0.06778983759241024
ACH-000055,0.044176375888324286
ACH-000060,0.053217844741249985
ACH-000067,-0.13373240017215302
ACH-000070,0.01051652770996777
ACH-000075,-0.1895771395435052
ACH-000078,0.052834951596962165
ACH-000082,-0.08585342991556888
ACH-000085,0.0702472732557814
ACH-000086,-0.015486958008837357
ACH-000087,0.19119802844535236
ACH-000092,-0.00594784298431442
ACH-000095,-0.017955059564983153
ACH-000097,-0.06090887919011447
ACH-000098,-0.07943059653095222
ACH-000099,0.03728540334260557
ACH-000108,-0.1979556650585108
ACH-000113,-0.009924241445270154
ACH-000116,-0.14391445731990835
ACH-000118,0.0503359804379136
ACH-000120,-0.2162488262794723
ACH-000123,-0.15192574575000334
ACH-000127,-0.05004403557197496
ACH-000128,-0.05946856331601125
ACH-000132,-0.041971214093694934
ACH-000133,0.005693975924905836
ACH-000137,-0.24923761900581476
ACH-000138,-0.002399900796957976
ACH-000142,0.007744451043967386
ACH-000143,-0.4363598767394618
ACH-000146,-0.050383538597325576
ACH-000148,-0.0902061416160391
ACH-000150,0.03249974502955424
ACH-000152,-0.08273961871947895
ACH-000153,-0.19672102242258385
ACH-000159,-0.07372043590453621
ACH-000160,-0.06886171125648433
ACH-000163,-0.15676560816588558
ACH-000167,0.028006909641072147
ACH-000168,0.03242810828395947
ACH-000169,-0.07004702846127203
ACH-000178,-0.08391123026459517
ACH-000183,-0.18796185728766715
ACH-000188,0.003723939858527143
ACH-000189,0.10937346029242888
ACH-000190,-0.06860947705998881
ACH-000198,-0.03268960404010176
ACH-000203,0.05299612079232112
ACH-000204,-0.05832627163555745
ACH-000206,-0.05496282923378301
ACH-000207,-0.005381964637024979
ACH-000208,-0.004469794328005121
ACH-000210,-0.5145082299861143
ACH-000211,-0.10152055790441446
ACH-000215,-0.04670059763647241
ACH-000221,-0.17958809111858115
ACH-000222,-0.15697339218113765
ACH-000223,0.037013674129431136
ACH-000226,-0.08248002226403958
ACH-000227,-0.04730353897581087
ACH-000228,-0.18592165630692992
ACH-000231,-0.12967760169556852
ACH-000232,-0.05401369194782639
ACH-000233,0.07138544651015047
ACH-000234,-0.12069689832219163
ACH-000235,-0.07855131034606297
ACH-000237,0.01355838800927754
ACH-000238,0.03669717413915118
ACH-000242,0.15149129658995222
ACH-000243,-0.09779699610325653
ACH-000244,-0.007202519811562711
ACH-000246,-0.06866514936605557
ACH-000248,0.12479359489091026
ACH-000250,-0.06274224977009067
ACH-000251,-0.16658955389585542
ACH-000252,0.1722471199205651
ACH-000253,-0.002701286268090673
ACH-000255,0.01114789257995401
ACH-000256,0.011678018801594985
ACH-000257,-0.03804174208150623
ACH-000258,-0.0481900270992482
ACH-000259,-0.13176345251829838
ACH-000260,-0.0026258919289515914
ACH-000261,-0.043165316326078125
ACH-000262,-0.08294154609130608
ACH-000263,0.35810204381834315
ACH-000264,-0.003574745223667862
ACH-000265,-0.028407853662758806
ACH-000266,-0.04804215304932155
ACH-000272,-0.10975777302833424
ACH-000274,-0.058109815640947825
ACH-000277,0.045328083088985165
ACH-000278,0.017661790576754703
ACH-000279,-0.04557384712549895
ACH-000280,-0.07779230522797181
ACH-000281,0.13666109867690207
ACH-000288,-0.10103809526866532
ACH-000291,0.005070653856128492
ACH-000293,-0.15996112201600382
ACH-000294,-0.06620537474344931
ACH-000295,-0.11576145767366945
ACH-000296,0.013788240965514724
ACH-000302,-0.08378648547121448
ACH-000304,-0.06380676010642915
ACH-000307,-0.04352457784486193
ACH-000308,0.008332019886669716
ACH-000310,0.09931848274830216
ACH-000311,0.13704762730797426
ACH-000312,-0.011467991810397798
ACH-000315,-0.11204110344137108
ACH-000316,0.09511173683654076
ACH-000317,0.04628526251624345
ACH-000318,0.13708094098068468
ACH-000319,0.012556359990596769
ACH-000320,-0.24708044182577815
ACH-000322,0.025622567044861846
ACH-000323,-0.10452950774074216
ACH-000324,-0.03675568768835425
ACH-000329,-0.0764728422256934
ACH-000330,0.019222651300046863
ACH-000331,-0.20203641146755055
ACH-000332,-0.07880022671969604
ACH-000334,0.01883531133234473
ACH-000335,-0.09494197420712193
ACH-000336,-0.1055638483066326
ACH-000337,0.03864174392818839
ACH-000338,-0.44585254100677
ACH-000339,0.02204154189417959
ACH-000341,-0.19440548935453816
ACH-000348,0.013048374337720416
ACH-000350,-0.17121652472826054
ACH-000352,-0.0692743919437829
ACH-000356,-0.06731601373318287
ACH-000361,-0.068520858144472
ACH-000362,-0.008660354525957953
ACH-000363,-0.013440717872011893
ACH-000364,-0.090435463522722
ACH-000365,-0.10324588446039124
ACH-000366,-0.0395402928975269
ACH-000368,-0.09687853422159172
ACH-000374,-0.016610668468757694
ACH-000375,-0.09750319737753486
ACH-000376,-0.057959740232805465
ACH-000381,-0.09078981653703004
ACH-000383,-0.1161275496688858
ACH-000387,-0.04224418313375
ACH-000389,-0.16261039424243634
ACH-000390,0.053123925241849
