,LPGAT1 (9926)
ACH-000004,-0.13968676992846238
ACH-000005,0.0785703952367094
ACH-000007,-0.4450527093711881
ACH-000009,-0.23579345003976154
ACH-000011,0.058631628382239065
ACH-000012,0.025679573551114075
ACH-000013,-0.12995170022608654
ACH-000014,-0.013210181346912665
ACH-000015,0.02536834410600449
ACH-000017,-0.13505900268654436
ACH-000018,-0.01421695671406715
ACH-000019,-0.019877013381319367
ACH-000021,-0.1022006033423291
ACH-000022,-0.16931869710633848
ACH-000025,-0.011303767118279788
ACH-000028,-0.057329410980753816
ACH-000030,-0.03899718127736662
ACH-000035,0.07409468000701833
ACH-000036,0.036983042474324185
ACH-000037,-0.06775120480170634
ACH-000039,-0.02487480318002984
ACH-000040,-0.118599642711191
ACH-000041,0.0456728359337539
ACH-000042,0.028086479007651825
ACH-000045,-0.03136757223911213
ACH-000047,0.0006582534859566523
ACH-000052,0.08434454003859501
ACH-000053,-0.05839668037433144
ACH-000054,0.0385009121656822
ACH-000055,-0.2244391396187409
ACH-000060,-0.014804719568663062
ACH-000067,-0.022256198428309282
ACH-000070,-0.015640624197821203
ACH-000075,-0.2621174853523553
ACH-000078,-0.11718717078517192
ACH-000082,-0.08850523954347449
ACH-000085,-0.14588009532176774
ACH-000086,-0.1275231972743698
ACH-000087,0.061026734793500285
ACH-000092,0.007542811553903898
ACH-000095,-0.15825107950517076
ACH-000097,-0.10153894629672516
ACH-000098,-0.010835354023112342
ACH-000099,-0.09692240091478936
ACH-000108,0.0672815862730646
ACH-000113,-0.2881778589053065
ACH-000116,-0.05308544275952777
ACH-000118,-0.06434510601123676
ACH-000120,-0.19564808033573866
ACH-000123,-0.05323574742976677
ACH-000127,0.0004486819622233492
ACH-000128,-0.2072326743980658
ACH-000132,-0.11376344488681718
ACH-000133,0.02038359388435156
ACH-000137,-0.05509242847420491
ACH-000138,-0.11929522047439695
ACH-000142,-0.033897048083178775
ACH-000143,-0.17899817957256406
ACH-000146,-0.1523230336181843
ACH-000148,-0.1517545871410789
