,MCCD1 (401250)
ACH-000004,-0.002247643470911637
ACH-000005,-0.16054730596645336
ACH-000007,0.11095328888322364
ACH-000009,-0.09813115595461963
ACH-000011,-0.08129209962856772
ACH-000012,-0.1311988530088429
ACH-000013,-0.06298242346328876
ACH-000014,-0.14124214082808262
ACH-000015,0.01724697913888341
ACH-000017,0.0127050679716396
ACH-000018,-0.20246862603134327
ACH-000019,-0.13693520971200884
ACH-000021,0.002105230961519711
ACH-000022,-0.15120767313183367
ACH-000025,0.009700221731485662
ACH-000028,-0.1596471652433982
ACH-000030,-0.04208692566307706
ACH-000035,-0.13370773521148088
ACH-000036,-0.05985281690230952
ACH-000037,0.0397584963639882
ACH-000039,0.21832487357063665
ACH-000040,0.006964814075866735
ACH-000041,-0.03485896258801445
ACH-000042,0.023634044482282863
ACH-000045,-0.031491582514028324
ACH-000047,-0.049311834014280825
ACH-000052,-0.0931307488530099
ACH-000053,-0.0522713682984968
ACH-000054,-0.10002395129301926
ACH-000055,-0.07439360992526944
ACH-000060,-0.13760537896617386
ACH-000067,0.008314452697432773
ACH-000070,0.005331223394711942
ACH-000075,0.06610878575618168
ACH-000078,-0.08673461153797421
ACH-000082,0.039633950133645984
ACH-000085,-0.17225663210009856
ACH-000086,-0.019552220986574782
ACH-000087,-0.052629528746791436
ACH-000092,-0.012751827024851873
ACH-000095,-0.09741594615184772
ACH-000097,-0.018486688754219063
ACH-000098,-0.1906006535241722
ACH-000099,-0.02996944898605378
ACH-000108,0.01942690533858494
ACH-000113,-0.11792886096433446
ACH-000116,-0.019027213846990614
ACH-000118,0.06664439811163361
ACH-000120,0.02704142691921516
ACH-000123,0.05274227874325711
ACH-000127,-0.09656431600701533
ACH-000128,-0.010678224417707044
ACH-000132,-0.1099675189486372
ACH-000133,-0.07231745998208575
ACH-000137,0.0023582133369487684
ACH-000138,-0.11396911762296498
ACH-000142,0.022309660612166545
ACH-000143,0.042031703194785115
ACH-000146,0.08900762087183886
ACH-000148,0.06454340710948225
ACH-000150,0.047569444975163834
ACH-000152,-0.13877516309596424
ACH-000153,0.11333902618044644
ACH-000159,-0.002378266112364396
ACH-000160,-0.03621054575325633
ACH-000163,-0.060410272056383815
ACH-000167,-0.05486906844489901
ACH-000168,-0.04314754497392023
ACH-000169,-0.09796117316265784
ACH-000178,-0.031745907339454045
ACH-000183,0.14344162434328372
ACH-000188,-0.012119215940610523
ACH-000189,0.194604643333238
ACH-000190,0.06929098267268077
ACH-000198,-0.06741462198014628
ACH-000203,0.3649701729438616
ACH-000204,0.0584452220058965
ACH-000206,-0.22504824215315686
ACH-000207,-0.2095805472306704
ACH-000208,-0.02935792874600952
ACH-000210,-0.23416949892077954
ACH-000211,-0.09580063228435623
ACH-000215,-0.08123426699446566
ACH-000221,-0.008682032319014064
ACH-000222,-0.16956600087837692
ACH-000223,0.10054284612137714
ACH-000226,0.0026183823833498994
ACH-000227,-0.0625015330586394
ACH-000228,-0.0066697547456794565
ACH-000231,-0.0015614509439535918
ACH-000232,0.024369498830228917
ACH-000233,-0.13639289018343914
ACH-000234,-0.14049320295983245
ACH-000235,-0.07056215002502816
ACH-000237,-0.028561366943586058
ACH-000238,-0.11203501831706462
ACH-000242,-0.06054271770340575
ACH-000243,-0.1266457380027277
ACH-000244,-0.0012235139301549466
ACH-000246,-0.05952042299824425
ACH-000248,-0.014709508148478462
ACH-000250,-0.07015865431117939
ACH-000251,-0.10200782700708404
ACH-000252,-0.20966469587216874
ACH-000253,-0.1809609558863828
ACH-000255,-0.01350017239313216
ACH-000256,-0.1486248132017199
ACH-000257,0.2058078199379081
ACH-000258,0.006385277055493833
ACH-000259,-0.05023298826434565
ACH-000260,0.012990728796005432
ACH-000261,-0.05943115818538425
ACH-000262,0.18190875067172654
ACH-000263,0.0007241528636045942
ACH-000264,-0.04211055773368104
ACH-000265,-0.03330673732837061
ACH-000266,-0.05764740148925172
ACH-000272,-0.07533164615303252
ACH-000274,-0.033476544264313735
ACH-000277,-0.2873422832150515
ACH-000278,0.12757899082491225
ACH-000279,-0.06919239888972949
ACH-000280,0.05034932748016258
ACH-000281,-0.09147370413066737
ACH-000288,-0.0005913444444077513
ACH-000291,-0.00129924292016099
ACH-000293,-0.10913507943047494
ACH-000294,0.13051717837545415
ACH-000295,-0.25877508122860565
ACH-000296,-0.08141320872831805
ACH-000302,-0.03372914151461347
ACH-000304,0.15964027479887946
ACH-000307,0.046539310133016494
ACH-000308,0.007997592000894558
ACH-000310,0.16250621138766433
ACH-000311,0.04025123396863409
ACH-000312,0.01178907914406354
ACH-000315,-0.2541302467709128
ACH-000316,0.005719356811545101
ACH-000317,-0.0902414281278589
ACH-000318,0.01468857016119234
ACH-000319,0.07386755707282817
ACH-000320,-0.12111053512005387
ACH-000322,0.09387645955244026
ACH-000323,-0.0939858833728184
ACH-000324,-0.14490402665585425
ACH-000329,-0.01407957334265841
ACH-000330,-0.17166341256260945
ACH-000331,-0.06961163210169251
ACH-000332,-0.09318422577205197
ACH-000334,-0.02005870407189798
ACH-000335,0.15957331883539794
ACH-000336,-0.08794391072903224
ACH-000337,-0.1601997182849949
ACH-000338,-0.008288916958503258
ACH-000339,-0.08593307121839358
ACH-000341,0.08088421141789615
ACH-000348,-0.0890258517688086
ACH-000350,0.05999435788568089
ACH-000352,-0.04621471557871105
ACH-000356,-0.14670173689665647
ACH-000361,-0.2383123905588511
ACH-000362,-0.0005840550792136372
ACH-000363,-0.02779035880983795
ACH-000364,0.09022694900685964
ACH-000365,0.03723773594847615
ACH-000366,-0.010745417027892787
ACH-000368,0.112328631198609
ACH-000374,-0.4413158478926118
ACH-000375,-0.02863032205879933
ACH-000376,-0.03565445609845134
ACH-000381,0.01846356202503724
ACH-000383,-0.08205986104766166
ACH-000387,-0.08847679470955601
ACH-000389,0.08471572723474279
ACH-000390,-0.03746815068855973
ACH-000393,-0.19231865659284933
ACH-000395,0.10310703538475803
ACH-000396,0.2566385420278785
ACH-000397,0.04707229617691648
ACH-000401,0.2666219344889387
ACH-000402,-0.04011005604964845
ACH-000403,-0.15133277181667806
ACH-000404,-0.20312169126556326
ACH-000406,-0.1273495115155045
ACH-000407,-0.10150151559470212
ACH-000408,-0.1297738333824467
ACH-000410,0.04968137240095488
ACH-000411,-0.018851054489476826
ACH-000414,-0.03707372176823267
ACH-000415,0.053182171957027936
ACH-000416,-0.002273760644152612
ACH-000420,0.06634522867049493
ACH-000421,-0.010332836648243502
ACH-000424,0.012360279543807931
ACH-000425,-0.038356754634076916
ACH-000426,-0.13667349802015832
ACH-000427,0.015815357333093867
ACH-000433,0.03181559225743534
ACH-000435,-0.2610248241011697
ACH-000436,-0.016462204659276242
ACH-000444,0.08483726053146294
ACH-000445,-0.09809271195436296
ACH-000448,-0.11433100405128213
ACH-000450,0.13989019926414994
ACH-000452,-0.15688146129479413
ACH-000454,-0.10613353100950684
ACH-000458,0.02792702411756241
ACH-000459,-0.013107748399103765
ACH-000460,-0.024214942350900357
ACH-000461,-0.1045110083760142
ACH-000463,0.01200393164046973
