,HOXA1 (3198)
ACH-000004,0.1744520379754773
ACH-000005,0.205763691119452
ACH-000007,-0.17893942110802488
ACH-000009,0.06022124986993449
ACH-000011,0.028993424550450262
ACH-000012,0.01521245032951533
ACH-000013,0.0642193467161424
ACH-000014,0.008936697423136523
ACH-000015,-0.0067800416510452426
ACH-000017,-0.06459894941706756
ACH-000018,-0.06276642030489424
ACH-000019,0.21775924755669848
ACH-000021,-0.015571328330462512
ACH-000022,0.013578327896198993
ACH-000025,0.029468093418444426
ACH-000028,0.0978612721509591
ACH-000030,0.01412701788644251
ACH-000035,-0.04155736395207945
ACH-000036,0.08139829243300051
ACH-000037,0.026474366502010797
ACH-000039,-0.056941775939929065
ACH-000040,-0.036337437746482286
ACH-000041,0.046469442360058434
ACH-000042,-0.2523374928131979
ACH-000045,-0.10331824986278354
ACH-000047,-0.3073990505849058
ACH-000052,0.10753146795216267
ACH-000053,-0.02151568530642081
ACH-000054,0.02118295660365713
ACH-000055,0.0997732160502071
ACH-000060,-0.14059393299417128
ACH-000067,-0.0261516588287244
ACH-000070,-0.10985712163264426
ACH-000075,-0.0903048373790768
ACH-000078,-0.07462780631831271
ACH-000082,-0.03393939232845067
ACH-000085,-0.12303050892896265
ACH-000086,0.20495818300157745
ACH-000087,-0.22469742914373103
ACH-000092,0.1531558087803186
ACH-000095,0.0032429162042934773
ACH-000097,0.04022504980312836
ACH-000098,0.025639574793340343
ACH-000099,-0.008135083834619961
ACH-000108,0.007941765466516953
ACH-000113,-0.02411224868820776
ACH-000116,-0.13443337620707824
ACH-000118,0.03036015637970162
ACH-000120,-0.0560741240714587
ACH-000123,-0.047486388360140346
ACH-000127,-0.0448979271042262
ACH-000128,-0.1532879661775412
ACH-000132,0.16809641665828945
ACH-000133,0.09235310060300313
ACH-000137,0.02695427451361531
ACH-000138,0.037017314242170425
ACH-000142,-0.04451873151762984
ACH-000143,-0.03335445150466694
ACH-000146,-0.012341151498878884
ACH-000148,-0.052940112080647375
ACH-000150,-0.2362616945489288
ACH-000152,0.1151381736753623
ACH-000153,-0.023882356670706345
ACH-000159,0.02880094065140613
ACH-000160,0.07918797055303015
ACH-000163,-0.01966473749270053
ACH-000167,-0.0362947440191418
ACH-000168,0.014069295913075344
ACH-000169,-0.1225155957010256
ACH-000178,-0.06403063665537423
ACH-000183,0.025215038389410815
ACH-000188,0.03629293847120396
ACH-000189,-0.07081146786117072
ACH-000190,0.05464722799846853
ACH-000198,-0.0942302539435581
ACH-000203,-0.07373463575165197
ACH-000204,-0.2120585942761661
ACH-000206,-0.00712594605832163
ACH-000207,-0.13988864914024196
ACH-000208,0.006447153905598764
ACH-000210,-0.05498381649741978
ACH-000211,-0.09016572735097554
ACH-000215,0.006729607259800803
ACH-000221,-0.051246684478600084
ACH-000222,-0.021761780874171164
ACH-000223,0.03557383126497893
ACH-000226,-0.03373324518098172
ACH-000227,0.08664643088182708
ACH-000228,-0.016916986991274988
ACH-000231,-0.02116070333422952
ACH-000232,0.04888898085800564
ACH-000233,0.02216143200852487
ACH-000234,-0.208021758990264
ACH-000235,-0.09356007708023527
ACH-000237,-0.02856402442251718
ACH-000238,0.020424926116914474
ACH-000242,-0.006770238717263476
ACH-000243,0.013536777647312231
ACH-000244,-0.04106065901012672
ACH-000246,-0.05902307037254417
ACH-000248,-0.1716597777340841
ACH-000250,-0.017212806272228383
ACH-000251,0.06761309092485494
ACH-000252,-0.05415420848865273
ACH-000253,-0.0076756869248435925
ACH-000255,-0.040845866425376284
ACH-000256,0.026083340442079286
ACH-000257,-0.06713734632029016
ACH-000258,-0.08718141933452381
ACH-000259,-0.02687296421201049
ACH-000260,-0.08261799534575688
ACH-000261,0.04317795471954874
ACH-000262,-0.11387195149104942
ACH-000263,-0.04193942927473409
ACH-000264,-0.1244542377745149
ACH-000265,0.013650493516266932
ACH-000266,-0.09598909015381196
ACH-000272,-0.10734113938114054
ACH-000274,0.06127571519298501
ACH-000277,-0.009557210291486198
ACH-000278,-0.09335158102722953
ACH-000279,-0.04249720146564805
ACH-000280,-0.07706348204830722
ACH-000281,-0.12246977287876523
ACH-000288,-0.10024765606473136
ACH-000291,-0.01960039645305169
ACH-000293,-0.1819238118464408
ACH-000294,-0.103834359347565
ACH-000295,-0.05641733723156561
ACH-000296,-0.21346675170980675
ACH-000302,0.009153497360965844
ACH-000304,-0.21816833257709856
ACH-000307,-0.07029172066247995
ACH-000308,-0.003631266031969178
ACH-000310,0.19100360748176748
ACH-000311,0.07930833673081529
ACH-000312,0.06133027259978474
ACH-000315,0.0188384405547632
ACH-000316,-0.09742259154614492
ACH-000317,0.07447982256670921
ACH-000318,0.045751316240303735
ACH-000319,0.034431392964975015
ACH-000320,-0.08230504043320888
ACH-000322,-0.00737412119492185
ACH-000323,0.21190421110789928
ACH-000324,0.043135494458649705
ACH-000329,-0.06160206261769325
ACH-000330,0.15588167707813427
ACH-000331,-0.028930075526077226
ACH-000332,-0.058636101103739326
ACH-000334,-0.1988370427387261
ACH-000335,-0.026963858338494053
ACH-000336,-0.09981472619239998
ACH-000337,0.022956547850114774
ACH-000338,-0.2783625489305111
ACH-000339,-0.08539220662245031
ACH-000341,-0.005085673068476458
ACH-000348,-0.01589400283648225
ACH-000350,-0.0894990536524888
ACH-000352,0.07567108312807529
ACH-000356,-0.20486765156678732
ACH-000361,-0.03882317314476711
