,TFB1M (51106)
ACH-000004,-0.10267711345386878
ACH-000005,0.0653111001551869
ACH-000007,-0.2742860406350336
ACH-000009,-0.2707683988044537
ACH-000011,-0.05033608001417539
ACH-000012,-0.47264076321497095
ACH-000013,-0.4526223839453602
ACH-000014,-0.2026003474607814
ACH-000015,-0.3010157727902731
ACH-000017,-0.15016566615548296
ACH-000018,-0.29291311028409445
ACH-000019,-0.2157235652908635
ACH-000021,-0.4162594846339615
ACH-000022,-0.15846239103509202
ACH-000025,-0.2385269748824653
ACH-000028,-0.5706795358400045
ACH-000030,-0.1692523141644175
ACH-000035,-0.44403146823825773
ACH-000036,-0.03570721850899604
ACH-000037,-0.20463883378032224
ACH-000039,-0.2472412033518888
ACH-000040,-0.2279540526337693
ACH-000041,-0.16500606270750853
ACH-000042,-0.1035766626648575
ACH-000045,-0.242717879444713
ACH-000047,-0.3521928426187266
ACH-000052,-0.3398330650072913
ACH-000053,-0.13301134946339074
ACH-000054,-0.10593251886426963
ACH-000055,-0.10109059364947884
ACH-000060,-0.19756489750407585
ACH-000067,-0.2407163179501865
ACH-000070,-0.21931829176649908
ACH-000075,-0.22417216147214936
ACH-000078,-0.09626401481594353
ACH-000082,-0.08643751075702416
ACH-000085,-0.3266491271965757
ACH-000086,-0.42935947650385897
ACH-000087,-0.4064825419517232
ACH-000092,-0.2674039069197546
ACH-000095,-0.03489871580561355
ACH-000097,-0.14109190998651586
ACH-000098,-0.3403134348744232
ACH-000099,-0.25594812592862193
ACH-000108,-0.16136547239081375
ACH-000113,-0.39850032887163694
ACH-000116,-0.3377526682308324
ACH-000118,-0.5531848751124159
ACH-000120,-0.2563591424831636
ACH-000123,-0.3525386410018048
ACH-000127,-0.5635861934045958
ACH-000128,-0.422962857212223
ACH-000132,-0.2517584855585108
ACH-000133,-0.18939275217662774
ACH-000137,-0.09627096055021904
ACH-000138,-0.14440582890431367
ACH-000142,-0.16646115637005707
ACH-000143,-0.30312648566564243
ACH-000146,-0.16873439075268087
ACH-000148,-0.36836710998406863
ACH-000150,-0.5131065197671748
ACH-000152,-0.1832923853426218
ACH-000153,-0.18268078072092933
ACH-000159,-0.1947124951413437
ACH-000160,-0.3012535443312025
ACH-000163,-0.1954955520023243
ACH-000167,-0.07110116538276562
ACH-000168,-0.005694822836041144
ACH-000169,-0.2752443789363552
ACH-000178,-0.3172696878738355
ACH-000183,-0.3348475510111923
ACH-000188,-0.23508658143923924
ACH-000189,-0.25892507204340554
ACH-000190,-0.4634170341316637
ACH-000198,-0.3233240342584947
ACH-000203,0.027859538245291044
ACH-000204,-0.5007745373298558
ACH-000206,-0.09796059592081667
ACH-000207,-0.40659463806829793
ACH-000208,-0.17966766243270024
ACH-000210,-0.5992454464913026
ACH-000211,-0.21602081211580174
ACH-000215,-0.3215697557296772
ACH-000221,-0.6952239454900956
ACH-000222,-0.21598607827979754
ACH-000223,-0.3420501231684189
ACH-000226,-0.11816488218130974
ACH-000227,-0.34775613104179515
ACH-000228,-0.14193752478769492
ACH-000231,-0.04143948035060007
ACH-000232,-0.488023165721739
ACH-000233,-0.2840219450803017
ACH-000234,-0.20015888058003325
ACH-000235,-0.13375270015790702
ACH-000237,-0.11345730248941477
ACH-000238,-0.20097235604318006
ACH-000242,-0.212737989521567
ACH-000243,-0.10451871765328707
ACH-000244,-0.1762124426772273
ACH-000246,-0.305944724413921
ACH-000248,-0.35095222020465994
ACH-000250,-0.043680155035570725
ACH-000251,-0.5509290297306564
ACH-000252,-0.29474424149906475
ACH-000253,-0.05586198736794155
ACH-000255,-0.3663241078277215
ACH-000256,-0.11024077917817708
ACH-000257,-0.3990705311222496
ACH-000258,-0.17001056634145986
ACH-000259,-0.4658635291340042
ACH-000260,-0.1983664040692561
ACH-000261,-0.06674768118107333
ACH-000262,-0.17976610935717316
ACH-000263,-0.2775411155386447
ACH-000264,-0.18861388227546996
ACH-000265,-0.4546231390596917
ACH-000266,-0.19515382425741215
ACH-000272,-0.15712952372710925
ACH-000274,-0.14862287717508055
ACH-000277,-0.17488956814368525
ACH-000278,-0.14189755602555548
ACH-000279,-0.6058530231062292
ACH-000280,-0.14186193298921446
ACH-000281,-0.255138554855193
ACH-000288,-0.4184867771848436
ACH-000291,-0.3313230417588129
ACH-000293,-0.3495067679439561
ACH-000294,-0.11080523271026196
ACH-000295,-0.2139601512304298
ACH-000296,-0.060780003921087025
ACH-000302,-0.15944224310209876
ACH-000304,-0.4371396680397521
ACH-000307,-0.218494675542302
ACH-000308,-0.2484283341778693
ACH-000310,-0.16461582186585713
ACH-000311,-0.13348006712277882
ACH-000312,-0.2716950754945566
ACH-000315,-0.051256645415388255
ACH-000316,-0.3223165749342243
ACH-000317,-0.4121623528317575
ACH-000318,-0.23133456866892604
ACH-000319,-0.14261095165431226
ACH-000320,-0.2211575070718407
ACH-000322,-0.1435614969170776
ACH-000323,-0.29686221316501105
ACH-000324,-0.07594685365574164
ACH-000329,-0.2577154640716917
ACH-000330,-0.200392000838564
ACH-000331,-0.3726889058499577
ACH-000332,-0.07359742804300025
ACH-000334,0.0009056334055748324
ACH-000335,-0.4900885879387391
ACH-000336,-0.2876506177967118
ACH-000337,-0.17055055246573725
ACH-000338,-0.7533951110690044
ACH-000339,-0.16884942139465822
ACH-000341,-0.1341353034303361
ACH-000348,-0.28906261559798024
ACH-000350,-0.2437706998424349
ACH-000352,-0.3944195417490745
ACH-000356,-0.2529807513175969
ACH-000361,-0.230820918214558
ACH-000362,0.13084883463797045
ACH-000363,-0.07208172664464131
ACH-000364,-0.44612990374980616
ACH-000365,-0.2707787286502506
ACH-000366,-0.0830176557726576
ACH-000368,-0.2860613316146953
ACH-000374,-0.3354520557077772
ACH-000375,-0.24747836921858946
ACH-000376,-0.6496748709879933
ACH-000381,-0.24643425351003698
ACH-000383,-0.19115737960792012
ACH-000387,-0.248386569679302
ACH-000389,0.13998543918741846
ACH-000390,-0.33086864700655755
ACH-000393,-0.30254025230477183
ACH-000395,-0.0727887787335508
ACH-000396,-0.23785941467886915
ACH-000397,-0.06354087815679482
ACH-000401,-0.3250006750001155
ACH-000402,-0.3322400776795915
ACH-000403,-0.1830230942445797
ACH-000404,-0.35524881965067817
ACH-000406,-0.24510587207480497
ACH-000407,-0.482602186631129
ACH-000408,-0.5314555492559571
ACH-000410,-0.1623165061754188
ACH-000411,-0.11816425926056973
ACH-000414,-0.05657959005693303
ACH-000415,-0.3950746675259211
ACH-000416,-0.105527606775848
ACH-000420,-0.25600645168178504
ACH-000421,-0.09982012276980956
ACH-000424,-0.3075939330381622
ACH-000425,-0.08066200288454738
ACH-000426,-0.01924394814173433
ACH-000427,-0.4193489639859234
ACH-000433,-0.2713649079013841
ACH-000435,-0.28384140094614524
ACH-000436,-0.08336879879025481
ACH-000444,-0.2309546962694324
ACH-000445,-0.34395484907548907
ACH-000448,-0.2079377591020357
ACH-000450,-0.5503106700442075
ACH-000452,-0.24688868458149804
ACH-000454,-0.6680308690342763
ACH-000458,-0.572468989116197
ACH-000459,-0.6158385171032186
ACH-000460,-0.2985881118787187
ACH-000461,-0.4561109554396395
ACH-000463,-0.07437786698162813
ACH-000464,-0.14135471651983308
ACH-000466,-0.2978980090710341
ACH-000467,-0.2936401913214311
ACH-000468,-0.28958138954687285
ACH-000469,-0.3210690456669004
ACH-000470,-0.18897686590693025
ACH-000471,-0.13385574513768153
ACH-000472,-0.14469850690614636
ACH-000473,-0.14047123201454406
ACH-000475,-0.224900887356992
ACH-000476,-0.2980531864886887
ACH-000477,-0.2720787920991163
ACH-000479,-0.24214268259114866
ACH-000480,-0.11918892006376715
ACH-000481,-0.16223816583717832
ACH-000483,-0.3070336503682367
ACH-000484,-0.15802579338630166
ACH-000485,-0.1027411706784032
ACH-000486,-0.28595513426809155
ACH-000487,-0.4041574297465617
ACH-000488,-0.6862488086997061
ACH-000490,-0.3783331206978801
ACH-000491,-0.3559744889981616
ACH-000495,-0.09790592403248112
ACH-000496,-0.16344151156496106
ACH-000499,-0.6006177410318173
ACH-000500,-0.2153867984258341
ACH-000502,-0.054934086110995116
ACH-000503,-0.5481227043581218
ACH-000505,-0.1982807035024907
ACH-000507,-0.4313572184306143
ACH-000510,-0.2657573258948739
ACH-000511,-0.14860839626632752
ACH-000512,-0.5503257063452828
ACH-000516,-0.06670473525511322
ACH-000517,-0.16924421551209795
ACH-000518,-0.2193796889197047
ACH-000520,-0.09713581084819996
ACH-000521,-0.23000361670049516
ACH-000522,-0.2793014448724753
ACH-000524,-0.15609280944448145
ACH-000527,-0.14244688734621036
ACH-000528,-0.3779970323835452
ACH-000537,-0.4381765969381942
ACH-000541,-0.07876935520955998
ACH-000542,-0.11840498318350352
ACH-000544,-0.5114306868900553
ACH-000545,-0.4256277741683442
ACH-000547,-0.1588808320401379
ACH-000548,-0.14261567883713427
ACH-000549,-0.3462029031450352
ACH-000550,-0.27066472219443793
ACH-000552,-0.3709616587769713
ACH-000556,-0.2642521228725346
ACH-000557,-0.033873366711213104
ACH-000569,-0.08268976837468517
ACH-000570,-0.3395919989942484
ACH-000571,-0.22071525547748566
ACH-000573,-0.11295148071885865
ACH-000576,0.05186708212609757
ACH-000579,-0.4554944462209737
ACH-000580,-0.16122109983741778
ACH-000584,-0.40755922844410974
ACH-000585,-0.13605726079064898
ACH-000588,-0.2528331017608568
ACH-000589,-0.3664328218856064
ACH-000591,-0.3426951909631765
ACH-000593,-0.1591591282581464
ACH-000600,-0.29754219964145
ACH-000601,-0.4659147774215981
ACH-000605,-0.39726880853170893
ACH-000606,-0.3518454103503985
ACH-000608,-0.24102845875679044
ACH-000614,-0.364319625929826
ACH-000616,-0.12232496547169637
ACH-000618,-0.4513729259191489
ACH-000619,-0.14796049445359655
ACH-000620,-0.28109586732531616
ACH-000621,-0.18149288880874914
ACH-000622,-0.4027882089203256
ACH-000623,-0.26007251060602515
ACH-000624,-0.008346953862334795
ACH-000627,-0.2617387854483845
ACH-000630,-0.3639871430002399
ACH-000631,-0.23337754899083704
ACH-000632,-0.21391946189260352
ACH-000633,-0.5997272137912255
ACH-000637,-0.19966854173301704
ACH-000638,-0.08487947263071009
ACH-000646,-0.20454592026097787
ACH-000647,-0.382194498484404
ACH-000648,-0.21284491102439734
ACH-000649,-0.1953660636291672
ACH-000651,-0.5944611339493115
ACH-000652,-0.3503705812817489
ACH-000653,-0.3324451240227382
ACH-000657,-0.3622828795401892
ACH-000658,-0.255872633067356
ACH-000661,-0.13972587941248424
ACH-000662,-0.339561111916394
ACH-000663,-0.25285208707912304
ACH-000665,-0.07414483629853996
ACH-000671,-0.477308620694223
ACH-000672,-0.47098800066611796
ACH-000673,-0.011941049764850348
ACH-000676,-0.3621808773984668
ACH-000677,-0.3969898926183784
ACH-000681,-0.2899909989158
ACH-000683,-0.24466305500706
ACH-000684,-0.4259555030113065
ACH-000688,-0.39439373878982775
ACH-000693,-0.6889027197166334
ACH-000694,-0.4333156073067757
ACH-000695,-0.233633209786513
ACH-000696,-0.28024482498209163
ACH-000697,-0.5417178150596429
ACH-000699,-0.23493066227224746
ACH-000701,-0.3425655736394003
ACH-000706,-0.4285547960264785
ACH-000711,-0.1297031390561403
ACH-000713,-0.03777993472051712
ACH-000714,-0.0023347925186793
ACH-000718,-0.2510130699469794
ACH-000720,-0.2681292386631451
ACH-000721,-0.19323391776157806
ACH-000724,-0.3462659210544019
ACH-000725,-0.4374548704565551
ACH-000732,-0.25321833435434554
ACH-000734,-0.5751975602644958
ACH-000735,-0.17705694124674706
ACH-000736,-0.16592860219045338
ACH-000738,-0.6544152796484403
ACH-000746,-0.4550319379311287
ACH-000747,-0.4692703849803474
ACH-000748,-0.03392223482239245
ACH-000753,-0.2966842064242873
ACH-000756,-0.34402450889828945
ACH-000757,-0.3932502727691494
ACH-000758,-0.4198942939767177
ACH-000760,-0.5701827082538087
ACH-000762,-0.19138621154095803
ACH-000763,-0.09378169575446492
ACH-000764,-0.26246319350543434
ACH-000765,-0.3942345424049524
ACH-000766,-0.0963255019422737
ACH-000767,-0.2748583615072916
ACH-000768,-0.1896779350174113
ACH-000769,-0.3839258279966579
ACH-000770,-0.14275951295995434
ACH-000771,-0.310049986070704
ACH-000773,-0.05166393000494949
ACH-000776,-0.2740423707683539
ACH-000777,-0.3467983878558765
ACH-000778,-0.31534398741795805
ACH-000781,-0.13203676553111626
ACH-000782,-0.0170543228102354
ACH-000783,-0.09035712597036692
ACH-000784,-0.6352218411452719
ACH-000785,-0.2769681619969508
ACH-000787,-0.3294000970002782
ACH-000788,-0.14750456578922927
ACH-000791,-0.12003000676531235
ACH-000792,-0.16066293709263274
ACH-000794,-0.31836485569198913
ACH-000796,-0.27297913118639205
ACH-000798,-0.07476512764922237
ACH-000799,-0.25204566394410355
ACH-000800,-0.24979031087474265
ACH-000802,-0.4394191645936065
ACH-000804,-0.29268235910484874
ACH-000805,-0.32623208472690585
ACH-000809,-0.3428707111893137
ACH-000810,0.02741619997489966
ACH-000811,-0.1790299676203624
ACH-000817,-0.14937632552700955
ACH-000819,-0.4383821292955136
ACH-000820,-0.3074923992398563
ACH-000821,-0.11992455671655115
ACH-000822,-0.1778190978045656
ACH-000823,-0.3888564266232627
ACH-000824,-0.07461945319122477
ACH-000827,-0.014520958402181509
ACH-000829,-0.23968693463488605
ACH-000831,-0.5058989734206808
ACH-000832,-0.3727131373606248
ACH-000833,-0.4692113573116957
ACH-000834,-0.5162425420509329
ACH-000835,-0.289947506070385
ACH-000836,-0.17713812848762045
ACH-000837,-0.3893359461377413
ACH-000838,0.11647176388812645
ACH-000839,-0.17400966958995373
ACH-000840,-0.09559790438879244
ACH-000841,-0.0933871566166722
ACH-000843,-0.5840015395193997
ACH-000846,-0.2012846817130284
ACH-000847,-0.5839075767380325
ACH-000848,-0.5140238071546716
ACH-000849,-0.4183769216450726
ACH-000851,-0.5088461750915507
ACH-000855,-0.4410452125897771
ACH-000856,-0.4514530769312382
