,MMAA (166785)
ACH-000004,0.06591824227063152
ACH-000005,-0.03758516251849805
ACH-000007,0.008009947775257391
ACH-000009,0.030109136405866432
ACH-000011,0.02240508145502836
ACH-000012,0.07365593687274137
ACH-000013,0.0990172249879964
ACH-000014,0.053287243539869064
ACH-000015,-0.04690733736704488
ACH-000017,-0.10646471942795853
ACH-000018,0.20017386077581056
ACH-000019,0.10064879670568927
ACH-000021,0.09908770812244297
ACH-000022,0.022658831709346648
ACH-000025,-0.08624299253941274
ACH-000028,0.006939397574735101
ACH-000030,0.054236407876720204
ACH-000035,0.008699610448405094
ACH-000036,-0.000972871859288014
ACH-000037,-0.026026813330019136
ACH-000039,0.02933327775991565
ACH-000040,-0.03820029949683963
ACH-000041,-0.07261180089928833
ACH-000042,0.037580297902081616
ACH-000045,0.17846389065180687
ACH-000047,0.006579986553890871
ACH-000052,-0.08947990004454741
ACH-000053,-0.008965929366674525
ACH-000054,-0.003429902873070635
ACH-000055,0.03193991037480711
ACH-000060,0.06882159248532843
ACH-000067,-0.031090699345937695
ACH-000070,0.15868468617090273
ACH-000075,-0.026987369070805088
ACH-000078,-0.057997410263672534
ACH-000082,0.017449955794019718
ACH-000085,-0.021540923404560416
ACH-000086,0.11429629029877432
ACH-000087,0.009214169864073408
ACH-000092,-0.15453534488548906
ACH-000095,-0.10633102843017486
ACH-000097,0.00026180817449746697
ACH-000098,-0.13716468104355636
ACH-000099,-0.07907560798976511
ACH-000108,-0.047456364403818056
ACH-000113,-0.0629542899931764
ACH-000116,-0.06067790493969725
ACH-000118,0.09125294063149787
ACH-000120,-0.05588745843235077
ACH-000123,-0.014383159119429268
ACH-000127,-0.03361771902867645
ACH-000128,0.12180888913361462
ACH-000132,-0.03895259548950378
ACH-000133,0.02078087600627224
ACH-000137,0.07827041604576486
ACH-000138,0.08445934678099583
ACH-000142,-0.07137669653246473
ACH-000143,-0.05708105771307495
ACH-000146,0.028998549679366364
ACH-000148,0.01850567443438936
ACH-000150,0.011533283295978856
ACH-000152,-0.07698341873315212
ACH-000153,0.2576953820734402
ACH-000159,0.007006269298977477
ACH-000160,-0.01653115608617264
ACH-000163,-0.095525175488592
ACH-000167,-0.008031386459348332
ACH-000168,-0.07634753338835502
ACH-000169,-0.015784468021438004
ACH-000178,0.044140053438637535
ACH-000183,-0.1821576641493708
ACH-000188,0.06714028111048988
ACH-000189,0.16223729131921166
ACH-000190,0.19911519366585606
ACH-000198,-0.016429704501199
ACH-000203,-0.3943829440351949
ACH-000204,-0.12741386011987554
ACH-000206,-0.1001703544261536
ACH-000207,0.17303748167448352
ACH-000208,-0.012405222543496972
ACH-000210,-0.19804166137843915
ACH-000211,-0.09311608026826748
ACH-000215,-0.012361702022401892
ACH-000221,0.11738343979224362
ACH-000222,0.21702844987949985
ACH-000223,-0.021414902842319148
ACH-000226,-0.08999931155982714
ACH-000227,-0.2812597711016709
ACH-000228,-0.02255496143859657
ACH-000231,-0.08035423006253874
ACH-000232,-0.04407087923632028
ACH-000233,0.013264800600354086
ACH-000234,0.010346016711609864
ACH-000235,0.03298216546458576
ACH-000237,0.03425406799406525
ACH-000238,0.1222751787307858
ACH-000242,0.09981532467798863
ACH-000243,-0.026651706746921296
ACH-000244,-0.04269535356174467
ACH-000246,-0.0179950608537523
ACH-000248,-0.2343559062188807
ACH-000250,-0.04261473345788619
ACH-000251,-0.1664436173487742
ACH-000252,0.10593050363401202
ACH-000253,-0.10877015226797636
ACH-000255,0.06878758862338477
ACH-000256,0.07704694046807066
ACH-000257,-0.111405933138202
ACH-000258,-0.2714058761405232
ACH-000259,-0.0073381454833035065
ACH-000260,-0.08098143928460651
ACH-000261,-0.04391301200107285
ACH-000262,0.13269540514232456
ACH-000263,0.14724619000239134
ACH-000264,-0.07980819752556735
ACH-000265,-0.037137341639716014
ACH-000266,0.027741813103527302
ACH-000272,0.058293727970049024
