,PLGLB2 (5342)
ACH-000408,-0.28877953220156005
ACH-000410,-0.2672573737971022
ACH-000411,-0.36109148344634384
ACH-000414,-0.2677666364054926
ACH-000415,-0.381895793307023
ACH-000416,-0.1584078525305826
ACH-000420,-0.3162907336700905
ACH-000421,-0.3060837500633537
ACH-000424,-0.2916878348791985
ACH-000425,-0.1725260790566497
ACH-000426,-0.2560439164090842
ACH-000427,-0.2559950566244865
ACH-000433,-0.17568294342688315
ACH-000435,-0.3368931268853474
ACH-000436,-0.07544738976652553
ACH-000444,-0.3295012386731959
ACH-000445,-0.2946024825236516
ACH-000448,-0.18908308271852067
ACH-000450,-0.17454920218642256
ACH-000452,-0.2743517149700638
ACH-000454,-0.19072381575634614
ACH-000458,-0.2536677728216809
ACH-000459,-0.5020841654062348
ACH-000460,-0.3812139429723627
ACH-000461,-0.22304478388685525
ACH-000463,-0.39027864542607055
ACH-000464,-0.3782868373745792
ACH-000466,-0.48657972818852
ACH-000467,-0.2583282569696645
ACH-000468,-0.4582376835957033
ACH-000469,-0.2723982008773011
ACH-000470,-0.4423811019168003
ACH-000471,-0.3258493218526081
ACH-000472,-0.2721350025588098
ACH-000473,-0.29748822690868404
ACH-000475,-0.3186598985993806
ACH-000476,-0.3080556738919661
ACH-000477,-0.3259453335153937
ACH-000479,-0.3154065533129307
ACH-000480,-0.10822551776899614
ACH-000481,-0.28899883111676805
ACH-000483,-0.16909637426072932
ACH-000484,-0.3411256158595354
ACH-000485,-0.2670989333244337
ACH-000486,-0.3626990243209586
ACH-000487,-0.496163000879781
ACH-000488,-0.19964789971823754
ACH-000490,-0.2521684779106324
ACH-000491,-0.4022600954587546
ACH-000495,-0.3389360849657336
ACH-000496,-0.4011094891184957
ACH-000499,-0.43567719661614057
ACH-000500,-0.11077991731210557
ACH-000502,-0.3362828984547083
ACH-000503,-0.07997543391009439
ACH-000505,-0.2991687479497487
ACH-000507,-0.34265883506496697
ACH-000510,-0.21993362906677946
ACH-000511,-0.3702737631202744
ACH-000512,-0.3593192998880504
ACH-000516,-0.11178832215785492
ACH-000517,-0.2727649718299003
ACH-000518,-0.28251733980751503
ACH-000520,-0.3754310843681895
ACH-000521,-0.20783653802188606
ACH-000522,-0.24342088481089375
ACH-000524,-0.17872851396654355
ACH-000527,-0.2283362176748685
ACH-000528,-0.2664430947932228
ACH-000537,-0.2834646442830881
ACH-000541,-0.3804385095445363
ACH-000542,-0.27965093395543583
ACH-000544,-0.2792321308945529
ACH-000545,-0.4038857968873497
ACH-000547,-0.3446257120537681
ACH-000548,-0.3156595239415733
ACH-000549,-0.24346731579791364
ACH-000550,-0.25326464846300323
ACH-000552,-0.3944466235172445
ACH-000556,-0.17592654104286798
ACH-000557,-0.34965459643495395
ACH-000569,-0.3334498265224317
ACH-000570,-0.2860638925690916
ACH-000571,-0.290681416846848
ACH-000573,-0.3587001651368423
ACH-000576,-0.1509719495740305
ACH-000579,-0.33504874706214266
ACH-000580,-0.2977620555069128
ACH-000584,-0.3846467257186181
ACH-000585,-0.2857037952081313
ACH-000588,-0.5079251137386598
ACH-000589,-0.31772623159302393
ACH-000591,-0.3650177276366871
ACH-000593,-0.29895815364094
ACH-000600,-0.2409306641682568
ACH-000601,-0.2706510283485653
ACH-000605,-0.2649707133111863
ACH-000606,-0.3174140784922275
ACH-000608,-0.2821965734371794
ACH-000614,-0.3826013660775393
ACH-000616,-0.2274208310518549
ACH-000618,-0.2661509018896563
ACH-000619,-0.3120055343450299
ACH-000620,-0.22005462366524225
ACH-000621,-0.17483559710420518
ACH-000622,-0.2821399527558913
ACH-000623,-0.2714659170985624
ACH-000624,-0.2324390864087316
ACH-000627,-0.3923400445586265
ACH-000630,-0.32304290020307164
ACH-000631,-0.397605903731656
ACH-000632,-0.3317713654943876
ACH-000633,-0.2531562783323669
ACH-000637,-0.303199077245651
ACH-000638,-0.23144315303153906
ACH-000646,-0.2188545060899452
ACH-000647,-0.0870970410530585
ACH-000648,-0.3952900831257112
ACH-000649,-0.3825858563674637
ACH-000651,-0.31562245003107003
ACH-000652,-0.23873697368499086
ACH-000653,-0.22862639936154805
ACH-000657,-0.29741172323726056
ACH-000658,-0.2368529080590663
ACH-000661,-0.32943041663439804
ACH-000662,-0.3715794815106637
ACH-000663,-0.3870993888831328
ACH-000665,-0.2945440099230532
ACH-000671,-0.40409938054006656
ACH-000672,-0.31540280568377954
ACH-000673,-0.2577139384940574
ACH-000676,-0.2157098275612939
ACH-000677,-0.18583938857158466
ACH-000681,-0.4555386237293517
ACH-000683,-0.14653485273717587
ACH-000684,-0.4440568017612555
ACH-000688,-0.35223109470693165
ACH-000693,-0.2570620142483689
ACH-000694,-0.3947029945169948
ACH-000695,0.030694592047766964
ACH-000696,-0.3047405185180417
ACH-000697,-0.2786692549528134
ACH-000699,-0.16451597145827102
ACH-000701,-0.407083903000206
ACH-000706,-0.3324285252135396
ACH-000711,-0.22740572719624624
ACH-000713,-0.3193444155471145
ACH-000714,-0.2509320333828675
ACH-000718,-0.3121143992945292
ACH-000720,-0.38410984103146417
ACH-000721,-0.3572746693923321
ACH-000724,-0.2972886664650829
ACH-000725,-0.3390473013148804
ACH-000732,-0.4265499271719671
ACH-000734,-0.1893860816777952
ACH-000735,-0.2708550410613165
ACH-000736,-0.21014976449592396
ACH-000738,-0.2422502715812315
ACH-000746,-0.2239465077335092
ACH-000747,-0.2782312244341671
ACH-000748,-0.29320519092425523
ACH-000753,-0.2821133670126115
ACH-000756,-0.403251794753923
ACH-000757,-0.23764738470513624
ACH-000758,-0.2016414382784046
ACH-000760,-0.2351841943777453
ACH-000762,-0.4141382261388569
ACH-000763,-0.1905964079884282
ACH-000764,-0.21324707290004769
ACH-000765,-0.25710187213027075
ACH-000766,-0.31198831463622456
ACH-000767,-0.2261035485811092
ACH-000768,-0.2832306384468177
ACH-000769,-0.3879416899720646
ACH-000770,-0.3876807552572349
ACH-000771,-0.29620727150991866
ACH-000773,-0.3151218468645486
ACH-000776,-0.2514839864594173
ACH-000777,-0.2474471183351836
ACH-000778,-0.17320551375601195
ACH-000781,-0.2692638295451026
ACH-000782,-0.2938506683001409
ACH-000783,-0.08598803385523797
ACH-000784,-0.2738224317901965
ACH-000785,-0.17311113803271125
ACH-000787,-0.3647115220386786
ACH-000788,-0.32067263142713776
ACH-000791,-0.2717533312732077
ACH-000792,-0.27904712421864275
ACH-000794,-0.4459113150735845
ACH-000796,-0.4299462091332307
ACH-000798,-0.3204294934875529
ACH-000799,-0.18650336029004036
ACH-000800,-0.3109675830648508
ACH-000802,-0.2991935726474376
ACH-000804,-0.26533838056490266
ACH-000805,-0.3750893660722671
ACH-000809,-0.3711519000740232
ACH-000810,-0.27709185190589875
ACH-000811,-0.3330925045949899
ACH-000817,-0.26200654511350496
ACH-000819,-0.2294011542499441
ACH-000820,-0.3903091924935263
ACH-000821,-0.1947768552412256
ACH-000822,-0.304842018574943
ACH-000823,-0.2254338342671333
ACH-000824,-0.17569180990612046
ACH-000827,-0.17535742522465975
ACH-000829,-0.3935076108448241
ACH-000831,-0.24124238940121165
ACH-000832,-0.2551230582109757
ACH-000833,-0.2932593690506389
ACH-000834,-0.32526123636120635
ACH-000835,-0.33470242094219976
ACH-000836,-0.4587915201065126
ACH-000837,-0.2417823295827901
ACH-000838,-0.3847068162020494
ACH-000839,-0.2374530000830353
ACH-000840,-0.29044064400117464
ACH-000841,-0.2680480197755118
ACH-000843,-0.2735049718651659
ACH-000846,-0.21140413561607496
ACH-000847,-0.36536887900595577
ACH-000848,-0.3474929460340965
ACH-000849,-0.24673052100343526
ACH-000851,-0.3712234317521904
ACH-000855,-0.2400768075694771
ACH-000856,-0.3590784188885925
ACH-000858,-0.3321709705003444
ACH-000859,-0.2635834853501368
ACH-000861,-0.31980245731046003
ACH-000862,-0.3614834897144305
ACH-000865,-0.2859728531893193
ACH-000866,-0.287283566000311
ACH-000867,-0.25422969456524885
ACH-000869,-0.22035403013213256
ACH-000872,-0.1598148698252458
ACH-000873,-0.3655161718373976
ACH-000876,-0.2535177638083829
ACH-000878,-0.3658564667251527
ACH-000880,-0.3489997161463248
ACH-000881,-0.3904781126059684
ACH-000882,-0.42886659331449184
ACH-000884,-0.2584214678414257
ACH-000885,-0.3514407105013885
ACH-000887,-0.2383561080233288
ACH-000889,-0.3911877540997503
ACH-000896,-0.3735813250283843
ACH-000898,-0.3795973073117351
ACH-000900,-0.3861134376658733
ACH-000901,-0.2804997782020435
ACH-000905,-0.3142051477394133
ACH-000906,-0.30578794139614146
ACH-000907,-0.2101092451901576
ACH-000910,-0.2601698407039312
ACH-000911,-0.3142928373624903
ACH-000912,-0.175626185461798
ACH-000913,-0.395026002707825
ACH-000915,-0.27355518509691823
ACH-000916,-0.35542792419887725
ACH-000917,-0.2376889492534631
ACH-000920,-0.1646636547813367
ACH-000921,-0.30563582215979473
ACH-000924,-0.3104890001387009
ACH-000926,-0.3756154490838692
ACH-000928,-0.4348764015377376
ACH-000929,-0.21428233644043526
ACH-000932,-0.3702926714353189
ACH-000935,-0.34288974597345817
ACH-000936,-0.24875850006913086
ACH-000937,-0.1674350190917277
ACH-000938,-0.3353647531050612
ACH-000939,-0.2517863389393873
ACH-000941,-0.32005167562891995
ACH-000943,-0.3759740298037902
ACH-000946,-0.34845415298198423
ACH-000947,-0.3029037662204108
ACH-000948,-0.236880802932934
ACH-000950,-0.5049393378446856
ACH-000953,-0.20057448975875375
ACH-000954,-0.36807610513485706
ACH-000957,-0.29033503692653523
ACH-000958,-0.2648882436476228
ACH-000960,-0.25923701373483715
ACH-000963,-0.31063212347577945
ACH-000968,-0.27925121402420483
ACH-000969,-0.22431547486675915
ACH-000972,-0.026059176025078047
ACH-000973,-0.3620844131439015
ACH-000974,-0.276477133628194
ACH-000978,-0.18105150538921236
ACH-000984,-0.27079569853981583
ACH-000986,-0.27146358499886725
ACH-000988,-0.3915038443410505
ACH-000993,-0.19825593840479455
ACH-000994,-0.3513768186760894
ACH-000996,-0.08944444108503799
ACH-001001,-0.17213482617057452
ACH-001020,-0.2807928060244513
ACH-001028,-0.307939957921731
ACH-001031,-0.3060369863438453
ACH-001038,-0.3110145969662702
ACH-001048,-0.37952837122752253
ACH-001050,-0.24319017349789834
ACH-001053,-0.3736490179868464
ACH-001054,-0.23271906051757804
ACH-001061,-0.2544415186220734
ACH-001067,-0.3714377701581638
ACH-001075,-0.4530439931713486
ACH-001096,-0.2762225369071899
ACH-001111,-0.19204754692457246
ACH-001119,-0.26149766037281164
ACH-001128,-0.1383380038769771
ACH-001134,-0.3205919532568838
ACH-001151,-0.19918272376661486
ACH-001163,-0.27029632216357274
ACH-001164,-0.41482558935471
ACH-001183,-0.2893167293974995
ACH-001192,-0.30440715787687633
ACH-001193,-0.34085875423230183
ACH-001196,-0.16366804262463952
ACH-001197,-0.2788795248053734
ACH-001205,-0.2427705049171513
ACH-001211,-0.24006199339188905
ACH-001212,-0.39361585259187215
ACH-001228,-0.25227913967722565
ACH-001232,-0.2165624289625708
ACH-001239,-0.20024755841898872
ACH-001270,-0.24404552461959944
ACH-001274,-0.3136332781487277
ACH-001275,-0.3209001912421444
ACH-001277,-0.13170670760127978
ACH-001278,-0.35319443091863795
ACH-001280,-0.2128187839268634
ACH-001283,-0.2862605309342869
ACH-001289,-0.22518348509252056
ACH-001300,-0.3287514720258141
ACH-001301,-0.19082153195242788
ACH-001302,-0.42900532300541017
ACH-001306,-0.3059406571320484
ACH-001318,-0.23804899059961204
ACH-001322,-0.35213238388229834
ACH-001328,-0.4260780234803213
ACH-001332,-0.3926218049974162
ACH-001336,-0.3196988595914268
ACH-001346,-0.2616438084766781
ACH-001353,-0.2911553078751142
ACH-001354,-0.3404761142797668
ACH-001367,-0.21657232140595156
ACH-001368,-0.2599730189846389
ACH-001374,-0.16173078694036494
ACH-001377,-0.3689646868015764
ACH-001380,-0.3851807238050131
ACH-001391,-0.4036567798461737
ACH-001408,-0.16418560936741694
ACH-001430,-0.12641608966245962
ACH-001431,-0.2012995480005428
ACH-001450,-0.2109424100269599
ACH-001496,-0.2179351456114441
ACH-001500,-0.437088103806858
ACH-001523,-0.1947891544891292
ACH-001532,-0.24651874742121616
ACH-001550,-0.39775167504567227
ACH-001552,-0.34596434817160515
ACH-001554,-0.4311545231719789
ACH-001654,-0.15770883611172515
ACH-001735,-0.3363797090315507
ACH-001736,-0.2934006154943133
ACH-001737,-0.1172458185586448
ACH-001740,-0.5553335100334976
ACH-001745,-0.5330670461808064
ACH-001765,-0.2336447070641655
