,TMEM132E (124842)
ACH-000004,0.02543284849672936
ACH-000005,0.17044996079441638
ACH-000007,0.10524512915856213
ACH-000009,-0.053526295669686114
ACH-000011,0.07593806378109494
ACH-000012,0.12355535753336758
ACH-000013,0.005750901027619328
ACH-000014,-0.033001408739740286
ACH-000015,-0.014243455903725373
ACH-000017,0.060894314638882126
ACH-000018,0.10219499743051982
ACH-000019,-0.006506013836048678
ACH-000021,0.08567466476275272
ACH-000022,-0.06323784304651911
ACH-000025,0.04214698209731146
ACH-000028,0.1228536442639384
ACH-000030,0.008638178507453177
ACH-000035,-0.0546070088709316
ACH-000036,0.28541504479785257
ACH-000037,0.1484094450861244
ACH-000039,0.05227996399950362
ACH-000040,-0.022363168883187557
ACH-000041,0.1927411011792955
ACH-000042,0.1098066700639016
ACH-000045,0.2665375814207317
ACH-000047,-0.06968159348341152
ACH-000052,0.1971881874055783
ACH-000053,0.022259981539122158
ACH-000054,0.0670289289684686
ACH-000055,-0.021466937710067573
ACH-000060,0.11677006429848368
ACH-000067,-0.02389383309675403
ACH-000070,-0.0275262616427792
ACH-000075,0.21062997415273413
ACH-000078,0.1494005228403995
ACH-000082,0.02159462585710681
ACH-000085,0.060034673696489314
ACH-000086,0.11497843988474905
ACH-000087,0.2328180520322595
ACH-000092,0.092651223508428
ACH-000095,0.054751647253494184
ACH-000097,0.045201368435589966
ACH-000098,-0.005627142545592083
ACH-000099,0.07628725797803683
ACH-000108,0.06560879433273145
ACH-000113,0.016932849639575896
ACH-000116,0.12292048006570536
ACH-000118,0.03908766812712276
ACH-000120,0.16116708851404501
ACH-000123,0.019125706287639547
ACH-000127,0.09649308200722972
ACH-000128,0.032987502619683584
ACH-000132,0.06835344063975096
ACH-000133,0.1875213283474898
ACH-000137,-0.06526729174315793
ACH-000138,-0.03452646501248493
ACH-000142,-0.015774325537323178
ACH-000143,0.0903251126281715
ACH-000146,0.05086803003809418
ACH-000148,0.0955790577555472
ACH-000150,0.08187204835085629
ACH-000152,0.02810420267881948
ACH-000153,0.08957333417272399
ACH-000159,0.0812121933525315
ACH-000160,0.09660269201449803
ACH-000163,0.03522731044681998
ACH-000167,-0.14962232738234107
ACH-000168,0.07744833767561819
ACH-000169,0.07912977861687275
ACH-000178,0.040202233788206164
ACH-000183,0.11914538224658895
