,SPOCK1 (6695)
ACH-000004,-0.08139657870194224
ACH-000005,0.11796178248420976
ACH-000007,-0.051960375508319744
ACH-000009,-0.059345268842223436
ACH-000011,-0.015456758646710303
ACH-000012,-0.1290589570057986
ACH-000013,-0.00023119267198742184
ACH-000014,-0.3072447495509608
ACH-000015,-0.12466538015126702
ACH-000017,0.023238478068186814
ACH-000018,-0.13163199941983622
ACH-000019,-0.1036050056534027
ACH-000021,-0.1305447212352134
ACH-000022,0.004867092374912469
ACH-000025,-0.07189553428770365
ACH-000028,0.03552474558679298
ACH-000030,-0.0967942121745464
ACH-000035,0.029866573467714583
ACH-000036,0.031879018675372434
ACH-000037,-0.04584966651426085
ACH-000039,-0.19930960513153545
ACH-000040,-0.04565622175130745
ACH-000041,-0.14080058007658358
ACH-000042,-0.16050575050209645
ACH-000045,0.11099280769654292
ACH-000047,0.03434714763924044
ACH-000052,-0.18215090104261533
ACH-000053,-0.0809666216695606
ACH-000054,-0.14694531572041974
ACH-000055,-0.1719312172606706
ACH-000060,-0.08527996509939878
ACH-000067,-0.04957987932267238
ACH-000070,-0.16198805698196406
ACH-000075,-0.013635738723567091
ACH-000078,0.09610469689356713
ACH-000082,-0.12387101250596355
ACH-000085,-0.12562796323278286
ACH-000086,-0.1003309069551352
ACH-000087,0.12035786062400412
ACH-000092,-0.058060667808595125
ACH-000095,-0.07049110199239814
ACH-000097,0.02432529568308809
ACH-000098,-0.0733212010245397
ACH-000099,-0.11598283407934586
ACH-000108,-0.08692755519166162
ACH-000113,-0.1691318762517731
ACH-000116,-0.009941947281706215
ACH-000118,-0.0021151697239639067
ACH-000120,-0.32128776604975
ACH-000123,-0.07357992332083617
ACH-000127,-0.03358644333331068
ACH-000128,-0.22561604687369174
ACH-000132,-0.04775907307106742
ACH-000133,-0.12544573840606085
ACH-000137,-0.15986884046817845
ACH-000138,-0.07601838548832704
ACH-000142,-0.01817256863348491
ACH-000143,-0.2101919503207151
ACH-000146,-0.07035377242370038
ACH-000148,-0.06258180195140937
ACH-000150,-0.20742856534403045
ACH-000152,-0.1322768318022126
ACH-000153,-0.04537244682218994
ACH-000159,0.045871283549564566
ACH-000160,-0.054440036861803716
ACH-000163,-0.22049925471560167
ACH-000167,-0.2779724138047372
ACH-000168,-0.030966952270248142
ACH-000169,0.041502645071332035
ACH-000178,-0.13927217796579214
ACH-000183,-0.1377565670418136
ACH-000188,0.05165712258723769
ACH-000189,-0.12739235101331206
ACH-000190,-0.03463804933049442
ACH-000198,0.07136606411772102
ACH-000203,-0.20631581635713114
ACH-000204,-0.10460816312793014
ACH-000206,0.04164083759219886
ACH-000207,-0.11502362226830645
ACH-000208,-0.4529047887146238
ACH-000210,-0.05533149402719045
ACH-000211,-0.07293089998796431
ACH-000215,-0.05311914411869344
ACH-000221,0.008027555934974584
ACH-000222,0.02970795549448333
ACH-000223,-0.05216232180867477
ACH-000226,-0.01869082111634244
ACH-000227,-0.01772448953482139
ACH-000228,-0.07695690776144241
ACH-000231,-0.0174217208303349
ACH-000232,-0.1697492987286738
ACH-000233,-0.17342382820091493
ACH-000234,-0.09418442187205356
ACH-000235,-0.04520517608870658
ACH-000237,-0.13157023640850693
ACH-000238,-0.1295613890017562
ACH-000242,-0.16265222862285436
ACH-000243,-0.08659337751755285
ACH-000244,0.09100781598040024
ACH-000246,-0.12908034458338508
ACH-000248,0.08067947146387892
ACH-000250,-0.05458878759503703
ACH-000251,-0.08236209489305303
ACH-000252,-0.05633019564161509
ACH-000253,-0.07673222836367036
ACH-000255,0.05335316311364747
ACH-000256,0.15946187164124334
ACH-000257,-0.1066438087605081
ACH-000258,-0.08548772374351603
ACH-000259,-0.1024791218123116
ACH-000260,-0.0815791605894088
ACH-000261,0.0792667793345302
ACH-000262,-0.10728162437788276
ACH-000263,0.041897753608117684
ACH-000264,-0.10715882467443907
ACH-000265,-0.13572104580905728
ACH-000266,-0.11068500740612776
ACH-000272,-0.061068697569807436
ACH-000274,0.05341831041900915
ACH-000277,0.070671109157032
ACH-000278,-0.03015613229368602
ACH-000279,-0.12193128747544843
ACH-000280,-0.15688614774006074
ACH-000281,0.008162577011715555
ACH-000288,0.02208631846257799
ACH-000291,-0.03231848358531315
ACH-000293,-0.041301084332158365
ACH-000294,-0.030239721803241724
ACH-000295,-0.07973598919331197
ACH-000296,-0.14846375426238326
ACH-000302,-0.0961360814691736
ACH-000304,-0.2640204482447404
ACH-000307,-0.05723241893487203
ACH-000308,-0.13298908353440594
ACH-000310,-0.11710819559550174
ACH-000311,-0.07408715802972081
ACH-000312,-0.04990375509558349
ACH-000315,-0.1845722077930632
ACH-000316,-0.13290977375054105
ACH-000317,0.07104184855982189
ACH-000318,0.1254315148249941
ACH-000319,-0.02734925524205291
ACH-000320,0.04868660784227885
ACH-000322,0.0495256079335662
ACH-000323,0.031324986058271165
ACH-000324,-0.008824245384600993
ACH-000329,-0.11978684862827901
ACH-000330,0.05978823294214795
ACH-000331,-0.11297759536493884
ACH-000332,-0.10909838148528897
ACH-000334,-0.10754601630751663
ACH-000335,0.034472749169583226
ACH-000336,-0.1397941657089838
ACH-000337,-0.06227505799449715
ACH-000338,-0.4984091039101808
ACH-000339,-0.001466809758758148
ACH-000341,-0.0021682297184920504
ACH-000348,-0.15510273923817272
ACH-000350,-0.18603955825265844
ACH-000352,-0.07216540257564502
ACH-000356,0.12879863892611934
ACH-000361,0.02405860725513174
ACH-000362,0.027853294046688237
ACH-000363,-0.1225759913237023
ACH-000364,0.03677927150090377
ACH-000365,-0.0015329079503631578
ACH-000366,-0.07909377964514759
ACH-000368,-0.07966235806513529
ACH-000374,-0.06479715901121852
ACH-000375,-0.037238427819650886
ACH-000376,-0.15468372187129964
ACH-000381,-0.18326796903871206
ACH-000383,-0.1310673982649741
ACH-000387,-0.1404558587418739
ACH-000389,-0.18384876439800255
ACH-000390,0.006893140539475419
ACH-000393,-0.09891932006204474
ACH-000395,-0.12607675944369054
ACH-000396,0.06886760694955743
ACH-000397,-0.0858134671906144
ACH-000401,-0.2834425668901192
ACH-000402,-0.2562314159624631
ACH-000403,-0.13910464447146456
ACH-000404,-0.03734919672530573
ACH-000406,-0.1301418688141455
ACH-000407,0.01876503488967769
ACH-000408,-0.04955182377221807
ACH-000410,-0.02740761525070197
ACH-000411,0.01777212722541199
ACH-000414,-0.091271123437526
ACH-000415,-0.00674445603634936
ACH-000416,-0.06905431310015872
ACH-000420,-0.20088556651740255
ACH-000421,-0.13282098865800354
ACH-000424,-0.07805266739969448
ACH-000425,-0.11647112320982933
ACH-000426,0.07303064317616663
ACH-000427,0.1023682989212882
ACH-000433,0.0014792349036379725
ACH-000435,-0.2562808814341328
ACH-000436,-0.2100985475440124
ACH-000444,-0.09473657813351156
ACH-000445,-0.21534429767033894
ACH-000448,-0.09851597183949484
ACH-000450,0.06920567300750463
ACH-000452,-0.06005221691522228
ACH-000454,-0.2821134935754603
ACH-000458,-0.0054906062995310105
ACH-000459,0.16898897365661655
ACH-000460,-0.1438736642832614
ACH-000461,-0.11788175513073325
