,ALS2 (57679)
ACH-000004,0.23328743731129176
ACH-000005,0.17178343039146088
ACH-000007,0.12400915432770394
ACH-000009,0.07330499019334392
ACH-000011,0.1444661259166086
ACH-000012,0.10053255350515243
ACH-000013,0.12182124125388084
ACH-000014,0.08311297559679696
ACH-000015,0.20622476929550604
ACH-000017,0.16409987934474665
ACH-000018,0.05527585480430024
ACH-000019,0.3025593777011691
ACH-000021,0.13276142935443405
ACH-000022,0.1432140377587429
ACH-000025,0.0410839422297158
ACH-000028,0.12714574714608332
ACH-000030,0.12730062697775454
ACH-000035,0.22949097768185744
ACH-000036,0.06389274536094962
ACH-000037,0.037313516331826384
ACH-000039,0.1393046322529507
ACH-000040,0.1143251844541208
ACH-000041,0.09797899721117236
ACH-000042,0.15411402345612035
ACH-000045,0.22431265762905767
ACH-000047,0.12436261172028612
ACH-000052,0.18892842413885969
ACH-000053,0.09446095689968596
ACH-000054,0.1002349985830719
ACH-000055,0.02165688939182637
ACH-000060,0.12645039120134066
ACH-000067,0.10758260120344963
ACH-000070,0.17853782709751995
ACH-000075,0.1259578979124515
ACH-000078,0.14796736731697624
ACH-000082,0.1318327809740975
ACH-000085,0.08150929070714101
ACH-000086,0.05978651263080195
ACH-000087,0.1304171452630435
ACH-000092,0.11616310625824446
ACH-000095,0.08000682298219194
ACH-000097,0.1626322779181605
ACH-000098,0.09677743682310552
ACH-000099,0.10791628911755756
ACH-000108,0.09724664425268552
ACH-000113,0.12593041327111948
ACH-000116,0.22548015204845284
ACH-000118,0.13847166382029996
ACH-000120,0.1771253093476984
ACH-000123,0.09535191894658496
ACH-000127,0.20674134181088802
ACH-000128,0.05359739890232276
ACH-000132,0.2526966336601177
ACH-000133,0.1818526449197599
ACH-000137,0.07009285930623599
ACH-000138,0.11902762903777173
ACH-000142,0.16144530499825158
ACH-000143,0.19588078911783333
ACH-000146,0.09226070342651603
ACH-000148,0.14223023241506302
ACH-000150,0.20661227677385
ACH-000152,0.06294156067019502
ACH-000153,0.11892124910195308
ACH-000159,0.20005555518222395
ACH-000160,0.19551330836228886
ACH-000163,0.10876311115533192
ACH-000167,0.1175373760471946
ACH-000168,0.12776300355998954
ACH-000169,0.10189620095528608
ACH-000178,0.17273407566870375
ACH-000183,0.05996160729826429
ACH-000188,0.1653243672033819
ACH-000189,0.11347582476915645
ACH-000190,0.19013166695466904
ACH-000198,0.2111153021771653
ACH-000203,-0.0810165746579966
ACH-000204,0.08544346998325768
