,HIST1H2AK (8330)
ACH-000004,0.11925924169956074
ACH-000005,0.09011775865975874
ACH-000007,-0.031887434236340884
ACH-000009,0.05648325787890094
ACH-000011,-0.17507881049740065
ACH-000012,0.008431596651380619
ACH-000013,-0.028663602902672333
ACH-000014,-0.13684155250823127
ACH-000015,0.11466686625866945
ACH-000017,0.026531958525480508
ACH-000018,-0.0025900110691356834
ACH-000019,-0.031416962031933754
ACH-000021,-0.06878986675208552
ACH-000022,0.00941167450100014
ACH-000025,-0.1046636174495033
ACH-000028,-0.07389661877203597
ACH-000030,0.042589778909579434
ACH-000035,-0.2273889899592114
ACH-000036,-0.19343760133618074
ACH-000037,0.06272056553846513
ACH-000039,0.0008411110425487892
ACH-000040,-0.10247155430356993
ACH-000041,-0.11957916757740725
ACH-000042,0.0641821313628145
ACH-000045,-0.16224198938449327
ACH-000047,-0.18774493125923725
ACH-000052,-0.2121272823775563
ACH-000053,0.0003345607958040563
ACH-000054,-0.19217029515811865
ACH-000055,-0.009022948398212749
ACH-000060,-0.05097697059312769
ACH-000067,-0.06548963333246363
ACH-000070,-0.16993004302024686
ACH-000075,-0.2159856499749444
ACH-000078,-0.00990824629130667
ACH-000082,-0.13496372082137728
ACH-000085,-0.02114756714680897
ACH-000086,-0.04900887204471515
ACH-000087,0.18568070832494554
ACH-000092,-0.08967630843947041
ACH-000095,-0.11123888858959564
ACH-000097,0.006470476028972486
ACH-000098,-0.03080804173830025
ACH-000099,-0.0091675850394574
ACH-000108,-0.07301582522904917
ACH-000113,-0.11741913065163025
ACH-000116,-0.06470419786188683
ACH-000118,-0.19688610779884275
ACH-000120,-0.08432566787087492
ACH-000123,-0.11331974704120837
ACH-000127,-0.08740975857610174
ACH-000128,-0.03442283665387762
ACH-000132,0.05846681597692359
ACH-000133,0.02067698446276045
ACH-000137,-0.2307008065805964
ACH-000138,-0.07704313664717242
ACH-000142,-0.08152466908934995
ACH-000143,0.000197847081187642
ACH-000146,0.0035790893113080884
ACH-000148,0.006002877177454199
ACH-000150,0.01017566271959147
ACH-000152,-0.08276530233524372
ACH-000153,-0.09696736604852073
ACH-000159,-0.06533335258806675
ACH-000160,0.07520670823377512
ACH-000163,-0.045200996724597965
ACH-000167,-0.12519328232357016
ACH-000168,-0.1178748219055916
ACH-000169,-0.0856205620939994
ACH-000178,-0.09077633902408612
ACH-000183,-0.12060575974321915
ACH-000188,-0.2026311998719048
ACH-000189,0.0034018925142036173
ACH-000190,-0.14734714826901044
ACH-000198,-0.18561822126048905
ACH-000203,-0.44517298982625775
ACH-000204,0.2533439427174667
ACH-000206,-0.116010409519008
ACH-000207,-0.11882651709703265
ACH-000208,-0.25228927827118586
ACH-000210,0.06677316122973581
ACH-000211,-0.07951706884329829
ACH-000215,-0.1293349461323666
ACH-000221,-0.00451067066080365
ACH-000222,-0.1323704831174644
ACH-000223,-0.11497600618292965
ACH-000226,-0.1015209465017862
ACH-000227,0.015052764509613915
ACH-000228,-0.016934522284199456
ACH-000231,-0.1465474739565443
ACH-000232,-0.03773737339391927
ACH-000233,-0.21388869289968349
ACH-000234,-0.11738191968373747
ACH-000235,-0.10357175810072816
ACH-000237,-0.04196969394401818
ACH-000238,-0.030772055566401744
ACH-000242,0.2101314780779242
ACH-000243,0.003199305289415929
ACH-000244,0.04240192485756943
ACH-000246,-0.08287518058548032
ACH-000248,0.09665112750174244
ACH-000250,-0.025222431435319617
ACH-000251,-0.19251523238206344
ACH-000252,0.19103795969436127
ACH-000253,-0.07603816844622699
ACH-000255,-0.0032686585291494927
ACH-000256,0.08347756648891999
ACH-000257,0.2445741012303111
ACH-000258,-0.04295195905380893
ACH-000259,-0.09821529782402684
ACH-000260,0.11550524808863087
ACH-000261,-0.09290583121295666
ACH-000262,0.2570885003845225
ACH-000263,0.15238527244282313
ACH-000264,-0.0943007051595212
ACH-000265,-0.020756802273100432
ACH-000266,-0.09455100997515177
ACH-000272,-0.12042099068575228
ACH-000274,-0.06493011789250275
ACH-000277,-0.11572531706128188
ACH-000278,-0.11421748778674032
ACH-000279,-0.11028779216826896
ACH-000280,-0.042667756727861966
ACH-000281,-0.06276519942306483
ACH-000288,0.02738174180413761
ACH-000291,0.028833480612674992
ACH-000293,0.026810875572770242
ACH-000294,0.18215408231398705
ACH-000295,0.07406380392671788
ACH-000296,0.003963954551455037
ACH-000302,0.052923878437516274
ACH-000304,-0.0085107729443312
ACH-000307,-0.00213790195010331
ACH-000308,-0.09524974234789957
ACH-000310,0.023544515672421128
ACH-000311,-0.19290181904818454
ACH-000312,-0.03166723526602172
ACH-000315,-0.08277968308294699
ACH-000316,-0.13854826173084356
ACH-000317,-0.2663410607611141
ACH-000318,0.026093675922024284
ACH-000319,-0.09282572325766192
ACH-000320,0.049566733963363016
ACH-000322,0.005243490451401336
ACH-000323,-0.09503314888193153
ACH-000324,-0.08272611355844818
ACH-000329,-0.15258370676674962
ACH-000330,-0.07369810037879854
ACH-000331,-0.15706835507981487
ACH-000332,-0.09775830536247798
ACH-000334,-0.04180741636629919
ACH-000335,-0.1271686447290267
ACH-000336,-0.17259032540059505
ACH-000337,0.1119563331169078
ACH-000338,-0.19754625962822606
ACH-000339,-0.06238561998998882
ACH-000341,-0.14307608485155884
ACH-000348,-0.02028389399853309
ACH-000350,0.11483001201572382
ACH-000352,0.020335773825248468
ACH-000356,-0.006406116407211247
ACH-000361,0.02943166288188125
ACH-000362,-0.06886724168896115
ACH-000363,0.09911720911024696
ACH-000364,-0.001527182518776299
ACH-000365,0.050207478026691184
ACH-000366,-0.0006527895871452723
ACH-000368,-0.11436080043052314
ACH-000374,-0.10466015765763673
ACH-000375,0.10581487840864427
ACH-000376,-0.04005131742186845
ACH-000381,-0.02268031530256366
ACH-000383,0.021246493003582938
ACH-000387,-0.02429025282355196
ACH-000389,-0.03157333887318062
ACH-000390,-0.0005340199229689767
ACH-000393,-0.0035051333690404736
ACH-000395,0.03645133152122496
ACH-000396,-0.16655844813517295
ACH-000397,-0.047109885344277694
ACH-000401,-0.016737283267236187
ACH-000402,0.2672129576289615
ACH-000403,-0.062014826360718575
ACH-000404,-0.4879702103879893
ACH-000406,0.08399278088069226
ACH-000407,-0.046614445315415545
ACH-000408,-0.10839758147436107
ACH-000410,-0.06169150288122535
ACH-000411,-0.04352802408013786
ACH-000414,-0.2999159039296663
ACH-000415,-0.02880107928706033
ACH-000416,-0.045035397988767455
ACH-000420,0.0507995721574818
ACH-000421,0.002529219664787437
ACH-000424,-0.05473764423791564
ACH-000425,-0.05499316139159161
ACH-000426,0.16143800766266456
ACH-000427,0.0959169878688547
ACH-000433,0.0017974320566803673
ACH-000435,-0.094047784062412
ACH-000436,-0.0319165506392935
ACH-000444,-0.18352101697992346
ACH-000445,-0.02713020777499309
ACH-000448,-0.05541738596310476
ACH-000450,-0.12979592714893795
ACH-000452,-0.08318333466602225
ACH-000454,-0.08021746320263493
ACH-000458,0.0008887320836429551
ACH-000459,0.029665775882715455
ACH-000460,-0.05116180396274443
ACH-000461,0.01668207307542006
ACH-000463,-0.013907836876053063
ACH-000464,0.05434310502375078
ACH-000466,-0.03710974185330247
ACH-000467,-0.034554263233445605
ACH-000468,0.04263242054099065
ACH-000469,-0.0632271547903023
ACH-000470,-0.028347754573449895
ACH-000471,-0.0779662874579478
ACH-000472,0.043446848103825535
ACH-000473,-0.10999223588688004
ACH-000475,-0.022402874133966088
ACH-000476,-0.020304022334218703
ACH-000477,-0.2413971011703208
ACH-000479,-0.13448841163449826
ACH-000480,-0.023028393406505275
ACH-000481,0.006446589210837146
ACH-000483,0.0162575851850718
ACH-000484,-0.04261715309159988
ACH-000485,-0.008378992615493115
ACH-000486,0.003132866377683231
ACH-000487,-0.19371913263919305
ACH-000488,0.08380033164257705
ACH-000490,-0.13735682708225647
ACH-000491,-0.19783989075693012
ACH-000495,-0.02779807014016205
ACH-000496,-0.1261758148953072
ACH-000499,-0.04542167849548418
ACH-000500,-0.13230573521111724
ACH-000502,-0.016352536780225392
