,ITCH (83737)
ACH-000004,-0.10700961534755543
ACH-000005,0.2318898922829271
ACH-000007,-0.0020660394180767204
ACH-000009,-0.06951529061146626
ACH-000011,0.1561784068318783
ACH-000012,0.03749439569892909
ACH-000013,0.07791510470932493
ACH-000014,0.0979756388122766
ACH-000015,0.06965847524924007
ACH-000017,0.02647164080442525
ACH-000018,0.05864023149617121
ACH-000019,0.12112642741089165
ACH-000021,-0.007498856097101747
ACH-000022,0.00943928264411487
ACH-000025,0.044921949980857113
ACH-000028,0.04577137755658525
ACH-000030,0.04837414613868017
ACH-000035,0.07837787098603778
ACH-000036,0.06461384654727256
ACH-000037,-0.0046045740883851405
ACH-000039,-0.0973429995003912
ACH-000040,0.09756312457055888
ACH-000041,0.27481440583887545
ACH-000042,0.0797272215555016
ACH-000045,-0.042848230445164885
ACH-000047,0.13537029447239446
ACH-000052,0.1799786767356305
ACH-000053,-0.09074037452412392
ACH-000054,0.031665133707087005
ACH-000055,0.1165021269003134
ACH-000060,0.1163502796199052
ACH-000067,0.10823341615252456
ACH-000070,0.03861532585792685
ACH-000075,0.02701672326924096
ACH-000078,0.05966569160111471
ACH-000082,0.03816407586016362
ACH-000085,-0.054096893964679656
ACH-000086,0.1072089101802014
ACH-000087,0.03759830305243258
ACH-000092,0.09323035968988794
ACH-000095,0.06132050772303064
ACH-000097,0.08304594681836476
ACH-000098,0.2575263909693704
ACH-000099,0.10703137757686686
ACH-000108,0.07264389951646671
ACH-000113,0.3285844629202537
ACH-000116,-0.08709579380561956
ACH-000118,0.054284386760884235
ACH-000120,0.08932473593557487
ACH-000123,0.021619907542555758
ACH-000127,0.043889472182053364
ACH-000128,0.024401245217037543
ACH-000132,0.01772802350304545
ACH-000133,-0.040908351548068114
ACH-000137,0.13439098913258787
ACH-000138,0.1610002490802331
ACH-000142,0.18049192559038635
ACH-000143,-0.007587987429002337
ACH-000146,-0.008732878885169838
ACH-000148,0.055941939792504655
ACH-000150,-0.0004734600613613783
ACH-000152,-0.02017887501545929
ACH-000153,0.10671533190566744
ACH-000159,0.16723934042644978
ACH-000160,-0.11355793793270193
ACH-000163,-0.05722301191901762
ACH-000167,-0.04906751889664003
ACH-000168,0.12954970084700693
ACH-000169,-0.014013168935872858
ACH-000178,0.15524879428286278
ACH-000183,-0.09876425546279934
ACH-000188,-0.030869899859587307
ACH-000189,0.07085070447207344
ACH-000190,-0.007377706804707751
ACH-000198,0.15288587261670789
ACH-000203,0.1258645102954714
ACH-000204,-0.20940870998687786
ACH-000206,0.0023929820064063478
ACH-000207,-0.08150946856671172
ACH-000208,0.14362210428998154
ACH-000210,0.1423945565016254
ACH-000211,0.07739990982258013
ACH-000215,0.008376303091549001
ACH-000221,-0.16123206255385938
ACH-000222,0.24835159552327926
ACH-000223,-0.12145569306640973
ACH-000226,0.049277358995793635
ACH-000227,-0.13639699202964725
ACH-000228,0.048785821942554916
ACH-000231,0.006947689140934125
ACH-000232,-0.06890799530569298
ACH-000233,-0.04916294535344718
ACH-000234,-0.04069716915868973
ACH-000235,0.03980349557613827
ACH-000237,0.03881495990145911
ACH-000238,0.051877776801448464
ACH-000242,-0.02635967469243367
ACH-000243,0.007817890599574634
ACH-000244,0.053858665472473005
ACH-000246,0.06262108333390486
ACH-000248,0.03502916932907741
ACH-000250,0.06738125997590103
ACH-000251,0.1151994048229643
ACH-000252,-0.02545743124716743
ACH-000253,0.047107324020937695
ACH-000255,-0.06542781236384894
ACH-000256,0.041645082004296605
ACH-000257,0.11874155038771572
ACH-000258,0.09618815453403776
ACH-000259,0.16429535804155407
ACH-000260,-0.022351929249758755
ACH-000261,-0.020652608323850585
ACH-000262,-0.054371518556862855
ACH-000263,0.01743643648028133
ACH-000264,0.0029206620889040253
ACH-000265,0.012420286046035327
ACH-000266,0.08953439968310316
ACH-000272,0.017768828272497632
ACH-000274,0.02205011109132331
ACH-000277,-0.08804946727087427
ACH-000278,-0.014399442146489071
ACH-000279,-0.009752272071147828
ACH-000280,0.08926683737349927
ACH-000281,0.10237946074483494
ACH-000288,0.019451010929501925
ACH-000291,0.025823210856000502
ACH-000293,0.08171500537120341
ACH-000294,0.0016200626960062015
ACH-000295,-0.07385534209360793
ACH-000296,-0.04497012756221065
ACH-000302,0.04296486279187888
ACH-000304,0.008788708323976557
ACH-000307,0.0985434161994359
ACH-000308,-0.014073358975584841
ACH-000310,-0.003496790286570445
ACH-000311,0.04632993483980013
ACH-000312,0.014670346238301213
ACH-000315,-0.043219913482604254
ACH-000316,-0.0009324689772687148
ACH-000317,-0.08105806369985383
ACH-000318,0.08887457980595319
ACH-000319,0.0986894932902472
ACH-000320,0.014630369828261009
ACH-000322,-0.056875522218554075
ACH-000323,0.05227023916868477
