,NDUFV2 (4729)
ACH-000004,-0.16176029790098526
ACH-000005,-0.11054849073950136
ACH-000007,-0.4004093011419036
ACH-000009,-0.18883793644257355
ACH-000011,0.0943949220055023
ACH-000012,-0.2591928192201428
ACH-000013,-0.2917204841736179
ACH-000014,-0.09494783877699688
ACH-000015,-0.42126411445024736
ACH-000017,-0.09594605618821027
ACH-000018,-0.3432300836017243
ACH-000019,-0.5297548815647368
ACH-000021,-0.2957716528804469
ACH-000022,-0.09412997891325713
ACH-000025,-0.36234774719126595
ACH-000028,-0.31729021364894583
ACH-000030,-0.2978072594494903
ACH-000035,-0.2677324622161045
ACH-000036,0.0958011304754436
ACH-000037,-0.1244904013402944
ACH-000039,-0.06407372427884345
ACH-000040,0.03283188643188304
ACH-000041,-0.16811014348635664
ACH-000042,-0.028756058142831036
ACH-000045,-0.4105025428727204
ACH-000047,-0.4175068255224492
ACH-000052,-0.030859810470641957
ACH-000053,-0.1808029861636312
ACH-000054,-0.5142976368088059
ACH-000055,-0.0070888428903845375
ACH-000060,-0.18229487880479076
ACH-000067,-0.20094856646660045
ACH-000070,-0.12775839165350975
ACH-000075,-0.13204230650665466
ACH-000078,-0.5160055481300978
ACH-000082,0.05347384836500271
ACH-000085,-0.4375427756977543
ACH-000086,-0.2258675875024495
ACH-000087,-0.4234019440771943
ACH-000092,-0.19728390460054435
ACH-000095,-0.042532874033479405
ACH-000097,-0.18110370199695164
ACH-000098,-0.050381266731970034
ACH-000099,-0.3005730370722138
ACH-000108,-0.10669538287936044
ACH-000113,-0.453897086193053
ACH-000116,-0.27309363514198337
ACH-000118,-0.511044064091639
ACH-000120,-0.28201089067091145
ACH-000123,-0.2372760110049791
ACH-000127,-0.4592983694426957
ACH-000128,-0.2576814683125301
ACH-000132,-0.11102530359469627
ACH-000133,-0.16492505905096114
ACH-000137,-0.08561879580368198
ACH-000138,-0.5665224037625827
ACH-000142,-0.13670841522479318
ACH-000143,-0.2569689726987832
ACH-000146,-0.2451272286373554
ACH-000148,-0.20964110096900532
ACH-000150,-0.3493471267853956
ACH-000152,-0.17932700116798458
ACH-000153,-0.40122113084672295
ACH-000159,-0.3725787193896397
ACH-000160,-0.4684513169608113
ACH-000163,0.017546882099408127
ACH-000167,-0.04864446291666883
ACH-000168,0.2038491376238581
ACH-000169,-0.2337356427962842
ACH-000178,0.010504459422257228
ACH-000183,-0.21736117821325845
ACH-000188,0.008118540814946442
ACH-000189,-0.1113359799540056
ACH-000190,-0.39663913901391296
ACH-000198,-0.4327014916610116
ACH-000203,-0.022608783086744896
ACH-000204,-0.3642319155721878
ACH-000206,-0.15486932532783734
ACH-000207,-0.14991815605094455
ACH-000208,-0.20378237772729751
ACH-000210,-0.5091447606943618
ACH-000211,-0.2469664052531779
ACH-000215,-0.2996093079291555
ACH-000221,-0.7663359551260391
ACH-000222,-0.18548080558174385
ACH-000223,-0.1746339832589672
ACH-000226,-0.3671867473448545
ACH-000227,-0.3627434351197826
ACH-000228,-0.2771988929848862
ACH-000231,-0.014801761871923362
ACH-000232,-0.11735793666760408
ACH-000233,-0.3104438548564682
ACH-000234,-0.11695005227204143
ACH-000235,-0.1929733970809532
ACH-000237,0.025389280475608775
ACH-000238,-0.09427830679254903
ACH-000242,0.01743499977303153
ACH-000243,-0.2261661730024755
ACH-000244,-0.3941699770651133
ACH-000246,-0.5400026134849184
ACH-000248,-0.0907474378040582
ACH-000250,0.042494902555106726
ACH-000251,-0.34548619670855674
ACH-000252,-0.1626165619178314
ACH-000253,-0.2422048287327688
ACH-000255,-0.08662505904520065
ACH-000256,-0.14475490685828005
ACH-000257,-0.1911780483989041
ACH-000258,0.07879069579310961
ACH-000259,-0.40821823903957705
ACH-000260,-0.1701895514255332
ACH-000261,0.035755265647568216
ACH-000262,-0.09773264128036338
ACH-000263,-0.4036376369191319
ACH-000264,-0.201695273229067
ACH-000265,-0.32094571922189713
ACH-000266,-0.07348073538857845
ACH-000272,-0.1488533228986298
ACH-000274,-0.1140176542975882
ACH-000277,-0.5670319715780445
ACH-000278,-0.04639453720365249
ACH-000279,-0.18199414625177487
ACH-000280,-0.2801796428788709
ACH-000281,-0.23783042177040756
ACH-000288,-0.16835182287320508
ACH-000291,-0.23802581746013066
ACH-000293,-0.18418023359542676
ACH-000294,0.3024677016461645
ACH-000295,-0.2322367222935362
ACH-000296,0.07081237819154325
ACH-000302,-0.2668463670754257
ACH-000304,-0.764199959576175
ACH-000307,-0.10692357347427284
ACH-000308,-0.3239848985478709
ACH-000310,-0.1777218429905711
ACH-000311,-0.20090805993622898
ACH-000312,-0.4326467634321386
ACH-000315,-0.17168439140315433
ACH-000316,-0.06649602931839405
ACH-000317,-0.7017463687493667
ACH-000318,-0.10884118522834403
ACH-000319,-0.12253199195331975
ACH-000320,-0.13045958657085802
ACH-000322,-0.15822437874131615
ACH-000323,-0.23540395718224946
ACH-000324,0.08702330020659013
ACH-000329,-0.5953498906710151
ACH-000330,-0.5747258667406252
ACH-000331,-0.024591540535665483
ACH-000332,-0.019166540818591773
ACH-000334,-0.09444112900739758
ACH-000335,-0.4765998747138302
ACH-000336,-0.10206812577855112
ACH-000337,0.13413367585413075
ACH-000338,-0.7043911599980738
ACH-000339,-0.2384843729905171
ACH-000341,-0.08993990187625964
ACH-000348,-0.3764409668286614
ACH-000350,-0.4511319763227733
ACH-000352,-0.5901162146581864
ACH-000356,-0.09744755096611772
ACH-000361,-0.2197067897644533
ACH-000362,-0.32429174543443656
ACH-000363,-0.4243069300823288
ACH-000364,-0.1641310319203571
ACH-000365,-0.2668237553547065
ACH-000366,-0.021083829956165173
ACH-000368,-0.20456146638914344
ACH-000374,-0.15553627311675633
ACH-000375,-0.3605612432107975
ACH-000376,-0.4301551975369732
ACH-000381,-0.13574682697558166
ACH-000383,-0.4696924514701023
ACH-000387,0.08263299123025168
ACH-000389,0.0499747962491796
ACH-000390,-0.26724413741314845
ACH-000393,-0.05964381087423516
ACH-000395,-0.30185636794527826
ACH-000396,-0.4578920040198355
ACH-000397,-0.020537034495609573
ACH-000401,-0.1412196279969678
ACH-000402,-0.12157778149120545
ACH-000403,-0.4756913827739182
ACH-000404,-0.5440368786792606
ACH-000406,-0.628888049310138
ACH-000407,-0.11163654474237296
ACH-000408,-0.23983151727257
ACH-000410,-0.33135752131403223
ACH-000411,0.038280255182865534
ACH-000414,-0.1768345781082589
ACH-000415,-0.1728225091700569
ACH-000416,-0.15451051802885735
ACH-000420,-0.25963734039418584
ACH-000421,-0.2111888980105551
ACH-000424,-0.15876989391338658
ACH-000425,-0.20780989287365495
ACH-000426,-0.18615296737632694
ACH-000427,-0.6480764399571712
ACH-000433,0.03842938684552892
ACH-000435,-0.3059269188990784
ACH-000436,0.0008269163488141456
ACH-000444,-0.37125974812828794
ACH-000445,-0.06084499578753725
ACH-000448,-0.06985150529291488
ACH-000450,-0.4493422253735897
ACH-000452,-0.09713409987199303
ACH-000454,-0.25568923547144884
ACH-000458,-0.017862614695178084
ACH-000459,-0.7008240599170954
ACH-000460,-0.1891645491351044
ACH-000461,-0.6821156515273566
ACH-000463,0.022784559409024144
ACH-000464,-0.12597887549777992
ACH-000466,-0.20336798361647093
ACH-000467,-0.7885740194377786
ACH-000468,-0.2614933118724049
ACH-000469,-0.3576317429016673
ACH-000470,-0.031155751659987286
ACH-000471,-0.05178297545294328
ACH-000472,-0.1930396952804738
ACH-000473,-0.3311754826376958
ACH-000475,-0.25009208355254625
ACH-000476,-0.25139048226240923
ACH-000477,-0.29444855980777423
ACH-000479,-0.3439572112444239
ACH-000480,-0.3905844763881099
ACH-000481,-0.1162739513393938
ACH-000483,-0.35753167693824395
ACH-000484,-0.13077921309985674
