,TFRC (7037)
ACH-000004,-1.1907845708838571
ACH-000005,-1.3844453703376085
ACH-000007,-1.0426486804685615
ACH-000009,-0.9510124719632824
ACH-000011,-0.7138826994935973
ACH-000012,-0.8702859139941325
ACH-000013,-0.4162835056081127
ACH-000014,-0.8247218521991961
ACH-000015,-0.2384871334107133
ACH-000017,-1.1712651891948784
ACH-000018,-1.3818104102643682
ACH-000019,-0.7198349626622959
ACH-000021,-1.0384594432657204
ACH-000022,-0.7183019080118541
ACH-000025,-1.048348409316173
ACH-000028,-0.7698674047263535
ACH-000030,-1.0726485698023018
ACH-000035,-0.931491794130126
ACH-000036,-0.5007684670867388
ACH-000037,-0.5402469297362914
ACH-000039,-0.3382263489127076
ACH-000040,-0.5135840436368867
ACH-000041,-0.6972473392366949
ACH-000042,-0.5227476912574043
ACH-000045,-0.8192721065292783
ACH-000047,-0.8114004085209757
ACH-000052,-0.39074832874467263
ACH-000053,-1.0390698546118653
ACH-000054,-0.7434422140638539
ACH-000055,-0.6520589916630886
ACH-000060,-0.5130781272397934
ACH-000067,-0.4037270964943216
ACH-000070,-1.2818284627616423
ACH-000075,-0.4854315685866132
ACH-000078,-0.7167443431926906
ACH-000082,-0.4141249034359959
ACH-000085,-0.2055680180008505
ACH-000086,-0.2424401043496916
ACH-000087,-0.6456280617407661
ACH-000092,-0.6567344547445333
ACH-000095,-0.19189313344838607
ACH-000097,-0.9677985380551684
ACH-000098,-0.3266073583929185
ACH-000099,-0.8308802271490892
ACH-000108,-1.0579172090345474
ACH-000113,-0.8245064344320141
ACH-000116,-0.513547995198786
ACH-000118,-0.9025383088033132
ACH-000120,-0.2900089840035245
ACH-000123,-0.5574233048708328
ACH-000127,-1.1415220156860864
ACH-000128,-0.3800660604003727
ACH-000132,-0.3242931659257023
ACH-000133,-0.7020583990774085
ACH-000137,-0.3925386908153268
ACH-000138,-1.0153069663459209
ACH-000142,-1.073432599643996
ACH-000143,-0.9311941850519204
ACH-000146,-1.4888426082262358
ACH-000148,-0.5006762274486993
ACH-000150,-0.6303761228549579
ACH-000152,-0.31025485216750315
ACH-000153,-0.6032931201094484
ACH-000159,-0.5908522890763616
ACH-000160,-0.622018696747452
ACH-000163,-0.5854005803691404
ACH-000167,-1.144988034340355
ACH-000168,-0.9196151863122488
ACH-000169,-0.49043934603991396
