,UQCRC2 (7385)
ACH-000004,-0.7809423017352697
ACH-000005,-0.5691594261857215
ACH-000007,-0.6995736502224957
ACH-000009,-0.4685468170557161
ACH-000011,-0.3452369488728889
ACH-000012,-0.6787398193643173
ACH-000013,-0.6719987535034359
ACH-000014,-0.5635376271969417
ACH-000015,-0.9425757550094516
ACH-000017,-0.3573132411073677
ACH-000018,-0.4047257726223696
ACH-000019,-0.7192586443427821
ACH-000021,-0.6722083657076817
ACH-000022,-0.5081092777528227
ACH-000025,-0.6024356011688051
ACH-000028,-0.6866207808467594
ACH-000030,-0.7135061058163708
ACH-000035,-0.6256039556703258
ACH-000036,-0.118290105502407
ACH-000037,-0.6069819990477713
ACH-000039,-0.49830754790174
ACH-000040,-0.454584593978257
ACH-000041,-0.5640110143913531
ACH-000042,-0.35920504407247805
ACH-000045,-0.5464469841223367
ACH-000047,-0.7105325591512236
ACH-000052,-0.3304460666575808
ACH-000053,-0.6006499445821373
ACH-000054,-0.8647643539319662
ACH-000055,-0.4404564721796768
ACH-000060,-0.3645504057435601
ACH-000067,-0.5790757063015205
ACH-000070,-0.9170199937239027
ACH-000075,-0.32162833106759514
ACH-000078,-0.5710891172720858
ACH-000082,-0.3807329478111519
ACH-000085,-0.13991191331666458
ACH-000086,-0.7191249563086862
ACH-000087,-0.9371300273878618
ACH-000092,-0.456028901674767
ACH-000095,-0.1840534648117984
ACH-000097,-0.5528973315747392
ACH-000098,-0.6246213953168962
ACH-000099,-0.7055268438760809
ACH-000108,-0.4078161695857323
ACH-000113,-0.7513242203624504
ACH-000116,-0.5786379540108636
ACH-000118,-0.9168518238985984
ACH-000120,-0.6244779580303217
ACH-000123,-0.5966020349295326
ACH-000127,-0.8207626792758366
ACH-000128,-0.5690029439018559
ACH-000132,-0.620626061580748
ACH-000133,-0.3408783233003369
ACH-000137,-0.5148145129700081
ACH-000138,-0.8161337230078924
ACH-000142,-0.1916558378478765
ACH-000143,-0.4930498844242768
ACH-000146,-0.7205955643832064
ACH-000148,-0.6577202688007201
ACH-000150,-0.756514779703853
ACH-000152,-0.5227115655186731
ACH-000153,-0.6680362548148436
ACH-000159,-0.5930742663462484
ACH-000160,-0.8032997476673164
ACH-000163,-0.5479785252823709
ACH-000167,-0.5533415369609759
ACH-000168,-0.40380463246251896
ACH-000169,-0.5233726098222372
ACH-000178,-0.2871169671813156
ACH-000183,-0.8405378321460093
ACH-000188,-0.3254921487410729
ACH-000189,-0.6382672489770491
ACH-000190,-0.7119359505768149
ACH-000198,-0.6384494218994505
ACH-000203,-0.4250021262187878
ACH-000204,-0.5789767162251913
ACH-000206,-0.4569106394114504
ACH-000207,-0.7140609924143864
ACH-000208,-0.6378169025096113
ACH-000210,-1.1888783438083177
ACH-000211,-0.4302775462836252
ACH-000215,-0.6072281651503219
ACH-000221,-1.0089898838939069
ACH-000222,-0.5831832860988732
ACH-000223,-0.6170092239916514
ACH-000226,-0.7902787641444402
ACH-000227,-0.6557791587555732
ACH-000228,-0.4459671825476193
ACH-000231,-0.3115429551415935
ACH-000232,-0.3885589971776647
ACH-000233,-0.7290241360994555
ACH-000234,-0.5457359046503558
ACH-000235,-0.5814841626761907
ACH-000237,-0.22529132578808175
ACH-000238,-0.3231565817705491
ACH-000242,-0.34655316866293284
ACH-000243,-0.5669513916301044
ACH-000244,-0.39777614292485336
ACH-000246,-0.6956755653433305
ACH-000248,-0.541359723304044
ACH-000250,-0.24447842411580406
ACH-000251,-0.5109952436147771
ACH-000252,-0.7357315946767341
ACH-000253,-0.7502881956195133
ACH-000255,-0.3229982476940469
ACH-000256,-0.3027330915218698
ACH-000257,-0.7847010922243902
ACH-000258,-0.6496562355316469
ACH-000259,-0.5327853694168719
ACH-000260,-0.3173855945543253
ACH-000261,-0.4264143280509421
ACH-000262,-0.6982718492316663
ACH-000263,-0.6192335762019674
ACH-000264,-0.5047263852831737
ACH-000265,-0.8299319330895983
ACH-000266,-0.39217289591145743
ACH-000272,-0.5744219054289377
ACH-000274,-0.4840405609360863
ACH-000277,-0.6544374470198299
ACH-000278,-0.3884027291982208
ACH-000279,-0.8272680772049381
ACH-000280,-0.4850454210217021
ACH-000281,-0.6278021354462782
ACH-000288,-0.7609521955923918
ACH-000291,-0.626786222863119
ACH-000293,-0.5334365796397522
ACH-000294,-0.5193242886222391
ACH-000295,-0.6661827159401279
ACH-000296,-0.2392670196954496
ACH-000302,-0.5421170969875945
ACH-000304,-0.7817222444753953
ACH-000307,-0.741350006180218
ACH-000308,-0.579447018573175
ACH-000310,-0.454352343995417
ACH-000311,-0.6702694680364484
ACH-000312,-0.8394464535876486
ACH-000315,-0.4654382256046895
ACH-000316,-0.6214715496077623
ACH-000317,-0.9351951672539406
ACH-000318,-0.5655479618314939
ACH-000319,-0.7498285450893721
ACH-000320,-0.6285930820112624
ACH-000322,-0.8578728450288295
ACH-000323,-0.6698156522268374
ACH-000324,-0.2011431569068845
ACH-000329,-0.8497624589256203
ACH-000330,-0.5040940317843198
ACH-000331,-0.2386282876491216
ACH-000332,-0.26820530829955125
ACH-000334,-0.7644935040566974
ACH-000335,-0.4759696161887994
ACH-000336,-0.5606762782229024
ACH-000337,-0.6726318235520633
ACH-000338,-0.9397726710604982
ACH-000339,-0.7790561143446917
ACH-000341,-0.5648576579907271
ACH-000348,-0.6472528830348885
ACH-000350,-0.5409307557315346
ACH-000352,-0.7454614920543394
ACH-000356,-0.6502509556679422
ACH-000361,-0.2611360330390316
ACH-000362,-0.6832633636648905
ACH-000363,-0.7079037407617784
ACH-000364,-0.4967448046765724
ACH-000365,-0.7704692566995891
ACH-000366,-0.6125227569223705
ACH-000368,-0.5412685309147511
ACH-000374,-0.7887712141820197
ACH-000375,-0.5897513010793116
ACH-000376,-0.6887031619931512
ACH-000381,-0.7157275500167258
ACH-000383,-0.7561116242771261
ACH-000387,-0.8630425803858622
ACH-000389,-0.24173984555332864
ACH-000390,-0.68175789092805
ACH-000393,-0.28774610705089104
ACH-000395,-0.4784427384014845
ACH-000396,-1.0983177064724363
ACH-000397,-0.32740111559544743
ACH-000401,-0.6848023072181652
ACH-000402,-0.6908948588382425
ACH-000403,-0.5705960768073842
ACH-000404,-0.7498013860768721
ACH-000406,-0.7924628927980707
ACH-000407,-0.4583280324361909
ACH-000408,-0.6082411312145216
ACH-000410,-0.6254766138517458
ACH-000411,-0.4604595048013715
ACH-000414,-0.5457105351010842
ACH-000415,-0.5526024104734232
ACH-000416,-0.6843269250199132
ACH-000420,-0.5715969617214328
ACH-000421,-0.4654972187502335
ACH-000424,-0.8080153485620224
ACH-000425,-0.9382266822062628
ACH-000426,-0.4739245211710678
ACH-000427,-0.6832119938667727
ACH-000433,-0.5430789893387322
ACH-000435,-0.523618140604309
ACH-000436,-0.3473979173670985
ACH-000444,-0.9157426259433462
ACH-000445,-0.5734860832769024
ACH-000448,-0.3835014673083509
ACH-000450,-0.8949555088951321
ACH-000452,-0.4669781251130674
ACH-000454,-0.7842437757145155
ACH-000458,-0.5414743015959843
ACH-000459,-1.1288791421253892
ACH-000460,-0.5700980677557357
ACH-000461,-1.0803071623013496
ACH-000463,-0.3547156859876013
ACH-000464,-0.5358976121026521
ACH-000466,-0.4386842490489312
ACH-000467,-0.8184011062312663
ACH-000468,-0.4706292447090614
ACH-000469,-0.7357906661503048
ACH-000470,-0.30581668501600384
ACH-000471,-0.38414200660687775
ACH-000472,-0.6153597419084926
ACH-000473,-0.39359505425261604
ACH-000475,-0.5831860631782319
ACH-000476,-0.6896812793448136
ACH-000477,-0.5729915123230964
ACH-000479,-0.685205718116802
ACH-000480,-0.6862887109795859
ACH-000481,-0.4406724321062788
ACH-000483,-0.8136762851956403
ACH-000484,-0.5144804614225388
ACH-000485,-0.6376901492260674
ACH-000486,-0.5962613926722529
ACH-000487,-0.8241229997923707
ACH-000488,-0.7545739334206604
ACH-000490,-0.3931369201421659
ACH-000491,-0.8924316310822278
ACH-000495,-0.22218739772240165
ACH-000496,-0.41825393507898667
ACH-000499,-0.7946309174582872
ACH-000500,-0.6918136248050223
ACH-000502,-0.3419569832604003
ACH-000503,-0.4112326152447915
ACH-000505,-0.5590870446043741
ACH-000507,-0.5843497193423876
ACH-000510,-0.7201192614398112
ACH-000511,-0.42949018011572093
ACH-000512,-1.0261769623700867
ACH-000516,-0.4872731707251294
ACH-000517,-0.36149688321013984
ACH-000518,-0.5565211897789966
ACH-000520,-0.3975661137113745
ACH-000521,-0.4450046117296073
ACH-000522,-0.6928820811612073
ACH-000524,-0.3049800116047691
ACH-000527,-0.6002109523002287
ACH-000528,-0.878020466370854
ACH-000537,-0.8402786905382518
ACH-000541,-0.4825082288568671
ACH-000542,-0.3764912758971734
ACH-000544,-0.6508092583642137
ACH-000545,-0.6396563398350165
ACH-000547,-0.7581462329395423
ACH-000548,-0.4452365085946916
ACH-000549,-0.7705436082939859
ACH-000550,-0.4078011643775163
ACH-000552,-0.5673378379891658
ACH-000556,-0.7222415387786552
ACH-000557,-0.5781199122619124
ACH-000569,-0.4226210773473185
ACH-000570,-0.4010879720562884
ACH-000571,-0.6263797263124582
ACH-000573,-0.7557034619123597
ACH-000576,-0.3772874715156229
ACH-000579,-0.8163820459814073
ACH-000580,-0.5870945184462326
ACH-000584,-0.7725539124161257
ACH-000585,-0.6140414808928392
ACH-000588,-0.4942166680202593
ACH-000589,-0.9137200390796352
ACH-000591,-0.5640901065776449
ACH-000593,-0.590648356220745
ACH-000600,-0.4944515103875609
ACH-000601,-0.7931939611520029
ACH-000605,-0.4916683227866158
ACH-000606,-0.6184850420462191
ACH-000608,-0.3998231816529931
ACH-000614,-0.8466150416892938
ACH-000616,-0.6344051647469939
ACH-000618,-0.8704765106831297
ACH-000619,-0.5870344204790687
ACH-000620,-1.099457562199652
ACH-000621,-0.5180975207913989
ACH-000622,-0.5902689740820721
ACH-000623,-0.4322732022823397
ACH-000624,-0.7361799220697058
ACH-000627,-0.4127156051367997
ACH-000630,-0.5432586047627403
ACH-000631,-0.6426917488306867
ACH-000632,-0.4171125695231329
ACH-000633,-0.8592110547033359
ACH-000637,-0.6950756386060358
ACH-000638,-0.668186480007956
ACH-000646,-0.8162066930802759
ACH-000647,-0.6578598567610873
ACH-000648,-0.5140684550492249
ACH-000649,-0.3287182366546582
ACH-000651,-1.0417187207339251
ACH-000652,-0.6498488336271683
ACH-000653,-0.7891985720667599
ACH-000657,-0.5863528643500792
ACH-000658,-0.6761864822552626
ACH-000661,-0.7159361489463447
ACH-000662,-0.4859850726661344
ACH-000663,-0.6423105099573817
ACH-000665,-0.2477906574609904
ACH-000671,-0.8918289224456396
ACH-000672,-0.7811560215808052
ACH-000673,-0.3238459614450213
ACH-000676,-1.0247846390797244
ACH-000677,-1.2100774396470977
ACH-000681,-0.4997346689443553
ACH-000683,-0.5797686377086568
ACH-000684,-0.8109047587906973
ACH-000688,-0.5662364430017901
ACH-000693,-0.7477438170573566
ACH-000694,-0.8332413311585005
ACH-000695,-0.7483824539244327
ACH-000696,-0.4508239576075974
ACH-000697,-0.6093104995165565
ACH-000699,-0.4974121108609785
ACH-000701,-0.5113196236298739
ACH-000706,-0.8962144968471051
ACH-000711,-0.5617079429651961
ACH-000713,-0.6796345810471754
ACH-000714,-0.3887850621280212
ACH-000718,-0.5190958361585261
ACH-000720,-0.3772158991600821
ACH-000721,-0.8020163457259384
ACH-000724,-0.762960503794811
ACH-000725,-1.085738310455191
ACH-000732,-0.5760643964982236
ACH-000734,-0.7738208644165122
ACH-000735,-0.4449170933706055
ACH-000736,-0.44198448350532793
ACH-000738,-1.0374532292149192
ACH-000746,-1.290545977419899
ACH-000747,-0.7038997492974061
ACH-000748,-0.18520890758220893
ACH-000753,-0.9544250583073614
