,ATP6V1B2 (526)
ACH-000481,-1.0717499401146098
ACH-000483,-1.366495036605404
ACH-000484,-1.4087887584122878
ACH-000485,-1.211992181496777
ACH-000486,-1.3389659695814424
ACH-000487,-1.335303778350071
ACH-000488,-1.1909465450033676
ACH-000490,-1.097753685029204
ACH-000491,-1.3020059622988558
ACH-000495,-1.345650993305325
ACH-000496,-1.4693243276313035
ACH-000499,-1.3895707808751223
ACH-000500,-0.7174039202889949
ACH-000502,-1.3498884813894596
ACH-000503,-1.3535706100390064
ACH-000505,-1.306851108352078
ACH-000507,-1.29648685618501
ACH-000510,-1.4283488964553464
ACH-000511,-1.176402403261115
ACH-000512,-1.4181152610887535
ACH-000516,-1.4450742555493157
ACH-000517,-1.5027227891136123
ACH-000518,-1.5676280907185625
ACH-000520,-1.424877298017742
ACH-000521,-1.453652267407325
ACH-000522,-1.4931581686334892
ACH-000524,-0.972660899129842
ACH-000527,-1.3784074203412684
ACH-000528,-0.5472976869177688
ACH-000537,-1.5991019198689254
ACH-000541,-1.010884866379886
ACH-000542,-1.273982857272944
ACH-000544,-1.507208968319974
ACH-000545,-1.3188404808512888
ACH-000547,-0.8202980385891203
ACH-000548,-1.531853842228002
ACH-000549,-1.113643281272506
ACH-000550,-1.3512882751010535
ACH-000552,-0.8535952740602127
ACH-000556,-1.4593521910161735
ACH-000557,-1.6056556119998453
ACH-000569,-1.1549533275384043
ACH-000570,-1.2760954543858387
ACH-000571,-1.6604258213073324
ACH-000573,-1.537077795328221
ACH-000576,-1.3448285644090292
ACH-000579,-1.3967832947689154
ACH-000580,-1.706520281746447
ACH-000584,-1.5762536795134083
ACH-000585,-1.5923127802117758
ACH-000588,-1.5003862155731085
ACH-000589,-1.4363858545044392
ACH-000591,-1.239784440965533
ACH-000593,-1.2587652280881974
ACH-000600,-1.503309685034825
ACH-000601,-1.3000902237088474
ACH-000605,-1.279479109063588
ACH-000606,-1.4198070016750155
ACH-000608,-1.7475764070619475
ACH-000614,-1.697397028137229
ACH-000616,-1.4172014533985982
ACH-000618,-1.4177002770403189
ACH-000619,-1.6236312322728756
ACH-000620,-1.400439941398055
ACH-000621,-1.5649617641536298
ACH-000622,-2.110871911970917
ACH-000623,-1.410250324277634
ACH-000624,-1.4488472854531682
ACH-000627,-1.2427064381176696
ACH-000630,-1.2697360345684805
ACH-000631,-1.483501859917314
ACH-000632,-1.6066561072318883
ACH-000633,-1.3797971417448105
ACH-000637,-0.7218174737790675
ACH-000638,-1.3344027269097054
ACH-000646,-0.9522649330667924
ACH-000647,-1.2072597264322922
ACH-000648,-1.6275378488199408
ACH-000649,-1.5284429044209624
ACH-000651,-1.36220651503459
ACH-000652,-1.4591527290104798
ACH-000653,-1.4666718126735032
ACH-000657,-1.364932644567968
ACH-000658,-1.537684463624833
ACH-000661,-2.2290883753264716
ACH-000662,-1.4777359632774745
ACH-000663,-1.4803026858473862
ACH-000665,-1.3802752295046756
ACH-000671,-1.4557202128145508
ACH-000672,-1.1180221250606666
ACH-000673,-1.2369663520712175
ACH-000676,-1.3601823582340424
ACH-000677,-0.9508276463083104
ACH-000681,-1.2304667718752251
ACH-000683,-1.458464230986403
ACH-000684,-1.5450426488951796
ACH-000688,-1.878168138825424
ACH-000693,-1.3491766192126695
ACH-000694,-1.1321451277188783
ACH-000695,-1.3639959887054671
ACH-000696,-1.4500436303227715
ACH-000697,-1.1388477493624158
ACH-000699,-1.7182146470822586
ACH-000701,-0.5332035928146388
ACH-000706,-1.521275549470115
ACH-000711,-1.4514309010487387
ACH-000713,-1.370387512486568
ACH-000714,-1.4525314845737445
ACH-000718,-1.3051033437127884
ACH-000720,-1.1532458386705138
ACH-000721,-1.4126673102902296
ACH-000724,-1.2022484178841857
ACH-000725,-1.9593889860284344
ACH-000732,-1.283803797235724
ACH-000734,-1.401511972308601
ACH-000735,-1.339346065515461
ACH-000736,-1.353626661647776
ACH-000738,-1.2875265444423394
ACH-000746,-1.4360974151263426
ACH-000747,-1.5204540977230163
ACH-000748,-1.0177089140794453
ACH-000753,-1.6396318412513573
ACH-000756,-1.340707016316345
ACH-000757,-1.4542629540015133
ACH-000758,-1.3564685704500916
ACH-000760,-1.4415069565280068
ACH-000762,-1.2383583409191068
ACH-000763,-1.3485816904531995
ACH-000764,-1.6380401119739574
ACH-000765,-1.5031907866537393
ACH-000766,-1.2565681689179582
ACH-000767,-1.2517042345838327
ACH-000768,-1.3213548755545768
ACH-000769,-1.513523330854564
ACH-000770,-1.2877566008028605
ACH-000771,-1.1460344640783078
ACH-000773,-1.4354376266522877
ACH-000776,-1.3497704642581996
ACH-000777,-1.239744444851827
ACH-000778,-1.670649080125978
ACH-000781,-1.4852945361211054
ACH-000782,-1.1920022036549331
ACH-000783,-0.9207493242812812
ACH-000784,-1.3785278121429752
ACH-000785,-0.6777676602567376
ACH-000787,-1.3722352409343659
ACH-000788,-1.4423781459248095
ACH-000791,-1.4154529498736834
ACH-000792,-1.5472605604733938
ACH-000794,-1.3889964181718892
ACH-000796,-1.4869814089570446
ACH-000798,-1.2666361394160215
ACH-000799,-1.4044140117668409
ACH-000800,-1.2834941258486323
ACH-000802,-1.5752612117948572
ACH-000804,-1.4500845998428993
ACH-000805,-1.619118587318461
ACH-000809,-1.188025753333232
ACH-000810,-1.4981479176854657
ACH-000811,-0.971511194997584
ACH-000817,-1.501238430143561
ACH-000819,-1.1210914043089508
ACH-000820,-1.5850337909303958
ACH-000821,-1.588172778594771
ACH-000822,-1.7389328221560567
ACH-000823,-1.3093392542547029
ACH-000824,-1.1973039655879183
ACH-000827,-1.3058626896296843
ACH-000829,-1.4540518775830167
ACH-000831,-1.339109012903502
ACH-000832,-1.6685931359652189
ACH-000833,-1.663396004983133
ACH-000834,-1.3408269796686068
ACH-000835,-1.593302770206145
ACH-000836,-1.4223033119772044
ACH-000837,-1.4673449996215078
ACH-000838,-1.53332307793704
ACH-000839,-1.1044741329351957
ACH-000840,-1.3861871084279225
ACH-000841,-1.667039997118228
ACH-000843,-1.3647427219427304
ACH-000846,-1.252679750651571
ACH-000847,-1.3061734444527182
ACH-000848,-1.5545435127311018
ACH-000849,-0.20778554179101533
ACH-000851,-1.4918753768277067
ACH-000855,-1.273919763267069
ACH-000856,-1.2342296406901314
ACH-000858,-1.4128199286537046
ACH-000859,-1.4930172605708154
ACH-000861,-1.3682848407154342
ACH-000862,-1.0934469888990923
ACH-000865,-1.258665932420404
ACH-000866,-1.3203612487954208
ACH-000867,-0.3442199962394761
ACH-000869,-1.3577489732957353
ACH-000872,-1.835657447693802
ACH-000873,-1.2766059531559857
ACH-000876,-0.3299056970257115
ACH-000878,-1.5574285873700535
ACH-000880,-1.4011299747297317
ACH-000881,-1.9241315952571936
ACH-000882,-1.4690976958978434
ACH-000884,-1.5140386371417591
ACH-000885,-1.3653585674951623
ACH-000887,-1.275161316649822
ACH-000889,-1.394550940796111
ACH-000896,-1.6633737321041266
ACH-000898,-1.3828900859607007
ACH-000900,-1.2857646725136516
ACH-000901,-1.1173253538377848
ACH-000905,-1.3106230303672837
ACH-000906,-1.4466680180936702
ACH-000907,-1.3849249861075985
ACH-000910,-1.4824635304027531
ACH-000911,-1.2951776474368877
ACH-000912,-1.5093168669876642
ACH-000913,-1.5204253090835869
ACH-000915,-1.3818564771914943
ACH-000916,-1.4060352356336754
ACH-000917,-1.7110767631851784
ACH-000920,-1.3264857432698278
ACH-000921,-1.2562705774684155
ACH-000924,-1.2833974327046769
ACH-000926,-1.4480182249040014
ACH-000928,-1.239999632054043
ACH-000929,-1.101370101719202
ACH-000932,-1.3861616783451038
ACH-000935,-1.378715132450763
ACH-000936,-1.2172259766198037
ACH-000937,-1.3948034449426872
ACH-000938,-1.4369587589093775
ACH-000939,-1.1575667260964486
ACH-000941,-1.4761391461680298
ACH-000943,-1.615955033396265
ACH-000946,-1.307715214251122
ACH-000947,-1.4387018221973298
ACH-000948,-1.3465957105857471
ACH-000950,-1.6088509916651803
ACH-000953,-1.299218565524059
ACH-000954,-1.5060795055316711
ACH-000957,-1.43906113810335
ACH-000958,-1.3532331618262563
ACH-000960,-1.5482992646201943
ACH-000963,-1.2630286974023968
ACH-000968,-1.5774196238170173
ACH-000969,-1.4094996350018891
ACH-000972,-1.259894124165269
ACH-000973,-1.346580339600257
ACH-000974,-1.4749278141091893
ACH-000978,-1.0121280072422154
ACH-000984,-1.4141674621251934
ACH-000986,-1.2877352978831809
ACH-000988,-1.2437827336129041
ACH-000993,-1.1545556624806068
ACH-000994,-1.535651167023204
ACH-000996,-1.1934890786999328
ACH-001001,-1.3920901894443192
ACH-001020,-1.1702543144814803
ACH-001028,-1.4193090104553252
ACH-001031,-1.5047962179148635
ACH-001038,-1.2316801029506244
ACH-001048,-1.5226539678372146
ACH-001050,-1.3141052979386407
ACH-001053,-1.5675597743222651
ACH-001054,-1.2677247392931372
ACH-001061,-1.2624065242559337
ACH-001067,-1.4743687805045969
ACH-001075,-1.2768132017361946
ACH-001096,-1.4344249096365604
ACH-001111,-1.480631464359115
ACH-001119,-1.6688077636037362
ACH-001128,-1.2782545539684806
ACH-001134,-1.3128652329109232
ACH-001151,-1.6765313667623458
ACH-001163,-1.4822101764163047
ACH-001164,-1.6355577740574092
ACH-001183,-1.478233028310476
ACH-001192,-1.349784767899853
ACH-001193,-1.3288306028456716
ACH-001196,-1.371490466342496
ACH-001197,-1.174904277649658
ACH-001205,-1.4521918940435707
ACH-001211,-1.4271462983860692
ACH-001212,-1.4095892324685126
ACH-001228,-0.9052054288230786
ACH-001232,-1.4942651132839688
ACH-001239,-1.3231545270369056
ACH-001270,-1.6107268942297603
ACH-001274,-1.7566277274275508
ACH-001275,-1.3516650109446486
ACH-001277,-1.5442245335221885
ACH-001278,-1.4336022138803872
ACH-001280,-1.0183262182165955
ACH-001283,-1.5322508811959517
ACH-001289,-1.3487288397875572
ACH-001300,-1.432815421742207
ACH-001301,-1.102757619225479
ACH-001302,-1.3603267205159235
ACH-001306,-1.5962616484365002
ACH-001318,-1.4893501705446992
ACH-001322,-1.4477667670643448
ACH-001328,-1.1849415770049363
ACH-001332,-1.0886548471269368
ACH-001336,-1.3589175939007871
ACH-001346,-1.4967803501772239
ACH-001353,-1.4269720663729002
ACH-001354,-1.2549034780690458
ACH-001367,-1.0038230956601122
ACH-001368,-1.5364277581088197
ACH-001374,-1.3065624686413262
ACH-001377,-1.4910624916014878
ACH-001380,-1.3969153713573208
ACH-001391,-1.4123978813566205
ACH-001408,-1.2393078780193456
ACH-001430,-1.2818755321980342
ACH-001431,-1.400206929723407
ACH-001450,-1.4270206571950816
ACH-001496,-1.236893239708748
ACH-001500,-1.3622566587015594
ACH-001523,-1.4919210467384758
ACH-001532,-1.4610259549384108
ACH-001550,-0.8362008385748433
ACH-001552,-1.193901244488602
ACH-001554,-1.4433145657278144
ACH-001654,-1.442674950365077
ACH-001735,-1.352491751421124
ACH-001736,-1.372449174757746
ACH-001737,-1.273011699862015
ACH-001740,-1.598893985561116
ACH-001745,-1.5530687922271305
ACH-001765,-1.4383810276682572
