,ELP4 (26610)
ACH-000004,-0.3022462851499052
ACH-000005,-0.4775451312755273
ACH-000007,-0.2810996815517393
ACH-000009,-0.4147048149460272
ACH-000011,-0.6797946415362158
ACH-000012,-0.3937572937595956
ACH-000013,-0.4615019183073125
ACH-000014,-0.4050731878489348
ACH-000015,-0.5452307468933631
ACH-000017,-0.3261599113514043
ACH-000018,-0.34301296553478045
ACH-000019,-0.22489991126352027
ACH-000021,-0.40342703101540733
ACH-000022,-0.34790630454840776
ACH-000025,-0.4623465748246006
ACH-000028,-0.3702985001305063
ACH-000030,-0.22800795342505495
ACH-000035,-0.39468803212517983
ACH-000036,-0.4443038529485417
ACH-000037,-0.19293876366974394
ACH-000039,0.03578409004130479
ACH-000040,-0.5256948592217502
ACH-000041,-0.7163863787296466
ACH-000042,-0.19268617874097524
ACH-000045,-0.2921899474528547
ACH-000047,-0.3154019555173674
ACH-000052,-0.06400926937964968
ACH-000053,-0.38010524353317227
ACH-000054,-0.4868376262128526
ACH-000055,-0.524530427337086
ACH-000060,-0.20952566218679547
ACH-000067,-0.1734121673736781
ACH-000070,-0.4365729753592035
ACH-000075,-0.3902040390132132
ACH-000078,-0.5116821661241823
ACH-000082,-0.17384876113571526
ACH-000085,-0.4878802757315255
ACH-000086,-0.516371304142707
ACH-000087,-0.6156738553719978
ACH-000092,-0.27184224676056284
ACH-000095,-0.3863267103799133
ACH-000097,0.081694673676869
ACH-000098,-0.4507076976333919
ACH-000099,-0.4902209032338651
ACH-000108,-0.3805773801274671
ACH-000113,-0.30134059626660564
ACH-000116,-0.4633057012234182
ACH-000118,-0.14961962781817456
ACH-000120,-0.7011665156992449
ACH-000123,-0.2990335429144907
ACH-000127,-0.37072826125397207
ACH-000128,-0.13816580482729787
ACH-000132,-0.4418301706191937
ACH-000133,-0.3736840279632916
ACH-000137,-0.5788648165730388
ACH-000138,-0.3853931622068867
ACH-000142,-0.5595750442195497
ACH-000143,-0.25843033953757444
ACH-000146,0.04462614894700012
ACH-000148,-0.4675014788107429
ACH-000150,-0.18992252163464446
ACH-000152,-0.3134697603495878
ACH-000153,-0.09798937284901388
ACH-000159,-0.3676267495249562
ACH-000160,0.1235619821821458
ACH-000163,-0.3705927617672431
ACH-000167,0.023093392404154315
ACH-000168,-0.3004927889570647
ACH-000169,-0.4240514779089605
ACH-000178,-0.35379615495338124
ACH-000183,-0.4036819062046372
ACH-000188,-0.480334632093424
ACH-000189,-0.32814221365772706
ACH-000190,-0.15714206305480166
ACH-000198,-0.24070589440277024
ACH-000203,-0.01969181380458779
ACH-000204,-0.04352962126329067
ACH-000206,-0.3403267234007863
ACH-000207,-0.10648416521802703
ACH-000208,-0.11875373555815227
ACH-000210,-0.4494623140620714
ACH-000211,-0.5328644578464798
ACH-000215,-0.3315860540059536
ACH-000221,-0.3734018966132811
ACH-000222,-0.15454983556222582
ACH-000223,-0.21967212095736927
ACH-000226,-0.2892677527406751
ACH-000227,-0.10505052535853036
ACH-000228,-0.4460376666681383
ACH-000231,-0.31704269683256603
ACH-000232,-0.1697245568406094
ACH-000233,-0.4839894262986338
ACH-000234,-0.3474836822284057
ACH-000235,-0.1749929239553681
ACH-000237,-0.5759315757125244
ACH-000238,-0.34862846903210404
ACH-000242,-0.5507227194773044
ACH-000243,-0.4680456908649979
ACH-000244,-0.20780843576437424
ACH-000246,-0.33454036978887863
ACH-000248,-0.3905916174124479
ACH-000250,-0.19731175710845425
