,HK3 (3101)
ACH-000004,-0.08123126712245828
ACH-000005,-0.3505691470489271
ACH-000007,-0.018807494240433043
ACH-000009,0.033150224275084586
ACH-000011,0.044499933986126367
ACH-000012,-0.12079678099789193
ACH-000013,-0.009999456068368662
ACH-000014,0.0915831441880428
ACH-000015,-0.1168272218538277
ACH-000017,-0.030101905311822233
ACH-000018,-0.2290519215852048
ACH-000019,0.14341626230666185
ACH-000021,-0.0859680309162762
ACH-000022,-0.04672577191387845
ACH-000025,-0.024598843012127624
ACH-000028,0.04687807745196386
ACH-000030,0.012644388275815696
ACH-000035,-0.013479087626594641
ACH-000036,-0.2396618365109095
ACH-000037,-0.050901663129463856
ACH-000039,-0.22836026023918346
ACH-000040,-0.1072516974105902
ACH-000041,-0.17211919911110646
ACH-000042,-0.1338155342855777
ACH-000045,-0.026773609921739144
ACH-000047,-0.16274126467987562
ACH-000052,0.10065591286704707
ACH-000053,-0.15095198790691478
ACH-000054,-0.22690184405211586
ACH-000055,-0.1569214505978752
ACH-000060,-0.06765195540271288
ACH-000067,0.061266463020859224
ACH-000070,-0.08614631768039738
ACH-000075,0.1334045983326114
ACH-000078,-0.016739379113599868
ACH-000082,-0.015354168010709187
ACH-000085,-0.203487740745532
ACH-000086,0.05774322514270255
ACH-000087,0.0964011096140896
ACH-000092,-0.03051261512516684
ACH-000095,0.0073562128798861925
ACH-000097,-0.055235796935275916
ACH-000098,-0.07263842696395686
ACH-000099,-0.06826732688371584
ACH-000108,-0.2510331047679607
ACH-000113,0.06899701197630564
ACH-000116,-0.1666829551395395
ACH-000118,0.028634854429744318
ACH-000120,-0.039669257008741333
ACH-000123,-0.045588210944671775
ACH-000127,5.739772745868785e-05
ACH-000128,-0.07261438090905815
ACH-000132,-0.13573692410716648
ACH-000133,-0.07880721594814519
ACH-000137,0.14144301109615354
ACH-000138,-0.10373828728991197
ACH-000142,-0.02539871121543601
ACH-000143,-0.01715201501917288
ACH-000146,-0.052144188155336384
ACH-000148,-0.036029224135184966
ACH-000150,-0.3575911726022155
ACH-000152,-0.025410807135584832
ACH-000153,-0.15852262137100329
ACH-000159,-0.0004516337062473162
ACH-000160,0.04037350527612237
ACH-000163,0.004778048875132457
ACH-000167,0.06323938987922816
ACH-000168,0.04866184384459218
ACH-000169,-0.14108746424721147
ACH-000178,-0.21633365079970465
ACH-000183,-0.12901243815735874
ACH-000188,-0.0663321142910828
ACH-000189,0.11160033233598808
ACH-000190,-0.01413785810941746
ACH-000198,-0.008134088631184264
ACH-000203,0.09843716337639592
ACH-000204,-0.19376106521451736
