,MAATS1 (89876)
ACH-000004,-0.019053904524680643
ACH-000005,0.3124680751816745
ACH-000007,0.0869140776969758
ACH-000009,-0.061367597107089125
ACH-000011,0.033105965223290734
ACH-000012,0.1132081656219824
ACH-000013,0.06481163021332245
ACH-000014,-0.11350244228762588
ACH-000015,0.09525318774370482
ACH-000017,0.10772659500846568
ACH-000018,-0.1401065910184814
ACH-000019,0.007529570587174181
ACH-000021,-0.03858820655671821
ACH-000022,0.035012093560394315
ACH-000025,-0.08510060050044943
ACH-000028,0.07767778822722854
ACH-000030,0.0009429932953245213
ACH-000035,-0.17649751145481093
ACH-000036,0.02328949866789669
ACH-000037,0.0194978869232952
ACH-000039,0.07161442144173898
ACH-000040,-0.0161493325171165
ACH-000041,-0.008382857520790356
ACH-000042,0.06893591017736002
ACH-000045,-0.011429675470313434
ACH-000047,0.008729660143225017
ACH-000052,0.049407151342883655
ACH-000053,-0.010706932035164008
ACH-000054,-0.03170840082517161
ACH-000055,-0.10637544996644334
ACH-000060,-0.04234282259468907
ACH-000067,0.10459525983757746
ACH-000070,-0.14782847699032498
ACH-000075,0.04542767765513109
ACH-000078,0.019567356865106324
ACH-000082,0.020351379217916462
ACH-000085,0.08062647389999371
ACH-000086,-0.00818779166373988
ACH-000087,0.09855504628333224
ACH-000092,-0.036148216232558456
ACH-000095,-0.0167479835959493
ACH-000097,0.029565282336660132
ACH-000098,0.02646456384780311
ACH-000099,0.06853708087586516
ACH-000108,0.01630668760666941
ACH-000113,-0.025644557767155924
ACH-000116,0.04378654932431318
ACH-000118,-0.029838837897124108
ACH-000120,-0.16313525521920832
ACH-000123,-0.07043302395747374
ACH-000127,-0.004558391248329614
ACH-000128,-0.03275151839509538
ACH-000132,-0.0033205012596308663
ACH-000133,0.07032838712785627
ACH-000137,-0.00938558109611253
ACH-000138,-0.07996819021955558
ACH-000142,-0.11416619536971855
ACH-000143,-0.01616663194606125
ACH-000146,0.06864607338162912
ACH-000148,0.11780061680470401
ACH-000150,0.07088318970227526
ACH-000152,0.08670663277413015
ACH-000153,-0.052070694301353415
ACH-000159,-0.04808759710411945
ACH-000160,-0.0166582697669857
ACH-000163,0.01500148392782224
ACH-000167,-0.12274333330805445
ACH-000168,-0.031101042632595933
ACH-000169,0.058681326069334565
ACH-000178,0.08210840637347955
ACH-000183,-0.02097599293437289
ACH-000188,0.12132105724388463
ACH-000189,-0.0643869409189105
ACH-000190,0.11626673900410504
ACH-000198,0.10057576202119027
ACH-000203,-0.09102489274466197
ACH-000204,0.1738716057480532
ACH-000206,0.2655065201102024
ACH-000207,-0.08493953169873493
ACH-000208,0.07693977164321122
ACH-000210,0.12745741713431516
ACH-000211,-0.04763372743327046
ACH-000215,0.04026184916374348
ACH-000221,-0.06369701130925183
ACH-000222,-0.01084715354879525
ACH-000223,0.17813020501237964
ACH-000226,0.0458941393796723
ACH-000227,-0.04215093509220784
ACH-000228,0.08486289204071942
ACH-000231,-0.09297132324767203
ACH-000232,-0.011109189828401192
ACH-000233,-0.0710622186481932
ACH-000234,0.028804072663505167
ACH-000235,0.009122680771948595
ACH-000237,0.002669923480409205
ACH-000238,0.10772254092923446
ACH-000242,-0.1212460926770546
ACH-000243,-0.002702186528130988
ACH-000244,-0.051271890581920096
ACH-000246,-0.020506134928771225
ACH-000248,0.04084469812516567
ACH-000250,0.003474424872762144
ACH-000251,0.11904924624932472
ACH-000252,0.020377922553766192
ACH-000253,0.05689867954849082
ACH-000255,-0.072114228681977
ACH-000256,0.0903356307497872
ACH-000257,0.0020432743000950602
ACH-000258,0.027752969414582364
ACH-000259,-0.09952779908868327
ACH-000260,0.00718578095389009
ACH-000261,-0.024566587512851124
ACH-000262,-0.09187334077661817
ACH-000263,-0.2494448784605089
ACH-000264,-0.002393728618707235
ACH-000265,0.03824133530444372
ACH-000266,0.008155145688765799
ACH-000272,-0.030595299725643087
ACH-000274,-0.02852111205664864
ACH-000277,0.1075645234576265
ACH-000278,0.0005565195319573868
ACH-000279,-0.0062847571041850705
ACH-000280,0.0031615562709270783
ACH-000281,-0.09409308076968473
ACH-000288,0.017819572561066244
ACH-000291,0.02940156587520505
ACH-000293,-0.04466142979714363
ACH-000294,-0.06061160180671073
ACH-000295,0.0969779929746752
ACH-000296,-0.053403946185011854
ACH-000302,-0.017417894469833602
ACH-000304,-0.026840360919802048
ACH-000307,-0.044916923603844944
ACH-000308,0.03779712845310648
ACH-000310,0.055353670231164616
ACH-000311,-0.07015323875102368
ACH-000312,-0.05902487021679965
ACH-000315,0.05132011197051947
ACH-000316,0.040066777014896235
ACH-000317,0.11383686360060215
ACH-000318,0.03197634283466231
ACH-000319,0.10621136648485896
ACH-000320,0.016848246633330264
ACH-000322,-0.10427358049104926
ACH-000323,-0.12263171893068875
ACH-000324,0.08553586537629858
ACH-000329,0.0414384925327965
ACH-000330,-0.01808382919988785
ACH-000331,0.03196817837007606
ACH-000332,0.06826072920987952
ACH-000334,0.15825025994294453
ACH-000335,0.013813465286652529
ACH-000336,0.16849254647691506
ACH-000337,-0.06579409259444009
ACH-000338,0.2360021241247473
ACH-000339,-0.04406540703835109
ACH-000341,-0.21142231536638398
ACH-000348,0.08127231012490796
ACH-000350,-0.09109871730682287
ACH-000352,-0.04205123707685356
ACH-000356,0.08315856899465164
ACH-000361,0.13902057635883375
ACH-000362,0.06499783688432101
ACH-000363,0.026681597186781442
ACH-000364,0.1078719096642402
ACH-000365,0.012846679734460615
ACH-000366,-0.055396161029731814
ACH-000368,-0.05336637406294659
ACH-000374,-0.020737526978541924
ACH-000375,0.06843352185972257
ACH-000376,-0.011300369333449954
ACH-000381,0.015886756299053794
ACH-000383,-0.03835719356024084
ACH-000387,-0.04609622689288816
ACH-000389,0.043269592492700036
ACH-000390,0.04628704661300433
ACH-000393,-0.04827406165226762
ACH-000395,0.02905191662369942
ACH-000396,0.00032227033473395284
ACH-000397,-0.10766309902945727
ACH-000401,0.040160294716584576
ACH-000402,0.010010392127905669
ACH-000403,0.029941963052219744
ACH-000404,0.08724438061875392
ACH-000406,-0.09167211491599643
ACH-000407,-0.08676582189866873
ACH-000408,-0.010852583556018187
ACH-000410,-0.0033050748593320056
ACH-000411,0.10111031957069512
ACH-000414,-0.0051516868262224715
ACH-000415,-0.007283670970790709
ACH-000416,0.028677009273039827
ACH-000420,0.1429799032796939
ACH-000421,0.015127511066376163
ACH-000424,0.02788028155311357
ACH-000425,0.010726612301330108
ACH-000426,-0.10306909016078827
ACH-000427,0.03530477083149397
ACH-000433,0.04794242581041279
ACH-000435,0.1144520131447654
ACH-000436,0.14316584315951128
ACH-000444,-0.14128856070449386
ACH-000445,0.10923468664604223
ACH-000448,-0.017614812970656448
