,R3HCC1 (203069)
ACH-000004,0.3292794708973669
ACH-000005,-0.056118286869466315
ACH-000007,0.20432335258822767
ACH-000009,0.17116673929872545
ACH-000011,0.1818706130554388
ACH-000012,0.16987197417253946
ACH-000013,0.27470360149336026
ACH-000014,0.27258154601045165
ACH-000015,0.2187788411600357
ACH-000017,0.09578717507966812
ACH-000018,0.40190887109652457
ACH-000019,0.14065924602137156
ACH-000021,0.17591955736298706
ACH-000022,0.26177554680968024
ACH-000025,0.055682844835454194
ACH-000028,0.17190187602354684
ACH-000030,0.17448372152307598
ACH-000035,0.20824985514374966
ACH-000036,0.11818671200249364
ACH-000037,0.1813922068583336
ACH-000039,0.2308830200497516
ACH-000040,0.15083630688325236
ACH-000041,0.13716811914206367
ACH-000042,0.28872065094986704
ACH-000045,0.35425894435377103
ACH-000047,0.1965331942155092
ACH-000052,0.2520714963270772
ACH-000053,0.13136015509447965
ACH-000054,0.2637600659747301
ACH-000055,0.10996777614336553
ACH-000060,0.15097695322813484
ACH-000067,0.3142581554010828
ACH-000070,0.3760332705455727
ACH-000075,0.16709010961914866
ACH-000078,0.1590656600097415
ACH-000082,0.1953453789870584
ACH-000085,0.3203883282958919
ACH-000086,0.2604338921682809
ACH-000087,0.10130840596727453
ACH-000092,0.21944464846113507
ACH-000095,0.2728073377593487
ACH-000097,0.1318197424201438
ACH-000098,0.30110890239596755
ACH-000099,0.26042310274000297
ACH-000108,0.35195695860263754
ACH-000113,0.17880675662850373
ACH-000116,0.2145879621611924
ACH-000118,0.11720118518201092
ACH-000120,0.2556339190160743
ACH-000123,0.3350135204363217
ACH-000127,0.26399384966723005
ACH-000128,0.2765448353797296
ACH-000132,0.2840610943985937
ACH-000133,0.047480175201480665
ACH-000137,0.2012480142895778
ACH-000138,0.15058304219338198
ACH-000142,0.267081354900621
ACH-000143,0.1869060275849019
ACH-000146,0.2253529735654707
ACH-000148,0.1083286833706058
ACH-000150,0.27435269275141444
ACH-000152,0.1368259053346676
ACH-000153,-0.05532862566312445
ACH-000159,0.2190562948078256
ACH-000160,0.3317864939748413
ACH-000163,0.15724099988064175
ACH-000167,-0.1962964237528444
ACH-000168,0.3145538294590878
ACH-000169,0.3708004450804801
ACH-000178,0.13978801491105808
ACH-000183,0.18930922899788774
ACH-000188,0.15264387626067935
ACH-000189,0.10207986407280467
ACH-000190,0.06769601634118122
ACH-000198,0.28187320007922484
ACH-000203,0.08454900819855685
ACH-000204,0.11729719167399442
ACH-000206,0.34700150704312743
ACH-000207,0.2751548544268277
ACH-000208,0.1013569824764724
ACH-000210,0.3987057437748063
ACH-000211,0.2120989403733964
ACH-000215,0.24081163635865185
ACH-000221,0.19060750372557267
ACH-000222,0.2257393527893843
ACH-000223,0.1555210062057131
ACH-000226,0.2765972245471597
ACH-000227,0.02679708834526284
ACH-000228,0.0613064990004961
ACH-000231,0.2310908752752445
ACH-000232,0.21691050409465495
ACH-000233,0.3690295225421516
ACH-000234,0.2938078979858574
ACH-000235,0.3126166673291612
ACH-000237,0.15346846117043558
ACH-000238,0.2210190536726972
ACH-000242,0.6048649735741769
ACH-000243,0.025779065692978984
ACH-000244,-0.04795445287712983
ACH-000246,0.2715759394503134
ACH-000248,0.2390577252148434
ACH-000250,0.2218718998903597
ACH-000251,0.345891520232992
ACH-000252,0.024149492949777824
ACH-000253,0.2572941634126389
ACH-000255,0.27953032747471696
ACH-000256,0.18833398345347888
ACH-000257,0.27298867659872705
ACH-000258,0.004204945946261107
ACH-000259,0.12888875089821022
ACH-000260,0.17357252777344356
ACH-000261,0.06454985285166526
ACH-000262,0.17850751707534004
ACH-000263,0.2616571313721918
ACH-000264,0.07251875061884265
ACH-000265,0.14906701438788464
ACH-000266,0.2129670449592372
ACH-000272,0.2054921711026262
ACH-000274,0.16298266292330213
ACH-000277,-0.12396802514946878
ACH-000278,0.18299055412803514
ACH-000279,0.25684633896291065
ACH-000280,0.14857141045514652
ACH-000281,0.3962575603049346
ACH-000288,0.2530976461203417
ACH-000291,0.2468599839121507
ACH-000293,0.1087372714130713
ACH-000294,0.1736606191821767
ACH-000295,0.2549301889419365
ACH-000296,0.037346989763001034
ACH-000302,0.302704033414129
ACH-000304,0.13169107102199562
ACH-000307,0.2375308134370532
ACH-000308,0.2254626615171021
ACH-000310,0.09540088881318932
ACH-000311,0.11547828099240155
ACH-000312,0.23097168606902144
ACH-000315,0.007271081254448598
ACH-000316,0.2342799966018971
ACH-000317,0.03121220678385922
ACH-000318,0.2462651359801436
ACH-000319,0.2315348480947807
ACH-000320,0.11740923931526046
ACH-000322,0.039766189463293515
ACH-000323,0.05476248049998097
ACH-000324,0.09445743298107136
ACH-000329,0.197034592122011
ACH-000330,0.12411347236717613
ACH-000331,0.15507293724550025
ACH-000332,0.15164452335086331
ACH-000334,0.2320641379656477
ACH-000335,0.18093556021157334
ACH-000336,0.3160966927206631
ACH-000337,0.345660592208116
ACH-000338,-0.10570215432060938
ACH-000339,0.21834176683951806
ACH-000341,0.27258212774110924
ACH-000348,0.1918036724102519
ACH-000350,0.1191688109872126
ACH-000352,0.04877828854718951
ACH-000356,0.16768998527952172
ACH-000361,0.14988543856590253
ACH-000362,0.2392827626901175
ACH-000363,0.01598802276401232
ACH-000364,-0.10231216878579212
ACH-000365,0.041360121229755256
ACH-000366,0.17589554336905355
ACH-000368,0.06874453088861156
ACH-000374,0.23392583663627475
ACH-000375,0.11486646820758115
ACH-000376,0.09553862731574006
ACH-000381,0.2517750438895864
ACH-000383,0.18980621635790174
ACH-000387,0.14760833545793778
ACH-000389,0.14182186696441346
ACH-000390,0.21867426383835745
ACH-000393,0.23276948807044684
ACH-000395,0.2993485022455811
ACH-000396,0.1966186301381184
ACH-000397,0.1526652433653329
ACH-000401,0.2816919672440508
ACH-000402,0.3398939335379084
ACH-000403,0.13633729473161896
ACH-000404,0.1918395325087447
ACH-000406,0.19014284983631888
ACH-000407,0.17656249815033986
ACH-000408,0.1957608945024874
ACH-000410,0.2027590040473447
ACH-000411,0.1975280512687528
ACH-000414,0.1663711080195774
ACH-000415,0.13631572758228394
ACH-000416,0.20134793890801514
ACH-000420,0.05832937040808533
ACH-000421,0.3383312254338998
ACH-000424,0.497375230152735
ACH-000425,0.2902707005666375
ACH-000426,0.1903382482993881
ACH-000427,0.181532620734828
ACH-000433,0.15662329094930005
ACH-000435,0.31611999417319503
ACH-000436,0.07181455849113133
ACH-000444,0.011168910406680513
ACH-000445,0.3531835328123861
ACH-000448,0.11639455106184378
ACH-000450,-0.07617703403037189
ACH-000452,0.1554722893617803
ACH-000454,0.38713123389785997
ACH-000458,-0.0973805894198934
ACH-000459,0.3975303400809821
ACH-000460,0.27647554364291466
ACH-000461,0.12721447706814398
ACH-000463,0.27876099908973706
ACH-000464,0.0650277021847516
ACH-000466,0.14251422157615729
ACH-000467,0.16650046905780638
ACH-000468,0.2325659907872977
ACH-000469,0.2161384768007324
ACH-000470,0.1568445841594119
ACH-000471,0.12650572096438886
ACH-000472,0.20968618244201973
ACH-000473,0.22793713861053566
ACH-000475,0.16929482222147488
ACH-000476,-0.013118007828436714
ACH-000477,0.1261407933765642
ACH-000479,0.2013983605606634
ACH-000480,0.4042354267254231
ACH-000481,0.07192568705782815
ACH-000483,0.1237039645886897
ACH-000484,0.15719310153597185
ACH-000485,0.21779642431228047
ACH-000486,0.22455373510611595
ACH-000487,0.24445161531884835
ACH-000488,0.21571653513710035
ACH-000490,0.06281858799770439
ACH-000491,0.15127577539308126
ACH-000495,0.18491236913228126
ACH-000496,0.14068733095645872
ACH-000499,0.3008795551447441
ACH-000500,0.25874917293884325
ACH-000502,0.17670886938165026
ACH-000503,0.0039339669974615184
ACH-000505,0.16345177413682496
ACH-000507,0.26676336571162623
ACH-000510,0.15615878448684165
ACH-000511,0.19456091976009693
ACH-000512,0.3209373238150461
ACH-000516,0.02247339580481785
ACH-000517,0.1689887984873013
ACH-000518,0.12532005764699533
ACH-000520,0.19877339097555133
ACH-000521,0.16863052231501213
ACH-000522,0.1843570914461017
ACH-000524,0.08248610963917585
ACH-000527,0.1775678160728329
ACH-000528,0.2186516120198546
ACH-000537,0.24444074068875465
ACH-000541,0.25227976674813474
ACH-000542,0.18898363035974589
ACH-000544,0.21765115948665256
ACH-000545,0.35703931259953503
ACH-000547,0.03944639992248508
ACH-000548,0.2419360201686623
ACH-000549,0.17570377797686568
ACH-000550,0.3149525232558639
ACH-000552,0.26333570381609056
ACH-000556,0.2564074819008721
ACH-000557,0.11878790047899848
ACH-000569,0.0625799944516986
ACH-000570,0.2531697763073822
ACH-000571,0.1960173971276575
ACH-000573,0.1527573675327005
ACH-000576,0.17275119282284526
ACH-000579,0.2320491640348487
ACH-000580,0.06782456642516918
ACH-000584,0.1211159210123388
ACH-000585,0.1639228607157978
ACH-000588,0.41521255676720337
ACH-000589,0.09282854225097134
ACH-000591,0.32011770144672297
ACH-000593,0.3158687246720533
ACH-000600,0.17370335952784455
ACH-000601,0.20259337031659075
ACH-000605,0.27024152341516183
ACH-000606,0.18993500772668695
ACH-000608,0.14264248223192116
ACH-000614,0.27007811827562045
ACH-000616,0.05053941162072738
ACH-000618,0.18694353563683644
ACH-000619,0.1639914793305986
ACH-000620,0.1766572163277333
ACH-000621,0.12254566171455322
ACH-000622,0.2591634029887562
ACH-000623,0.18558054179753114
ACH-000624,0.09237259991518247
ACH-000627,0.24667813935126806
ACH-000630,0.21508538749057166
ACH-000631,0.08823484319515867
ACH-000632,0.1350089809960838
ACH-000633,0.17429775313851922
ACH-000637,0.3545809468358405
ACH-000638,0.062451320629816835
ACH-000646,0.09852400906038432
ACH-000647,0.19937926542172768
ACH-000648,0.09403336014272007
ACH-000649,0.26413447545867985
ACH-000651,0.21559119666414447
ACH-000652,0.23559723480691985
ACH-000653,0.21729274253440456
ACH-000657,0.21342221219928295
ACH-000658,0.43638623507386015
ACH-000661,0.23922314457819505
ACH-000662,-0.3595826026406068
ACH-000663,0.2092314942496282
ACH-000665,0.2370353697523312
ACH-000671,0.14672842079860146
ACH-000672,0.08687460845850581
ACH-000673,0.1761078594431605
ACH-000676,0.16368427144936246
ACH-000677,0.20715052532712347
ACH-000681,0.10644675763625801
ACH-000683,0.138948651042456
ACH-000684,0.1944932069349372
ACH-000688,0.09559664170435547
ACH-000693,0.16974135223156658
ACH-000694,0.2290019378377659
ACH-000695,0.2575344689860876
ACH-000696,0.22224696713888
ACH-000697,0.30871550672778464
ACH-000699,0.2455080803551083
ACH-000701,0.08764121417477391
ACH-000706,0.2592303882528717
ACH-000711,0.147467162262075
ACH-000713,0.1933638985407348
ACH-000714,0.1453626747494982
ACH-000718,0.2085509267424969
ACH-000720,0.2900900548317977
ACH-000721,0.3258066130812304
ACH-000724,0.005748017318339232
ACH-000725,0.15225015712006554
ACH-000732,0.10185895615019372
ACH-000734,0.08684557167356842
ACH-000735,0.16067719650539913
ACH-000736,0.04049933697292975
ACH-000738,0.1764991350407404
ACH-000746,0.34516517708389416
ACH-000747,0.06470924519124978
ACH-000748,0.1426010763040313
ACH-000753,0.3008518991521769
ACH-000756,0.08857798106480584
ACH-000757,0.2652226930711109
ACH-000758,0.2533338243309381
ACH-000760,0.1325036496742179
ACH-000762,0.2268930856182669
ACH-000763,0.2591882223474097
ACH-000764,0.12498974797917148
ACH-000765,0.35245832241289426
ACH-000766,0.2506354975566096
ACH-000767,0.2646471730993448
ACH-000768,0.27402874215893874
ACH-000769,0.2347501155734037
ACH-000770,0.21382382872793806
ACH-000771,0.20693765219636145
ACH-000773,0.16215279665545865
ACH-000776,0.19371554058259066
ACH-000777,0.31630293526386016
ACH-000778,0.1658339866646211
ACH-000781,0.1482124730319879
ACH-000782,-0.022793179047808008
ACH-000783,0.1465974866636232
ACH-000784,0.20642945889226896
ACH-000785,0.13715868889415034
ACH-000787,0.2938701589646077
ACH-000788,0.22657602585303024
ACH-000791,0.2055450554008163
ACH-000792,0.20868017894764498
ACH-000794,0.14140965507507633
ACH-000796,0.08040905901380807
ACH-000798,-0.03752142931481913
ACH-000799,0.24179650375608064
ACH-000800,0.4854354995657538
ACH-000802,0.26319913583223503
ACH-000804,0.0870948005971845
ACH-000805,0.07476671817339267
ACH-000809,0.17398256033056955
ACH-000810,0.4613937627163898
ACH-000811,0.15043341201600402
ACH-000817,0.1095336329125362
ACH-000819,0.19650271501824465
ACH-000820,0.031930752629694234
ACH-000821,0.2438610851259047
ACH-000822,0.16762425497827074
ACH-000823,0.17451572612753327
ACH-000824,0.22360508057697026
ACH-000827,0.22221852995582655
ACH-000829,0.2541584332341127
ACH-000831,0.31389498411342226
ACH-000832,0.053773239405754784
ACH-000833,-0.07500417597434234
ACH-000834,0.16174851326886502
ACH-000835,0.1245684230696694
ACH-000836,0.22117707744318096
ACH-000837,0.13380293427241885
ACH-000838,0.2546320216732185
ACH-000839,0.12018118269059545
ACH-000840,0.10804208364792364
ACH-000841,0.21840403255703325
ACH-000843,0.2382216397142728
ACH-000846,0.10777143769693168
ACH-000847,0.3016381090375984
ACH-000848,0.17278576268477766
ACH-000849,0.2073149418181977
ACH-000851,0.1908203375327215
ACH-000855,0.30216784173622
ACH-000856,0.06865980780430518
ACH-000858,0.1579710747271509
ACH-000859,0.17958197614429472
ACH-000861,0.11601842376820427
ACH-000862,0.2864358546182597
ACH-000865,0.19726418915647276
ACH-000866,0.2456012838291065
ACH-000867,0.1003821626574268
ACH-000869,0.1647477962773507
ACH-000872,0.03488582293108198
ACH-000873,0.08193592215515348
ACH-000876,0.155221395983024
ACH-000878,0.4576732857753556
