,RRM2 (6241)
ACH-000510,-1.5039988258371004
ACH-000511,-1.232473215840174
ACH-000512,-1.2418541919307882
ACH-000516,-1.512745936117384
ACH-000517,-1.5611753245635762
ACH-000518,-1.5544215370717758
ACH-000520,-1.5017913234709548
ACH-000521,-1.4283307349298466
ACH-000522,-1.5086530590414844
ACH-000524,-1.5395004714722476
ACH-000527,-0.9536301754790192
ACH-000528,-1.3957279528324311
ACH-000537,-1.2791279646123015
ACH-000541,-2.0229283020217315
ACH-000542,-1.3715248137944227
ACH-000544,-1.243276577654768
ACH-000545,-1.5678873972571006
ACH-000547,-1.1535742032910778
ACH-000548,-1.7040054447408972
ACH-000549,-1.4882656801450906
ACH-000550,-1.4888653535723193
ACH-000552,-1.4695184166883388
ACH-000556,-1.3554067503843796
ACH-000557,-1.8477088109168327
ACH-000569,-1.3853260017864593
ACH-000570,-1.4125448982257645
ACH-000571,-1.7096471054307811
ACH-000573,-1.5659350393596363
ACH-000576,-1.5907869521041715
ACH-000579,-1.406133060028692
ACH-000580,-1.8554608518785711
ACH-000584,-1.5136900754177782
ACH-000585,-1.7174122143587118
ACH-000588,-1.5238441881075853
ACH-000589,-1.6502177912717508
ACH-000591,-1.6897337591525905
ACH-000593,-1.5490303037050768
ACH-000600,-1.3603295844939227
ACH-000601,-1.400603918348713
ACH-000605,-1.2232482253348165
ACH-000606,-1.263868137448062
ACH-000608,-1.669037220547254
ACH-000614,-1.5099133347174625
ACH-000616,-1.4949069868576652
ACH-000618,-1.5462650304241414
ACH-000619,-1.6452061177586963
ACH-000620,-1.5246256325428649
ACH-000621,-1.5298693609740248
ACH-000622,-1.2329196434839331
ACH-000623,-1.5266051385651966
ACH-000624,-1.538048080907242
ACH-000627,-1.5069865436712158
ACH-000630,-1.3090803648024405
ACH-000631,-1.768826649724032
ACH-000632,-1.646245352331121
ACH-000633,-1.4053707093251582
ACH-000637,-1.6246447646096014
ACH-000638,-1.3936150594093284
ACH-000646,-1.1916369752580478
ACH-000647,-1.4520418957151782
ACH-000648,-1.604090993095907
ACH-000649,-1.6402099945207749
ACH-000651,-1.2701650866061165
ACH-000652,-1.3797856852870864
ACH-000653,-1.50600883702573
ACH-000657,-1.612254925341202
ACH-000658,-1.7548744739980409
ACH-000661,-2.01237893968319
ACH-000662,-1.1405149686736764
ACH-000663,-1.5943908586853608
ACH-000665,-1.58900871764083
ACH-000671,-1.6713243710580632
ACH-000672,-1.4870734482193293
ACH-000673,-1.3237158288851825
ACH-000676,-1.400388961256781
ACH-000677,-1.5079692062714098
ACH-000681,-1.4559168051415925
ACH-000683,-1.5253933636016446
ACH-000684,-1.4768084853431789
ACH-000688,-1.9270300764881456
ACH-000693,-1.3046202584149438
ACH-000694,-1.5055807306798712
ACH-000695,-1.221103798663544
ACH-000696,-1.517565838529851
ACH-000697,-1.3858613805156903
ACH-000699,-1.8791610391469171
ACH-000701,-1.2247387178854006
ACH-000706,-1.5365574263075508
ACH-000711,-1.4842267420003192
ACH-000713,-1.437896778726446
ACH-000714,-1.6373278918201108
ACH-000718,-1.6216285254543439
ACH-000720,-1.6267720038279991
ACH-000721,-1.429905008860635
ACH-000724,-1.5690812106114758
ACH-000725,-1.6182567581741036
ACH-000732,-1.5878018443887685
ACH-000734,-1.4766625734305738
ACH-000735,-1.47761749553972
ACH-000736,-1.4967652344799594
ACH-000738,-1.5393579972198734
ACH-000746,-1.5099293548528407
ACH-000747,-1.4295773172699031
ACH-000748,-1.162778129106334
ACH-000753,-1.4216917378127412
ACH-000756,-1.5270274837746596
ACH-000757,-1.1796418179180683
ACH-000758,-1.5873926591834957
ACH-000760,-1.4717493829004369
ACH-000762,-1.49638222829311
ACH-000763,-1.9083237678877147
ACH-000764,-1.3179476342523844
ACH-000765,-1.5415401615380275
ACH-000766,-1.493658980957044
ACH-000767,-1.4660986747071258
ACH-000768,-1.6469902850970803
ACH-000769,-1.5070139283770434
ACH-000770,-1.7318106754721418
ACH-000771,-1.5395669165535275
ACH-000773,-1.419397668397704
ACH-000776,-1.5447856564711795
ACH-000777,-1.4885617258461774
ACH-000778,-2.1663671085277043
ACH-000781,-1.578953016477149
ACH-000782,-1.4668588386871524
ACH-000783,-1.5482900848512569
ACH-000784,-1.4105824295199612
ACH-000785,-1.5286093151765714
ACH-000787,-1.4767199923559549
ACH-000788,-1.4612802745191191
ACH-000791,-1.5291763456280851
ACH-000792,-1.8136254068401805
ACH-000794,-1.5565003592196678
ACH-000796,-1.4494022636564508
ACH-000798,-1.5376721510146505
ACH-000799,-1.4648187650045763
ACH-000800,-2.0622553645023105
ACH-000802,-1.6694636783404195
ACH-000804,-1.877683133820612
ACH-000805,-1.6092106917177225
ACH-000809,-1.5162383695583672
ACH-000810,-1.6690394390571477
ACH-000811,-1.322777331662461
ACH-000817,-1.2858364667592959
ACH-000819,-1.3931646723181237
ACH-000820,-1.1794509764789936
ACH-000821,-1.946746948104576
ACH-000822,-1.6093176699476108
ACH-000823,-1.550285977572978
ACH-000824,-1.3867394158685713
ACH-000827,-1.4457974371633964
ACH-000829,-1.4523755101347062
ACH-000831,-1.6074678033979184
ACH-000832,-1.4047878392387776
ACH-000833,-1.5620966229516289
ACH-000834,-1.4335553028076455
ACH-000835,-1.5375977129084184
ACH-000836,-1.6452676465865046
ACH-000837,-1.4145650362141091
ACH-000838,-1.5048727077290922
ACH-000839,-1.3187081339270013
ACH-000840,-1.5824054730171553
ACH-000841,-1.6961300060493114
ACH-000843,-1.819326364954153
ACH-000846,-1.6002796706416498
ACH-000847,-1.3923325031398068
ACH-000848,-1.3172754431197744
ACH-000849,-1.5174791610848768
ACH-000851,-1.4764957291615697
ACH-000855,-1.2186874661380043
ACH-000856,-1.5846369295515947
ACH-000858,-1.2744014326804711
ACH-000859,-0.9917124248114281
ACH-000861,-1.1323450057204574
ACH-000862,-1.4862404032287977
ACH-000865,-1.3708062279653621
ACH-000866,-1.5091965075244818
ACH-000867,-1.4959178619842544
ACH-000869,-1.5783085147905995
ACH-000872,-1.4540261818257982
ACH-000873,-1.362035050468454
ACH-000876,-1.636358741514318
ACH-000878,-1.448335446570591
ACH-000880,-1.485127167323131
ACH-000881,-1.6989590834643826
ACH-000882,-1.5161949238218668
ACH-000884,-1.5033318905322044
ACH-000885,-1.497102792147528
ACH-000887,-1.422475762396335
ACH-000889,-1.5817035512539204
ACH-000896,-1.6315434423773851
ACH-000898,-1.3920462631458597
ACH-000900,-1.4400105801664276
ACH-000901,-1.5274557496890075
ACH-000905,-1.2855561909610649
ACH-000906,-1.4860489282225429
ACH-000907,-1.324800751961333
ACH-000910,-1.5982675633328811
ACH-000911,-1.425510824723648
ACH-000912,-1.5128454382764078
ACH-000913,-1.4491100537991124
ACH-000915,-1.4523127550852983
ACH-000916,-2.1201157249408324
ACH-000917,-1.3707003291683033
ACH-000920,-1.2271300448491322
ACH-000921,-1.4176276818045892
ACH-000924,-1.2206763316212863
ACH-000926,-1.3288383510845354
ACH-000928,-1.0903424994759936
ACH-000929,-1.105783805562054
ACH-000932,-1.6430168973510342
ACH-000935,-1.3777302735076224
ACH-000936,-1.6722787844827638
ACH-000937,-1.6884872852612078
ACH-000938,-1.5213040050296514
ACH-000939,-1.488440760063142
ACH-000941,-1.6221197459294434
ACH-000943,-1.5460882998288126
ACH-000946,-1.595419630642774
ACH-000947,-1.4766945841112329
ACH-000948,-1.5408605344707933
ACH-000950,-1.2964408841170996
ACH-000953,-1.4961065339690205
ACH-000954,-1.0088932671383126
ACH-000957,-1.3159993599043331
ACH-000958,-1.1619335807752786
ACH-000960,-1.5936415366548011
ACH-000963,-1.829039048455482
ACH-000968,-1.7022846435978365
ACH-000969,-1.4399574496863852
ACH-000972,-1.2231144585404254
ACH-000973,-1.4296739804874812
ACH-000974,-1.4803714266521923
ACH-000978,-1.1929271709772702
ACH-000984,-1.2974339060882911
ACH-000986,-1.5487806294553157
ACH-000988,-1.233950135031439
ACH-000993,-1.5815700488809543
ACH-000994,-1.51996368420741
ACH-000996,-1.179535496445166
ACH-001001,-1.6227032973425275
ACH-001020,-1.1363329023440043
ACH-001028,-1.2643815800548917
ACH-001031,-1.357780083729366
ACH-001038,-1.4686922340935196
ACH-001048,-1.3846813127351434
ACH-001050,-1.5471928545836715
ACH-001053,-1.6206333705303486
ACH-001054,-1.6200351086153058
ACH-001061,-1.2967465805046399
ACH-001067,-1.4357851727700115
ACH-001075,-1.4717688221119931
ACH-001096,-1.650957609482657
ACH-001111,-1.600182233665448
ACH-001119,-1.4651994763130525
ACH-001128,-1.6652813126375838
ACH-001134,-1.4014995374172825
ACH-001151,-1.5476619684897388
ACH-001163,-1.4069827836749969
ACH-001164,-1.8020734721952865
ACH-001183,-1.1069137193784029
ACH-001192,-1.7224874358805922
ACH-001193,-1.7124861304145609
ACH-001196,-1.5767363302113282
ACH-001197,-1.5298114128725129
ACH-001205,-1.3910512851119317
ACH-001211,-1.5069142223783771
ACH-001212,-1.191976881600914
ACH-001228,-1.8153636317217108
ACH-001232,-1.2426608811365851
ACH-001239,-1.6769147627680459
ACH-001270,-1.6213202410314602
ACH-001274,-1.5561587991596475
ACH-001275,-1.4287369854726033
ACH-001277,-1.1356794384888134
ACH-001278,-1.5620683690059043
ACH-001280,-1.6018361694719563
ACH-001283,-1.5255110792021382
ACH-001289,-1.28411100736202
ACH-001300,-1.636907892893376
ACH-001301,-1.2711051471397554
ACH-001302,-1.4560601414020082
ACH-001306,-1.3328079127868202
ACH-001318,-1.6193834621414824
ACH-001322,-1.2394200526740835
ACH-001328,-1.5300917400022098
ACH-001332,-1.3259856424262453
ACH-001336,-1.2160796813979995
ACH-001346,-1.5600115526398608
ACH-001353,-1.5170418049573586
ACH-001354,-2.3679538043409467
ACH-001367,-1.3295877595688146
ACH-001368,-1.3822857266769712
ACH-001374,-1.3012185162675742
ACH-001377,-1.412071775885613
ACH-001380,-1.4648002110167535
ACH-001391,-1.5823127019686836
ACH-001408,-1.7841116589639432
ACH-001430,-1.3449903004879618
ACH-001431,-1.569167929724519
ACH-001450,-1.6630741158478002
ACH-001496,-1.5689213978794925
ACH-001500,-1.5315769706200817
ACH-001523,-1.7067566728743877
ACH-001532,-1.6175375460658101
ACH-001550,-1.4962764196310259
ACH-001552,-1.5120831113776136
ACH-001554,-1.4987490148766205
ACH-001654,-1.556447712400453
ACH-001735,-1.8071623027304544
ACH-001736,-1.6745560339506709
ACH-001737,-1.6869970296939871
ACH-001740,-1.6679291243752798
ACH-001745,-1.6782954636770129
ACH-001765,-1.5956456329795372
