,KANK4 (163782)
ACH-000004,-0.03317681703738809
ACH-000005,0.12513640176440916
ACH-000007,-0.0022092448503915627
ACH-000009,-0.02929914792920953
ACH-000011,-0.04849721093619322
ACH-000012,-0.046741895504315116
ACH-000013,-0.07154696128466978
ACH-000014,0.007823399040177707
ACH-000015,-0.17305243405766474
ACH-000017,0.010677293338343694
ACH-000018,0.06955163698709056
ACH-000019,-0.17364499771486175
ACH-000021,-0.247934364401516
ACH-000022,-0.057552150086128226
ACH-000025,-0.09298171587108724
ACH-000028,-0.04016505676701641
ACH-000030,-0.02723462527473289
ACH-000035,-0.1002634769876576
ACH-000036,0.016214700237660737
ACH-000037,0.06075040006999045
ACH-000039,-0.07726946516261221
ACH-000040,-0.18345105773998768
ACH-000041,-0.07475458969286343
ACH-000042,-0.012216951271834213
ACH-000045,-0.02937991358059782
ACH-000047,-0.050355849940875885
ACH-000052,0.10573999135190716
ACH-000053,-0.08005960170971219
ACH-000054,-0.16200619630952529
ACH-000055,0.039962212139413616
ACH-000060,-0.192555248332544
ACH-000067,-0.041776190098967984
ACH-000070,-0.05764478378424005
ACH-000075,-0.10395093479546164
ACH-000078,-0.1579043649405318
ACH-000082,-0.10268363934577482
ACH-000085,0.10851879242809936
ACH-000086,-0.185259973095738
ACH-000087,-0.12562250786024354
ACH-000092,-0.10520741461275772
ACH-000095,-0.11147090773841603
ACH-000097,-0.11604562597983148
ACH-000098,-0.09587447210452256
ACH-000099,-0.06512279571128662
ACH-000108,0.09320164580363438
ACH-000113,-0.06736798449044352
ACH-000116,-0.033090049448683795
ACH-000118,-0.060809772878291785
ACH-000120,0.05049011477919192
ACH-000123,-0.10193920860506103
ACH-000127,0.02157203275008339
ACH-000128,-0.07156123608370646
ACH-000132,-0.15305387368732015
ACH-000133,-0.05817070084698365
ACH-000137,0.0064901987065307636
ACH-000138,-0.0236888817507499
ACH-000142,-0.2098754841318463
ACH-000143,-0.006529482788568405
ACH-000146,0.033650817837899916
ACH-000148,-0.029615406475734508
ACH-000150,-0.33759198276573943
ACH-000152,-0.03883309772303932
