,NBEAL2 (23218)
ACH-000004,-0.024371362164181197
ACH-000005,-0.017202722684863857
ACH-000007,-0.09272974359299699
ACH-000009,-0.05664042538687925
ACH-000011,0.07809327759993008
ACH-000012,-0.14334582420951508
ACH-000013,0.1695476512027803
ACH-000014,0.09890720943849404
ACH-000015,-0.012015671703315007
ACH-000017,-0.0639209063071942
ACH-000018,0.19974510099658307
ACH-000019,0.0985629522748437
ACH-000021,0.04936899582820623
ACH-000022,-0.01318261781251938
ACH-000025,0.06348740493404377
ACH-000028,0.04367898985704345
ACH-000030,0.14532745570507752
ACH-000035,0.03878131567654397
ACH-000036,0.06737422064356431
ACH-000037,0.08665023221696988
ACH-000039,0.17773439529045632
ACH-000040,-0.014908476316896988
ACH-000041,-0.020637006491757745
ACH-000042,0.0022351389360339854
ACH-000045,-0.0481813952839716
ACH-000047,0.14928816861930624
ACH-000052,-0.059755065319453786
ACH-000053,0.07932136044151572
ACH-000054,0.09967149630371584
ACH-000055,-0.05016970059079927
ACH-000060,-0.03237784693665493
ACH-000067,-0.0533315418956742
ACH-000070,0.17744563814619668
ACH-000075,0.17591395726536255
ACH-000078,0.11851910870567513
ACH-000082,0.11932816000323992
ACH-000085,0.2434813220044007
ACH-000086,0.06927094801541941
ACH-000087,0.2987286773765408
ACH-000092,0.06833183932325558
ACH-000095,0.08483888009914647
ACH-000097,0.11082613493277443
ACH-000098,0.059622192519862935
ACH-000099,0.0974315546695261
ACH-000108,0.08771762848484284
ACH-000113,0.052256005061655265
ACH-000116,0.10685925726236288
ACH-000118,-0.014437019860997581
ACH-000120,0.13880090232757006
ACH-000123,0.0811782257080909
ACH-000127,0.07743835632583004
ACH-000128,0.06402685731403901
ACH-000132,-0.02782670084640864
ACH-000133,-0.10327517450738267
ACH-000137,0.16170144663936903
ACH-000138,0.11426044533928956
ACH-000142,-0.05366786967576896
ACH-000143,0.20215162595399214
ACH-000146,-0.09543063591081123
ACH-000148,0.12572688902569254
ACH-000150,0.012447921945632807
ACH-000152,-0.015010756014806413
ACH-000153,0.14028944425141648
ACH-000159,0.07831999205785305
ACH-000160,-0.03972071906652245
ACH-000163,0.09552148885949277
ACH-000167,0.26190448278330763
ACH-000168,0.03368540308979007
ACH-000169,-0.02204180067460817
ACH-000178,0.09703117801211956
ACH-000183,-0.03981711481205
ACH-000188,0.06398854599258373
ACH-000189,0.059496051117364925
