,PPP1R14B (26472)
ACH-000004,-0.25064023623952897
ACH-000005,-0.1579495416744092
ACH-000007,-0.3878832483641044
ACH-000009,-0.33940348532333864
ACH-000011,-0.4066679182695879
ACH-000012,-0.2812747234231149
ACH-000013,-0.2026663536029794
ACH-000014,-0.3114852878926749
ACH-000015,-0.2570281002232176
ACH-000017,-0.2537559934744816
ACH-000018,-0.2790830932015676
ACH-000019,-0.19489299946731872
ACH-000021,-0.3275101017164239
ACH-000022,-0.2079810124851772
ACH-000025,-0.34423170968850897
ACH-000028,-0.2897095432567903
ACH-000030,-0.3821922838731664
ACH-000035,-0.34970361093415264
ACH-000036,-0.4784075026681873
ACH-000037,-0.5115187520215313
ACH-000039,-0.42103014195324456
ACH-000040,-0.2893192131966081
ACH-000041,-0.3607693139805732
ACH-000042,-0.3660897898185076
ACH-000045,-0.26352041118627073
ACH-000047,-0.2903711982933385
ACH-000052,-0.09014546639777353
ACH-000053,-0.32105849252008456
ACH-000054,-0.2540119775003933
ACH-000055,-0.2001116804467952
ACH-000060,-0.4947704398923821
ACH-000067,-0.09939814906288193
ACH-000070,-0.33144818814505084
ACH-000075,-0.4726464206069471
ACH-000078,-0.30149092715289866
ACH-000082,-0.4436200369545314
ACH-000085,-0.4364362861059175
ACH-000086,-0.21259487830227927
ACH-000087,-0.4811618669280104
ACH-000092,-0.4976132117693394
ACH-000095,-0.3465424357776091
ACH-000097,-0.22125420518976466
ACH-000098,-0.2700175858940085
ACH-000099,-0.22055026276179585
ACH-000108,-0.3806338171982844
ACH-000113,-0.2663548074684885
ACH-000116,-0.3967922903111933
ACH-000118,-0.16331446835673954
ACH-000120,-0.2971055438006637
ACH-000123,-0.3944112050200389
ACH-000127,-0.3227580302763837
ACH-000128,-0.2797039460698374
ACH-000132,-0.26513195856106125
ACH-000133,-0.41533558853842223
ACH-000137,-0.3233218852233487
ACH-000138,-0.3063946802474892
ACH-000142,-0.23889145306496526
ACH-000143,-0.3004212356865623
ACH-000146,-0.3604109523188572
ACH-000148,-0.17943163574594478
ACH-000150,-0.3531056668623997
ACH-000152,-0.3947614271029809
ACH-000153,-0.361133747843726
ACH-000159,-0.2874280369482153
ACH-000160,-0.3544671381251843
ACH-000163,-0.2890507033477931
ACH-000167,0.02611179958272353
ACH-000168,-0.23435497843590275
ACH-000169,-0.2943304724254746
