,NBPF3 (84224)
ACH-000004,-0.5177547751878206
ACH-000005,-0.7140547494777909
ACH-000007,-0.631704124423194
ACH-000009,-0.7130299260930022
ACH-000011,-0.6068246421001421
ACH-000012,-0.6593828233577053
ACH-000013,-0.6376022365930218
ACH-000014,-0.5928213313765116
ACH-000015,-0.4877782483981271
ACH-000017,-0.5503088034573663
ACH-000018,-0.3716679181595472
ACH-000019,-0.5405720026155408
ACH-000021,-0.4989547255647272
ACH-000022,-0.6219188948504234
ACH-000025,-0.5233259596751251
ACH-000028,-0.4553902014619173
ACH-000030,-0.6026403700387299
ACH-000035,-0.6577271658704836
ACH-000036,-0.4674645128737573
ACH-000037,-0.5666023519435557
ACH-000039,-0.8301916707653492
ACH-000040,-0.5355542428162865
ACH-000041,-0.6059582587799082
ACH-000042,-0.5971875300306122
ACH-000045,-0.4496565402488414
ACH-000047,-0.47637877795653905
ACH-000052,-0.36132817565353004
ACH-000053,-0.7431096463335877
ACH-000054,-0.5573994305164235
ACH-000055,-0.5120478422476441
ACH-000060,-0.4720461329012518
ACH-000067,-0.7377697614003361
ACH-000070,-0.4526828317808257
ACH-000075,-0.5541640860098693
ACH-000078,-0.6713137686988505
ACH-000082,-0.407088605033058
ACH-000085,-0.5022544882426733
ACH-000086,-0.6117620051016065
ACH-000087,-0.36557050265160096
ACH-000092,-0.5937168322493301
ACH-000095,-0.6951600748025022
ACH-000097,-0.5582526694364065
ACH-000098,-0.591939109391405
ACH-000099,-0.6166155294195219
ACH-000108,-0.40752726378655396
ACH-000113,-0.5322205840714145
ACH-000116,-0.4541883795171554
ACH-000118,-0.462907891970502
ACH-000120,-0.5301003095869735
ACH-000123,-0.453379739225082
ACH-000127,-0.597664458303921
ACH-000128,-0.5829819826083606
ACH-000132,-0.5736158298996458
ACH-000133,-0.5014494367438548
ACH-000137,-0.7766579819164664
ACH-000138,-0.4761925498377323
ACH-000142,-0.6344597552481748
ACH-000143,-0.4657582504180219
ACH-000146,-0.6690178338680604
ACH-000148,-0.5022497996302802
ACH-000150,-0.5526256625484058
ACH-000152,-0.4657724207153456
ACH-000153,-0.36162724169047705
ACH-000159,-0.5028613909434888
ACH-000160,-0.5990752185107142
ACH-000163,-0.4812229387954237
ACH-000167,-0.8972838433872302
ACH-000168,-0.3715982304654967
ACH-000169,-0.6869206888030412
ACH-000178,-0.6113139223568791
ACH-000183,-0.4614568253360148
ACH-000188,-0.5557197762255672
ACH-000189,-0.7008862305818393
ACH-000190,-0.2309874000723181
ACH-000198,-0.466714673996246
ACH-000203,-0.5337924215018056
ACH-000204,-0.4182508746337241
ACH-000206,-0.4225426605540888
ACH-000207,-0.4319993466001236
ACH-000208,-0.7293749260493533
ACH-000210,-0.6802637459493825
ACH-000211,-0.5907534417068153
ACH-000215,-0.6928393245700851
ACH-000221,-0.7469711366660902
ACH-000222,-0.42098262909960893
ACH-000223,-0.5613050159651095
ACH-000226,-0.6106006926570143
ACH-000227,-0.7262707427508991
ACH-000228,-0.4391825883873734
ACH-000231,-0.6470709697515351
ACH-000232,-0.6002786667867016
ACH-000233,-0.5743087862780845
ACH-000234,-0.5463453333748115
ACH-000235,-0.5744694209178616
ACH-000237,-0.7036630559517421
ACH-000238,-0.5592358970287414
ACH-000242,-0.5228023779790305
ACH-000243,-0.4840080894748952
ACH-000244,-0.578389251324639
ACH-000246,-0.6396083818000816
ACH-000248,-0.6358810866665077
ACH-000250,-0.5153159903085381
ACH-000251,-0.7453363800193757
ACH-000252,-0.644605101806255
ACH-000253,-0.4525288839667461
ACH-000255,-0.40245048938885936
ACH-000256,-0.5165620593792817
ACH-000257,-0.7168427996804178
ACH-000258,-0.7536885025084539
ACH-000259,-0.6136853892873002
ACH-000260,-0.5639913645639154
ACH-000261,-0.5765504438092879
ACH-000262,-0.7454510059482723
ACH-000263,-0.735185404303325
ACH-000264,-0.615802739480426
ACH-000265,-0.6127490544996848
ACH-000266,-0.5094673386684772
ACH-000272,-0.6885589002651759
ACH-000274,-0.5854882872805919
ACH-000277,-0.2789382121204068
ACH-000278,-0.4565734078459493
ACH-000279,-0.6112759468081481
ACH-000280,-0.5270498184854902
ACH-000281,-0.4939778024697058
ACH-000288,-0.5790539957958302
ACH-000291,-0.5929903182953647
ACH-000293,-0.3143202652181573
ACH-000294,-0.6109460815155316
ACH-000295,-0.6116861326110292
ACH-000296,-0.4938623651062311
ACH-000302,-0.5809490038673347
ACH-000304,-0.5856859045959033
ACH-000307,-0.5842398144526801
ACH-000308,-0.5227561458477298
ACH-000310,-0.7273350556770151
ACH-000311,-0.5703343418706338
ACH-000312,-0.533697346043452
ACH-000315,-0.5961828611160546
ACH-000316,-0.7878507679807386
ACH-000317,-0.608799714208175
ACH-000318,-0.6784874844057819
ACH-000319,-0.5633702638699986
ACH-000320,-0.4307189765601125
ACH-000322,-0.48917989558809005
ACH-000323,-0.5668376219229985
