,FOXL2NB (401089)
ACH-000004,-0.013489265217042835
ACH-000005,-0.030804072272794032
ACH-000007,0.10549079415852716
ACH-000009,0.07511490371671534
ACH-000011,0.07305228365377109
ACH-000012,-0.006333687004919414
ACH-000013,0.029638177945915244
ACH-000014,0.0298421187343237
ACH-000015,0.11045730278129418
ACH-000017,-0.07541929019328655
ACH-000018,-0.12962451903577826
ACH-000019,0.12676505889907985
ACH-000021,0.0024968716867781963
ACH-000022,-0.0057788240534788066
ACH-000025,-0.09530521621112288
ACH-000028,0.04681220050923632
ACH-000030,-0.014592162223968091
ACH-000035,-0.1852632551737805
ACH-000036,0.024670885460019325
ACH-000037,0.028611220863781612
ACH-000039,-0.0972260162433264
ACH-000040,0.033772206295083686
ACH-000041,0.1084110134109252
ACH-000042,-0.046889455340231784
ACH-000045,-0.10744560066902806
ACH-000047,0.034034666572076204
ACH-000052,0.053150396919804666
ACH-000053,-0.009950289338474342
ACH-000054,0.043593936205600016
ACH-000055,-0.03408007019543476
ACH-000060,-0.2391480036643976
ACH-000067,-0.11625686884542318
ACH-000070,-0.05805705007378149
ACH-000075,-0.12884963827779564
ACH-000078,0.022633093711110983
ACH-000082,-0.04209489220832679
ACH-000085,-0.1036743790473348
ACH-000086,0.058692415114990175
ACH-000087,0.1640330852333141
ACH-000092,-0.09048003120318944
ACH-000095,0.043533161373241216
ACH-000097,0.0783049156409045
ACH-000098,-0.005222294600495758
ACH-000099,0.12274716490756307
ACH-000108,-0.0683628369784175
ACH-000113,0.10635189857917376
ACH-000116,-0.022843629809366446
ACH-000118,-0.015692453369431574
ACH-000120,-0.0850818888556602
ACH-000123,0.08779266835433189
ACH-000127,0.021138416665430215
ACH-000128,-0.08387051592916459
ACH-000132,0.12916059279649647
ACH-000133,0.09733104083224836
ACH-000137,-0.1806630141472021
ACH-000138,0.045060416512637716
ACH-000142,-0.07957715610928028
ACH-000143,0.02852176962877794
ACH-000146,0.12381744324485792
ACH-000148,-0.034640789438835085
ACH-000150,0.12699580190392265
ACH-000152,0.08597214870755185
ACH-000153,-0.08043690008044603
ACH-000159,-0.07720259813972838
ACH-000160,0.06705941013798535
ACH-000163,-0.06823326096814666
ACH-000167,0.14796732384176947
ACH-000168,-0.010010854693389023
ACH-000169,0.05211883787722469
ACH-000178,0.08208999656871019
ACH-000183,0.017923456657639957
ACH-000188,0.0027685554152379077
ACH-000189,0.22012104457738055
ACH-000190,0.0028844363946707685
ACH-000198,-0.006550526962755356
ACH-000203,0.14801992386162338
ACH-000204,0.22473925494482375
ACH-000206,-0.025065149320977417
ACH-000207,0.007490480731450145
ACH-000208,0.0182730191114491
ACH-000210,-0.3477701166566088
ACH-000211,-0.029566668285236474
ACH-000215,-0.0718782093265735
ACH-000221,-0.0295522666024447
ACH-000222,0.051299704443102494
ACH-000223,0.03929835009084578
ACH-000226,-0.2106910963380832
ACH-000227,0.10836871702644668
ACH-000228,-0.10131019865038628
ACH-000231,-0.048728830087639806
ACH-000232,0.006347872495165784
ACH-000233,0.0773664633392199
ACH-000234,-0.0848739213373062
ACH-000235,-0.03380974603896725
ACH-000237,0.04438890296907971
ACH-000238,0.04806787886960523
ACH-000242,-0.6304748581228047
ACH-000243,-0.041248552617521736
ACH-000244,-0.0669522037080426
ACH-000246,0.07991709162079427
ACH-000248,-0.24432028741368936
ACH-000250,-0.07199994184309802
ACH-000251,-0.11959173054014015
ACH-000252,-0.0010191647171817497
ACH-000253,-0.06597702768135423
ACH-000255,0.04465977881173232
ACH-000256,0.3112405360704853
ACH-000257,-0.10823349440457562
ACH-000258,-0.16075781090249588
ACH-000259,-0.025536709352598785
ACH-000260,0.01997486423095749
ACH-000261,0.03318606863505668
ACH-000262,0.03856931892842958
ACH-000263,-0.1989668216995808
ACH-000264,0.11036304293739456
ACH-000265,-0.05671302840036575
ACH-000266,-0.02259315144540091
ACH-000272,0.03204804406050927
ACH-000274,-0.006396647743312513
ACH-000277,0.07520240907401515
ACH-000278,-0.112240931265612
ACH-000279,-0.021339697914406885
ACH-000280,-0.0630814771838708
ACH-000281,0.14144926807776226
ACH-000288,0.04543912077346523
ACH-000291,-0.0020890719278080488
ACH-000293,-0.02175804898012773
ACH-000294,-0.0022353529693289785
ACH-000295,-0.16689314130878402
ACH-000296,-0.08956517103489414
ACH-000302,0.07146076495391095
ACH-000304,0.049009901570900384
ACH-000307,-0.008164658374834934
ACH-000308,0.13665988659527886
ACH-000310,-0.012298770795983995
ACH-000311,0.1467120496606841
ACH-000312,-0.02551447439208374
ACH-000315,-0.21305030283620705
ACH-000316,-0.1026371860103782
ACH-000317,0.006147862462099446
ACH-000318,0.14443539462497315
ACH-000319,0.1456973889137827
