,NRP2 (8828)
ACH-000004,-0.16846729938725302
ACH-000005,-0.4428362533473795
ACH-000007,-0.24491520159511
ACH-000009,-0.19130773098303389
ACH-000011,-0.024137368859679927
ACH-000012,-0.0386642831062533
ACH-000013,-0.19848061556849111
ACH-000014,-0.11925047251036827
ACH-000015,-0.2386300790713095
ACH-000017,-0.18479650433490888
ACH-000018,-0.3268263268666721
ACH-000019,-0.268596756864536
ACH-000021,-0.19320230793988094
ACH-000022,-0.10095720124979447
ACH-000025,-0.032399579671118346
ACH-000028,-0.09566348604713228
ACH-000030,-0.09354763225245882
ACH-000035,-0.03088518628669546
ACH-000036,-0.2129832268832988
ACH-000037,-0.058962610429315075
ACH-000039,-0.3197880051472891
ACH-000040,-0.18934714518353327
ACH-000041,-0.146348837235835
ACH-000042,0.0545883646056274
ACH-000045,-0.14887708956736892
ACH-000047,-0.16219065553191042
ACH-000052,-0.1628216575688403
ACH-000053,-0.1211149559164071
ACH-000054,-0.10523192566977801
ACH-000055,-0.2736437341610081
ACH-000060,-0.2358335025316937
ACH-000067,0.04961559073613511
ACH-000070,-0.11521034881112953
ACH-000075,-0.17672867805173986
ACH-000078,-0.1290710020359465
ACH-000082,-0.2465219500208032
ACH-000085,-0.037766839288330606
ACH-000086,-0.2073098238737628
ACH-000087,-0.15163044751390964
ACH-000092,-0.14905188311513148
ACH-000095,-0.18335494658916207
ACH-000097,-0.10628140974349183
ACH-000098,-0.17872086728492756
ACH-000099,-0.09961035512841886
ACH-000108,-0.15027953674526048
ACH-000113,-0.24500026112453754
ACH-000116,-0.17868490552182734
ACH-000118,-0.17218605652781752
ACH-000120,-0.09936820706823173
ACH-000123,-0.2322911849591824
ACH-000127,-0.17701032083206336
ACH-000128,-0.28881272751899195
ACH-000132,-0.3197319300097833
ACH-000133,-0.2776202901104692
ACH-000137,-0.22331158763141265
ACH-000138,-0.1521657051569152
ACH-000142,-0.19943826853250168
ACH-000143,-0.03146530161685368
ACH-000146,-0.12604910193688576
ACH-000148,-0.2005270723332333
ACH-000150,-0.10989052709043116
ACH-000152,-0.23627645315925905
ACH-000153,0.032584740494129974
ACH-000159,-0.20794805571228853
ACH-000160,-0.2147015965461358
ACH-000163,-0.15536775747788908
ACH-000167,0.08632764522554587
ACH-000168,0.022265331325376597
ACH-000169,-0.045603393867379584
ACH-000178,-0.015021759266153482
ACH-000183,-0.06402822772525453
ACH-000188,-0.10540872081258823
ACH-000189,-0.09032477843037406
ACH-000190,-0.1992247433991433
ACH-000198,-0.014779338685190947
ACH-000203,-0.4423731426876616
ACH-000204,-0.060856121124641616
ACH-000206,-0.14912274018016972
ACH-000207,-0.02806391204451349
ACH-000208,0.14119749766062276
ACH-000210,0.058896637447651626
ACH-000211,-0.0964689960796715
ACH-000215,-0.14796143345607216
ACH-000221,-0.15801920882238765
ACH-000222,-0.2237418841237563
ACH-000223,-0.17159314520356642
ACH-000226,-0.12860042484285042
ACH-000227,-0.3013999979872008
ACH-000228,-0.19039211027362507
ACH-000231,-0.09939810370134614
ACH-000232,-0.15234827848063218
ACH-000233,-0.050791715502355166
ACH-000234,-0.1514838531079697
ACH-000235,-0.12377600389419124
ACH-000237,-0.053558658468025926
ACH-000238,-0.12655987482341424
ACH-000242,-0.1570695855977476
ACH-000243,-0.1794481522308332
ACH-000244,-0.21723265281132115
ACH-000246,-0.1939292038708853
ACH-000248,-0.1602281165122419
ACH-000250,-0.14160031648584134
ACH-000251,-0.2941146312814157
ACH-000252,-0.24602385081001374
ACH-000253,-0.14659732349062904
ACH-000255,-0.058913429285629676
ACH-000256,-0.1300218997139337
ACH-000257,-0.07383798100785208
ACH-000258,-0.3127147420137357
ACH-000259,-0.1198745370749974
ACH-000260,-0.11065727767554354
ACH-000261,-0.18628352235276996
ACH-000262,-0.03499047884558617
ACH-000263,-0.3467305350307504
ACH-000264,-0.10903077713903622
ACH-000265,-0.26105121856263225
ACH-000266,-0.15200782819439088
ACH-000272,-0.1285168923484346
ACH-000274,-0.13475593135094158
ACH-000277,-0.2361401985804565
ACH-000278,0.0677289787817575
ACH-000279,-0.23224533739217226
ACH-000280,-0.06230970445667604
ACH-000281,-0.1474860910364964
ACH-000288,-0.17886218966040845
ACH-000291,-0.2744739495430424
ACH-000293,-0.13294017758553436
ACH-000294,-0.18282333758585573
ACH-000295,0.05255051721453629
ACH-000296,-0.13686257745560995
ACH-000302,-0.06434042521177066
ACH-000304,-0.21384577833601529
ACH-000307,-0.11985647402450635
ACH-000308,-0.1827369006687703
ACH-000310,-0.13587245119479116
ACH-000311,-0.08157134798150177
ACH-000312,-0.17430075691727148
ACH-000315,-0.2626078506279663
ACH-000316,-0.2449974112835221
ACH-000317,-0.0940860520049416
ACH-000318,-0.05864266714185384
ACH-000319,-0.1501604360480835
ACH-000320,-0.14307789614525984
ACH-000322,-0.11734296879565427
ACH-000323,-0.20991318835741074
ACH-000324,-0.13759063514120926
ACH-000329,-0.11225335914356993
ACH-000330,-0.024571431113313055
ACH-000331,-0.1152611464079239
ACH-000332,-0.2258127998008823
ACH-000334,0.07363652343142789
ACH-000335,-0.18949158286333184
ACH-000336,0.07674622866430786
ACH-000337,-0.1070989012657766
ACH-000338,-0.2465423118569649
ACH-000339,-0.14331938429040153
ACH-000341,-0.19087904939760567
ACH-000348,-0.21563229714658716
ACH-000350,-0.1852744860531541
ACH-000352,-0.3209078045479286
ACH-000356,-0.19231765501307185
ACH-000361,-0.4622119501857317
ACH-000362,-0.05606522222807595
ACH-000363,-0.13281113917930026
ACH-000364,-0.20269948625322565
ACH-000365,-0.228024612323679
ACH-000366,-0.19325465559818567
ACH-000368,-0.057324129572071475
ACH-000374,-0.221638638694076
ACH-000375,-0.2889318634213622
ACH-000376,-0.1073855747035754
ACH-000381,-0.11521251822456853
ACH-000383,-0.16229399143723794
ACH-000387,-0.13011754613908896
ACH-000389,-0.004214443853841645
ACH-000390,-0.16176211097195098
ACH-000393,-0.3552177763173143
ACH-000395,-0.1688654506284323
ACH-000396,0.0772005710836079
ACH-000397,-0.1145601991564079
ACH-000401,-0.22666346983061197
ACH-000402,-0.2081810535939824
ACH-000403,-0.18186624277690186
ACH-000404,0.035670475219815825
ACH-000406,-0.1781733454266681
ACH-000407,-0.19531063782758795
ACH-000408,-0.10284420061151077
ACH-000410,-0.18931440892473012
ACH-000411,-0.17470914396851253
ACH-000414,-0.17609050286044414
ACH-000415,-0.2153336288029034
ACH-000416,-0.11763062193583178
ACH-000420,-0.16295261556903093
ACH-000421,-0.13895068125524154
ACH-000424,-0.23223690076366044
ACH-000425,-0.14987275760298074
ACH-000426,-0.18010423292316
ACH-000427,-0.026741240039948072
