,HIST1H4H (8365)
ACH-000004,0.23856091106765076
ACH-000005,0.44549345152581504
ACH-000007,0.0878446976586455
ACH-000009,0.023334872799012474
ACH-000011,0.026796112343593418
ACH-000012,0.08680179443752499
ACH-000013,0.03828766003365408
ACH-000014,0.06978163448130346
ACH-000015,0.08586000257253561
ACH-000017,0.05416039179438216
ACH-000018,0.06374170327238582
ACH-000019,0.043351131269874256
ACH-000021,0.05657070049064127
ACH-000022,0.07177507189110825
ACH-000025,0.04584587911767759
ACH-000028,0.04573403529254979
ACH-000030,0.0995943584654006
ACH-000035,0.15198664638356674
ACH-000036,0.062236492461807465
ACH-000037,0.13464014132466073
ACH-000039,0.10925589114020044
ACH-000040,0.15299044531378214
ACH-000041,0.1717189114901366
ACH-000042,0.1502762909238975
ACH-000045,0.1681632305056175
ACH-000047,1.0090871042290055e-05
ACH-000052,0.16673483259675825
ACH-000053,0.1161814238100534
ACH-000054,0.18017519030419288
ACH-000055,0.037937303621743364
ACH-000060,0.218153888388788
ACH-000067,0.054564526164620236
ACH-000070,0.09783722235278264
ACH-000075,0.13141223005796465
ACH-000078,0.056476023057734824
ACH-000082,0.025888739775153217
ACH-000085,0.0714359592735296
ACH-000086,0.06954674631828901
ACH-000087,0.1028425608174674
ACH-000092,0.02173099086413843
ACH-000095,0.17265556469164775
ACH-000097,0.05871941775282696
ACH-000098,0.005195925121787761
ACH-000099,0.09565310078828594
ACH-000108,0.032666193301243644
ACH-000113,0.12425944487143915
ACH-000116,0.11788990157141915
ACH-000118,0.05938912778004825
ACH-000120,0.02922599113584215
ACH-000123,0.0026379268978175057
ACH-000127,0.12573743848709035
ACH-000128,0.052838155735920135
ACH-000132,-0.03224384985397233
ACH-000133,0.01022869982180032
ACH-000137,0.013152855820144816
ACH-000138,0.027394721936160257
ACH-000142,0.06700703626918954
ACH-000143,0.18948136015051606
ACH-000146,0.18394719378995955
ACH-000148,0.13352709509878374
ACH-000150,0.15948308372131256
ACH-000152,0.048765156287768514
ACH-000153,0.12078458411219793
ACH-000159,0.04771150552448055
ACH-000160,0.04061043964039484
ACH-000163,0.059077647231170226
ACH-000167,-0.1287561247848191
ACH-000168,0.17731854322393514
ACH-000169,0.0069672243020778325
ACH-000178,0.07649579883311944
ACH-000183,0.124292616814905
ACH-000188,0.11445284865473652
ACH-000189,0.1232614358207803
ACH-000190,-0.191904211496495
ACH-000198,0.16523257061502553
ACH-000203,-0.1139490829453234
ACH-000204,0.134998073224554
ACH-000206,0.051378136540363294
ACH-000207,0.04426626630394751
ACH-000208,-0.06784119128436306
ACH-000210,0.20870958597799324
ACH-000211,0.06875056130176083
ACH-000215,0.0913215912552294
ACH-000221,0.12619684888126467
ACH-000222,0.02296222304298117
ACH-000223,-0.036088092149216065
ACH-000226,0.090459575858478
ACH-000227,0.029305661907922963
ACH-000228,0.09871991105548013
ACH-000231,-0.06118214206465165
ACH-000232,0.1636147734313913
ACH-000233,0.011065492258041931
ACH-000234,-0.07142012249854837
ACH-000235,0.1073096674150356
ACH-000237,0.03256064108127844
ACH-000238,0.05330269814114305
ACH-000242,0.2437153396506979
ACH-000243,0.0551323716582677
ACH-000244,0.06494623662106222
ACH-000246,0.05379172095579079
ACH-000248,-0.06506718602004177
ACH-000250,0.09279383595180946
ACH-000251,0.005154928388247922
ACH-000252,0.23424921522269465
ACH-000253,0.11005427462832952
ACH-000255,0.09065110291404987
ACH-000256,-0.013565395163111308
ACH-000257,0.1752322858075697
ACH-000258,0.039064518219593836
ACH-000259,0.09363672747449338
ACH-000260,0.06645019612179362
ACH-000261,0.058288680079822075
ACH-000262,0.043866037565783216
ACH-000263,0.12445758411039386
ACH-000264,0.018270180643147758
