,UTS2 (10911)
ACH-000004,0.0994713411318066
ACH-000005,-0.07379320858945382
ACH-000007,0.10221304972186768
ACH-000009,-0.0719977171763846
ACH-000011,-0.03709625162815936
ACH-000012,-0.02752970526258605
ACH-000013,0.0569444816167545
ACH-000014,-0.1197257182491169
ACH-000015,0.10509137442949952
ACH-000017,-0.16387563726358684
ACH-000018,-0.04188369824187975
ACH-000019,-0.05207274714728482
ACH-000021,0.03454376596538985
ACH-000022,0.10511005900078782
ACH-000025,-0.06889863863999142
ACH-000028,-0.018792196617295854
ACH-000030,0.0778473624130182
ACH-000035,-0.18400723568429211
ACH-000036,-0.12264388632199227
ACH-000037,-0.08277754774952319
ACH-000039,-0.07836481980237937
ACH-000040,-0.2397626661208949
ACH-000041,0.07068524093559843
ACH-000042,-0.06294237328577909
ACH-000045,-0.01730786236572659
ACH-000047,-0.021973350495373425
ACH-000052,0.041628197758137454
ACH-000053,0.015313424936078068
ACH-000054,0.08769903430302586
ACH-000055,0.03692660505569786
ACH-000060,-0.14611510590970525
ACH-000067,-0.09684941329971772
ACH-000070,-0.10560302724342488
ACH-000075,-0.18053511908709266
ACH-000078,-0.17744669900174045
ACH-000082,-0.026724914207493376
ACH-000085,-0.22085325581050966
ACH-000086,-0.053792253550290235
ACH-000087,-0.04731803190262227
ACH-000092,-0.12232977958048052
ACH-000095,-0.16339543023103556
ACH-000097,-0.01021621321323664
ACH-000098,0.032556112172916464
ACH-000099,-0.1255420054089872
ACH-000108,0.08135537025337149
ACH-000113,-0.12628612585186105
ACH-000116,0.0991840949800896
ACH-000118,0.07379452792187467
ACH-000120,0.0014920716801124644
ACH-000123,-0.07289828465956517
ACH-000127,0.022073976180067997
ACH-000128,0.062490502980204414
ACH-000132,-0.1814194581550362
ACH-000133,-0.067254537517701
ACH-000137,0.0378879212018198
ACH-000138,0.021340972373588826
ACH-000142,-0.05437760934267187
ACH-000143,0.1301096246230499
ACH-000146,-0.04984339350191312
ACH-000148,0.01270590052705244
ACH-000150,-0.08851026729759108
ACH-000152,-0.029148045014880074
ACH-000153,0.031491245069598064
ACH-000159,0.02566902011900344
ACH-000160,0.018718839197786486
ACH-000163,0.04854204861204086
ACH-000167,-0.2330853526788702
ACH-000168,-0.18827415030349928
ACH-000169,-0.013007272304044179
ACH-000178,-0.01655609332256744
ACH-000183,0.0761540085699849
ACH-000188,-0.13427004681168614
ACH-000189,0.14387803329648938
ACH-000190,-0.08014789906641856
ACH-000198,-0.06755935982170788
ACH-000203,0.2277474041106302
ACH-000204,-0.22081149043366585
ACH-000206,-0.045285395137824334
ACH-000207,-0.094464432896407
ACH-000208,-0.2868858762576869
ACH-000210,0.010943108872173677
ACH-000211,-0.051440810920962816
ACH-000215,-0.018334885349332957
ACH-000221,0.21447346806288445
ACH-000222,-0.07839690655928097
ACH-000223,-0.025832765799255898
ACH-000226,0.031778622298567344
ACH-000227,-0.10594786971644228
ACH-000228,-0.06506862950483322
ACH-000231,0.07468429911811209
ACH-000232,0.015874587202455163
