,CYB561A3 (220002)
ACH-000004,0.13686291035220916
ACH-000005,-0.3917722365441551
ACH-000007,0.0830420489625191
ACH-000009,-0.0773059395918538
ACH-000011,0.11424122357951913
ACH-000012,0.06007395662042081
ACH-000013,-0.02550003877196515
ACH-000014,0.19758656525169171
ACH-000015,-0.005799969334251535
ACH-000017,-0.04440352407375665
ACH-000018,-0.15197199898769198
ACH-000019,-0.09188583697534017
ACH-000021,-0.2060677177502519
ACH-000022,0.07344012362280405
ACH-000025,0.09173459528651028
ACH-000028,-0.04693971883357057
ACH-000030,0.03182647778141115
ACH-000035,0.034525932196485004
ACH-000036,0.07401840301508635
ACH-000037,-0.17290470614702932
ACH-000039,-0.0738668218285676
ACH-000040,-0.15269138134433524
ACH-000041,-0.00975588857150462
ACH-000042,-0.16235223762038312
ACH-000045,-0.04675929055315232
ACH-000047,0.10113025710981556
ACH-000052,0.15059384320638514
ACH-000053,-0.007071800959344834
ACH-000054,0.007396874881983839
ACH-000055,0.07985708826446263
ACH-000060,0.07823461133157271
ACH-000067,0.09355980734035324
ACH-000070,0.12099373105765393
ACH-000075,-0.1044521785050226
ACH-000078,-0.04723452481998782
ACH-000082,-0.10693976545238462
ACH-000085,0.1627201705098767
ACH-000086,-0.1064485577058663
ACH-000087,-0.21817929177229
ACH-000092,-0.05668860380271179
ACH-000095,-0.07938043156707468
ACH-000097,-0.04191678398766754
ACH-000098,0.03425998004047407
ACH-000099,-0.002182276612405653
ACH-000108,-0.12533967371222038
ACH-000113,0.010756640868141177
ACH-000116,-0.08228631235474011
ACH-000118,-0.11784890813068455
ACH-000120,-0.049194339171100616
ACH-000123,-0.12120896210401015
ACH-000127,0.04210296767288275
ACH-000128,-0.013818955677658472
ACH-000132,-0.014237786321613053
ACH-000133,0.03727530922151533
ACH-000137,-0.034201479261634346
ACH-000138,-0.10006810499723147
ACH-000142,-0.027909820585699987
ACH-000143,-0.013200592306825392
ACH-000146,0.008965780392124402
ACH-000148,0.022086661262388868
ACH-000150,-0.2280832304248517
ACH-000152,-0.02940366519312135
ACH-000153,-0.025089314647726024
ACH-000159,0.010473533644927648
ACH-000160,-0.1157743686594006
ACH-000163,-0.07205629318220946
ACH-000167,0.044650659085770095
ACH-000168,0.09546157717412906
ACH-000169,-0.08484866400606847
ACH-000178,0.05003468747576673
ACH-000183,0.03332342270720242
ACH-000188,-0.036434540212767305
ACH-000189,-0.056471076176843736
ACH-000190,0.018438387085309444
ACH-000198,-0.12489413689088405
ACH-000203,-0.3807004878351981
ACH-000204,-0.2828960117559278
ACH-000206,0.17993445166863062
ACH-000207,-0.06576113701044575
ACH-000208,0.013006675480615314
ACH-000210,0.11613268242593976
ACH-000211,-0.03437377035113393
ACH-000215,-0.0023889956770391423
ACH-000221,0.03388224768235179
ACH-000222,-0.06794420415126433
ACH-000223,-0.11352624187475192
ACH-000226,0.0007377923520659309
ACH-000227,-0.040756578079689236
ACH-000228,-0.11715996937758665
ACH-000231,0.050955484159642565
ACH-000232,0.0949152662273546
ACH-000233,0.03639873634559853
ACH-000234,0.02014792871477053
ACH-000235,-0.011972073099953856
ACH-000237,-0.0337378169178125
ACH-000238,-0.06806338923296082
ACH-000242,-0.007755487311258566
ACH-000243,-0.039381114969546965
ACH-000244,-0.040052811337451255
ACH-000246,-0.10340786688670286
ACH-000248,0.022157170057209685
ACH-000250,0.0014631784851614276
ACH-000251,-0.051038781290053216
ACH-000252,-0.04096470440677109
ACH-000253,0.0019317402539813574
ACH-000255,0.05142068759797493
ACH-000256,-0.07529145091203722
ACH-000257,-0.12314652074699148
ACH-000258,0.13038352542975404
ACH-000259,0.004762670173108443
ACH-000260,-0.03201152198365633
ACH-000261,-0.028591618972432405
ACH-000262,0.07755788894332293
ACH-000263,0.195401094258888
ACH-000264,-0.028799969617698342
ACH-000265,-0.033890469150878025
ACH-000266,-0.03106194289813513
ACH-000272,-0.02611963158419259
ACH-000274,0.0610904767680488
ACH-000277,-0.02636136384321635
ACH-000278,-0.0946274539969886
ACH-000279,0.01705613669782388
ACH-000280,-0.0520435227940854
ACH-000281,-0.009799836487601509
ACH-000288,0.014456997204859056
ACH-000291,0.10661038134138234
ACH-000293,-0.07640157471365944
ACH-000294,-0.14499971903366327
ACH-000295,0.11653109633907607
ACH-000296,0.007439836830288873
ACH-000302,0.04799940776826843
ACH-000304,0.037858503427489705
ACH-000307,0.0008596723756110829
ACH-000308,-0.06302961055509176
ACH-000310,-0.0736809195339969
ACH-000311,-0.058253483609056425
ACH-000312,-0.043851315374477264
ACH-000315,-0.12507459236208754
ACH-000316,-0.0809667478085466
ACH-000317,-0.10469623359362937
ACH-000318,-0.12080357818412606
ACH-000319,-0.06970309685829963
ACH-000320,0.10143884794506873
ACH-000322,-0.06719847894536275
ACH-000323,-0.0310956072564368
ACH-000324,-0.012236500324150528
ACH-000329,0.07080412177201005
ACH-000330,-0.11612266005327546
ACH-000331,0.027038281958639904
ACH-000332,-0.027887772002062845
ACH-000334,-0.2493966626682887
ACH-000335,0.20450844761937187
ACH-000336,0.012071734508168877
ACH-000337,0.15362474304351798
ACH-000338,-0.3490154704204489
ACH-000339,-0.06694591993933506
ACH-000341,0.07355243485768198
ACH-000348,0.017571183069485515
ACH-000350,0.06765246902247754
ACH-000352,0.015932657737639872
ACH-000356,-0.0626112933071233
ACH-000361,-0.05076921084625885
ACH-000362,0.00617867066051361
ACH-000363,0.09493873947248536
ACH-000364,-0.029373308411521627
ACH-000365,-0.5678716273405899
ACH-000366,-0.08434111094380417
ACH-000368,0.05453532680028368
ACH-000374,-0.11523335826561815
ACH-000375,0.21707517281422672
ACH-000376,-0.055719986681157234
ACH-000381,-0.0719777875327931
ACH-000383,-0.01502078289589226
ACH-000387,0.050950775088821766
ACH-000389,0.06850472289181246
ACH-000390,0.06910804885710915
ACH-000393,-0.06653926295499255
ACH-000395,0.15407179072763127
ACH-000396,-0.07257687038755938
ACH-000397,-0.08201844110811445
ACH-000401,0.0502495281113872
