,ASB6 (140459)
ACH-000004,-0.218721204725258
ACH-000005,0.037997089953345935
ACH-000007,-0.1697693863492342
ACH-000009,-0.4337818617944294
ACH-000011,-0.2381491480142661
ACH-000012,-0.4072878989798591
ACH-000013,-0.3994135804395101
ACH-000014,-0.0731250559662825
ACH-000015,-0.3324404522348973
ACH-000017,-0.4562435437721697
ACH-000018,-0.21572200689497645
ACH-000019,-0.27583620685568216
ACH-000021,-0.31759126658897185
ACH-000022,-0.32140030836368405
ACH-000025,-0.23290709953403435
ACH-000028,-0.3116553565186941
ACH-000030,-0.3163724123624291
ACH-000035,-0.22321378308195186
ACH-000036,-0.31427749758049417
ACH-000037,-0.3358454571170669
ACH-000039,-0.2803531197958202
ACH-000040,-0.2999056344676778
ACH-000041,-0.1256463513109459
ACH-000042,-0.3291814380178156
ACH-000045,-0.08378636223302267
ACH-000047,-0.41657181683802574
ACH-000052,-0.340541851683667
ACH-000053,-0.20985799304806066
ACH-000054,-0.3068506623706498
ACH-000055,-0.3735540329113724
ACH-000060,-0.27210219897427274
ACH-000067,-0.432073206632502
ACH-000070,-0.3087238321508331
ACH-000075,-0.2438808884256773
ACH-000078,-0.2555501222766408
ACH-000082,-0.22143414521343904
ACH-000085,-0.4234125487697772
ACH-000086,-0.28315827895726275
ACH-000087,-0.3395915809249706
ACH-000092,-0.18340045191486135
ACH-000095,-0.2571729485241557
ACH-000097,-0.3101514490510613
ACH-000098,-0.2688549511078511
ACH-000099,-0.4852324621969619
ACH-000108,-0.24688515319751875
ACH-000113,-0.1693540005801272
ACH-000116,-0.3712200019244246
ACH-000118,-0.3856066538299096
ACH-000120,-0.3805895643244167
ACH-000123,-0.25925141628231496
ACH-000127,-0.2300711890910793
ACH-000128,-0.27986192915690705
ACH-000132,-0.3606753857608303
ACH-000133,-0.24073545180527614
ACH-000137,-0.25653207188158417
ACH-000138,-0.28921747865441644
ACH-000142,-0.3791405161230879
ACH-000143,-0.08371892537466351
ACH-000146,-0.22734377759292876
ACH-000148,-0.2565589638202709
ACH-000150,-0.35893080143928796
ACH-000152,-0.3294688178582461
ACH-000153,-0.11346784217379563
ACH-000159,-0.21898466679847792
ACH-000160,-0.4532526434434503
ACH-000163,-0.3697450434076168
ACH-000167,-0.5949336106112125
ACH-000168,-0.22622634572158906
ACH-000169,-0.3817646947746292
ACH-000178,-0.38872136442477057
ACH-000183,-0.3041260493120092
ACH-000188,-0.3757256874820133
ACH-000189,-0.3207898739009463
ACH-000190,-0.29074796373173545
ACH-000198,-0.2644213887858494
ACH-000203,-0.6401523030049294
ACH-000204,-0.11874510617977348
ACH-000206,-0.14279949827795238
ACH-000207,-0.2626860789585577
ACH-000208,-0.25867074145469404
ACH-000210,-0.3185700678119006
ACH-000211,-0.2575229767762594
ACH-000215,-0.2561734113559804
ACH-000221,-0.3584548715748704
ACH-000222,-0.26239143814728866
ACH-000223,-0.31808309739426666
ACH-000226,-0.18250271114742234
ACH-000227,-0.2785908325767084
ACH-000228,-0.4477317557237333
ACH-000231,-0.3332313525494757
ACH-000232,-0.2293253621682093
ACH-000233,-0.2713691725975497
ACH-000234,-0.4130827572591798
ACH-000235,-0.24928082540579344
ACH-000237,-0.3757541942180445
ACH-000238,-0.33209316171797804
ACH-000242,0.11736758275234532
ACH-000243,-0.2791228974117974
ACH-000244,-0.4399406870913272
ACH-000246,-0.2724913037786702
ACH-000248,-0.3358966778500737
ACH-000250,-0.34606590522265096
ACH-000251,-0.11946991217017107
ACH-000252,-0.2374544637546555
ACH-000253,-0.3332060466695029
ACH-000255,-0.3774835961829592
ACH-000256,-0.31701307760088826
ACH-000257,-0.11789521580286465
ACH-000258,-0.345114602629582
ACH-000259,-0.3915410420571013
ACH-000260,-0.2436891689084331
ACH-000261,-0.3207465118784271
ACH-000262,-0.29020005489636586
ACH-000263,-0.2497828944473689
ACH-000264,-0.3739940880923603
ACH-000265,-0.351109540065116
ACH-000266,-0.09286810508180418
ACH-000272,-0.2898151606335581
ACH-000274,-0.3463955042540325
ACH-000277,-0.42654877835620003
ACH-000278,-0.377215286108089
ACH-000279,-0.3315311617235211
ACH-000280,-0.1903059777304612
ACH-000281,-0.16612493095720204
ACH-000288,-0.19444822580999035
ACH-000291,-0.1799557724811986
ACH-000293,-0.2712152762472463
ACH-000294,-0.20325337049228132
ACH-000295,-0.06463830299965131
ACH-000296,-0.2605689078660311
ACH-000302,-0.21045692319553388
ACH-000304,-0.3071995830758089
ACH-000307,-0.16713858861775582
ACH-000308,-0.3198391923754545
ACH-000310,-0.19918355071196026
ACH-000311,-0.1704245179857817
ACH-000312,-0.3787396750342203
ACH-000315,-0.008524557447043233
ACH-000316,-0.2564727605780026
ACH-000317,-0.3961544727752803
ACH-000318,-0.3414135653564864
ACH-000319,-0.2877473513355406
ACH-000320,-0.2826718319518504
ACH-000322,-0.2120323164106153
ACH-000323,-0.395234428264478
ACH-000324,-0.35645108733338626
ACH-000329,-0.2730322175535329
ACH-000330,-0.3353510807317089
ACH-000331,-0.27255298017324386
ACH-000332,-0.3616038287399727
ACH-000334,-0.30838547209469624
ACH-000335,-0.15788740310400196
ACH-000336,-0.3149526490416018
ACH-000337,-0.3213664482217262
ACH-000338,-0.14711847952637636
ACH-000339,-0.23451762191504086
ACH-000341,-0.4902528781346894
ACH-000348,-0.2216746968860554
ACH-000350,-0.2637547484233619
ACH-000352,-0.2984722340197615
ACH-000356,-0.07847275561937381
ACH-000361,-0.2105534290930934
ACH-000362,-0.17265894984817048
ACH-000363,-0.1960087896708956
ACH-000364,-0.08678385501724405
ACH-000365,-0.16880679928731196
ACH-000366,-0.3640253703610173
ACH-000368,-0.3166251633851926
ACH-000374,-0.31200842178668897
ACH-000375,-0.23577088468999186
ACH-000376,-0.2132071103674447
ACH-000381,-0.3331566567531908
ACH-000383,-0.2348650229984812
ACH-000387,-0.3533459310201051
ACH-000389,-0.41498064274744456
ACH-000390,-0.258280517114626
ACH-000393,-0.22161724566578808
ACH-000395,-0.3724287479840126
ACH-000396,-0.6645008923579072
ACH-000397,-0.4179503176967019
ACH-000401,-0.2355900372336407
ACH-000402,-0.22445383926953408
ACH-000403,-0.3920344751770205
ACH-000404,-0.21507052587165773
ACH-000406,-0.209494842274665
ACH-000407,-0.3679437513333775
