,SEMA3A (10371)
ACH-000004,0.044225364788602464
ACH-000005,0.026601777362839654
ACH-000007,-0.042499155838362064
ACH-000009,0.05825150686174702
ACH-000011,0.028508339575710574
ACH-000012,0.008769750535896756
ACH-000013,0.10513348873286793
ACH-000014,0.053744412367887226
ACH-000015,0.12351074034249147
ACH-000017,0.06107069297545795
ACH-000018,0.0007101145728395429
ACH-000019,0.057393087272146336
ACH-000021,-0.07135979066170052
ACH-000022,0.10028148319871634
ACH-000025,0.08180569287580614
ACH-000028,0.05879287049731932
ACH-000030,0.1722916401286628
ACH-000035,0.043738547526303885
ACH-000036,-0.0373347575298185
ACH-000037,0.014240490135940538
ACH-000039,0.08839701690378368
ACH-000040,-0.009801542648350548
ACH-000041,0.09533723667495704
ACH-000042,0.11219367511502576
ACH-000045,0.13925522640441304
ACH-000047,-0.002964782509949471
ACH-000052,0.06915630228092702
ACH-000053,0.10404532156667867
ACH-000054,0.01825284851965486
ACH-000055,-0.095978941446913
ACH-000060,0.007415670058551736
ACH-000067,-0.09501684798253336
ACH-000070,0.13385113133429932
ACH-000075,-0.0883066727839238
ACH-000078,-0.004970544537083532
ACH-000082,0.07933199278642243
ACH-000085,-0.0238552234686018
ACH-000086,0.06497528050674725
ACH-000087,-0.11088938013511092
ACH-000092,0.1002849920853509
ACH-000095,-0.08909162817020909
ACH-000097,0.009275991415147776
ACH-000098,-0.02598651778446693
ACH-000099,0.06751196575843156
ACH-000108,0.014858966662742997
ACH-000113,0.07523118476268988
ACH-000116,0.02212015361273724
ACH-000118,0.04362735308657754
ACH-000120,0.08674355987234722
ACH-000123,-0.028602597433416158
ACH-000127,-0.06220464099624305
ACH-000128,0.06056711719880939
ACH-000132,0.11029367293979328
ACH-000133,0.1336755365568456
ACH-000137,0.11100587773519374
ACH-000138,0.05746910920765987
ACH-000142,0.12657505690728935
ACH-000143,0.06398615729722901
ACH-000146,0.029164189536337568
ACH-000148,0.01809100568519865
ACH-000150,0.18802150536119688
ACH-000152,-0.044074133090456914
ACH-000153,0.2524879768823787
ACH-000159,0.0014511467427880385
ACH-000160,-0.023912311432772518
ACH-000163,-0.009934760586365131
ACH-000167,-0.16371791056490928
ACH-000168,-0.051491433109757165
ACH-000169,-0.07607066978122183
ACH-000178,0.04127707195495283
ACH-000183,0.09118082000722272
ACH-000188,0.09094290243733187
ACH-000189,-0.013971967267448484
ACH-000190,0.017543705501875173
ACH-000198,0.03091736943787876
ACH-000203,0.19060752492060776
ACH-000204,-0.1366994445126136
ACH-000206,0.035915999794161636
ACH-000207,0.06372903966723957
ACH-000208,-0.037545382233532126
ACH-000210,0.22161687911976974
ACH-000211,0.04069532179367266
ACH-000215,0.08812561704708101
ACH-000221,-0.13954753297800934
ACH-000222,0.0425724034634189
ACH-000223,-0.04359926794738754
ACH-000226,-0.06088628223566154
ACH-000227,-0.06959829041776464
ACH-000228,0.011896599595634614
ACH-000231,0.05139894381067936
ACH-000232,-0.0313712987063873
ACH-000233,0.0054692450031653675
ACH-000234,-0.06588703373113533
ACH-000235,-0.010347855047531641
ACH-000237,0.0033513094731451613
ACH-000238,0.10809571594598613
ACH-000242,0.09458576223599187
ACH-000243,-0.015470864197097941
ACH-000244,0.07344282269216304
ACH-000246,0.05073437630450976
ACH-000248,0.12659771069212175
ACH-000250,0.010027877594833279
ACH-000251,0.049477664815041386
ACH-000252,0.311428145791026
ACH-000253,0.008510485816666755
ACH-000255,0.018053693178213384
ACH-000256,0.17538223627709285
ACH-000257,0.09107955388542656
ACH-000258,0.004930055640980035
ACH-000259,0.08882023472224937
ACH-000260,0.0007876978082640207
ACH-000261,0.03109917565583073
ACH-000262,0.060462016133710626
ACH-000263,0.2799818274274941
ACH-000264,-0.04965999966257157
ACH-000265,0.056521802457876275
ACH-000266,0.07190255489387977
ACH-000272,0.12457493440491325
ACH-000274,0.0097787827420214
ACH-000277,0.054166215592871984
ACH-000278,-0.12310347885595875
ACH-000279,-0.06999678743252692
ACH-000280,0.11499789046092755
ACH-000281,0.1160876417833853
ACH-000288,0.0635548408535585
ACH-000291,0.029850366923589538
ACH-000293,-0.07996794069946138
ACH-000294,0.17147534945588724
ACH-000295,0.052252061220108136
