,PI3 (5266)
ACH-000004,0.12226454641028553
ACH-000005,-0.09918698299945636
ACH-000007,0.08354083312052045
ACH-000009,0.053039362869120886
ACH-000011,-0.011527412948428023
ACH-000012,0.11938442170537895
ACH-000013,0.1568023750495244
ACH-000014,0.06598720147131884
ACH-000015,-0.045314291274574994
ACH-000017,-0.0061990212633655
ACH-000018,-0.04836507560346797
ACH-000019,0.036230352942634166
ACH-000021,0.07037988416622683
ACH-000022,0.09495750674338756
ACH-000025,0.04965201685811134
ACH-000028,0.12443998252078885
ACH-000030,-0.017004318545278837
ACH-000035,0.0800004152211093
ACH-000036,0.055788064186799394
ACH-000037,0.046612134611589584
ACH-000039,0.016574057238051717
ACH-000040,0.16362045589513696
ACH-000041,0.09828566462043052
ACH-000042,-0.00941548987877829
ACH-000045,0.05358001538847586
ACH-000047,0.05940525415904398
ACH-000052,0.16854821624963814
ACH-000053,0.09876763040198122
ACH-000054,0.03555357025269075
ACH-000055,0.06347502549074803
ACH-000060,-0.06090530247118847
ACH-000067,0.09730127183224924
ACH-000070,0.12629787879411358
ACH-000075,0.10437160661781836
ACH-000078,0.1738166146296553
ACH-000082,0.003207223502503643
ACH-000085,-0.08729056156587449
ACH-000086,0.0793385548272895
ACH-000087,0.16325283834477486
ACH-000092,0.06371640818723759
ACH-000095,0.015258680455008666
ACH-000097,-0.1291237689494382
ACH-000098,0.13432183089955038
ACH-000099,0.0717496129227759
ACH-000108,0.022554579886743056
ACH-000113,0.1772920431436445
ACH-000116,0.05142868030547452
ACH-000118,0.08632264576903258
ACH-000120,-0.07216332733608084
ACH-000123,-0.08114318667808554
ACH-000127,0.14458111942315796
ACH-000128,0.021208667704536315
ACH-000132,0.22305656847624666
ACH-000133,-0.025100876055490644
ACH-000137,0.03772021888555889
ACH-000138,0.13500995974970234
ACH-000142,0.18800463132250966
ACH-000143,0.18588107341113744
ACH-000146,0.1323758966512552
ACH-000148,0.09495327864008088
ACH-000150,0.10113456751713712
ACH-000152,0.09719013955892962
ACH-000153,0.09225757372063724
ACH-000159,0.10366413630001986
ACH-000160,0.03827352488521743
ACH-000163,0.00876853668375922
ACH-000167,0.05086402733797275
ACH-000168,0.0020866320011868472
