,PRAMEF7 (441871)
ACH-000004,-0.04097554551004973
ACH-000005,0.09666496547399618
ACH-000007,-0.035229061953014215
ACH-000009,-0.18472106095515328
ACH-000011,0.017679364152256245
ACH-000012,-0.1561939560231893
ACH-000013,-0.023227625926205774
ACH-000014,-0.1243922605882002
ACH-000015,-0.08595189445300308
ACH-000017,-0.05232912133465742
ACH-000018,-0.1168413176313657
ACH-000019,0.030912996133605968
ACH-000021,-0.07107021508567295
ACH-000022,-0.23187612122761986
ACH-000025,0.06308184203089097
ACH-000028,0.023560361625444576
ACH-000030,-0.10024516761538356
ACH-000035,-0.12579939670656182
ACH-000036,-0.1304217855468006
ACH-000037,-0.10527053600544486
ACH-000039,-0.09770424034833476
ACH-000040,-0.17081350931468334
ACH-000041,-0.07174428074252608
ACH-000042,-0.12725155791789786
ACH-000045,-0.1730216088071642
ACH-000047,-0.12112159043080906
ACH-000052,-0.041535012791729456
ACH-000053,-0.12331595296569885
ACH-000054,-0.10813466295637636
ACH-000055,-0.10752606600968068
ACH-000060,-0.1420875690275812
ACH-000067,-0.2123941665955961
ACH-000070,-0.1618696901730708
ACH-000075,-0.19556866953710672
ACH-000078,-0.12979445291074432
ACH-000082,-0.05905986202558507
ACH-000085,-0.08581834026341319
ACH-000086,-0.1408029019893416
ACH-000087,-0.09297889415261017
ACH-000092,-0.10265007228322097
ACH-000095,-0.1210194910381866
ACH-000097,-0.1037113761816112
ACH-000098,-0.15459135671169288
ACH-000099,-0.04262782970654745
ACH-000108,-0.1499989927185278
ACH-000113,-0.10070630781171112
ACH-000116,-0.06623916200739284
ACH-000118,-0.048317656745425534
ACH-000120,-0.0699593705256155
ACH-000123,-0.03965309414734172
ACH-000127,-0.10507128806518244
ACH-000128,-0.22303478277194966
ACH-000132,-0.12400097002147822
ACH-000133,-0.040674241434211465
ACH-000137,0.03326702365182915
ACH-000138,-0.11214293182212713
ACH-000142,-0.12571344127217704
ACH-000143,-0.19514006524381886
ACH-000146,-0.0936040414109955
ACH-000148,-0.14370859553681078
ACH-000150,-0.2389070817535296
ACH-000152,-0.22954042063595234
ACH-000153,-0.2807712185948699
ACH-000159,-0.14867881553126508
ACH-000160,-0.015659624391282618
ACH-000163,-0.15227608754522387
ACH-000167,-0.3723966539333283
ACH-000168,-0.16432794612836996
ACH-000169,-0.15112358104080315
ACH-000178,-0.15883353679591725
ACH-000183,-0.12914512282819565
ACH-000188,-0.11052220969843793
ACH-000189,-0.034433515896676495
ACH-000190,-0.05506387384375922
ACH-000198,-0.07696334576404479
ACH-000203,-0.20901897137948755
ACH-000204,-0.0476118041652803
ACH-000206,0.016313662500380282
ACH-000207,-0.0705528294242324
ACH-000208,-0.10543714288883144
ACH-000210,0.0862603537206144
ACH-000211,-0.05338486010714882
ACH-000215,-0.15828390238665946
ACH-000221,-0.14542722345834508
ACH-000222,-0.1972581842630597
ACH-000223,-0.013163101188242992
ACH-000226,-0.0235931950450438
ACH-000227,-0.08223236405185815
ACH-000228,-0.0885593241789581
ACH-000231,-0.08173511493277827
ACH-000232,-0.07533076016273943
ACH-000233,-0.14129155245122904
ACH-000234,-0.18665624707778508
ACH-000235,-0.13193253202218466
ACH-000237,-0.09678052464669283
ACH-000238,-0.1752383106339988
ACH-000242,-0.13276627972303548
ACH-000243,-0.17271874717891386
ACH-000244,-0.2357267859676233
ACH-000246,-0.10808503795523616
ACH-000248,-0.1712198511685399
ACH-000250,-0.09855023418284944
ACH-000251,-0.03522284750065558
ACH-000252,-0.09107300959356636
ACH-000253,-0.17730711782914646
ACH-000255,-0.08097504249316398
ACH-000256,-0.02858229897830655
ACH-000257,-0.18332274227565454
ACH-000258,-0.15561182816134975
ACH-000259,-0.12195653493024723
ACH-000260,-0.0799118633571664
ACH-000261,-0.03303515776366081
ACH-000262,-0.1961030562878091
ACH-000263,-0.12017070290802015
ACH-000264,-0.051306688603431634
ACH-000265,-0.17009880142458472
ACH-000266,-0.04173229354136916
ACH-000272,-0.15022835359089434
ACH-000274,-0.1259470426873466
ACH-000277,-0.06725887802752091
ACH-000278,-0.15710017221331812
ACH-000279,-0.11020807397613124
ACH-000280,-0.1099983444616611
ACH-000281,-0.17307977466079344
ACH-000288,-0.19990424317973984
ACH-000291,-0.1257533079007788
ACH-000293,0.003970434921181696
ACH-000294,-0.18237637626271253
ACH-000295,-0.3341867727338238
ACH-000296,-0.19110355869705248
ACH-000302,-0.08359525999725212
ACH-000304,-0.16191732667061035
ACH-000307,-0.04581512833147994
ACH-000308,-0.040655592418953515
ACH-000310,0.0006265700696389317
ACH-000311,-0.14357500141252005
ACH-000312,-0.188379111286412
ACH-000315,-0.23651225679064844
ACH-000316,-0.2360694611163759
ACH-000317,-0.1540779712102454
ACH-000318,-0.1092537871572109
ACH-000319,-0.10318709652827207
ACH-000320,-0.2491644882544357
ACH-000322,-0.19000089433528547
ACH-000323,-0.20703777257340647
ACH-000324,-0.16140652101883465
ACH-000329,-0.19153717835812156
ACH-000330,-0.09847839965235286
ACH-000331,0.00029658482270403816
ACH-000332,-0.14965720884526235
ACH-000334,-0.14536102229246095
ACH-000335,-0.01863047658797756
ACH-000336,-0.13408519298916374
ACH-000337,-0.10310352230749792
ACH-000338,-0.19819141796045964
ACH-000339,0.0324028925655132
ACH-000341,-0.08176640152221493
ACH-000348,-0.06903262315001421
ACH-000350,-0.16285304570762654
ACH-000352,-0.17337622381918574
ACH-000356,-0.03265625800814473
ACH-000361,-0.08431381208969042
ACH-000362,-0.20391072862005247
ACH-000363,-0.13928125326049295
ACH-000364,-0.1764917285981752
ACH-000365,-0.08169156544288422
ACH-000366,-0.1031803590452251
