,AKTIP (64400)
ACH-000168,-0.4374132106944205
ACH-000169,-0.1763401448383168
ACH-000178,-0.10135345611769207
ACH-000183,-0.2152395410271983
ACH-000188,-0.11021190866543468
ACH-000189,0.060953713219690474
ACH-000190,0.052517532710716124
ACH-000198,-0.2514801775718802
ACH-000203,-0.002757618521730075
ACH-000204,0.15047641889405144
ACH-000206,-0.2019504473718527
ACH-000207,0.020092326210140347
ACH-000208,0.1806825474401453
ACH-000210,0.04929101981919102
ACH-000211,-0.09969256032394523
ACH-000215,-0.14820735656015635
ACH-000221,-0.1957426500154699
ACH-000222,0.10385223253438282
ACH-000223,-0.2290937483727928
ACH-000226,-0.2230182954866387
ACH-000227,-0.19304501356637252
ACH-000228,-0.21059071204608526
ACH-000231,-0.17202952949046338
ACH-000232,-0.16100065344214276
ACH-000233,-0.06480520553478157
ACH-000234,0.10445108605715872
ACH-000235,-0.13983171169694844
ACH-000237,-0.14730310430854635
ACH-000238,-0.07838663173682114
ACH-000242,-0.01467043481243796
ACH-000243,-0.00198432553633863
ACH-000244,-0.17308332499794715
ACH-000246,-0.07578172021590605
ACH-000248,-0.003382294800502321
ACH-000250,-0.0759518948914672
ACH-000251,0.09691469702512803
ACH-000252,0.020807540722266427
ACH-000253,-0.018699370171025145
ACH-000255,-0.2143840740512675
ACH-000256,-0.10271829757207424
ACH-000257,-0.13888541419738654
ACH-000258,-0.05866494898541085
ACH-000259,-0.0832170565885422
ACH-000260,-0.03328516746221885
ACH-000261,-0.20046477582522068
ACH-000262,-0.16668067566603453
ACH-000263,-0.16236201400233086
ACH-000264,-0.1062213932600346
ACH-000265,0.01946791023547209
ACH-000266,-0.14242282281920707
ACH-000272,-0.18414191073409145
ACH-000274,-0.1626644738232229
ACH-000277,-0.10119373454175278
ACH-000278,-0.17831177483189406
ACH-000279,-0.17933282617422228
ACH-000280,-0.08642453254026597
ACH-000281,-0.0374598631930373
ACH-000288,-0.3266199925154361
ACH-000291,-0.03964193258195856
ACH-000293,-0.003948087647913783
ACH-000294,-0.09765659237477264
ACH-000295,-0.08780530552996982
ACH-000296,-0.16394044077502454
ACH-000302,-0.01366433670802424
ACH-000304,-0.13675732272330746
ACH-000307,-0.09556767486988403
ACH-000308,-0.08148532385808642
ACH-000310,-0.1961151978375362
ACH-000311,0.0044715681058897045
ACH-000312,-0.041217372941275914
ACH-000315,0.07952048812097595
ACH-000316,-0.1965936779445996
ACH-000317,-0.17399507385688215
ACH-000318,-0.15226324740573727
ACH-000319,-0.12103566686338901
ACH-000320,-0.12048520858429072
ACH-000322,-0.1680692531941792
ACH-000323,-0.2479581928406653
ACH-000324,-0.1899150428762454
ACH-000329,-0.2312993907840755
ACH-000330,0.016267874290964487
ACH-000331,-0.1116887361372724
ACH-000332,-0.04780418502664698
ACH-000334,-0.024832365852483825
ACH-000335,-0.4071371875498173
ACH-000336,0.011026348402840584
ACH-000337,-0.052055257676716926
ACH-000338,0.04067846496614908
ACH-000339,-0.25497309195078
ACH-000341,-0.08284552400701807
ACH-000348,-0.11964648150692354
ACH-000350,-0.0430919880496825
ACH-000352,-0.11040969392887097
ACH-000356,-0.19503823091407746
ACH-000361,-0.2938830790595941
ACH-000362,-0.07655333147106771
ACH-000363,-0.13645106387803715
ACH-000364,-0.11669681024783535
ACH-000365,-0.06462103829693379
ACH-000366,-0.15087158231837278
ACH-000368,-0.16591299915583255
ACH-000374,0.008076701574530075
ACH-000375,-0.1793573656722485
ACH-000376,-0.03853038326380387
ACH-000381,-0.16543237658501886
ACH-000383,-0.1160473403564822
ACH-000387,-0.04224416272395968
ACH-000389,-0.04712944456111278
ACH-000390,-0.10159253741272377
ACH-000393,-0.13169907647272894
ACH-000395,-0.05440146585189848
ACH-000396,0.06167307282995666
ACH-000397,-0.20825708870579568
ACH-000401,-0.1947696435214076
ACH-000402,-0.02303594303143132
ACH-000403,-0.1200544285309839
ACH-000404,-0.28426678130969035
ACH-000406,-0.06729478596603035
ACH-000407,0.006280805508200435
ACH-000408,0.01592329033959989
ACH-000410,-0.13281108800953315
ACH-000411,-0.155779839263166
ACH-000414,-0.1114519386983808
ACH-000415,-0.07900867956909176
ACH-000416,-0.13842757713300885
ACH-000420,-0.24575296342774636
ACH-000421,-0.05790874442276413
ACH-000424,-0.05473533957628539
ACH-000425,-0.14341521318399572
ACH-000426,-0.24054745031501465
ACH-000427,-0.05885906608896543
ACH-000433,-0.3509724405646331
ACH-000435,0.06897754657531882
ACH-000436,-0.2966385269760439
ACH-000444,-0.037906980433094144
ACH-000445,-0.12675378827558825
ACH-000448,-0.1911670464869336
ACH-000450,0.2377847068404271
ACH-000452,0.03758141785705029
ACH-000454,-0.2494243196623336
ACH-000458,0.08681220034135681
ACH-000459,-0.1538449772087871
ACH-000460,-0.01993764991756995
ACH-000461,-0.09864299797456064
ACH-000463,-0.1747917403442734
ACH-000464,-0.03867269337207596
ACH-000466,-0.18054863902551813
ACH-000467,-0.04139215557373352
ACH-000468,-0.11213279962115867
ACH-000469,-0.06704489923582138
ACH-000470,-0.10560356978092096
ACH-000471,-0.19488719077411548
ACH-000472,-0.0573910762381314
ACH-000473,-0.16359329634963754
ACH-000475,-0.16028142234893206
ACH-000476,0.12783920603094376
ACH-000477,-0.10708579926428352
ACH-000479,-0.02425069304145196
ACH-000480,-0.07919254724099532
ACH-000481,-0.06624240442188196
ACH-000483,-0.12524869206545253
ACH-000484,-0.07991269069714324
ACH-000485,0.06073236991532605
ACH-000486,-0.07199029615859953
ACH-000487,-0.10963775698512786
ACH-000488,-0.09698085833951617
ACH-000490,-0.15510722437591204
ACH-000491,-0.0994359691280183
ACH-000495,0.006300749026133967
ACH-000496,0.050908579866106064
ACH-000499,0.00788382156940373
ACH-000500,0.1034919674739236
ACH-000502,-0.14845651347220462
ACH-000503,-0.18968033507933088
ACH-000505,-0.13016226601599507
ACH-000507,-0.052367509594132736
ACH-000510,0.01044066009603306
ACH-000511,-0.15537441247839
ACH-000512,-0.18913513170659368
ACH-000516,-0.15019689384253507
ACH-000517,-0.17565258510330733
ACH-000518,-0.04673399144044951
ACH-000520,-0.16295085480321927
ACH-000521,0.14498357639839035
ACH-000522,-0.18812005299026646
ACH-000524,-0.09506727039866766
ACH-000527,-0.09732833524531738
ACH-000528,0.028711193076922374
ACH-000537,-0.15518051778456268
ACH-000541,-0.12581975154844666
ACH-000542,-0.0613487098299957
ACH-000544,0.02650187236165682
ACH-000545,-0.174277437201918
ACH-000547,-0.4185157445224637
ACH-000548,-0.4123104764734575
ACH-000549,-0.07910521599828364
ACH-000550,-0.3991659536127231
ACH-000552,0.09292193819645066
ACH-000556,-0.1921573322378544
ACH-000557,-0.1518474482892588
ACH-000569,-0.07426537008651579
ACH-000570,-0.12762892420458852
ACH-000571,-0.10134963049106688
ACH-000573,-0.2044693773317828
ACH-000576,0.0622126746018106
ACH-000579,-0.2742901520857593
ACH-000580,-0.15858454132239702
ACH-000584,-0.15282393581048825
ACH-000585,-0.026086596111228263
ACH-000588,-0.13276922615287393
ACH-000589,-0.08617419445062054
ACH-000591,-0.2359326879168042
ACH-000593,-0.2031665606517956
ACH-000600,-0.09365218477377286
ACH-000601,-0.08803897063650866
ACH-000605,-0.12561943124695346
ACH-000606,-0.1021892361596284
ACH-000608,-0.2470723356228314
ACH-000614,-0.07608783863240423
ACH-000616,-0.18096615044118464
ACH-000618,-0.06850235445236831
ACH-000619,0.009206626269117585
ACH-000620,-0.13198005277791822
ACH-000621,-0.07718259213748058
ACH-000622,-0.15521229843387296
ACH-000623,-0.11106141529549446
ACH-000624,-0.12679350933139846
ACH-000627,-0.16167611748622088
ACH-000630,-0.05102189824276459
ACH-000631,-0.08203774430598892
ACH-000632,-0.041885363522025536
ACH-000633,0.12243832440034864
ACH-000637,-0.06536338686727883
ACH-000638,-0.11714120521322878
ACH-000646,-0.1536373139980727
ACH-000647,-0.2013622847070652
ACH-000648,-0.005692994388502135
ACH-000649,-0.1387891152086091
ACH-000651,-0.17017729502354634
ACH-000652,-0.10334450166294612
ACH-000653,-0.2356550825724525
ACH-000657,0.026017962169243448
ACH-000658,-0.03908720016670063
ACH-000661,0.06749987462408058
ACH-000662,-0.0028401239678457987
ACH-000663,-0.09217899802719537
ACH-000665,-0.15421687286571173
ACH-000671,-0.15148508942605682
ACH-000672,-0.31802803779551675
ACH-000673,-0.13464425105528635
ACH-000676,-0.070351315747602
ACH-000677,-0.039897793670294064
ACH-000681,-0.04985802052257916
ACH-000683,-0.06748130949729023
ACH-000684,-0.1938574161546404
ACH-000688,-0.12026147785240746
ACH-000693,-0.12473126585333308
ACH-000694,-0.016784010799457037
ACH-000695,-0.11494030243753632
ACH-000696,-0.09291294419459864
ACH-000697,0.07886548342038935
ACH-000699,-0.12852036786665405
ACH-000701,-0.0008526957333107898
ACH-000706,-0.0912953807012416
ACH-000711,-0.13795763858382573
ACH-000713,0.10157112736282957
ACH-000714,0.3011196792880218
ACH-000718,-0.057712343754875536
ACH-000720,-0.008889938120314009
ACH-000721,-0.08591015938531893
ACH-000724,-0.03647187071525102
ACH-000725,-0.184588828539237
ACH-000732,-0.17640809920120634
ACH-000734,-0.12900670430558722
ACH-000735,-0.06674262247697221
ACH-000736,0.0759035893728182
ACH-000738,-0.18815453378826308
ACH-000746,-0.08499833383374192
ACH-000747,-0.056273857458083366
ACH-000748,-0.20277488169009544
ACH-000753,-0.09839306529941888
ACH-000756,-0.08158319849927555
ACH-000757,0.010892353293682952
ACH-000758,-0.10497809274095374
ACH-000760,-0.039486274120842296
ACH-000762,-0.07121150580754708
ACH-000763,0.05665372542100002
ACH-000764,-0.2777922195841732
ACH-000765,0.002726681839120089
ACH-000766,-0.003265906559495987
ACH-000767,-0.03470238705671859
ACH-000768,-0.3272362652148998
ACH-000769,-0.12403461395614156
ACH-000770,-0.012781864027048591
ACH-000771,0.041975257812323384
ACH-000773,-0.15549379116604134
ACH-000776,-0.16873340601004905
ACH-000777,-0.030044743616839918
ACH-000778,-0.13143379283200388
ACH-000781,-0.09791119762618056
ACH-000782,-0.12349856659183092
ACH-000783,-0.1468141367454371
ACH-000784,-0.20311575189290534
ACH-000785,-0.0644965139923479
ACH-000787,-0.01603898352848199
ACH-000788,-0.11654350590234495
ACH-000791,0.03591504442436883
ACH-000792,-0.030649426902704256
ACH-000794,-0.09500854666905023
ACH-000796,-0.10194966571084964
ACH-000798,-0.05336654021012393
ACH-000799,-0.02554609079555753
ACH-000800,0.06000406728006213
ACH-000802,-0.03526510539708536
ACH-000804,-0.09807334253432773
ACH-000805,-0.13286380287695967
ACH-000809,-0.08502261119754129
ACH-000810,-0.2472976544927224
ACH-000811,-0.20338874073062788
ACH-000817,0.04118400662760156
ACH-000819,-0.05370839677299704
ACH-000820,-0.21968767136938286
ACH-000821,-0.19459295681392136
ACH-000822,-0.12004876575333814
ACH-000823,-0.03199774423395151
ACH-000824,-0.16203093098387078
ACH-000827,-0.12716415337294598
ACH-000829,-0.06000841887152285
ACH-000831,-0.1392985254503037
ACH-000832,0.027024921901342758
ACH-000833,-0.029763614203156468
ACH-000834,-0.18196282115011408
ACH-000835,-0.02281152600171424
ACH-000836,-0.09289387793088212
ACH-000837,-0.025431049841975643
ACH-000838,0.14852208423734384
ACH-000839,0.026831717708033387
ACH-000840,-0.04378594676707865
ACH-000841,-0.1598958003016103
ACH-000843,-0.0353354577646286
ACH-000846,-0.2894207810796595
ACH-000847,0.055100309934632184
ACH-000848,-0.15749732549717033
ACH-000849,-0.18605337312219028
ACH-000851,-0.22689987693543576
ACH-000855,-0.03612495073663394
ACH-000856,-0.4643021870611906
ACH-000858,-0.1258342692815732
ACH-000859,-0.0454051719860443
ACH-000861,-0.10980743464282923
ACH-000862,-0.1462412187674881
ACH-000865,-0.17556663327071514
ACH-000866,-0.10145265457400178
ACH-000867,-0.04007872386914306
ACH-000869,-0.021873760277213786
ACH-000872,-0.14319773591642998
ACH-000873,0.02328245834242838
ACH-000876,-0.048583788420188366
ACH-000878,0.012678067508258208
ACH-000880,-0.1198035937742935
ACH-000881,-0.21665197282003612
ACH-000882,-0.0429079626652708
ACH-000884,0.05239788734838118
ACH-000885,0.019679765865446702
ACH-000887,-0.08111111714841009
ACH-000889,0.03717857383258438
ACH-000896,0.0014044663700538472
ACH-000898,-0.22227506253318247
ACH-000900,-0.13004239512441462
ACH-000901,-0.026699338579705943
ACH-000905,-0.1231975470263801
ACH-000906,-0.08189350838170964
ACH-000907,-0.12892567638292848
ACH-000910,-0.10287263169380167
ACH-000911,-0.1976781353431528
ACH-000912,-0.08801951293759364
ACH-000913,-0.008575055795471964
ACH-000915,-0.03275507781568466
ACH-000916,-0.15995840034685435
ACH-000917,-0.07954612031115084
ACH-000920,-0.3416629899943452
ACH-000921,-0.1076740104614252
ACH-000924,-0.06325981351530999
ACH-000926,-0.15908880753623567
ACH-000928,-0.0009036312510168193
ACH-000929,-0.029168578212998637
ACH-000932,-0.12434651310827645
ACH-000935,0.10057952925687197
ACH-000936,-0.188617241089592
ACH-000937,-0.19459468373505087
ACH-000938,0.02289089232435494
ACH-000939,-0.10906311941008318
ACH-000941,-0.11891308469547653
ACH-000943,-0.05149353882951156
ACH-000946,-0.14552140622107165
ACH-000947,-0.029598899398547363
ACH-000948,-0.1469476634800944
ACH-000950,0.019638425026204696
ACH-000953,-0.05566172934964976
ACH-000954,-0.006843924187306979
ACH-000957,-0.20534444730942591
ACH-000958,0.050828263669739165
ACH-000960,-0.13113344336192034
ACH-000963,-0.13998101323739842
ACH-000968,0.007255696141699393
ACH-000969,-0.2304578678505537
ACH-000972,-0.37021726717410497
ACH-000973,-0.1899644824229184
ACH-000974,-0.0007623933391677723
ACH-000978,-0.2615721893845317
ACH-000984,-0.033223642728982615
ACH-000986,-0.08253769289544265
ACH-000988,-0.17777987542905882
ACH-000993,-0.15602328906413748
ACH-000994,-0.2961734059518576
ACH-000996,-0.10943131410245822
ACH-001001,-0.17864107463314113
ACH-001020,-0.07184128247079229
ACH-001028,-0.008759612812494726
ACH-001031,-0.24601614552374554
ACH-001038,-0.2568882940043133
ACH-001048,-0.19749369648265414
ACH-001050,-0.17655218810127454
ACH-001053,-0.03649183313878198
ACH-001054,-0.038038791010879314
ACH-001061,-0.03548928716722819
ACH-001067,-0.16074691778664082
ACH-001075,-0.04473697576110466
ACH-001096,-0.2467346874401945
ACH-001111,-0.4698343097766945
ACH-001119,-0.040927241115822834
ACH-001128,0.08726550153965651
ACH-001134,-0.07330627535571338
ACH-001151,-0.1944371432629003
ACH-001163,-0.18083877993608746
ACH-001164,-0.02720184690232948
ACH-001183,0.0971945791868899
ACH-001192,-0.15533328565441926
ACH-001193,-0.22217303106857106
ACH-001196,0.04003953500765348
ACH-001197,-0.09615543267290164
ACH-001205,-0.19396819150923306
ACH-001211,-0.07718029562374794
ACH-001212,-0.12428194113333745
ACH-001228,-0.2773673804209406
ACH-001232,-0.17861367765767944
ACH-001239,-0.10241246015001683
ACH-001270,-0.1872187308564033
ACH-001274,-0.015630521599745543
ACH-001275,-0.10124525907084583
ACH-001277,-0.2966321752065767
ACH-001278,-0.12883666437783148
ACH-001280,-0.1945030313559924
ACH-001283,-0.2179310168234831
ACH-001289,-0.14550218252008684
ACH-001300,-0.10402874370508483
ACH-001301,0.042729279057804326
ACH-001302,-0.18081263598385905
ACH-001306,-0.04262366881540043
ACH-001318,-0.2378204014795416
ACH-001322,-0.3610872853439001
ACH-001328,-0.006126774557173177
ACH-001332,-0.5740304112893697
ACH-001336,-0.1419693550055469
ACH-001346,-0.1910193474603493
ACH-001353,-0.22714279561834175
ACH-001354,-0.29686172187035864
ACH-001367,0.14035807238045805
ACH-001368,-0.11696756852349124
ACH-001374,0.12383534648317167
ACH-001377,-0.025474128897327086
ACH-001380,-0.12969609017173112
ACH-001391,-0.16124431902294126
ACH-001408,-0.16399469008703002
ACH-001430,-0.045137707459980816
ACH-001431,-0.12980094508929196
ACH-001450,0.031155004160419143
ACH-001496,-0.006797826309601842
ACH-001500,-0.0957437379954043
ACH-001523,-0.12236095145806755
ACH-001532,-0.12671556098014888
ACH-001550,-0.1546377415885082
ACH-001552,-0.0906636037327314
ACH-001554,-0.09978615596069673
ACH-001654,-0.10197923019425767
ACH-001735,-0.08003801031431014
ACH-001736,-0.0790132902075813
ACH-001737,-0.2580119865826252
ACH-001740,-0.10709993610405752
ACH-001745,-0.1875971241844068
ACH-001765,-0.13722006343741314
