,SNRPA1 (6627)
ACH-000004,-1.1968914717673345
ACH-000005,-1.4642816585582967
ACH-000007,-1.264036707778177
ACH-000009,-1.4179253718550318
ACH-000011,-1.2843277931071082
ACH-000012,-1.3649316279059758
ACH-000013,-1.4632014287772848
ACH-000014,-1.4121247896971694
ACH-000015,-1.2442151461323483
ACH-000017,-1.2745644539317638
ACH-000018,-1.093031771476329
ACH-000019,-1.3049580562661058
ACH-000021,-1.24442701846737
ACH-000022,-1.275310637339801
ACH-000025,-1.3028582405601394
ACH-000028,-1.3968086916394673
ACH-000030,-1.3894834008703998
ACH-000035,-1.3390700669461386
ACH-000036,-1.1706014070499833
ACH-000037,-1.6761653874330917
ACH-000039,-1.3461199738693328
ACH-000040,-1.2034169547692963
ACH-000041,-1.2250527645045304
ACH-000042,-1.3064223349103494
ACH-000045,-1.3790020816549122
ACH-000047,-1.3279680228049306
ACH-000052,-1.1466170712691102
ACH-000053,-1.3761667824879973
ACH-000054,-1.3235962578778004
ACH-000055,-1.4041410062462665
ACH-000060,-1.4754964085859303
ACH-000067,-1.3471373126446675
ACH-000070,-1.203578664451898
ACH-000075,-1.32096885747806
ACH-000078,-1.3148850477670695
ACH-000082,-0.8752554357785493
ACH-000085,-1.5385385650802523
ACH-000086,-1.2688373435348557
ACH-000087,-1.2973804053023164
ACH-000092,-1.1800898604087102
ACH-000095,-1.2826797221091808
ACH-000097,-1.537156220563657
ACH-000098,-1.264692783787949
ACH-000099,-1.2784128428848327
ACH-000108,-1.2683612701267708
ACH-000113,-1.1882110472617888
ACH-000116,-1.5526156006533531
ACH-000118,-1.4744581311600382
ACH-000120,-1.1188313306321995
ACH-000123,-1.4348054732159463
ACH-000127,-1.2786459889295303
ACH-000128,-1.2392860610800995
ACH-000132,-1.3300846320791035
ACH-000133,-1.4266169899789425
ACH-000137,-1.514257528371883
ACH-000138,-1.1194528532973669
ACH-000142,-1.276188714263594
ACH-000143,-1.432597183336067
ACH-000146,-1.487210350567337
ACH-000148,-1.4303294978281638
ACH-000150,-1.1322284626175514
ACH-000152,-1.2582250619123
ACH-000153,-1.5364011996125972
ACH-000159,-1.2679863112704977
ACH-000160,-1.3368287378935346
ACH-000163,-1.3809988366451271
ACH-000167,-2.064681903263504
ACH-000168,-1.5519474471646149
ACH-000169,-1.447024063398067
ACH-000178,-1.3138128537011646
ACH-000183,-1.418579099409938
ACH-000188,-1.0873290189025764
ACH-000189,-1.4114747819242754
ACH-000190,-1.4043640755485651
ACH-000198,-1.4492102316108453
ACH-000203,-1.3562395009795565
ACH-000204,-1.1940842249537484
ACH-000206,-1.3178084651392843
ACH-000207,-1.5693360988608638
ACH-000208,-1.3788151502224482
ACH-000210,-0.9427453911822486
ACH-000211,-1.28874260283359
ACH-000215,-1.2551354788263516
ACH-000221,-1.6152822946947576
ACH-000222,-1.3961513421488816
ACH-000223,-1.4779096160550822
ACH-000226,-1.1801478011256064
ACH-000227,-1.3946122038325792
ACH-000228,-1.4060068049659389
ACH-000231,-1.362807864235276
ACH-000232,-1.3821580511066678
ACH-000233,-1.5448590268502218
ACH-000234,-1.4708556436653082
ACH-000235,-1.3561209661239957
ACH-000237,-1.413148210933314
ACH-000238,-1.5312820746958522
ACH-000242,-1.641725025812694
ACH-000243,-1.4039050737244605
ACH-000244,-1.089837712059848
ACH-000246,-1.2521004593649678
ACH-000248,-1.4237459959616758
ACH-000250,-1.1934249419088088
ACH-000251,-1.6428221311457334
ACH-000252,-1.4099394489798338
ACH-000253,-1.1816468053878688
ACH-000255,-1.228863037185032
ACH-000256,-1.5628773119615582
ACH-000257,-1.0374474654496155
ACH-000258,-1.2288554109805825
ACH-000259,-1.3102601826312763
ACH-000260,-1.3104555181662505
ACH-000261,-1.2961978645332006
ACH-000262,-1.0350904088600177
ACH-000263,-1.337997089890064
ACH-000264,-1.1783283773597537
ACH-000265,-1.3505986537575614
ACH-000266,-1.3396082066700097
ACH-000272,-1.3758255563578474
ACH-000274,-1.193567383483387
ACH-000277,-1.4294224009669128
ACH-000278,-1.4734759805526836
ACH-000279,-1.3023554831771724
ACH-000280,-1.1251903371305667
ACH-000281,-1.0868658051997666
ACH-000288,-1.4772007770964162
ACH-000291,-1.3597404669938502
ACH-000293,-1.6242622942382008
ACH-000294,-1.2806057053843063
ACH-000295,-1.2711337551234343
ACH-000296,-1.4037157160854372
ACH-000302,-1.3558371128808169
ACH-000304,-1.819990804666604
ACH-000307,-1.0788540368585455
ACH-000308,-1.443025825866321
ACH-000310,-1.295768820705261
ACH-000311,-1.4931950075843878
ACH-000312,-1.2025571875804268
ACH-000315,-1.2274256248959046
ACH-000316,-1.2135779376887226
ACH-000317,-1.248178440587853
ACH-000318,-1.2693739926391632
ACH-000319,-1.265196109180348
ACH-000320,-1.4284140452079608
ACH-000322,-1.3793197896325158
ACH-000323,-1.3379135001964189
ACH-000324,-1.3814999753195132
ACH-000329,-1.4555533045702058
ACH-000330,-1.29424392762618
ACH-000331,-1.3015146122956285
ACH-000332,-1.146542581278506
ACH-000334,-1.5032041716925015
ACH-000335,-1.3803174628276005
ACH-000336,-1.3867790333773649
ACH-000337,-1.5368231787127542
ACH-000338,-1.2938299155557451
ACH-000339,-1.2401619304611369
ACH-000341,-1.24857993929303
ACH-000348,-1.3434738517901506
ACH-000350,-1.215715856923821
ACH-000352,-1.3150856921179217
ACH-000356,-1.371730123177002
ACH-000361,-1.304068701746885
ACH-000362,-1.244065797435469
ACH-000363,-1.2831874963938226
ACH-000364,-1.2212433993080076
ACH-000365,-1.2398090941901443
ACH-000366,-1.3190945000505745
ACH-000368,-1.0207741148984104
ACH-000374,-1.4741895056327559
ACH-000375,-1.4564199256491503
ACH-000376,-1.3143374740720388
ACH-000381,-1.3887704553199476
ACH-000383,-1.1950391349967393
ACH-000387,-1.5482841396473983
ACH-000389,-1.5726048640472785
ACH-000390,-1.2087301179873502
ACH-000393,-1.3597007943651502
ACH-000395,-1.3153687697822007
ACH-000396,-1.370830807882449
ACH-000397,-1.3024796759458075
ACH-000401,-1.0952837019033164
ACH-000402,-1.0433578614130057
ACH-000403,-1.5679779543471506
ACH-000404,-1.27471754239561
ACH-000406,-1.3780346209008525
ACH-000407,-1.2104955952497458
ACH-000408,-1.2874674337539689
ACH-000410,-1.2173773263130965
ACH-000411,-1.2630208346953082
ACH-000414,-1.3868862981225292
ACH-000415,-1.3880404968484212
ACH-000416,-1.2173560167982092
ACH-000420,-1.3246779959839712
ACH-000421,-1.2955696556968763
ACH-000424,-1.242569217567613
ACH-000425,-1.0817601575131306
ACH-000426,-1.3844072201178093
ACH-000427,-1.2016479660460382
ACH-000433,-1.3125968737999552
ACH-000435,-1.5422921241948684
ACH-000436,-1.4833770495801286
ACH-000444,-1.014510620906646
ACH-000445,-1.157339395609002
ACH-000448,-1.3173677915607624
ACH-000450,-1.6773355263967025
ACH-000452,-1.246936236821051
ACH-000454,-1.251406468130559
ACH-000458,-1.4529331404670194
ACH-000459,-1.8841337571678345
ACH-000460,-1.3804390389015295
ACH-000461,-1.216735929343108
ACH-000463,-1.247101358502011
ACH-000464,-1.2679235558194266
ACH-000466,-1.2366186184776826
ACH-000467,-1.146418966361187
ACH-000468,-1.376349537955757
ACH-000469,-1.5156319387419437
ACH-000470,-1.5880945736545469
ACH-000471,-1.3967294552926897
ACH-000472,-1.1579499203771804
ACH-000473,-1.0769049377102171
ACH-000475,-1.3477807922108318
ACH-000476,-1.3775224882319472
ACH-000477,-1.524654808149468
ACH-000479,-1.052019161605072
ACH-000480,-1.2828649958500793
ACH-000481,-1.5811479506252837
ACH-000483,-1.8284072876650208
ACH-000484,-1.3686575216407781
ACH-000485,-1.3332358111839455
ACH-000486,-1.2283080071522363
ACH-000487,-1.3421898265043468
ACH-000488,-1.3744757897543791
ACH-000490,-1.2028263051796075
ACH-000491,-1.2913159287363631
ACH-000495,-1.2509378209362438
ACH-000496,-1.4077930706071111
ACH-000499,-1.0011693049973382
ACH-000500,-1.506852755398581
ACH-000502,-1.2930684045328509
ACH-000503,-1.7005573976823949
ACH-000505,-1.3358771545181467
ACH-000507,-1.4646779557460416
ACH-000510,-1.1696399943558642
ACH-000511,-1.2200008452608886
ACH-000512,-1.2536768008337469
ACH-000516,-1.3446999835027025
ACH-000517,-1.5041374198152924
ACH-000518,-1.2170036121478909
ACH-000520,-1.3783532219864618
ACH-000521,-1.2317201042116868
ACH-000522,-1.398659737786677
ACH-000524,-1.5361195551799898
ACH-000527,-1.2550283528096506
ACH-000528,-1.3769822442757875
ACH-000537,-1.4346994130494966
ACH-000541,-1.5164026040211158
ACH-000542,-1.2566088940088609
ACH-000544,-1.3690831483598125
ACH-000545,-1.182499549728207
ACH-000547,-1.381093550904556
ACH-000548,-1.1371952091952129
ACH-000549,-1.1458252221508838
ACH-000550,-1.3417675400677973
ACH-000552,-1.4682217862985247
ACH-000556,-1.2980276085352074
ACH-000557,-1.2347351538162985
ACH-000569,-1.072420946653051
ACH-000570,-1.1667679632792791
ACH-000571,-1.449473033609084
ACH-000573,-1.4133354945738985
ACH-000576,-1.1630723167759571
ACH-000579,-0.9497814578046716
ACH-000580,-1.2181124938484296
ACH-000584,-1.3477250330695778
ACH-000585,-1.2890931646816624
ACH-000588,-1.248250976842178
ACH-000589,-1.3199066032660751
ACH-000591,-1.164113475848744
ACH-000593,-1.3657354858537296
ACH-000600,-1.3689940046634177
ACH-000601,-1.3454995541120516
ACH-000605,-1.2303779855855888
ACH-000606,-1.2926056157559391
ACH-000608,-1.5207397663298248
ACH-000614,-1.2564014501478973
ACH-000616,-1.2036277131511863
ACH-000618,-1.0734330831691679
ACH-000619,-1.3568327964340907
ACH-000620,-1.3589006759081463
ACH-000621,-1.333455560378331
ACH-000622,-1.4911622750742886
ACH-000623,-1.3218379856591318
ACH-000624,-1.4260671653076091
ACH-000627,-1.2142241108686975
ACH-000630,-1.2772571233306014
ACH-000631,-1.30103513681059
ACH-000632,-1.283928075658065
ACH-000633,-1.3288412869354826
ACH-000637,-1.2936693493065692
ACH-000638,-1.3116032653375935
ACH-000646,-1.3149290649426644
ACH-000647,-1.3360061428617895
ACH-000648,-1.511269714119279
ACH-000649,-1.2965099725422324
ACH-000651,-1.3366830646951906
ACH-000652,-1.2359725899506622
ACH-000653,-1.534906600296861
ACH-000657,-1.3995857888313366
ACH-000658,-1.224075505606941
ACH-000661,-1.4046672502473707
ACH-000662,-1.5355376025222816
ACH-000663,-1.3389618455105412
ACH-000665,-1.275215784283667
ACH-000671,-1.1146338989418492
ACH-000672,-1.4699870241413031
ACH-000673,-1.351993884243483
ACH-000676,-1.1467533518425015
ACH-000677,-1.1289762912457029
ACH-000681,-1.2626646957812206
ACH-000683,-1.3569862235371006
ACH-000684,-1.2586913286885364
ACH-000688,-1.9003144602131847
ACH-000693,-1.3767094835789244
ACH-000694,-1.1750541881306222
ACH-000695,-0.9895482664229466
ACH-000696,-1.316213874801169
ACH-000697,-1.2121624313955168
ACH-000699,-1.4130401496740201
ACH-000701,-1.196141490495288
ACH-000706,-1.164320588761264
ACH-000711,-1.386403053868458
ACH-000713,-1.2631235439726032
ACH-000714,-1.348931520716858
ACH-000718,-1.3831463833783089
ACH-000720,-1.3736530754472451
ACH-000721,-1.2890994712263164
ACH-000724,-1.4807386182591444
ACH-000725,-1.5755911833958385
ACH-000732,-1.184709630630141
ACH-000734,-1.3583865719783454
ACH-000735,-1.2464857003136465
ACH-000736,-1.4521050238314652
ACH-000738,-1.2435519285951155
ACH-000746,-1.2539549966854966
ACH-000747,-1.3114723296183566
ACH-000748,-1.3199155766793262
ACH-000753,-1.2818158213285542
ACH-000756,-1.1652549781153203
ACH-000757,-1.3101553063036695
ACH-000758,-1.3893564495222168
ACH-000760,-1.2800905377230694
ACH-000762,-1.4409580970970204
ACH-000763,-1.4696638187117148
ACH-000764,-1.1705491170755853
ACH-000765,-0.997720226889602
ACH-000766,-1.3169833557962565
ACH-000767,-1.4478112354224943
ACH-000768,-1.3533328446753978
ACH-000769,-1.3266173945257982
ACH-000770,-1.3253632402076645
ACH-000771,-1.6465123421277004
ACH-000773,-1.2512515839281688
ACH-000776,-1.274572151788682
ACH-000777,-1.3057447217238094
ACH-000778,-1.6191293752158211
ACH-000781,-1.398366825154984
ACH-000782,-1.271515203366563
ACH-000783,-1.3823391125892113
ACH-000784,-1.3307414128303572
ACH-000785,-1.3268386210441867
ACH-000787,-1.4001490108090124
ACH-000788,-1.3251048650651926
ACH-000791,-1.244096887622144
ACH-000792,-1.380956942254154
ACH-000794,-1.232718123286254
ACH-000796,-1.279535174807788
ACH-000798,-1.494719668722813
ACH-000799,-1.102256431624902
ACH-000800,-1.8332015945122635
ACH-000802,-1.3217607361416661
ACH-000804,-1.5768181763229874
ACH-000805,-1.2091397524171248
ACH-000809,-1.304650014521081
ACH-000810,-1.262443653226792
ACH-000811,-1.3799017533597335
ACH-000817,-1.301744967066859
ACH-000819,-1.3336123583037978
ACH-000820,-1.1267967624167163
ACH-000821,-1.5660812484611777
ACH-000822,-1.0994100878712996
ACH-000823,-1.4323837754397937
ACH-000824,-1.1602476030168032
ACH-000827,-1.2132130016638356
ACH-000829,-1.331493649296709
ACH-000831,-1.1631480533218996
ACH-000832,-1.394381701701258
ACH-000833,-1.7188897141554986
ACH-000834,-1.2426542075552842
ACH-000835,-1.2942221042809328
ACH-000836,-1.4848892485379424
ACH-000837,-1.2513098241657374
ACH-000838,-1.282466113738983
ACH-000839,-1.1499321276413692
ACH-000840,-1.5039677714496358
ACH-000841,-1.2951896083451615
ACH-000843,-1.4445818767809204
ACH-000846,-1.16325722759601
ACH-000847,-1.2907481553415527
ACH-000848,-1.4274606563999628
ACH-000849,-1.3635637339301527
ACH-000851,-1.3690288604550678
ACH-000855,-1.1575993309121415
ACH-000856,-1.301594430929049
ACH-000858,-1.2481093296957757
ACH-000859,-1.4605108824352302
ACH-000861,-1.2622932064068546
ACH-000862,-1.3424567620973382
ACH-000865,-1.1206867808064198
ACH-000866,-1.2726126936683109
ACH-000867,-1.4424276634483353
ACH-000869,-1.281115481523315
ACH-000872,-1.2879473691880687
ACH-000873,-1.3507646878931483
ACH-000876,-1.5087003482718633
ACH-000878,-1.2763899338109457
ACH-000880,-1.585243946679232
ACH-000881,-1.2653319448959928
ACH-000882,-1.3333677488925395
ACH-000884,-1.0962253454574795
ACH-000885,-1.317486874762293
ACH-000887,-1.198168262104727
ACH-000889,-1.3411395901427203
ACH-000896,-1.6142607080087268
ACH-000898,-1.3376603007686565
ACH-000900,-1.3525710964233295
ACH-000901,-1.367903708867337
ACH-000905,-1.198205896929546
ACH-000906,-1.2440674637755913
ACH-000907,-1.299602335872762
ACH-000910,-1.4488681578288167
ACH-000911,-1.3583201840299066
ACH-000912,-1.3558727361643848
ACH-000913,-1.3627208102921238
ACH-000915,-1.237929589411805
ACH-000916,-1.1987326283315063
ACH-000917,-1.4271094949141254
ACH-000920,-0.9879820467773202
ACH-000921,-1.1809205913318574
ACH-000924,-1.181013043533874
ACH-000926,-1.182064343186186
ACH-000928,-1.4858703937792617
ACH-000929,-1.4339141581307144
ACH-000932,-1.047940159304565
ACH-000935,-1.2749682420057464
ACH-000936,-1.2056675478087449
ACH-000937,-1.4850653416432331
ACH-000938,-1.3386945971621669
ACH-000939,-1.5472093000446432
ACH-000941,-1.4648825371317582
ACH-000943,-1.612533879739055
ACH-000946,-1.4358337189601722
ACH-000947,-1.50600060811757
ACH-000948,-1.5201763781524738
ACH-000950,-1.0632001012313903
ACH-000953,-1.3877288547580506
ACH-000954,-1.274729505822545
ACH-000957,-1.301883349260926
ACH-000958,-1.2642047006094348
ACH-000960,-1.3409474792273488
ACH-000963,-1.2242108555521822
ACH-000968,-1.320705149805781
ACH-000969,-1.3582675337178236
ACH-000972,-1.4122291815260724
ACH-000973,-1.3819239553463685
ACH-000974,-1.3490850192033172
ACH-000978,-2.083713956623846
ACH-000984,-1.0607482887847877
ACH-000986,-1.2867823891714425
ACH-000988,-1.846242726538716
ACH-000993,-1.4593201089716308
ACH-000994,-1.7211427903373069
ACH-000996,-1.4234946534549595
ACH-001001,-1.197274598438833
ACH-001020,-1.4613456244160496
ACH-001028,-1.3208866634182514
ACH-001031,-1.5320922598892377
ACH-001038,-1.4938190727531644
ACH-001048,-1.4700508644767074
ACH-001050,-1.1379995417551017
ACH-001053,-1.2874935385939126
ACH-001054,-1.0263822050481335
ACH-001061,-1.226470487594707
ACH-001067,-1.4305474585764981
ACH-001075,-1.2589262165777082
ACH-001096,-1.4518126138505
ACH-001111,-1.5620589012395056
ACH-001119,-1.3876233500844708
ACH-001128,-1.3431096636597817
ACH-001134,-1.37405009894114
