,FOXC2 (2303)
ACH-000004,-0.37372764631583305
ACH-000005,-0.4692830435970001
ACH-000007,-0.3685556849433891
ACH-000009,-0.2985944979194444
ACH-000011,-0.4316052556386169
ACH-000012,-0.36172334248131893
ACH-000013,-0.29659560266652196
ACH-000014,-0.4755461534911071
ACH-000015,-0.2456295861903674
ACH-000017,-0.319247705209456
ACH-000018,-0.3543361931885852
ACH-000019,-0.18376706964121048
ACH-000021,-0.32947794012900544
ACH-000022,-0.25505145168009924
ACH-000025,-0.4901836758892809
ACH-000028,-0.1796066135991642
ACH-000030,-0.3050843228678801
ACH-000035,-0.16020614281657994
ACH-000036,-0.4458836105266789
ACH-000037,-0.2550613993412953
ACH-000039,-0.2461827142892928
ACH-000040,-0.5374746335073924
ACH-000041,-0.26161749672785284
ACH-000042,-0.3578801071801304
ACH-000045,-0.16882087675917448
ACH-000047,-0.049408628589117806
ACH-000052,-0.34845796779779165
ACH-000053,-0.21326563964627165
ACH-000054,-0.5388288068350295
ACH-000055,-0.010846708968792014
ACH-000060,-0.3418118321936315
ACH-000067,-0.11173478139849256
ACH-000070,-0.4557094029677846
ACH-000075,-0.12177723539784208
ACH-000078,-0.29862498173086194
ACH-000082,-0.8619471151924316
ACH-000085,-0.3349241979695693
ACH-000086,-0.1564675652127775
ACH-000087,0.018869612088022226
ACH-000092,-0.2764332592406038
ACH-000095,-0.36112945960574333
ACH-000097,-0.3111712792075081
ACH-000098,-0.8157640920047229
ACH-000099,-0.2596213587812805
ACH-000108,-0.20236778305142095
ACH-000113,-0.3136808299506165
ACH-000116,-0.2983600753015051
ACH-000118,-0.24587148046501955
ACH-000120,-0.30074796704913404
ACH-000123,-0.3325230502648638
ACH-000127,-0.3916738309124085
ACH-000128,-0.1744619580371035
ACH-000132,-0.21326105538734755
ACH-000133,-0.3698053019951945
ACH-000137,-0.3388264474412195
ACH-000138,-0.3779452612821048
ACH-000142,-0.3862435723592049
ACH-000143,-0.223538289030634
ACH-000146,-0.32574006517613924
ACH-000148,-0.6213493406135334
ACH-000150,-0.2068366600899824
ACH-000152,-0.44028757405855984
ACH-000153,-0.2588769568087399
ACH-000159,-0.2206202391693311
ACH-000160,-0.1705476159548657
ACH-000163,-0.7919868957095741
ACH-000167,-0.1927300776999551
ACH-000168,-0.3038178309684695
ACH-000169,-0.2484180036804789
ACH-000178,-0.2663827086704472
ACH-000183,-0.4247068327366416
ACH-000188,-0.11027516095521914
ACH-000189,-0.3602818885043197
ACH-000190,-0.4065133161625436
ACH-000198,-0.30950267893066385
ACH-000203,-0.026759365579599657
ACH-000204,-0.1225522560976197
ACH-000206,-0.2060980438496781
ACH-000207,-0.2346855243801103
ACH-000208,-0.18286003076603344
ACH-000210,-0.6843130277453086
ACH-000211,-0.3033791230459749
ACH-000215,-0.17888643842881444
ACH-000221,-0.1982521165221488
ACH-000222,-0.2897630911822642
ACH-000223,-0.2301849147438775
ACH-000226,-0.1808949575433421
ACH-000227,-0.462087498247398
ACH-000228,-0.22031208771916905
ACH-000231,-0.17390985192549385
ACH-000232,-0.492976060694696
ACH-000233,-0.3515956908411564
ACH-000234,-0.4204534282153857
ACH-000235,-0.3056042760615225
ACH-000237,-0.3483666011525901
ACH-000238,-0.2839664147990029
ACH-000242,0.10795618250615928
ACH-000243,-0.19342905252443576
ACH-000244,-0.7285954424533448
ACH-000246,-0.2927363928242959
ACH-000248,-0.3943180734480663
ACH-000250,-0.3468342138450815
ACH-000251,-0.5355256313691178
ACH-000252,-0.08268230544655478
ACH-000253,-0.2450842505493489
ACH-000255,-0.3939591419700375
ACH-000256,-0.3446229634601697
ACH-000257,-0.3667120125616824
ACH-000258,-0.38005677548595
ACH-000259,-0.3292649620809285
ACH-000260,-0.21448502772614936
ACH-000261,-0.2513243335187673
ACH-000262,-0.05893620837718086
ACH-000263,-0.04599554849171044
ACH-000264,-0.2823537350670913
ACH-000265,-0.18775787578332506
ACH-000266,-0.265367833579327
ACH-000272,-0.2855381039356713
ACH-000274,-0.6938990109789521
ACH-000277,-0.3431379566885403
ACH-000278,-0.18961400892585614
ACH-000279,-0.31549483359383795
ACH-000280,-0.2496281420498976
ACH-000281,-0.46369267452324
ACH-000288,-0.3138898791239769
ACH-000291,-0.19861713328658076
ACH-000293,-0.1813684466278864
ACH-000294,-0.3168262731885742
ACH-000295,-0.34874401874116445
ACH-000296,-0.051327704177660034
ACH-000302,-0.17644616415295533
ACH-000304,-0.11837073329223992
ACH-000307,-0.3426220904227762
ACH-000308,-0.30329173295209183
ACH-000310,-0.4206868107791959
ACH-000311,-0.32547780549640165
ACH-000312,-0.34495876642577955
ACH-000315,-0.3695582629212705
ACH-000316,-0.24105931471352046
ACH-000317,-0.1737958163375337
ACH-000318,-0.18031745792589307
ACH-000319,-0.39271162654354985
ACH-000320,-0.3809781376360518
ACH-000322,-0.24022811141284425
ACH-000323,-0.2540800440854425
ACH-000324,-0.2567952681611432
ACH-000329,-0.20066901508574592
ACH-000330,-0.06117660461679176
ACH-000331,-0.3456566127092132
ACH-000332,-0.27781358822224
ACH-000334,-0.2560088050883221
ACH-000335,-0.21564303843741853
ACH-000336,-0.16238288674377716
ACH-000337,-0.2843463788800553
ACH-000338,0.10769664383496644
ACH-000339,-0.26576020336944545
ACH-000341,-0.42593002339459424
ACH-000348,-0.3142990541892152
ACH-000350,-0.4231645159711104
ACH-000352,-0.4708385826402879
ACH-000356,-0.5606642208354203
ACH-000361,-0.3418571481598857
ACH-000362,-0.30136300574481245
ACH-000363,-0.2852865212686891
ACH-000364,-0.3162549416827006
ACH-000365,-0.3473359904253919
ACH-000366,-0.2857985015107257
ACH-000368,-0.2367540611456195
ACH-000374,-0.23002725291297454
ACH-000375,-0.1667750993781994
ACH-000376,-0.21536073679940887
ACH-000381,-0.1283469418786964
ACH-000383,-0.5202638412407478
ACH-000387,-0.23071312846729966
ACH-000389,-0.24292821168445555
ACH-000390,-0.22017259603153036
ACH-000393,-0.47965708671256496
ACH-000395,-0.35504677852363314
ACH-000396,-0.16147771674499084
ACH-000397,-0.2987342932721756
ACH-000401,-0.3199909902340112
ACH-000402,-0.4105665835143907
ACH-000403,-0.3285940921501289
ACH-000404,-0.1945015379709161
ACH-000406,-0.25884289307925523
ACH-000407,-0.4424041427411214
ACH-000408,-0.3259186346010224
ACH-000410,-0.08686722772552585
ACH-000411,-0.5141862237755987
ACH-000414,-0.5172684834694813
ACH-000415,-0.06087741505984106
ACH-000416,-0.4329362714381895
ACH-000420,-0.4966480137658186
ACH-000421,-0.3329632691860556
ACH-000424,0.024046814942087144
ACH-000425,-0.2609440756386105
ACH-000426,-0.21751569419085412
ACH-000427,-0.2534569935548845
ACH-000433,-0.32789213221377955
ACH-000435,-0.5551156782980677
ACH-000436,-0.27843712056467895
ACH-000444,-0.4075195429689429
ACH-000445,-0.2709444315810107
ACH-000448,-0.32792152950484976
ACH-000450,-0.30773285440439496
ACH-000452,-0.2062747591264056
ACH-000454,-0.21767467788286146
ACH-000458,-0.28013372677445875
ACH-000459,-0.1636756265082946
ACH-000460,-0.0008870692629583111
ACH-000461,-0.1719428001131138
ACH-000463,-0.23896287641565905
ACH-000464,-0.8811140643391756
ACH-000466,-0.41774091118629225
ACH-000467,-0.3806565854186743
ACH-000468,-0.28959555783811586
ACH-000469,-0.528622991230281
ACH-000470,-0.35738374271375617
ACH-000471,-0.25974398819459343
ACH-000472,-0.3058540285621931
ACH-000473,-0.3295676344534337
ACH-000475,-0.31188766140681584
ACH-000476,-0.7293695527990656
ACH-000477,-0.2071592587029115
ACH-000479,-0.176776181357661
ACH-000480,-0.017463304987115437
ACH-000481,-0.2602118736488765
ACH-000483,-0.19857007706205085
ACH-000484,-0.5302782426261672
ACH-000485,-0.3388528022932124
ACH-000486,-0.2736407683122171
ACH-000487,-0.2656388435545488
ACH-000488,-0.2032039756299999
ACH-000490,-0.31148442969789114
ACH-000491,-0.2884378099796053
ACH-000495,0.0051152015883543685
ACH-000496,-0.29639533060359896
ACH-000499,0.056261183528996894
ACH-000500,-0.3133482196147484
ACH-000502,-0.4502830984722437
ACH-000503,-0.241029098855418
ACH-000505,-0.40895114498723545
ACH-000507,-0.2668355870395219
ACH-000510,-0.28762303485210083
ACH-000511,-0.3003364682852445
ACH-000512,-0.1804161385047663
ACH-000516,-0.08280207196976783
ACH-000517,-0.2271298829024524
ACH-000518,-0.36586512525129417
ACH-000520,-0.2623409836169891
ACH-000521,-0.27361069570590885
ACH-000522,-0.4225288383593732
ACH-000524,-0.20293472879907135
ACH-000527,-0.224942772662293
ACH-000528,-0.2216240610374152
ACH-000537,-0.24592734001309355
ACH-000541,-0.061583712175202726
ACH-000542,-0.39199069627020655
ACH-000544,-0.33675732794224994
ACH-000545,-0.3543628886981021
ACH-000547,-0.1978770492368628
ACH-000548,-0.33544223395730965
ACH-000549,-0.2048718668424735
ACH-000550,-0.063172225238839
ACH-000552,-0.2433877076779839
ACH-000556,-0.24729700044473235
ACH-000557,-0.3422236063380635
ACH-000569,-0.2998349892163568
ACH-000570,-0.25175835179574524
ACH-000571,-0.3179893849886138
ACH-000573,-0.2338556298057795
ACH-000576,-0.2357282169847101
ACH-000579,-0.44507211609629016
ACH-000580,-0.244966675458428
ACH-000584,-0.3136193786561334
ACH-000585,-0.05159621828258082
ACH-000588,-0.2699392675415906
ACH-000589,-0.22175325927651302
ACH-000591,-0.18493721229091556
ACH-000593,-0.488621742735437
ACH-000600,-0.06867786059431877
ACH-000601,-0.3142187784048185
