,VIPAS39 (63894)
ACH-000004,0.09917271204933477
ACH-000005,-0.28955438298785985
ACH-000007,-0.03437051432060536
ACH-000009,0.01226923814375414
ACH-000011,0.07517828268146001
ACH-000012,0.17756614282191974
ACH-000013,-0.006607301835646999
ACH-000014,-0.0037096813039305615
ACH-000015,-0.09320338374022624
ACH-000017,-0.12408150709394485
ACH-000018,-0.09499922362956292
ACH-000019,-0.14150417508771165
ACH-000021,-0.015240920805996169
ACH-000022,-0.14643115670280152
ACH-000025,0.03501120589857301
ACH-000028,-0.08180632677709042
ACH-000030,0.06970056241004982
ACH-000035,-0.03560376866419509
ACH-000036,-0.08035088440171936
ACH-000037,0.025679330076093455
ACH-000039,0.0463247519469111
ACH-000040,-0.0970173165249829
ACH-000041,0.041955984998531724
ACH-000042,-0.10157208103982704
ACH-000045,-0.003962185245699386
ACH-000047,-0.09023282462295544
ACH-000052,-0.0033203750224975355
ACH-000053,-0.04483988579615303
ACH-000054,-0.03593619823971833
ACH-000055,-0.1187182953030817
ACH-000060,-0.16747199685624298
ACH-000067,0.0021618512903251656
ACH-000070,0.0813340456230529
ACH-000075,-0.06956538979014736
ACH-000078,-0.023142825895024786
ACH-000082,-0.2434591610215885
ACH-000085,0.05439306388971953
ACH-000086,-0.08127386399481529
ACH-000087,-0.1200726842887266
ACH-000092,-0.029524410207922357
ACH-000095,-0.07157342862133431
ACH-000097,0.1429424476520431
ACH-000098,-0.027100479722153795
ACH-000099,-0.09788836142546613
ACH-000108,-0.08783537497981296
ACH-000113,0.09577587732903027
ACH-000116,0.05302961393114408
ACH-000118,-0.005465123201987486
ACH-000120,-0.10865626548532538
ACH-000123,-0.1121363730514122
ACH-000127,-0.1952072172863804
ACH-000128,-0.04520609829102408
ACH-000132,0.014041994710917476
ACH-000133,-0.03148686931326974
ACH-000137,-0.09018894381111653
ACH-000138,0.01188630016225613
ACH-000142,-0.04889192821646353
ACH-000143,-0.22354488222447505
ACH-000146,-0.021714891874338543
ACH-000148,-0.0837333370398545
ACH-000150,0.010249161978976472
ACH-000152,-0.0988591482161802
ACH-000153,-0.03183897592604111
ACH-000159,-0.04408912016634674
ACH-000160,-0.07323175156847513
ACH-000163,-0.009298618136802954
ACH-000167,-0.19654642101822906
ACH-000168,0.10500330253960227
ACH-000169,-0.026396131997058567
ACH-000178,0.027247323884589947
ACH-000183,-0.2747551807353359
ACH-000188,0.013716619504100342
ACH-000189,0.03254801843502135
ACH-000190,-0.0896465366542368
ACH-000198,0.048367098489060734
ACH-000203,-0.2082292566628872
ACH-000204,0.11500601430692635
ACH-000206,-0.05177857614674308
ACH-000207,-0.07207751737293845
ACH-000208,0.168910823645918
ACH-000210,-0.20872044604378406
ACH-000211,-0.04011746998836389
ACH-000215,-0.0558527781547432
ACH-000221,0.07105990829074586
ACH-000222,-0.3097338634470507
ACH-000223,-0.10665144945927688
ACH-000226,0.047383766937380285
ACH-000227,-0.06475707794414344
ACH-000228,-0.1858250138233592
ACH-000231,-0.1472051830057126
ACH-000232,-0.016978555676233745
ACH-000233,-0.03982797663997915
ACH-000234,0.07972212988980659
ACH-000235,-0.07819188611638976
ACH-000237,0.1598347906235369
ACH-000238,-0.3037173739219275
ACH-000242,0.1775147279413917
ACH-000243,-0.02181522576589009
ACH-000244,-0.12177755426562355
ACH-000246,-0.11489645076164764
ACH-000248,-0.2820895162482965
ACH-000250,-0.0911655653895107
ACH-000251,0.03779111320668349
ACH-000252,-0.11092709747884014
ACH-000253,-0.029000880032350258
ACH-000255,0.02387825826812798
ACH-000256,-0.0662468251217866
ACH-000257,-0.2837334173202874
ACH-000258,0.21692571937096888
ACH-000259,0.022442067584530337
ACH-000260,0.0241839098416797
ACH-000261,-0.030460866461148508
ACH-000262,-0.173704748049072
ACH-000263,-0.2627723405523315
ACH-000264,-0.11582945653455334
ACH-000265,0.12299624246768052
ACH-000266,-0.004298928395056802
ACH-000272,-0.2679055370177128
ACH-000274,-0.036555820254320436
ACH-000277,-0.17642024336157944
ACH-000278,-0.16563217555866716
ACH-000279,-0.04186169774727072
ACH-000280,-0.12493115523867265
ACH-000281,-0.043140394306249136
ACH-000288,-0.07852820453581283
ACH-000291,-0.03253232463929274
ACH-000293,-0.05254723434392434
ACH-000294,-0.2995819116836566
ACH-000295,-0.11601542082007968
ACH-000296,-0.11843680503950745
ACH-000302,-0.12003105719425998
ACH-000304,0.07898180018089061
ACH-000307,-0.020617734590758063
ACH-000308,-0.013409209201139962
ACH-000310,-0.04905102438683975
ACH-000311,-0.10449212691483767
ACH-000312,0.15536434258759166
ACH-000315,-0.2075511060893344
ACH-000316,-0.03952103093057913
ACH-000317,-0.17568571096120733
ACH-000318,-0.15115516953600153
ACH-000319,-0.13223527377403047
ACH-000320,0.1549016119404692
ACH-000322,0.018998082269169655
ACH-000323,-0.12593689439140338
ACH-000324,-0.07714414427224431
ACH-000329,-0.009011655330464486
ACH-000330,-0.07120245637777146
ACH-000331,0.1697907018532177
ACH-000332,-0.019932803090215803
ACH-000334,-0.38096952855310906
ACH-000335,0.11985433205459135
ACH-000336,0.1109539082682691
ACH-000337,-0.29492653006074665
ACH-000338,0.2547197370599142
ACH-000339,0.018128371431236582
ACH-000341,-0.053176210244294565
ACH-000348,0.06058855345009985
ACH-000350,-0.07389740350798446
ACH-000352,0.03727686749344752
ACH-000356,0.07020294420868646
ACH-000361,0.04808180168991125
ACH-000362,-0.1161121370913622
ACH-000363,0.03990379116440163
ACH-000364,-0.11299744216186597
ACH-000365,-0.2904491023633941
ACH-000366,-0.013919615937493584
ACH-000368,-0.1357118174138091
ACH-000374,0.016877249566478042
ACH-000375,-0.3034432255309141
ACH-000376,-0.03932476947798705
ACH-000381,-0.05526981330249425
ACH-000383,-0.10142835410994504
ACH-000387,-0.05085062842914953
ACH-000389,-0.10260934504843812
ACH-000390,-0.2568924581764775
ACH-000393,-0.062411216154355374
ACH-000395,-0.15813904730255668
ACH-000396,-0.01624485647427731
ACH-000397,-0.17827613589887573
ACH-000401,-0.0827753471877267
ACH-000402,-0.3825293886348472
ACH-000403,-0.03488952254762687
ACH-000404,-0.21979397823024788
ACH-000406,0.04009555037615837
ACH-000407,0.0025490829760068732
ACH-000408,0.06746737615442246
ACH-000410,0.12762743310387245
ACH-000411,-0.2920834978737937
ACH-000414,0.06648756358512163
ACH-000415,-0.10899461325576286
ACH-000416,-0.07272558599169537
ACH-000420,0.09397921647780866
ACH-000421,-0.12596001192189693
ACH-000424,-0.2190478817523484
ACH-000425,-0.02571307147178432
ACH-000426,0.10077534664600307
ACH-000427,0.014171759974137716
ACH-000433,-0.13929836079220395
ACH-000435,0.2482977882907205
