,GADL1 (339896)
ACH-000004,0.07653040168527858
ACH-000005,0.11422814675643085
ACH-000007,0.1668118409566924
ACH-000009,0.1669767573508383
ACH-000011,0.16166882151910694
ACH-000012,0.17633176188890295
ACH-000013,0.1718176868131088
ACH-000014,0.21590393116269654
ACH-000015,0.21668233828213612
ACH-000017,0.019031466545404108
ACH-000018,0.0614870343295589
ACH-000019,0.1642732889677012
ACH-000021,0.1927959036222286
ACH-000022,0.12088881748155855
ACH-000025,0.09976409872181434
ACH-000028,0.2095148682152216
ACH-000030,0.19280409750736846
ACH-000035,0.18324996067671528
ACH-000036,0.16083347220974048
ACH-000037,0.12545782555100668
ACH-000039,0.20639592904445792
ACH-000040,0.21682779983402992
ACH-000041,0.2425320701899313
ACH-000042,0.027295987314087743
ACH-000045,0.2374472443910197
ACH-000047,0.23061698285119905
ACH-000052,0.2185290571216512
ACH-000053,0.09341321690678947
ACH-000054,0.1773987393127741
ACH-000055,0.08009404811693313
ACH-000060,0.03808902352719986
ACH-000067,0.1509049201984952
ACH-000070,0.24914145954159456
ACH-000075,0.11716256083214845
ACH-000078,0.2770298790472916
ACH-000082,0.16218841647580354
ACH-000085,0.16417183660010845
ACH-000086,0.07842835297298019
ACH-000087,0.049714309578900884
ACH-000092,0.10449722940773143
ACH-000095,0.12929475740835145
ACH-000097,0.14534632420868224
ACH-000098,0.11240678099126268
ACH-000099,0.09103651865303536
ACH-000108,0.15758894519644925
ACH-000113,0.14495907500315044
ACH-000116,0.1818366196456486
ACH-000118,0.1640199676571277
ACH-000120,0.2655992377076729
ACH-000123,0.19498919184067068
ACH-000127,0.1278145502626556
ACH-000128,0.18377342718974654
ACH-000132,0.15579899450311469
ACH-000133,0.04948649505534663
ACH-000137,0.11002792887988036
ACH-000138,0.12809053691652236
ACH-000142,0.09210420356407638
ACH-000143,-0.04726646948330665
ACH-000146,0.0979024458687908
ACH-000148,0.2786373613288454
ACH-000150,0.012097476200148905
ACH-000152,0.21204826872630247
ACH-000153,0.1339086424491211
ACH-000159,0.15493344201384213
ACH-000160,0.15077474621606873
ACH-000163,0.24361302672327464
ACH-000167,-0.015848288939476155
ACH-000168,0.10000283243063417
ACH-000169,0.18518843054838446
ACH-000178,0.1595199268533111
ACH-000183,0.11898759065805765
ACH-000188,0.14195126687120566
ACH-000189,0.2279545572591057
ACH-000190,0.2560037699151065
ACH-000198,0.057312160051845994
ACH-000203,-0.22194682596838008
ACH-000204,0.1624738844854143
ACH-000206,0.011022583864825394
ACH-000207,0.0034303764902076602
ACH-000208,0.04815953815290883
ACH-000210,0.17985213612092055
ACH-000211,0.14349481796823782
ACH-000215,0.17221627906269166
ACH-000221,0.19150131914655935
ACH-000222,0.1933343729506952
ACH-000223,0.13132270043768113
ACH-000226,0.14362724401154028
ACH-000227,0.14434891677218803
ACH-000228,0.09104831212137866
ACH-000231,0.05771806258457711
ACH-000232,0.16540843713532585
ACH-000233,0.10182094353998553
ACH-000234,-0.0022264535381289656
ACH-000235,0.1247055789227054
ACH-000237,0.2017836679067785
ACH-000238,0.11412420472728507
ACH-000242,0.1970958117007588
ACH-000243,0.16324796124418128
ACH-000244,0.010035776891560554
ACH-000246,0.12314679343016033
ACH-000248,0.15390182781466502
ACH-000250,0.14245843723308033
ACH-000251,0.16788308150148099
ACH-000252,0.2879911036565813
ACH-000253,0.14382719598255791
ACH-000255,0.1345777298551141
ACH-000256,0.1990086793797884
ACH-000257,0.08167391036785931
ACH-000258,0.18542696164156106
ACH-000259,0.037225553234841904
ACH-000260,0.1630599379371854
ACH-000261,0.1226617734251127
ACH-000262,0.12097185595940955
ACH-000263,0.0844853736569744
ACH-000264,0.11050969851762447
ACH-000265,0.1667359447159825
ACH-000266,0.10171453559798474
ACH-000272,0.15869401822559678
ACH-000274,0.0673216658351895
ACH-000277,0.11645008955491724
ACH-000278,0.061062612669872764
ACH-000279,0.13946482370741795
ACH-000280,0.09858282711615288
ACH-000281,0.05929615202241083
ACH-000288,0.17917816181936908
ACH-000291,0.19758819582607395
ACH-000293,0.18256243754018653
ACH-000294,0.07532909135163185
ACH-000295,0.3939162552673495
ACH-000296,0.2545868399263117
ACH-000302,0.15115249117786833
ACH-000304,0.4877871228678788
ACH-000307,0.125049329421726
ACH-000308,0.21296064405925846
ACH-000310,0.060704081090577615
ACH-000311,0.07259753848639176
ACH-000312,0.2419618294409072
ACH-000315,0.02164988922844541
ACH-000316,0.14436836029185515
ACH-000317,0.25707133676599125
ACH-000318,0.18453520578356872
ACH-000319,0.20743963290774597
ACH-000320,-0.03993751910188338
ACH-000322,0.18765803775178191
ACH-000323,0.16109728456220074
ACH-000324,0.13762759476814926
ACH-000329,0.09065302004390577
ACH-000330,0.17431131950926865
ACH-000331,0.08269218279175837
ACH-000332,0.10330204647286673
ACH-000334,0.0640902689906353
ACH-000335,0.1275864543111231
ACH-000336,-0.07203784867753542
ACH-000337,0.2498203406877412
ACH-000338,0.5566354144387549
ACH-000339,0.149193443654957
ACH-000341,0.07957536633317643
ACH-000348,0.08932772895201196
ACH-000350,0.16611828113189814
ACH-000352,0.1944105528547932
ACH-000356,0.015368559820867997
ACH-000361,0.08846237835181169
ACH-000362,0.2154353929647237
ACH-000363,0.15258240260168715
ACH-000364,0.3012461377675155
ACH-000365,0.13926459111824366
ACH-000366,0.1906559720765976
ACH-000368,0.25027198701726405
ACH-000374,0.1661666560305995
ACH-000375,0.14029653133177636
ACH-000376,0.18383642651931828
ACH-000381,0.08074591403982412
ACH-000383,0.16978668123073792
ACH-000387,0.16064608158660978
ACH-000389,0.19180798083366946
ACH-000390,0.2235396025239059
ACH-000393,0.1483917349357886
ACH-000395,0.14136679056672946
ACH-000396,0.2717534865059545
ACH-000397,0.17703866926608813
ACH-000401,0.14776493879511216
ACH-000402,0.14224023047102802
ACH-000403,0.15048664110386994
ACH-000404,0.3111529375822764
ACH-000406,0.08115575540483108
