,STRAP (11171)
ACH-000004,-0.8569778413178079
ACH-000005,-0.6153590749478403
ACH-000007,-0.8447934519117917
ACH-000009,-0.6087455326042985
ACH-000011,-0.8253246041816295
ACH-000012,-0.5071082150470577
ACH-000013,-0.7757059135150772
ACH-000014,-0.9966827118590456
ACH-000015,-0.7065614090352145
ACH-000017,-1.0392624974819398
ACH-000018,-0.6731053509936317
ACH-000019,-0.18924106221956813
ACH-000021,-0.646180128504521
ACH-000022,-1.0031057597436557
ACH-000025,-0.914941844238514
ACH-000028,-0.7511463088173423
ACH-000030,-0.7228514000097171
ACH-000035,-1.0603761701478025
ACH-000036,-0.8424781671659136
ACH-000037,-0.527312136926993
ACH-000039,-0.4794356346260354
ACH-000040,-0.6879219509263353
ACH-000041,-0.9377819247458091
ACH-000042,-0.7736526078896636
ACH-000045,-0.660471099187251
ACH-000047,-0.29307078947054754
ACH-000052,-0.9192023000759204
ACH-000053,-0.8746162467314021
ACH-000054,-0.7761972042983858
ACH-000055,-1.0081102607654138
ACH-000060,-0.8132089963970708
ACH-000067,-0.7770268537913341
ACH-000070,-0.7748966741029388
ACH-000075,-0.8133518986317069
ACH-000078,-0.20924827512596175
ACH-000082,-0.33678176906398394
ACH-000085,-1.2095411391159852
ACH-000086,-0.5744958978737332
ACH-000087,-0.3986743598914648
ACH-000092,-0.7914257989974571
ACH-000095,-0.6208707414266209
ACH-000097,-0.7752634147468287
ACH-000098,-0.5779534282031233
ACH-000099,-0.6882530156675392
ACH-000108,-0.4484501434835541
ACH-000113,-0.81748901316352
ACH-000116,-0.4432482552899035
ACH-000118,-0.7165697367094566
ACH-000120,-0.4280574300567858
ACH-000123,-0.7266634860795428
ACH-000127,-0.7775084717689017
ACH-000128,-0.5302273663794558
ACH-000132,-0.9062484488388975
ACH-000133,-0.4951075909350053
ACH-000137,-0.5166783657982496
ACH-000138,-0.9815323688073072
ACH-000142,-0.8088611021742484
ACH-000143,-0.8470341227153853
ACH-000146,-0.4867172997937686
ACH-000148,-0.6137088086529874
ACH-000150,-0.6405791083973079
ACH-000152,-0.6169813711786512
ACH-000153,-1.110036114794651
ACH-000159,-0.7863334793467768
ACH-000160,-0.6089251931885818
ACH-000163,-0.5355272775715099
ACH-000167,-0.3290830536893363
ACH-000168,-0.8209572556011104
ACH-000169,-0.7611159380148016
ACH-000178,-0.7483953047958208
ACH-000183,-0.9695837793530516
ACH-000188,-0.4831739612710772
ACH-000189,-0.8278170061370695
ACH-000190,-0.8213729659192451
ACH-000198,-0.6856336857640121
ACH-000203,-0.4742802403767113
ACH-000204,-0.7512268161304538
ACH-000206,-0.9772518481512378
ACH-000207,-0.7823862287091021
ACH-000208,-0.6777574869825959
ACH-000210,-0.9901052921817164
ACH-000211,-0.5565623394570091
ACH-000215,-0.8754132175545306
ACH-000221,-0.5841600955965817
ACH-000222,-0.7212124864078447
ACH-000223,-0.8591956184861775
ACH-000226,-0.8801093954055634
ACH-000227,-0.7564190332261721
ACH-000228,-0.6855316620756451
ACH-000231,-0.7756209658816515
ACH-000232,-0.8618970755760148
ACH-000233,-0.9609555214971058
ACH-000234,-0.6402818492328295
ACH-000235,-0.6669831523392401
ACH-000237,-0.6719554430739562
ACH-000238,-0.8617338563556705
ACH-000242,-0.8545673748897681
ACH-000243,-0.9541672039601022
ACH-000244,-0.8590008089864303
ACH-000246,-0.8998100894914962
ACH-000248,-0.8701806767172329
ACH-000250,-0.6986785829886334
ACH-000251,-1.0188580863345809
ACH-000252,-0.6665316987207192
ACH-000253,-0.8546930410841106
ACH-000255,-0.6855631924309937
ACH-000256,-0.81591887777878
ACH-000257,-0.4935023338544234
ACH-000258,-0.7467760539433222
ACH-000259,-0.6922163077706905
ACH-000260,-0.8896937409675044
ACH-000261,-0.8650759364164308
ACH-000262,-0.7181317803198652
ACH-000263,-0.8586398681443628
ACH-000264,-0.4768189602827946
ACH-000265,-0.4734070205230486
ACH-000266,-0.7006139273519378
ACH-000272,-0.6582421160128333
ACH-000274,-0.7381941741866322
ACH-000277,-0.7036805324319164
ACH-000278,-0.3285747398676718
ACH-000279,-0.9020979636413949
ACH-000280,-0.5923441084951501
ACH-000281,-0.7420305569640728
ACH-000288,-0.6662733090904718
ACH-000291,-0.4861128246205623
ACH-000293,-0.7761160770993777
ACH-000294,-0.9699727859864632
ACH-000295,-0.9928097364890724
ACH-000296,-0.22387315137595493
ACH-000302,-0.047095142246721775
ACH-000304,-0.8227527590661815
ACH-000307,-0.9363823988049346
ACH-000308,-0.7372517440164813
ACH-000310,-0.4985428212725659
ACH-000311,-0.8261650977671673
ACH-000312,-0.4738972821572008
ACH-000315,-0.9367750612841051
ACH-000316,-0.7865570332319428
ACH-000317,-1.4032618067291545
ACH-000318,-0.7839535130746977
ACH-000319,-0.4722449910253583
ACH-000320,-0.7607935793311894
ACH-000322,-0.6080647889802023
ACH-000323,-0.6990255481457892
ACH-000324,-0.4076661970918581
ACH-000329,-0.6059169989487871
ACH-000330,-0.8270866456534456
ACH-000331,-0.7939764783318787
ACH-000332,-0.7003313912242751
ACH-000334,-0.5320773846025356
ACH-000335,-0.8485997295100841
ACH-000336,-0.4542509128976326
ACH-000337,-0.8541969652924642
ACH-000338,-0.11133364240723928
ACH-000339,-0.8601441429342493
ACH-000341,-0.4647442957657941
ACH-000348,-0.6415864862364573
ACH-000350,-0.4029491910702169
ACH-000352,-0.4848903668265984
ACH-000356,-0.7652349763386102
ACH-000361,-0.6321739151314089
ACH-000362,-0.8454707067764538
ACH-000363,-1.0908807289536688
ACH-000364,-0.8895433964546586
ACH-000365,-0.8818803381040448
ACH-000366,-0.09753579509770156
ACH-000368,-0.9440289576740296
ACH-000374,-0.4746785805064976
ACH-000375,-0.6646036661291965
ACH-000376,-0.8489540240812915
ACH-000381,-0.25181352878461205
ACH-000383,-0.6026355693815344
ACH-000387,-0.8382792417418238
ACH-000389,-0.6517946456935543
ACH-000390,-0.9428673155884201
ACH-000393,-0.6482971941037322
ACH-000395,-0.8302455420391609
ACH-000396,-0.6538504710601193
ACH-000397,-0.6729610889718384
ACH-000401,-0.8092449368416568
ACH-000402,-0.7194752553898002
ACH-000403,-0.7921985656734791
ACH-000404,-1.450202477909182
ACH-000406,-0.7418084337631372
ACH-000407,-0.8907594522966559
ACH-000408,-0.7401038857149225
ACH-000410,-0.4561318687120305
ACH-000411,-0.640823457991458
ACH-000414,-0.5875080800287872
ACH-000415,-1.0761943040276851
ACH-000416,-0.7895247996273197
ACH-000420,-0.5234326023633561
ACH-000421,-0.5787409423201942
ACH-000424,-0.7969446693972243
ACH-000425,-0.4966154665472281
ACH-000426,-0.7476751954740162
ACH-000427,-0.5264193276844082
ACH-000433,-0.7494890711794213
ACH-000435,-0.633830380684801
ACH-000436,-0.8605783340973564
ACH-000444,-0.6308479188630046
ACH-000445,-0.7763800276359267
ACH-000448,-0.7658053416565025
ACH-000450,-0.9808606254694447
ACH-000452,-0.8737931939597728
ACH-000454,-0.8326671594592439
ACH-000458,-0.9535675225398198
ACH-000459,-0.7153585407396282
ACH-000460,-0.4660263226506674
ACH-000461,-0.29558902436435264
ACH-000463,-0.5059925182169221
ACH-000464,-0.6680285514067157
ACH-000466,-0.7775186689001935
ACH-000467,-0.6522920276365141
ACH-000468,-1.0612576897733252
ACH-000469,-1.006085347848935
ACH-000470,-0.7526451224893916
ACH-000471,-0.19990438487851728
ACH-000472,-0.7395089797955638
ACH-000473,-0.7478189444157319
ACH-000475,-0.4029921811043885
ACH-000476,-0.4120787468000173
ACH-000477,-0.9581684270654488
ACH-000479,-0.8378285545684563
ACH-000480,-0.5787862860450826
ACH-000481,-0.3869921645036664
ACH-000483,-0.5630621202817822
ACH-000484,-0.9410805260027328
ACH-000485,-0.8489733809038278
ACH-000486,-0.7791010241841807
ACH-000487,-0.8635571291246535
ACH-000488,-0.7272641013942301
ACH-000490,-0.8158924388811261
ACH-000491,-0.87222758135388
ACH-000495,-0.9733800502684676
ACH-000496,-0.8545833037263537
ACH-000499,-0.6367762766544091
ACH-000500,-1.0942010329172274
ACH-000502,-0.9134928155821909
ACH-000503,-0.8629524095782027
ACH-000505,-0.7553588566933425
ACH-000507,-0.7933988304271119
ACH-000510,-0.5749343819589111
