,AMHR2 (269)
ACH-000004,-0.19845279111593028
ACH-000005,-0.006414185333252579
ACH-000007,-0.06431577072219216
ACH-000009,-0.13116622187191732
ACH-000011,-0.08634623409727409
ACH-000012,-0.0292918546715556
ACH-000013,-0.031562583763226744
ACH-000014,-0.031792572985245585
ACH-000015,-0.05280709882157037
ACH-000017,-0.04595278193474752
ACH-000018,-0.0051591869189077395
ACH-000019,-0.1343510739222569
ACH-000021,0.0347546628306248
ACH-000022,0.1127321508554597
ACH-000025,-0.002135378343360322
ACH-000028,-0.005942373590001938
ACH-000030,-0.07050788026069077
ACH-000035,-0.14074839577660556
ACH-000036,0.0017611092603309164
ACH-000037,-0.05260328464869002
ACH-000039,-0.10264951968262434
ACH-000040,-0.10013042206314388
ACH-000041,-0.18730106650205092
ACH-000042,-0.017855115170634792
ACH-000045,-0.02926221996535429
ACH-000047,0.10516730165769972
ACH-000052,-0.05346861251101522
ACH-000053,-0.04829410697073528
ACH-000054,-0.041982804761229404
ACH-000055,-0.05067098077300405
ACH-000060,-0.09256955314908973
ACH-000067,-0.18081708070745794
ACH-000070,0.06234255317490992
ACH-000075,0.0014063175771436946
ACH-000078,-0.059153073380355116
ACH-000082,-0.05516419522740888
ACH-000085,-0.1602745046364767
ACH-000086,-0.1025276229644386
ACH-000087,-0.08896386919151522
ACH-000092,-0.07497022134377164
ACH-000095,-0.04450301496615848
ACH-000097,-0.1080124559207538
ACH-000098,0.01956602234455811
ACH-000099,-0.08110568903985653
ACH-000108,0.07712769760717189
ACH-000113,0.04535218719872221
ACH-000116,-0.00709495577025311
ACH-000118,-0.07019219228149033
ACH-000120,0.003145615632832153
ACH-000123,-0.1467196998757761
ACH-000127,-0.019424076083756923
ACH-000128,-0.11625536669705065
ACH-000132,0.06602015729530708
ACH-000133,-0.1933537819041859
ACH-000137,0.044806043195650916
ACH-000138,-0.018582786022693486
ACH-000142,-0.0549350100038864
ACH-000143,-0.191326307353116
ACH-000146,-0.07246387406345275
ACH-000148,-0.09384338836442206
ACH-000150,-0.1732644579842067
ACH-000152,-0.1303655567830749
ACH-000153,-0.120799237351013
ACH-000159,0.030510382097260643
ACH-000160,-0.15809814876313932
ACH-000163,-0.08282680128457078
ACH-000167,-0.021120077209627258
ACH-000168,-0.09975585962235363
ACH-000169,-0.067958027675808
ACH-000178,-0.01134491976159754
ACH-000183,-0.09540974679097612
ACH-000188,-0.011987902766633671
ACH-000189,0.11440062653702425
ACH-000190,-0.054606010502223946
ACH-000198,0.0013009919565207845
ACH-000203,0.022061121777733356
ACH-000204,-0.2541862357489489
ACH-000206,-0.027448867751816024
ACH-000207,0.01571817312994954
ACH-000208,-0.08699837655420319
ACH-000210,0.07714792578790176
ACH-000211,-0.027426740889894892
ACH-000215,-0.07928976214423984
ACH-000221,-0.02494750349024344
ACH-000222,0.020680285405293444
ACH-000223,-0.14428719725741626
ACH-000226,-0.20742583118863744
ACH-000227,-0.06730967322879515
ACH-000228,-0.17427343332798498
ACH-000231,-0.007140127354333606
ACH-000232,0.04371694564043708
ACH-000233,-0.01039759521053168
ACH-000234,-0.16467733451114286
ACH-000235,-0.057427768069596825
ACH-000237,-0.07280096808088207
ACH-000238,-0.1015571436641038
ACH-000242,0.046561386301744126
ACH-000243,-0.031168765932911794
ACH-000244,-0.0911564747106839
ACH-000246,-0.016947611341567994
ACH-000248,-0.11500335229431505
ACH-000250,0.047391453958829065
ACH-000251,-0.1595842535468367
ACH-000252,-0.10272397366845347
ACH-000253,-0.037747244990763484
ACH-000255,0.0228190483506611
ACH-000256,0.004314511242649281
ACH-000257,0.0875276047751233
ACH-000258,0.07294715637221938
ACH-000259,-0.039427493509191766
ACH-000260,-0.1659443080335091
ACH-000261,-0.04680310485057208
ACH-000262,-0.04603534897808273
ACH-000263,-0.16098270170240112
ACH-000264,-0.03667622709632898
ACH-000265,-0.10085377886257177
ACH-000266,-0.08588874218538145
ACH-000272,0.06743036552652493
ACH-000274,-0.14595218821939487
ACH-000277,-0.025748366831275817
ACH-000278,-0.1282649249516505
ACH-000279,-0.07778723906058244
ACH-000280,-0.08693118565250911
ACH-000281,-0.1092549833271231
ACH-000288,-0.03766194957104188
ACH-000291,0.02417512607505399
ACH-000293,0.07665289140971067
ACH-000294,0.0028748317432540104
ACH-000295,-0.051145125064199916
ACH-000296,-0.303892825460818
ACH-000302,-0.02365480625668406
ACH-000304,-0.050897157305189
ACH-000307,-0.0463362367411969
ACH-000308,-0.10449686202265718
ACH-000310,-0.05283884874283987
ACH-000311,-0.03311432796440676
ACH-000312,0.0042427677024371524
ACH-000315,-0.15498423759054605
ACH-000316,0.0022446847841636986
ACH-000317,-0.0162685482976149
ACH-000318,-0.1964134525225099
ACH-000319,-0.15809160189111787
ACH-000320,-0.03299719971073465
ACH-000322,-0.14289174195432455
ACH-000323,-0.04095396752909839
ACH-000324,-0.06703611343714078
ACH-000329,-0.08837348935773323
ACH-000330,0.022351811420784483
ACH-000331,-0.17738756701401584
ACH-000332,-0.06228576608663518
ACH-000334,-0.1485069150931159
ACH-000335,-0.14372565294286233
ACH-000336,-0.04508535413253078
ACH-000337,-0.04747406283060702
ACH-000338,0.05702527716533815
ACH-000339,-0.10340592969332467
ACH-000341,0.007025000196347107
ACH-000348,-0.12305280403486105
ACH-000350,-0.1074904011649188
ACH-000352,-0.045087246731484495
ACH-000356,-0.02053482777471679
ACH-000361,0.13487611784632586
ACH-000362,-0.07574113462986536
ACH-000363,-0.11386273726748596
ACH-000364,-0.03869344004473863
ACH-000365,-0.08976137546221796
ACH-000366,-0.08923438776990186
ACH-000368,0.08533909130231503
ACH-000374,-0.11615321424250813
ACH-000375,0.03777038965430711
ACH-000376,-0.006445568837742935
ACH-000381,-0.04952380808369654
ACH-000383,-0.018787809731776038
ACH-000387,-0.09147878768260136
ACH-000389,0.17283498352120322
ACH-000390,-0.06974892977768625
ACH-000393,-0.09111834631777227
ACH-000395,-0.18615985679069624
ACH-000396,-0.021839886251814614
ACH-000397,0.041401109328274836
ACH-000401,0.13776496955939807
ACH-000402,-0.02387011550774111
ACH-000403,-0.10031892596573204
ACH-000404,-0.24459470205465456
ACH-000406,-0.11374972207597735
ACH-000407,-0.14440591163714447
ACH-000408,-0.20871787733749794
ACH-000410,-0.09025100930915554
ACH-000411,0.06260299412358675
ACH-000414,0.07253009979684816
ACH-000415,0.03328806954939327
ACH-000416,-0.060360524020398376
ACH-000420,-0.18918991533468751
ACH-000421,-0.19777924759802976
ACH-000424,-0.16159482091860616
ACH-000425,-0.12557260608374435
ACH-000426,-0.3086911247537096
ACH-000427,-0.08221100131408927
ACH-000433,-0.08406310112375336
ACH-000435,0.1311537773270676
ACH-000436,-0.13355498570741162
ACH-000444,0.02834226416796802
ACH-000445,-0.000525704825990434
ACH-000448,-0.07848542830791129
ACH-000450,0.04336926983175688
ACH-000452,-0.1131231707685083
ACH-000454,-0.15635050435359765
ACH-000458,-0.1781962001552601
ACH-000459,-0.09756956263734827
ACH-000460,-0.07223192721687073
ACH-000461,-0.056025156632981465
ACH-000463,-0.021743599288245968
ACH-000464,-0.16131190794808314
ACH-000466,-0.0008110653692946303
ACH-000467,-0.11320580533510564
ACH-000468,-0.19149779791476398
ACH-000469,-0.03443247248660472
ACH-000470,-0.08972059631190782
ACH-000471,-0.03590273248248527
ACH-000472,0.0011644451798784286
ACH-000473,-0.15167278852719668
ACH-000475,-0.09462913833301906
ACH-000476,0.012008171164472023
ACH-000477,-0.030562697495928937
ACH-000479,-0.05656946520294962
ACH-000480,-0.04874364899456258
ACH-000481,-0.2777944522592566
ACH-000483,0.016486629947894904
ACH-000484,-0.017478908248362433
ACH-000485,-0.14819887375185994
ACH-000486,-0.20618961653712284
ACH-000487,0.02146621773551339
ACH-000488,-0.11746925412817172
ACH-000490,-0.16577788975795146
ACH-000491,-0.1026535257548297
ACH-000495,0.00021126265750689305
ACH-000496,-0.24776699903665614
ACH-000499,0.02346569718401437
ACH-000500,-0.25156111800859177
ACH-000502,-0.0022188077520477727
ACH-000503,-0.05290289244514032
ACH-000505,-0.13348769697649213
ACH-000507,-0.08204077388171185
ACH-000510,0.024123897266122858
ACH-000511,-0.04389411670746502
ACH-000512,0.06629556657984907
ACH-000516,-0.17541370485986482
ACH-000517,-0.07806057982833887
ACH-000518,-0.08996119392271619
ACH-000520,-0.2523015621868945
ACH-000521,0.1229880348444974
ACH-000522,0.08552201295964852
ACH-000524,-0.07943978059177703
ACH-000527,-0.040592205543180916
ACH-000528,-0.04742104377408729
ACH-000537,-0.0009595809369607412
ACH-000541,-0.08999159676899025
ACH-000542,-0.1188013505007896
ACH-000544,-0.026039184454799167
ACH-000545,0.02962834883285183
ACH-000547,-0.10774933441450167
ACH-000548,-0.07301122892913157
