,PDAP1 (11333)
ACH-000004,-0.7127375639742568
ACH-000005,-0.8806630226495296
ACH-000007,-0.8618407440200155
ACH-000009,-1.05354624731927
ACH-000011,-0.9237712871432228
ACH-000012,-0.7385124446437761
ACH-000013,-0.8085703947245938
ACH-000014,-1.0893622519415624
ACH-000015,-0.4859928390615046
ACH-000017,-0.9994888869935914
ACH-000018,-1.0580214496509508
ACH-000019,-0.5261928702839216
ACH-000021,-0.8429669932288225
ACH-000022,-0.8963356435314861
ACH-000025,-0.8693739521076725
ACH-000028,-0.7882373833904848
ACH-000030,-0.8138353680151079
ACH-000035,-0.8078837324324091
ACH-000036,-0.6502275029011807
ACH-000037,-0.9418108916077006
ACH-000039,-0.6621211057011557
ACH-000040,-0.83695259793752
ACH-000041,-1.0771529774926278
ACH-000042,-1.0260015508403952
ACH-000045,-0.7552622977983422
ACH-000047,-0.9613707067877352
ACH-000052,-0.9487035242765388
ACH-000053,-0.6973726685002206
ACH-000054,-0.625539516827343
ACH-000055,-0.8269822857466714
ACH-000060,-0.8269014703444264
ACH-000067,-1.1279167675878916
ACH-000070,-0.9443150895649324
ACH-000075,-0.5860966104710055
ACH-000078,-0.7514425039628411
ACH-000082,-0.9444025596352794
ACH-000085,-0.8794099582758571
ACH-000086,-0.7760177161194072
ACH-000087,-0.8655763037717259
ACH-000092,-0.6894718393182522
ACH-000095,-0.9231418102393552
ACH-000097,-0.953823134144879
ACH-000098,-1.0064554341304992
ACH-000099,-0.9602559889997988
ACH-000108,-0.8792122470861299
ACH-000113,-0.8040371181048244
ACH-000116,-0.6539699993164051
ACH-000118,-0.804331152300404
ACH-000120,-1.0494050268327522
ACH-000123,-0.7193516043071825
ACH-000127,-0.9681352853983184
ACH-000128,-0.9997010194087076
ACH-000132,-1.0791088836660088
ACH-000133,-0.963251001151566
ACH-000137,-0.8710686323048855
ACH-000138,-0.9314760473671464
ACH-000142,-0.8892141114804624
ACH-000143,-1.0855636900576655
ACH-000146,-0.433503708128376
ACH-000148,-0.8258319198319187
ACH-000150,-0.8124280378801524
ACH-000152,-0.7801130962261483
ACH-000153,-0.9254185323426052
ACH-000159,-0.7860332168168647
ACH-000160,-0.7004865188511779
ACH-000163,-0.7174896554051658
ACH-000167,-1.0928900239682762
ACH-000168,-0.8780717283959006
ACH-000169,-0.8758818259694178
ACH-000178,-0.8002702598325703
ACH-000183,-0.7372549823559297
ACH-000188,-0.7833076343582458
ACH-000189,-0.7992070277806512
ACH-000190,-0.875709018494211
ACH-000198,-0.7786344367762144
ACH-000203,-0.3560493077706928
ACH-000204,-0.9270450477849288
ACH-000206,-0.6441548005052753
ACH-000207,-0.6435325267526418
ACH-000208,-0.9421994019281712
ACH-000210,-0.6402752460191325
ACH-000211,-0.8733340199764543
ACH-000215,-0.8258341439302707
ACH-000221,-0.947635884935528
ACH-000222,-1.063424373886095
ACH-000223,-0.7667655644098874
ACH-000226,-0.7876839816971929
ACH-000227,-0.9460779497405056
ACH-000228,-0.7521660971455858
ACH-000231,-0.7612912022334137
ACH-000232,-0.8485455194621219
ACH-000233,-0.7337335120584443
ACH-000234,-0.8930337780809748
ACH-000235,-0.8840072189339112
ACH-000237,-0.6311160563153227
ACH-000238,-0.974736516006345
ACH-000242,-0.6802701999904063
ACH-000243,-0.8357957460156946
ACH-000244,-0.654631058834894
ACH-000246,-0.7255486010739419
ACH-000248,-0.9254892340064724
ACH-000250,-0.6509964164316333
ACH-000251,-0.9764268951533808
ACH-000252,-0.9984936435654684
ACH-000253,-0.9267218435013236
ACH-000255,-0.7535140374143544
ACH-000256,-0.7055402089484717
ACH-000257,-0.7843035669497816
ACH-000258,-0.7891110045710882
ACH-000259,-1.2752807637511046
ACH-000260,-1.1300542943265717
ACH-000261,-0.8115192060642628
ACH-000262,-1.0422796357024535
ACH-000263,-1.0377137253852549
ACH-000264,-0.873144857447138
ACH-000265,-0.7550140001173519
ACH-000266,-0.8238375213308871
ACH-000272,-0.779847560850435
ACH-000274,-0.6590253460144997
ACH-000277,-0.8125159876421628
ACH-000278,-0.6949781417349941
ACH-000279,-0.8481226598828472
ACH-000280,-1.1957620873232757
ACH-000281,-0.8789173110912836
ACH-000288,-0.9456607328132084
ACH-000291,-0.8632097959322406
ACH-000293,-0.9825000601190363
ACH-000294,-1.1117554499279392
ACH-000295,-0.6169376320849635
ACH-000296,-1.0602684495129453
ACH-000302,-0.5764739147382444
ACH-000304,-0.9789209606033016
ACH-000307,-0.9779219680135696
ACH-000308,-0.7588847004188667
ACH-000310,-0.7565527905985039
ACH-000311,-1.0008287545916168
ACH-000312,-1.0311055156973674
ACH-000315,-1.1964298780265763
ACH-000316,-0.9639052704309672
ACH-000317,-0.9689196360160391
ACH-000318,-1.076008826026685
ACH-000319,-0.6220364825031182
ACH-000320,-1.1538072530222112
ACH-000322,-0.9159806868125578
ACH-000323,-0.7640777801565009
ACH-000324,-0.8815213285385272
ACH-000329,-0.6009250334043498
ACH-000330,-0.7709840343195935
ACH-000331,-0.8931066956123209
ACH-000332,-0.6953234586650009
ACH-000334,-0.949555392920532
ACH-000335,-0.8130963830177118
ACH-000336,-0.7359645701707787
ACH-000337,-0.5102251552596193
ACH-000338,-1.1737727767248192
ACH-000339,-0.6234197184943323
ACH-000341,-1.0489644748722824
ACH-000348,-0.7364397247265208
ACH-000350,-0.6866502491216714
ACH-000352,-0.9046585868751242
ACH-000356,-0.7383168327450307
ACH-000361,-0.7201588215270379
ACH-000362,-0.5264869406839379
ACH-000363,-0.5800332766854452
ACH-000364,-0.8631684706944298
ACH-000365,-0.9434310327682564
ACH-000366,-1.0861781515212936
ACH-000368,-0.8686729499132472
ACH-000374,-1.0743418546952548
ACH-000375,-0.9456177482199986
ACH-000376,-0.7957762207276059
ACH-000381,-0.9303868790862064
ACH-000383,-0.8364676701272953
ACH-000387,-0.8977112179826661
ACH-000389,-0.7352095961008923
ACH-000390,-0.6840007870110913
ACH-000393,-0.932228393170942
ACH-000395,-0.7429164671841824
ACH-000396,-0.96073587687316
ACH-000397,-0.7048963972936323
ACH-000401,-0.8200725577097367
ACH-000402,-0.8722200928629685
ACH-000403,-0.9594991429270948
ACH-000404,-1.2241226601490742
ACH-000406,-0.8479738709539223
ACH-000407,-1.0862109293683708
ACH-000408,-0.8332948756815475
ACH-000410,-0.7406747604379454
ACH-000411,-0.6594305255289148
ACH-000414,-0.9889819555157072
ACH-000415,-1.0579600402322349
ACH-000416,-0.776598819987095
ACH-000420,-1.0333399692719876
