,SCGB2A1 (4246)
ACH-000004,-0.17667876838482946
ACH-000005,-0.2371710451130575
ACH-000007,-0.07680201806698768
ACH-000009,-0.2416600929687057
ACH-000011,-0.13760253600954098
ACH-000012,-0.3624019399613433
ACH-000013,-0.3065568412305017
ACH-000014,-0.09847811200775873
ACH-000015,-0.1889168140905366
ACH-000017,-0.22954660704818275
ACH-000018,-0.14702611094786558
ACH-000019,-0.3755591573042589
ACH-000021,-0.2586494964001495
ACH-000022,-0.13366582102471608
ACH-000025,-0.23835435164003954
ACH-000028,-0.2731439733689056
ACH-000030,-0.3304102067815633
ACH-000035,-0.3204893071218735
ACH-000036,-0.34597937063575224
ACH-000037,-0.2546236782281281
ACH-000039,-0.4292433487825737
ACH-000040,-0.1838813485722838
ACH-000041,-0.12505573251038327
ACH-000042,-0.14846665492572986
ACH-000045,-0.23016674968984155
ACH-000047,-0.1589187744306785
ACH-000052,-0.3558349728479826
ACH-000053,-0.25821023068039245
ACH-000054,-0.07650727752591195
ACH-000055,-0.09757967093191866
ACH-000060,-0.2499344584592808
ACH-000067,0.007629394345078036
ACH-000070,-0.20506900255029906
ACH-000075,-0.3411777999397257
ACH-000078,-0.1609414441427251
ACH-000082,-0.2909699891295239
ACH-000085,-0.2240371189564449
ACH-000086,-0.3820046860614087
ACH-000087,-0.1945021453205128
ACH-000092,-0.25370754056443906
ACH-000095,-0.1147801271212958
ACH-000097,-0.20647734689303396
ACH-000098,-0.09198974194139507
ACH-000099,-0.24269413125340225
ACH-000108,-0.1501036518018459
ACH-000113,-0.17708502459460498
ACH-000116,-0.3304962235661426
ACH-000118,-0.4152841380453514
ACH-000120,-0.055875420926622135
ACH-000123,-0.24955374280940545
ACH-000127,-0.15816273615791165
ACH-000128,-0.1821594019886792
ACH-000132,-0.2894427433770049
ACH-000133,-0.3466337462470204
ACH-000137,-0.2266097864207583
ACH-000138,-0.2893360897828081
ACH-000142,-0.4526844262571866
ACH-000143,-0.1734535613641169
ACH-000146,-0.1260020748891447
ACH-000148,-0.2223538905467158
ACH-000150,-0.3207907190350129
ACH-000152,-0.2312116082143822
ACH-000153,-0.10084363724967044
ACH-000159,-0.2080056292063948
ACH-000160,-0.27162141476230744
ACH-000163,-0.13208203327197107
ACH-000167,-0.0726230885729168
ACH-000168,-0.2645630915552341
ACH-000169,-0.20330314996495788
ACH-000178,-0.23277246952251565
ACH-000183,-0.2617293889628912
ACH-000188,-0.4851477859552384
ACH-000189,-0.31897718090625665
ACH-000190,-0.27493560910807074
ACH-000198,-0.15814490822331853
ACH-000203,-0.13717664826271012
ACH-000204,-0.3862708773973989
ACH-000206,-0.06755463720822456
ACH-000207,-0.38545080121113096
ACH-000208,-0.14684656944330526
ACH-000210,-0.36190502542194397
ACH-000211,-0.26403969120502474
ACH-000215,-0.2385274948060845
ACH-000221,-0.2755662727171924
ACH-000222,-0.23363337882734345
ACH-000223,-0.15967129183256654
ACH-000226,-0.2720105076652655
ACH-000227,-0.15735139902167838
ACH-000228,-0.4356257864141424
ACH-000231,-0.2796641382956612
ACH-000232,-0.18379808229290667
ACH-000233,-0.2140803997232254
ACH-000234,-0.2776296608548149
ACH-000235,-0.23217608158131525
ACH-000237,-0.2692522274033047
ACH-000238,-0.1891851348554124
ACH-000242,-0.3036755620605692
ACH-000243,-0.1398919985281095
ACH-000244,-0.09875078038737363
ACH-000246,-0.17402684138669372
ACH-000248,-0.05731458442749346
ACH-000250,-0.2280167409868984
ACH-000251,-0.04990814402311343
ACH-000252,-0.30688690343980113
ACH-000253,-0.1450939469338418
ACH-000255,-0.060805240679144036
ACH-000256,-0.3858649579828904
ACH-000257,-0.24407787026279765
ACH-000258,-0.1707541631520205
ACH-000259,-0.17980528794859058
ACH-000260,-0.3114770231131467
ACH-000261,-0.2848600611829935
ACH-000262,-0.35367619334390643
ACH-000263,-0.3121232417271877
ACH-000264,-0.19818897000519986
ACH-000265,-0.13419235398132573
ACH-000266,-0.17911302786332814
ACH-000272,-0.15504803314097715
ACH-000274,-0.05904605088036104
ACH-000277,-0.16649010268722045
ACH-000278,-0.11544361591570496
ACH-000279,-0.06311307595961238
ACH-000280,-0.3501307879912706
ACH-000281,-0.036393210883250746
ACH-000288,-0.3235282117191313
ACH-000291,-0.1213111372806156
ACH-000293,-0.31226432488011663
ACH-000294,-0.3304378196530437
ACH-000295,-0.3433172488100708
ACH-000296,-0.1816496071173916
ACH-000302,-0.1723513107542841
ACH-000304,-0.07752331518864737
ACH-000307,-0.15995696439942345
ACH-000308,-0.31570903426574626
ACH-000310,-0.2800820843002693
ACH-000311,-0.130497774696695
ACH-000312,-0.021955560635239017
ACH-000315,-0.3063903825432123
ACH-000316,-0.26852309293633725
ACH-000317,-0.2921578830277335
ACH-000318,-0.3764639429570138
ACH-000319,-0.4292045461692389
ACH-000320,0.044973996508765435
ACH-000322,-0.2792927658161098
ACH-000323,-0.21175951488045866
ACH-000324,-0.14063647434978688
ACH-000329,-0.05940137692539255
ACH-000330,-0.30987926368271745
ACH-000331,-0.2394817965517836
ACH-000332,-0.08200467674899134
ACH-000334,-0.12191447522204375
ACH-000335,-0.3298999601137006
ACH-000336,-0.09666485643748032
ACH-000337,-0.4391425199905276
ACH-000338,-0.4286670405232231
ACH-000339,-0.22901339794528225
ACH-000341,-0.2854808178020576
ACH-000348,-0.08188287327659842
ACH-000350,-0.16592722932675869
ACH-000352,-0.256524567850412
ACH-000356,-0.31842721748065905
ACH-000361,-0.08851677015009916
ACH-000362,-0.2042420041084068
ACH-000363,-0.180799566638279
ACH-000364,-0.0024196468031203967
ACH-000365,-0.18145566210787625
ACH-000366,-0.45528765815157396
ACH-000368,-0.4262261889596892
ACH-000374,-0.344446419502847
ACH-000375,-0.3084680270125705
ACH-000376,-0.27393455450156656
ACH-000381,-0.23417576334902676
ACH-000383,-0.2637628243342877
ACH-000387,-0.15333862748951238
ACH-000389,-0.1588633402380901
ACH-000390,-0.19359967041284007
ACH-000393,-0.15225611011993298
ACH-000395,-0.3269786634433055
ACH-000396,-0.4755197398257911
ACH-000397,-0.3144282922254222
ACH-000401,-0.11622314141080625
ACH-000402,-0.35253268044242675
ACH-000403,-0.14896524896652824
ACH-000404,-0.3207696932756568
ACH-000406,-0.24198383317315506
ACH-000407,-0.21783518391292966
ACH-000408,-0.2789382434040913
ACH-000410,-0.2289619267662002
ACH-000411,-0.2286090654073632
ACH-000414,-0.1577378775100205
ACH-000415,-0.4385799243888716
ACH-000416,-0.09822583554726502
ACH-000420,-0.3333110781207683
ACH-000421,-0.30293364236842024
ACH-000424,-0.3215235238679701
ACH-000425,-0.13176040152023047
ACH-000426,-0.3559693306119464
ACH-000427,-0.1355398463646412
ACH-000433,-0.3051437561489657
ACH-000435,-0.2536170495916937
ACH-000436,-0.1912833827549066
ACH-000444,-0.11843619827426585
ACH-000445,-0.2115983434393056
ACH-000448,-0.24325611997896301
ACH-000450,-0.3060935928168232
ACH-000452,-0.26744086365972397
ACH-000454,-0.19253565735467806
ACH-000458,-0.2841063537232913
ACH-000459,-0.2385011996233936
ACH-000460,-0.3108626107327612
ACH-000461,-0.2751300151566394
ACH-000463,-0.15008398458903455
ACH-000464,0.026560052279874936
ACH-000466,-0.27775747031064674
ACH-000467,-0.30420811622144023
ACH-000468,-0.31257954362330265
ACH-000469,-0.2853954861229095
ACH-000470,-0.12976653906874833
ACH-000471,-0.23069832079397606
ACH-000472,-0.15773334127095676
ACH-000473,-0.2726032317372777
ACH-000475,-0.15440266749659626
ACH-000476,-0.13412548931848078
ACH-000477,-0.1923177227080425
ACH-000479,0.051168011066669655
ACH-000480,-0.3499682854579193
ACH-000481,-0.1645857669320734
ACH-000483,-0.2170160219277613
ACH-000484,-0.2381320344193263
ACH-000485,-0.13352579242981927
ACH-000486,-0.2231364345525872
ACH-000487,-0.18888763615843945
ACH-000488,-0.2837279938332076
ACH-000490,-0.17734614537365526
ACH-000491,-0.1038022615613746
ACH-000495,-0.1780148668246801
ACH-000496,-0.2518438886730654
ACH-000499,-0.14936381388874687
ACH-000500,0.2115885327159967
ACH-000502,-0.2154883072027867
ACH-000503,-0.4217192242531962
ACH-000505,-0.2703417053233211
ACH-000507,-0.2477476493784049
ACH-000510,-0.2364874842446745
ACH-000511,-0.14904625621244702
ACH-000512,-0.19167986820831093
ACH-000516,-0.12024835465621307
ACH-000517,-0.19169657545945756
ACH-000518,-0.06922376737612572
