,RBPMS2 (348093)
ACH-000004,-0.3025187966041503
ACH-000005,0.5623568699526926
ACH-000007,-0.015653065496817813
ACH-000009,0.14507844277614773
ACH-000011,0.013542444113131064
ACH-000012,0.07664354039361318
ACH-000013,0.13559694328448796
ACH-000014,0.06676245506491899
ACH-000015,0.16463116014956092
ACH-000017,0.14086610459963936
ACH-000018,0.2656128342273836
ACH-000019,0.15447863911185178
ACH-000021,0.1426393714100464
ACH-000022,-0.02946248010094338
ACH-000025,0.11258803821057242
ACH-000028,0.12159587412023637
ACH-000030,0.11717541895896665
ACH-000035,0.15535694002948333
ACH-000036,0.10009257559300276
ACH-000037,0.07089033612460495
ACH-000039,0.08354779299427602
ACH-000040,0.23936098586376894
ACH-000041,0.0706681061133498
ACH-000042,0.20167757024540775
ACH-000045,0.16584466746717094
ACH-000047,0.20552682979017656
ACH-000052,-0.09976717262162972
ACH-000053,0.06062569101447441
ACH-000054,0.0729557462782949
ACH-000055,-0.056807914940112725
ACH-000060,0.08668568076836349
ACH-000067,-0.0034912402469278003
ACH-000070,0.1869186722894949
ACH-000075,0.14788073172831673
ACH-000078,0.033202868388079815
ACH-000082,0.08632879243909483
ACH-000085,0.18248701837168707
ACH-000086,-0.0176832041375368
ACH-000087,0.1199721412892128
ACH-000092,0.08798675470364745
ACH-000095,0.11925932666650345
ACH-000097,0.1388608783828108
ACH-000098,0.17918244225181607
ACH-000099,0.21604325279212908
ACH-000108,0.1674388179493395
ACH-000113,0.2498203548804393
ACH-000116,0.17127981198733774
ACH-000118,0.18215072111418112
ACH-000120,0.15564679710997234
ACH-000123,0.14016175306969408
ACH-000127,0.1495292244007312
ACH-000128,0.18512204237517355
ACH-000132,0.04710995771667068
ACH-000133,0.10388849422238597
ACH-000137,0.06373605067013154
ACH-000138,0.18134918839204656
ACH-000142,0.18413823402410204
ACH-000143,0.27005746427422894
ACH-000146,0.033063172599647035
ACH-000148,0.1349715896240893
ACH-000150,-0.08662936158819665
ACH-000152,0.04646454643323037
ACH-000153,0.1987255383773247
ACH-000159,0.1971900478486492
ACH-000160,0.2673035850013507
ACH-000163,-0.04020675311980682
ACH-000167,0.11553862655394564
ACH-000168,-0.005050613033741376
ACH-000169,0.16310955032155713
ACH-000178,0.2217542382922364
ACH-000183,0.02280405828013553
ACH-000188,0.15146041338033614
ACH-000189,0.4167524518412655
ACH-000190,0.16055185152354798
ACH-000198,0.23033705555388145
ACH-000203,-0.35131801648663297
ACH-000204,0.06736496805238143
ACH-000206,0.1398634013056698
ACH-000207,0.06037810047149755
ACH-000208,-0.1873458023090652
ACH-000210,0.4048095055994172
ACH-000211,0.1583504748032619
ACH-000215,0.018243910533635086
ACH-000221,0.17854638218360688
ACH-000222,0.35017315496119417
ACH-000223,-0.02805950091235417
ACH-000226,0.05195957000478038
ACH-000227,0.08506240377473162
ACH-000228,0.06826973444220434
ACH-000231,0.061314835926173386
