,SF3A2 (8175)
ACH-000004,-1.2477048500632362
ACH-000005,-1.1838331933278654
ACH-000007,-1.3231117934176642
ACH-000009,-1.451638032245642
ACH-000011,-0.9713697831405136
ACH-000012,-1.3078342467962067
ACH-000013,-1.4862967189573526
ACH-000014,-1.2172515538651665
ACH-000015,-1.2818208624348546
ACH-000017,-1.2695127249917284
ACH-000018,-1.184938791332418
ACH-000019,-1.2083360514207186
ACH-000021,-1.3561904709096892
ACH-000022,-1.330413849115757
ACH-000025,-1.1789830467592903
ACH-000028,-1.2558010856080035
ACH-000030,-1.240983394601987
ACH-000035,-1.32704292557831
ACH-000036,-1.066114848599576
ACH-000037,-1.1887513104055811
ACH-000039,-1.150838848512165
ACH-000040,-1.003792614444719
ACH-000041,-1.4018573355426087
ACH-000042,-1.2316700250898311
ACH-000045,-1.0219026297294422
ACH-000047,-1.345230540922208
ACH-000052,-1.0412006549640955
ACH-000053,-1.1744676454255711
ACH-000054,-0.9043574103204028
ACH-000055,-1.335478270310429
ACH-000060,-1.2683405701565045
ACH-000067,-1.1962138225302037
ACH-000070,-1.2073348709022804
ACH-000075,-1.1361551710372408
ACH-000078,-1.2183480448369357
ACH-000082,-1.1213174288242254
ACH-000085,-1.2644285825795187
ACH-000086,-1.1562582877735412
ACH-000087,-1.1271122577192794
ACH-000092,-1.0045189347145915
ACH-000095,-1.0941727688056402
ACH-000097,-1.2787346109679232
ACH-000098,-1.1923708337033907
ACH-000099,-1.3637452980461238
ACH-000108,-1.1464381122291956
ACH-000113,-1.0880239104567015
ACH-000116,-1.273382174961195
ACH-000118,-1.0423505671999198
ACH-000120,-1.1037029832498488
ACH-000123,-1.1372238202716816
ACH-000127,-1.4492378431026365
ACH-000128,-1.3362694916043842
ACH-000132,-1.0706832877915708
ACH-000133,-1.1997515324833123
ACH-000137,-1.0831569883238636
ACH-000138,-1.3232301467328231
ACH-000142,-1.2872760899445408
ACH-000143,-1.3427468875186852
ACH-000146,-1.1549101071195702
ACH-000148,-1.0745030589895388
ACH-000150,-1.3010289010191003
ACH-000152,-1.006632719707777
ACH-000153,-1.1802162842263897
ACH-000159,-1.1374446969894942
ACH-000160,-1.1693871742536135
ACH-000163,-1.0012545366737684
ACH-000167,-1.6006455412850078
ACH-000168,-1.2207287779991058
ACH-000169,-1.0947911160098154
ACH-000178,-1.1236544537366469
ACH-000183,-1.1534918087485937
ACH-000188,-1.17568490874795
ACH-000189,-1.133445664989866
ACH-000190,-1.2697306306807603
ACH-000198,-1.0870359834293506
ACH-000203,-0.9646082533461376
ACH-000204,-1.1511991318278598
ACH-000206,-1.2502335540456655
ACH-000207,-1.182634411249475
ACH-000208,-1.4042257816244148
ACH-000210,-1.3105768488842209
ACH-000211,-1.0939967407241558
ACH-000215,-1.2483947604765042
ACH-000221,-1.3281529659042768
ACH-000222,-1.1610159113361092
ACH-000223,-1.2964637936374659
ACH-000226,-1.2831573835511902
ACH-000227,-1.4728662903469143
ACH-000228,-1.1627684318275098
ACH-000231,-1.2440046082117624
ACH-000232,-1.2320511111707413
ACH-000233,-1.3452950264122612
ACH-000234,-1.2042306604515849
ACH-000235,-1.291092565317138
ACH-000237,-1.1565093264677455
ACH-000238,-1.0275813936788811
ACH-000242,-1.5254649772993842
ACH-000243,-1.1129168983628752
ACH-000244,-0.9781000257759755
ACH-000246,-1.2511850974916423
ACH-000248,-1.4236557331697337
ACH-000250,-1.2366414355388202
ACH-000251,-1.2376832062345215
ACH-000252,-1.2689243774810277
ACH-000253,-1.3557173337585284
ACH-000255,-0.9926869781208948
ACH-000256,-1.3685841416684843
ACH-000257,-1.2077561793829643
ACH-000258,-1.4719168477809683
ACH-000259,-1.1788504790450824
ACH-000260,-1.3445863678597032
ACH-000261,-1.0558965386997343
ACH-000262,-0.8860701580350114
ACH-000263,-1.429875642315425
ACH-000264,-1.1354623440777667
ACH-000265,-1.1452040122736102
ACH-000266,-1.0047961228518696
ACH-000272,-1.049721576545606
ACH-000274,-1.068542903433618
ACH-000277,-1.0072031936813906
ACH-000278,-1.319842997317745
ACH-000279,-1.2710988610097036
ACH-000280,-1.2204054140754304
ACH-000281,-1.1774979810902797
ACH-000288,-1.2271468661517022
ACH-000291,-1.0398024060223128
ACH-000293,-1.3657651666451422
ACH-000294,-1.7901853790010656
ACH-000295,-1.3069707432107494
ACH-000296,-1.2075620582901458
ACH-000302,-1.3814472735802523
ACH-000304,-1.1838300119974774
ACH-000307,-1.4027908057173482
ACH-000308,-1.4171251071096165
ACH-000310,-1.1726660524768622
ACH-000311,-0.9600630326402516
ACH-000312,-1.214817195745178
ACH-000315,-1.3361559141518908
ACH-000316,-0.95690443534483
ACH-000317,-1.624059675670065
ACH-000318,-1.262257271018095
ACH-000319,-1.324084820774219
ACH-000320,-1.2622415142928054
ACH-000322,-1.1430093213453212
ACH-000323,-1.177794620126166
ACH-000324,-1.1046006092513339
ACH-000329,-1.1352789619085568
ACH-000330,-1.3446104837376145
ACH-000331,-0.9698913537479584
ACH-000332,-1.2235210203088498
ACH-000334,-1.1863653354904904
ACH-000335,-1.2349136723044345
ACH-000336,-1.404936084483097
ACH-000337,-1.2935659034536406
ACH-000338,-0.978399812184138
ACH-000339,-1.2547934044567182
ACH-000341,-1.442291670362859
ACH-000348,-1.192819632073185
ACH-000350,-1.2223024714668198
ACH-000352,-1.1957636280860602
ACH-000356,-1.1399170366718732
ACH-000361,-1.0484838485231391
ACH-000362,-0.9490966847033778
ACH-000363,-1.0055296999853511
ACH-000364,-1.213463792176335
ACH-000365,-1.2223931111746345
ACH-000366,-1.2363073320585634
ACH-000368,-1.3435343515616789
ACH-000374,-1.1390757399568918
ACH-000375,-1.118238438488294
ACH-000376,-1.3123573300782636
ACH-000381,-1.1768407869527768
ACH-000383,-1.3298750619866715
ACH-000387,-1.1407274127144178
ACH-000389,-1.2760391869221783
ACH-000390,-1.2261094598362874
ACH-000393,-0.9747248816348021
ACH-000395,-1.0947124971493394
ACH-000396,-1.255584863159613
ACH-000397,-1.296554521781339
ACH-000401,-1.4039941386728316
ACH-000402,-1.2419958099131516
ACH-000403,-1.2847289202131078
ACH-000404,-1.1200219908457416
ACH-000406,-1.2500887179394589
ACH-000407,-1.1023369458344041
ACH-000408,-1.2659057512439538
ACH-000410,-1.2699367028093005
ACH-000411,-1.1836888099107534
ACH-000414,-1.3899706088127213
ACH-000415,-1.2744845480753697
ACH-000416,-1.1711002999411462
ACH-000420,-1.0475085299883071
ACH-000421,-1.1996074551351166
ACH-000424,-1.3759412027568283
ACH-000425,-1.0987246910535229
ACH-000426,-1.1024090595736955
ACH-000427,-1.2879702472697474
ACH-000433,-1.1887738555708718
ACH-000435,-1.4461894874839418
ACH-000436,-0.8313063645576485
ACH-000444,-1.3045440929241223
ACH-000445,-1.113383638738597
ACH-000448,-1.1748518232907603
ACH-000450,-1.2005172998549682
ACH-000452,-1.351725244242041
ACH-000454,-1.147073499779269
ACH-000458,-1.0602539221206528
ACH-000459,-1.4379710086829804
ACH-000460,-1.0486913439597587
ACH-000461,-1.4365851824007496
ACH-000463,-1.1894671002441533
ACH-000464,-1.0885656052426362
ACH-000466,-1.1123137662219538
ACH-000467,-1.1031493259572225
ACH-000468,-1.2519656629501132
ACH-000469,-1.2253181761909508
ACH-000470,-1.2933390931659892
ACH-000471,-1.412566217592235
ACH-000472,-1.1852459967054851
ACH-000473,-1.0099440699707092
ACH-000475,-1.110876421426826
ACH-000476,-1.0852343185441151
ACH-000477,-1.0312147925283757
ACH-000479,-1.3811315940337203
ACH-000480,-1.1774339862570191
ACH-000481,-1.3406266453737454
ACH-000483,-1.6763073125118302
ACH-000484,-1.213997958126133
ACH-000485,-1.1650762186006505
ACH-000486,-1.0161132551354044
ACH-000487,-1.255115220652876
ACH-000488,-1.1065865526253609
ACH-000490,-1.2978380097513669
ACH-000491,-1.2417521884327616
ACH-000495,-1.0277113195657728
ACH-000496,-1.333927286660273
ACH-000499,-1.322234175031292
ACH-000500,-0.8875180423907939
ACH-000502,-1.2554431823571524
ACH-000503,-1.0989696727600693
ACH-000505,-1.23685297568905
ACH-000507,-1.3919192878996367
ACH-000510,-1.3397794899823212
ACH-000511,-1.2166855683371116
ACH-000512,-1.1078352789795989
ACH-000516,-1.102998252653704
ACH-000517,-1.1700645805819765
ACH-000518,-1.2874376224106967
ACH-000520,-1.2645449287633013
ACH-000521,-1.1090373714774728
ACH-000522,-1.2663914187312015
ACH-000524,-1.2298148796570472
ACH-000527,-1.2879945352775672
ACH-000528,-1.2106424345819058
ACH-000537,-1.2040543082765922
ACH-000541,-1.0365483295185571
ACH-000542,-1.266713941207502
ACH-000544,-1.3273317081950025
ACH-000545,-1.2978173961628183
ACH-000547,-1.4455058669770933
ACH-000548,-1.1530183956124218
ACH-000549,-0.9834593567246768
ACH-000550,-0.7667209552672306
ACH-000552,-1.5271216810826662
ACH-000556,-1.1361173261181738
ACH-000557,-1.1655600301293638
ACH-000569,-0.9608891911398348
ACH-000570,-1.1756681410661722
ACH-000571,-1.2737721812924228
ACH-000573,-1.4976263552537916
ACH-000576,-1.0772899574314612
ACH-000579,-1.3176769212545572
ACH-000580,-1.1148913403141212
ACH-000584,-1.4809225016575882
ACH-000585,-1.0635168595218267
ACH-000588,-1.2303185116037794
ACH-000589,-1.1306871752382754
ACH-000591,-1.0843375585386237
ACH-000593,-1.0650720859992735
ACH-000600,-1.0348143836278283
ACH-000601,-1.179136366980264
ACH-000605,-1.1575197228286689
ACH-000606,-1.0389880119963328
ACH-000608,-1.1997568674928212
ACH-000614,-1.0758801900336603
ACH-000616,-1.1575294356422592
ACH-000618,-1.0712080758760028
ACH-000619,-0.9675433222401688
ACH-000620,-1.418194455096291
ACH-000621,-1.28675496470542
ACH-000622,-1.1531066448517322
ACH-000623,-1.2781192220472404
ACH-000624,-1.1825569981389523
ACH-000627,-1.0606253502330705
ACH-000630,-1.2180487077495812
ACH-000631,-1.0895031616981887
