,ZNF705B (100132396)
ACH-000004,-0.2898987803329671
ACH-000005,0.05648643329579621
ACH-000007,0.016873026568693814
ACH-000009,-0.1489523152140974
ACH-000011,-0.22284985030209895
ACH-000012,-0.015669414808876445
ACH-000013,-0.09609907521298587
ACH-000014,0.01481969568049746
ACH-000015,-0.13595920714836948
ACH-000017,-0.11825232442568467
ACH-000018,-0.21809983524816892
ACH-000019,-0.27684623316683193
ACH-000021,-0.0485818816448112
ACH-000022,-0.10943774328196346
ACH-000025,-0.2638706609351706
ACH-000028,-0.1499247304880594
ACH-000030,-0.2142121839732398
ACH-000035,-0.10550421707745368
ACH-000036,-0.10238885405487944
ACH-000037,-0.0622771021967592
ACH-000039,-0.12466981459480722
ACH-000040,-0.2512833420322582
ACH-000041,-0.08018721228764612
ACH-000042,-0.16277054081503275
ACH-000045,-0.3145545357586592
ACH-000047,-0.17805345700393144
ACH-000052,0.040840821268585896
ACH-000053,-0.18042136387374744
ACH-000054,-0.1076675706559821
ACH-000055,-0.032089559360139075
ACH-000060,-0.332048342303013
ACH-000067,-0.1024728965151085
ACH-000070,0.011449088767162836
ACH-000075,0.027361702943303517
ACH-000078,-0.3569934901005785
ACH-000082,-0.3912567498808313
ACH-000085,-0.40348131273725213
ACH-000086,-0.1401059383881672
ACH-000087,-0.08456330013135849
ACH-000092,-0.06621527211127197
ACH-000095,-0.30776312935367856
ACH-000097,-0.15931013923091794
ACH-000098,-0.009325160369191707
ACH-000099,-0.2729915920513473
ACH-000108,-0.18758352000057896
ACH-000113,-0.2192577620205071
ACH-000116,-0.10593485483455067
ACH-000118,-0.12254305621647565
ACH-000120,-0.08482559572113163
ACH-000123,-0.17524017066609968
ACH-000127,-0.09758107291709403
ACH-000128,-0.3083496430567904
ACH-000132,-0.19472070037498526
ACH-000133,-0.17615835851853576
ACH-000137,-0.2197415115750962
ACH-000138,-0.07442064693984515
ACH-000142,-0.05380539217736977
ACH-000143,-0.09450779702084708
ACH-000146,0.04583190540003832
