,GPRC5B (51704)
ACH-000004,0.14127862050961465
ACH-000005,0.19383439365878166
ACH-000007,0.1582028145175429
ACH-000009,0.1671610690974724
ACH-000011,0.19922459398501827
ACH-000012,0.08886010481567458
ACH-000013,0.05236979742550926
ACH-000014,0.13036875174221976
ACH-000015,-0.0020175243800669125
ACH-000017,0.15108208315000493
ACH-000018,-0.0536072795801599
ACH-000019,0.2553371664611873
ACH-000021,0.05003182793568625
ACH-000022,0.01960597720210491
ACH-000025,0.0681328341388248
ACH-000028,0.21584498075056607
ACH-000030,0.07084000482932075
ACH-000035,-0.05332163551211977
ACH-000036,0.1961266802173832
ACH-000037,0.16570138003216658
ACH-000039,0.10302590809515272
ACH-000040,0.1405330556112345
ACH-000041,0.1733755089593777
ACH-000042,0.1725266833547865
ACH-000045,0.2072084417047895
ACH-000047,0.1007744025735096
ACH-000052,0.12415855810517752
ACH-000053,0.054291872951663434
ACH-000054,0.2025909258004069
ACH-000055,0.1473330607376513
ACH-000060,0.2327466626003567
ACH-000067,0.05571667127568592
ACH-000070,0.11478673408934667
ACH-000075,0.189207651240512
ACH-000078,0.18646475773346766
ACH-000082,0.05361835431099328
ACH-000085,0.17860383119742465
ACH-000086,0.15024677978804826
ACH-000087,0.12603750951774587
ACH-000092,0.1135136972278918
ACH-000095,0.1966226153126613
ACH-000097,0.0680284712921095
ACH-000098,0.02081055403578006
ACH-000099,0.2280069677436023
ACH-000108,0.11409672071806655
ACH-000113,0.0333015014157096
ACH-000116,0.11869895187488122
ACH-000118,0.15829356342423626
ACH-000120,-0.016065447752413208
ACH-000123,0.00452184680248979
ACH-000127,-0.056083507976618735
ACH-000128,0.21936130153748426
ACH-000132,0.04680293505282464
ACH-000133,0.3007561394270891
ACH-000137,0.12675694487609698
ACH-000138,0.098474688228777
ACH-000142,0.016957814537186585
ACH-000143,0.032580291580111866
ACH-000146,0.09751506706392958
ACH-000148,0.12249240818201393
ACH-000150,0.15245618571939093
ACH-000152,0.12534310202434634
ACH-000153,0.09755426219010224
ACH-000159,0.06430691746525494
ACH-000160,0.23503287032108855
ACH-000163,0.16819045632876414
ACH-000167,0.06819961727849916
ACH-000168,0.045709237949549016
ACH-000169,0.2377875820122807
ACH-000178,0.1801917878018275
ACH-000183,0.027287543252027386
ACH-000188,0.3163508688646184
ACH-000189,-0.0004385355114258585
ACH-000190,0.22224861463599105
ACH-000198,0.14586757373060275
ACH-000203,0.2540854323862023
ACH-000204,0.09986754887509364
ACH-000206,0.06147914849001521
ACH-000207,0.14457317207453835
ACH-000208,0.14504578146267633
ACH-000210,0.2065873672905234
ACH-000211,0.2167234115739606
ACH-000215,0.04014621080827095
ACH-000221,0.01970886464867571
ACH-000222,0.2607157758067963
ACH-000223,0.13908560737681824
ACH-000226,-0.07065506581236818
ACH-000227,0.10284058613587106
ACH-000228,0.1802385520861355
ACH-000231,0.12834605313844458
ACH-000232,0.17831339811393895
ACH-000233,0.16928471921535498
ACH-000234,0.0809196173625256
ACH-000235,0.12657774835826086
ACH-000237,0.22530492779660954
ACH-000238,0.3400369373537529
ACH-000242,0.3133974240974661
ACH-000243,0.1132232495670008
ACH-000244,0.2472356988387825
ACH-000246,0.17786182663076594
ACH-000248,0.20657465812556355
ACH-000250,0.12404977216820552
ACH-000251,0.17052268048421587
ACH-000252,0.22051365287858898
ACH-000253,0.16576603845987356
ACH-000255,0.03961635727651775
ACH-000256,0.16659741879547066
ACH-000257,0.28443835520268257
ACH-000258,-0.0030840873121712018
ACH-000259,0.10696360424263966
ACH-000260,-0.026471695761110872
ACH-000261,0.12234005529972193
ACH-000262,0.08653342980054851
ACH-000263,0.13259849857569184
ACH-000264,0.2361540691413198
ACH-000265,0.08476515124682972
ACH-000266,0.1483423349289804
ACH-000272,0.16190214547393805
ACH-000274,0.1838774086144593
ACH-000277,0.16058613224398754
ACH-000278,0.26156240165119343
ACH-000279,0.15758969490453864
ACH-000280,0.1545669295570746
ACH-000281,0.09318038683356666
ACH-000288,0.1374838975264162
ACH-000291,0.06122456652361805
ACH-000293,0.1461137197224081
ACH-000294,0.12959899069126835
ACH-000295,0.06519371220340163
ACH-000296,-0.018467445878861947
ACH-000302,0.09518222340624047
ACH-000304,0.11851029740071226
ACH-000307,0.12075050156003875
ACH-000308,0.12215148103765022
ACH-000310,0.1289072749462597
ACH-000311,0.14167618893645356
ACH-000312,0.13657855304049274
ACH-000315,0.22445112375310172
ACH-000316,-0.09184887053028493
ACH-000317,0.16593952479623592
ACH-000318,0.11256216693239407
ACH-000319,0.09108688330566914
ACH-000320,0.4095207299845703
ACH-000322,0.0779480429512749
ACH-000323,0.07292981100914166
ACH-000324,0.02669329688154246
ACH-000329,0.06209632072093583
ACH-000330,0.1968164028676664
ACH-000331,0.1803859415988429
ACH-000332,0.08222382828691951
ACH-000334,0.2688171554010672
ACH-000335,0.043784525448543735
ACH-000336,-0.20645926438715612
ACH-000337,0.15842724670718136
ACH-000338,0.11415657573921867
ACH-000339,0.06162032059686684
ACH-000341,0.14048920472014714
ACH-000348,0.13108803489528398
ACH-000350,-0.008118404973055
ACH-000352,0.1638945041136734
ACH-000356,0.07309736532152539
ACH-000361,0.05622377092535803
ACH-000362,0.06089773883520636
ACH-000363,0.12665124220947685
ACH-000364,0.2257444883591671
ACH-000365,0.19544185598915995
ACH-000366,0.16875336289775505
ACH-000368,0.1846482482208945
ACH-000374,0.15000153163170854
ACH-000375,0.18793766804870335
ACH-000376,0.17372260725108454
ACH-000381,0.14093627744943552
ACH-000383,0.1820037602342805
ACH-000387,0.2272375126083151
ACH-000389,0.21829476376205054
ACH-000390,0.11429716233937386
ACH-000393,0.046680016268761525
ACH-000395,-0.010106661467139209
ACH-000396,-0.03857930078706613
ACH-000397,0.1105275354499754
ACH-000401,0.16330487286396833
ACH-000402,0.01829747037441357
ACH-000403,0.1516441050243117
ACH-000404,0.13019974849970828
ACH-000406,0.13408383069733493
ACH-000407,0.06259550096125202
ACH-000408,0.14787575025522445
ACH-000410,0.14198269191644108
ACH-000411,0.14275069152668993
ACH-000414,0.1848822729227791
ACH-000415,0.13388572572589566
ACH-000416,0.14004512327537522
ACH-000420,0.04254188641254732
ACH-000421,0.1109012838522994
ACH-000424,0.11093510040607593
ACH-000425,0.12179838545542485
ACH-000426,0.030933738666580595
ACH-000427,-0.008971061623165019
ACH-000433,0.2611392799707603
ACH-000435,-0.18421820478850695
ACH-000436,0.3588397977718971
ACH-000444,-0.002010924615891742
ACH-000445,0.10564227900696588
ACH-000448,0.09874242456893748
ACH-000450,-0.02213962925664505
ACH-000452,0.08336670652601681
ACH-000454,0.0696424297176102
ACH-000458,0.12130611493843126
ACH-000459,0.15079526575895755
ACH-000460,0.011464374863556273
ACH-000461,0.1237878518487508
ACH-000463,0.061900660032366474
ACH-000464,-0.01431563676718267
ACH-000466,0.2442012552869459
ACH-000467,0.17660834834826236
ACH-000468,0.19821176256161788
ACH-000469,0.2608839154661599
ACH-000470,0.12996290735150906
ACH-000471,0.10334113695573123
ACH-000472,0.15102234286035687
ACH-000473,0.2281910523508121
ACH-000475,0.09645548006540586
ACH-000476,0.25065574856211986
ACH-000477,0.0443253688122193
ACH-000479,0.4123080743867849
