,DFNB31 (25861)
ACH-000004,-0.09692679286905567
ACH-000005,-0.1387764115804295
ACH-000007,-0.06722515102808517
ACH-000009,-0.2445858376397252
ACH-000011,0.03708841948955136
ACH-000012,-0.07408618694892359
ACH-000013,-0.06616296080332815
ACH-000014,0.02541827426233029
ACH-000015,-0.12864242124271125
ACH-000017,-0.02427639057488705
ACH-000018,-0.17818932613162766
ACH-000019,0.07672395978494004
ACH-000021,-0.11351881549336645
ACH-000022,-0.06209848694798966
ACH-000025,-0.06657540949047132
ACH-000028,0.15856089425996425
ACH-000030,-0.0503870749460674
ACH-000035,-0.04073211166112738
ACH-000036,-0.04925270072314945
ACH-000037,-0.05722390776052029
ACH-000039,0.10299566578041974
ACH-000040,-0.1058165327211514
ACH-000041,-0.16620855409238985
ACH-000042,-0.08267757629626228
ACH-000045,-0.11315325297981654
ACH-000047,-0.01930499856858937
ACH-000052,-0.22474326172593756
ACH-000053,-0.0433423351196017
ACH-000054,-0.14378009856446475
ACH-000055,0.01313710201753153
ACH-000060,-0.013994898343221164
ACH-000067,-0.08693044487641101
ACH-000070,-0.1667300232985222
ACH-000075,-0.06612351587846109
ACH-000078,0.0528294436655404
ACH-000082,-0.008378240950290773
ACH-000085,-0.10293830920416752
ACH-000086,-0.07416709323031999
ACH-000087,-0.052553525783124534
ACH-000092,-0.10924071612362923
ACH-000095,-0.1239275650070237
ACH-000097,0.028149331670297106
ACH-000098,0.06788450090431253
ACH-000099,-0.026985400428875282
ACH-000108,-0.06662881373469517
ACH-000113,-0.126799169190791
ACH-000116,-0.009923597870092778
ACH-000118,-0.1069258897813968
ACH-000120,-0.04408899197628485
ACH-000123,-0.0670399627617653
ACH-000127,-0.08783236162083577
ACH-000128,0.055439815198861514
ACH-000132,-0.1323430023983067
ACH-000133,-0.07165489648803566
ACH-000137,0.016254401915813906
ACH-000138,-0.13286560604300973
ACH-000142,0.023258674182688756
ACH-000143,-0.08471474421656269
ACH-000146,-0.06503341211439354
ACH-000148,-0.13206906804759225
ACH-000150,0.0126764816471262
ACH-000152,-0.11180308481508576
ACH-000153,0.0099107543049237
ACH-000159,-0.09488366089829592
ACH-000160,-0.06534338471340369
ACH-000163,-0.08550410401849234
ACH-000167,-0.12296726292143975
ACH-000168,-0.03396356830760942
ACH-000169,-0.03846649340218549
ACH-000178,-0.12157636067567015
ACH-000183,-0.04631890547463522
ACH-000188,-0.07549269271418234
ACH-000189,0.1674348310264043
ACH-000190,0.11288158742492492
ACH-000198,0.005981038134790936
ACH-000203,-0.04884297484421447
ACH-000204,-0.11102730714103044
ACH-000206,-0.11649302790342272
ACH-000207,-0.054499201692989975
ACH-000208,-0.3364166961702829
ACH-000210,-0.11598722508878745
ACH-000211,-0.02425787242162807
ACH-000215,-0.15115499923141554
ACH-000221,-0.10008269162723413
ACH-000222,0.05801323349988825
ACH-000223,0.045465328556412714
ACH-000226,-0.021073170898996296
ACH-000227,-0.07958452093925206
ACH-000228,-0.049623046096386285
