,URM1 (81605)
ACH-000334,-0.7815848752442759
ACH-000335,-0.9208892789960031
ACH-000336,-0.5501249853149726
ACH-000337,-0.8557589660833969
ACH-000338,-1.1365878754274743
ACH-000339,-0.6768296329662268
ACH-000341,-0.646100443607816
ACH-000348,-0.4434522731100537
ACH-000350,-0.755996341238855
ACH-000352,-0.7730451853602482
ACH-000356,-0.6047932706191604
ACH-000361,-1.0545250901466328
ACH-000362,-0.7002279122499788
ACH-000363,-0.7701863723718827
ACH-000364,-0.8939074726970336
ACH-000365,-0.7630851197511087
ACH-000366,-0.9052628064811924
ACH-000368,-0.8302363510879001
ACH-000374,-0.4646735766074672
ACH-000375,-0.6929706278224078
ACH-000376,-0.9859325979424609
ACH-000381,-0.9192303881987068
ACH-000383,-0.6784151572808524
ACH-000387,-0.5979229943551349
ACH-000389,-0.9971351099237518
ACH-000390,-0.6020223503501512
ACH-000393,-0.9384995062755026
ACH-000395,-0.692176246369268
ACH-000396,-0.7718817772224272
ACH-000397,-0.9526572222101196
ACH-000401,-0.8913842163772451
ACH-000402,-0.24513110878266775
ACH-000403,-0.6007116406716407
ACH-000404,-0.7715813369471543
ACH-000406,-0.8289696011069891
ACH-000407,-0.9828285945185432
ACH-000408,-0.7777714810670786
ACH-000410,-0.8414469676810686
ACH-000411,-0.5590441286137247
ACH-000414,-0.46215114442839006
ACH-000415,-0.9097109576960399
ACH-000416,-0.8143656872161734
ACH-000420,-0.7670514552385185
ACH-000421,-0.7487818876753101
ACH-000424,-0.7833036121846205
ACH-000425,-0.625429468003114
ACH-000426,-0.569569783345164
ACH-000427,-0.652649253127912
ACH-000433,-0.9482409781883296
ACH-000435,-0.8071422817317019
ACH-000436,-0.8552962514672414
ACH-000444,-0.8820397373840922
ACH-000445,-1.1298455953097404
ACH-000448,-0.6595347562328208
ACH-000450,-0.6351812697088474
ACH-000452,-0.5350981379250416
ACH-000454,-0.8152740615198628
ACH-000458,-0.8825833737102278
ACH-000459,-0.5960024191730363
ACH-000460,-0.9441571048629136
ACH-000461,-0.5347067883561502
ACH-000463,-0.7857542558740475
ACH-000464,-0.8588860072710328
ACH-000466,-0.8009631372546037
ACH-000467,-0.7831160637517881
ACH-000468,-0.6835438971324646
ACH-000469,-0.8031545637334161
ACH-000470,-0.7095477212606973
ACH-000471,-1.0545851213325217
ACH-000472,-0.7109945870680364
ACH-000473,-0.7805894764078084
ACH-000475,-0.7653287112113907
ACH-000476,-0.7611441847786782
ACH-000477,-0.5692006507696251
ACH-000479,-0.98049730059767
ACH-000480,-0.6712134675287607
ACH-000481,-0.5936203864818032
ACH-000483,-0.7010254609022897
ACH-000484,-0.7863937376831277
ACH-000485,-0.6563803014580993
ACH-000486,-0.9119022167400352
ACH-000487,-0.8499005696717755
ACH-000488,-0.75319729210718
ACH-000490,-0.9623705170546092
ACH-000491,-0.601445516352645
ACH-000495,-0.8744346602768326
ACH-000496,-0.923111009770886
ACH-000499,-0.901209217909806
ACH-000500,-1.2495385270204642
ACH-000502,-0.5320039931401229
ACH-000503,-0.647435296077672
ACH-000505,-0.7056115929967448
ACH-000507,-0.6820399087950568
ACH-000510,-0.6205253401617513
ACH-000511,-0.6251257021147066
ACH-000512,-0.7883654510099535
ACH-000516,-1.009741637177228
ACH-000517,-0.7971798532606943
ACH-000518,-0.8630743843366585
ACH-000520,-0.8674279368691347
ACH-000521,-1.017054960248463
ACH-000522,-0.8628362121088097
ACH-000524,-0.5174050120376873
ACH-000527,-0.8489397647097433
ACH-000528,-0.7106993076219332
ACH-000537,-0.6635355894899918
ACH-000541,-0.3338679662332359
ACH-000542,-0.9423280341888836
ACH-000544,-0.7559620279337232
ACH-000545,-0.8505005658030788
ACH-000547,-0.7033317348639742
ACH-000548,-0.8465533105368441
ACH-000549,-0.8103228590388216
ACH-000550,-0.7327497163660108
ACH-000552,-0.7142410734439142
ACH-000556,-0.7080450400983554
ACH-000557,-0.7786990184288637
ACH-000569,-0.6318247890701817
ACH-000570,-0.9681844644387572
ACH-000571,-0.6828045375629761
ACH-000573,-0.7276461470890162
ACH-000576,-0.7864798426174444
ACH-000579,-0.7637060414072283
ACH-000580,-0.7564218034396895
ACH-000584,-0.5112801175915103
ACH-000585,-0.9776326236415904
ACH-000588,-0.7612580954240028
ACH-000589,-0.4017810830172003
ACH-000591,-0.7872848457132273
ACH-000593,-1.0134722541233228
ACH-000600,-0.8095920038569085
ACH-000601,-0.9142558373024844
ACH-000605,-0.8863847736326198
ACH-000606,-0.7740010763444132
ACH-000608,-0.4271021873546012
ACH-000614,-0.6789670415424992
ACH-000616,-0.4669701960413722
ACH-000618,-0.7124684437022374
ACH-000619,-0.9045118112579712
ACH-000620,-0.37867251788839207
ACH-000621,-0.6062624543119979
ACH-000622,-0.8021016918440378
ACH-000623,-0.4908056862752274
ACH-000624,-0.5938464121551056
ACH-000627,-0.626418135736951
ACH-000630,-1.0669016751613662
ACH-000631,-0.7774190037443317
ACH-000632,-0.9011604412579568
ACH-000633,-0.5447993769367341
ACH-000637,-0.5496893914708003
ACH-000638,-1.0071273354450327
ACH-000646,-0.6650367709747658
ACH-000647,-0.7848255722251448
ACH-000648,-0.5315500072688905
ACH-000649,-0.8625773209238349
ACH-000651,-0.9623577628123164
ACH-000652,-0.8258505818758142
ACH-000653,-0.5455627840156835
ACH-000657,-0.9559519739810122
ACH-000658,-0.4584008904565972
ACH-000661,-0.7802082372889685
ACH-000662,-0.484405440399985
ACH-000663,-1.0101386813238005
ACH-000665,-0.6339883618342766
ACH-000671,-0.8643510850674783
ACH-000672,-0.6994080123365372
ACH-000673,-0.3453550503878511
ACH-000676,-0.6590123860218693
ACH-000677,-0.5288443900865027
ACH-000681,-0.8137688952763668
ACH-000683,-0.9373105985780336
ACH-000684,-0.9664365800490295
ACH-000688,-0.881696471477768
ACH-000693,-0.925784620898
ACH-000694,-0.767743724813601
ACH-000695,-0.425064334514518
ACH-000696,-0.5152053873450217
ACH-000697,-0.8854630931577618
ACH-000699,-0.6066854731069604
ACH-000701,-0.6821220630290541
ACH-000706,-0.4181684643731524
ACH-000711,-1.015071889715507
ACH-000713,-1.0836877371610123
ACH-000714,-0.8151343634853323
ACH-000718,-0.7797294894053507
ACH-000720,-0.942349758467333
ACH-000721,-0.4147719868924552
ACH-000724,-0.5951748852189797
ACH-000725,-0.6158480443787255
ACH-000732,-0.8290441516432951
ACH-000734,-0.6152089488483374
ACH-000735,-0.9038503483526744
ACH-000736,-0.577368665226259
ACH-000738,-0.895832633229257
ACH-000746,-0.5167456113078808
ACH-000747,-0.8510191358122385
ACH-000748,-0.98072978360497
ACH-000753,-0.8150425649375211
ACH-000756,-0.9365755614151154
ACH-000757,-0.6846175695976089
ACH-000758,-0.4973131902313185
ACH-000760,-0.6577985307100613
ACH-000762,-0.6903510963574984
ACH-000763,-0.7062125116364245
ACH-000764,-0.5084295058531849
ACH-000765,-0.7057052886508866
ACH-000766,-0.8638892268869434
ACH-000767,-0.6078707240105008
ACH-000768,-0.6563674365437757
ACH-000769,-0.7438117346405434
ACH-000770,-0.974354516471986
ACH-000771,-0.8420878705958579
ACH-000773,-0.7162217056552289
ACH-000776,-0.903956309221042
ACH-000777,-0.7185392795920073
ACH-000778,-0.6746049901581572
ACH-000781,-0.6977425722125368
ACH-000782,-0.8632897104492647
ACH-000783,-0.4895454698925836
ACH-000784,-0.9373114348409926
ACH-000785,-0.6592785854113947
ACH-000787,-0.9441239904532576
ACH-000788,-0.9387812827901224
ACH-000791,-0.7182752661872416
ACH-000792,-0.8953084427440107
ACH-000794,-0.959031808048864
ACH-000796,-0.33868611418149963
ACH-000798,-0.9414383015825772
ACH-000799,-0.7654942401092342
ACH-000800,-0.6588108943193298
ACH-000802,-0.9780264760935696
ACH-000804,-0.5953348161904723
ACH-000805,-0.615971497984614
ACH-000809,-0.6888172939526418
ACH-000810,-0.8110235684118551
ACH-000811,-0.8745375911533402
ACH-000817,-0.6518281717004712
ACH-000819,-0.8174939725356686
ACH-000820,-0.9731370596828994
ACH-000821,-0.7401342050560951
ACH-000822,-0.9490866404792512
ACH-000823,-0.6442066955540361
ACH-000824,-0.5444608002163838
ACH-000827,-0.8224388201269894
ACH-000829,-0.6769576820599212
ACH-000831,-0.3904312972203286
ACH-000832,-0.8524161669880139
ACH-000833,-0.7713312944960382
ACH-000834,-0.7417587472707242
ACH-000835,-1.0966838602137994
ACH-000836,-0.9649920581381364
ACH-000837,-0.7014959544013583
ACH-000838,-0.6204930934987118
ACH-000839,-1.07349945630681
ACH-000840,-0.5226458293773338
ACH-000841,-1.0288934539381958
ACH-000843,-0.7416924309722688
ACH-000846,-0.34277831425891153
ACH-000847,-0.9909778377129529
ACH-000848,-0.4032107091336506
ACH-000849,-0.9205113265645932
ACH-000851,-0.8387165978103126
ACH-000855,-0.6947017339122555
ACH-000856,-0.7497570128701291
ACH-000858,-0.5363660643793621
ACH-000859,-0.7986072649669248
ACH-000861,-0.7829907856256028
ACH-000862,-0.7640544466898632
ACH-000865,-0.88148136879913
ACH-000866,-0.8882414067063903
ACH-000867,-0.5998938146531975
ACH-000869,-0.8962903016832268
ACH-000872,-1.0181289279648342
ACH-000873,-0.7619261032682132
ACH-000876,-0.4377452555643959
ACH-000878,-0.5167776728892436
ACH-000880,-0.4943376790745173
ACH-000881,-0.9119817640484168
ACH-000882,-1.154660183638703
ACH-000884,-0.7153725320992268
ACH-000885,-0.9533648792019602
ACH-000887,-0.8109254057377812
ACH-000889,-0.9215823565088554
ACH-000896,-0.8658320788583509
ACH-000898,-0.5176188138009694
ACH-000900,-0.6908670213213114
ACH-000901,-0.477581951676956
ACH-000905,-0.9176146126132032
ACH-000906,-0.952272435023725
ACH-000907,-0.825862556981705
ACH-000910,-0.4205900392245715
ACH-000911,-0.5107767406860874
ACH-000912,-0.8662403238654882
ACH-000913,-0.973406967477322
ACH-000915,-0.9925738575498896
ACH-000916,-0.7480929588993366
ACH-000917,-0.7683719326633671
ACH-000920,-0.8184027204071457
ACH-000921,-0.6351122253165165
ACH-000924,-0.5438644250745861
ACH-000926,-0.7408507808865542
ACH-000928,-0.5236128574521949
ACH-000929,-0.8619432980271422
ACH-000932,-0.6815712278208993
ACH-000935,-0.7025976468018919
ACH-000936,-0.7667429914245991
ACH-000937,-0.7641161086030988
ACH-000938,-0.5060076184489146
ACH-000939,-0.8326950201203187
ACH-000941,-0.8106132622534286
ACH-000943,-0.5400521543260512
ACH-000946,-0.5997507533623669
ACH-000947,-0.5823854940461209
ACH-000948,-0.492925302696664
ACH-000950,-0.8973318775829663
ACH-000953,-0.7558628639232817
ACH-000954,-0.6733205698456698
ACH-000957,-0.4974352063099979
ACH-000958,-0.6462501843299728
ACH-000960,-0.6543414203855761
ACH-000963,-0.8080760532766711
ACH-000968,-0.699403668754725
ACH-000969,-0.6135997906288724
ACH-000972,-0.7720106982731978
ACH-000973,-0.5048502312347588
ACH-000974,-0.7720291967526233
ACH-000978,-0.6925356170302294
ACH-000984,-0.5815603918889768
ACH-000986,-0.6757048365913293
ACH-000988,-0.6895468694537031
ACH-000993,-0.5752887828773664
ACH-000994,-0.4534813639895641
ACH-000996,-0.5331411160808819
ACH-001001,-0.7645213106821496
ACH-001020,-1.0904038392880628
ACH-001028,-0.7300251712831328
ACH-001031,-0.4173244759916338
ACH-001038,-0.32612830740060816
ACH-001048,-0.667298642966275
ACH-001050,-1.0022772937347195
ACH-001053,-1.0224262069663062
ACH-001054,-0.8438378568630459
ACH-001061,-0.8599410857801654
ACH-001067,-0.7562584305245208
ACH-001075,-0.8892158362660997
ACH-001096,-0.7399768113613365
ACH-001111,-0.7997532778909286
ACH-001119,-0.6581914815918629
ACH-001128,-0.6411335163031288
ACH-001134,-0.7113311307218783
ACH-001151,-0.8339489433485915
ACH-001163,-0.8409439325980381
ACH-001164,-0.7474472850681507
ACH-001183,-0.7771436445798542
ACH-001192,-0.8766580251677074
ACH-001193,-0.889038513573101
ACH-001196,-0.8323047578886872
ACH-001197,-0.7484112476333343
ACH-001205,-0.6918147109049719
ACH-001211,-0.6213275957116001
ACH-001212,-0.4502350756726756
ACH-001228,-0.5039145811896204
ACH-001232,-0.8649502880483865
ACH-001239,-0.755738181174477
ACH-001270,-0.7906638867073638
ACH-001274,-0.6212522154797249
ACH-001275,-0.7676459476359802
ACH-001277,-0.6439444177381299
ACH-001278,-0.6790380759718696
ACH-001280,-0.6722856153265705
ACH-001283,-0.8178502932938432
ACH-001289,-0.4215452430213677
ACH-001300,-0.971309459373234
ACH-001301,-0.7866967176798646
ACH-001302,-0.4140220799755193
ACH-001306,-0.5082050057957253
ACH-001318,-0.7092310394953628
ACH-001322,-0.960193026956978
ACH-001328,-0.7943822104784009
ACH-001332,-0.914610881202644
ACH-001336,-1.0006471692157497
ACH-001346,-0.985866072699716
ACH-001353,-0.9307363858020892
ACH-001354,-0.5562706565342869
ACH-001367,-0.7923181828854419
ACH-001368,-0.3996087893347477
ACH-001374,-0.8404224568015569
ACH-001377,-0.6994026836061824
ACH-001380,-0.9285737825332996
ACH-001391,-0.5537613243834941
ACH-001408,-0.6682335448891378
ACH-001430,-0.4675255765232976
ACH-001431,-0.9777056133743958
ACH-001450,-0.8683262385739812
ACH-001496,-0.4036482491435481
ACH-001500,-0.8168494627924133
ACH-001523,-0.7319773398406568
ACH-001532,-0.7501872842517178
ACH-001550,-0.6606214692066369
ACH-001552,-0.8761995100656584
ACH-001554,-0.6683965594573786
ACH-001654,-0.872984057449381
ACH-001735,-0.962562525282386
ACH-001736,-0.9554861044838584
ACH-001737,-0.954318598621718
ACH-001740,-0.9173102376881518
ACH-001745,-0.7816760167364829
ACH-001765,-0.9559406384142796
