,FST (10468)
ACH-000004,-0.12204438471215558
ACH-000005,-0.015141411124515228
ACH-000007,-0.08481767765099339
ACH-000009,-0.07753484436464621
ACH-000011,-0.11937861393288507
ACH-000012,-0.0420629210413972
ACH-000013,-0.05896448559164021
ACH-000014,-0.19030359488427992
ACH-000015,-0.34981838143299304
ACH-000017,-0.08278026620708129
ACH-000018,-0.1812617326325608
ACH-000019,-0.1670320065007694
ACH-000021,-0.1426558425629355
ACH-000022,-0.0844157712471047
ACH-000025,0.025181559599792645
ACH-000028,-0.16269882428175625
ACH-000030,-0.196628071286204
ACH-000035,0.040020476841079816
ACH-000036,-0.05851282831384641
ACH-000037,-0.08569747344971079
ACH-000039,-0.23192827506462635
ACH-000040,-0.10269755995871614
ACH-000041,-0.3260484390497418
ACH-000042,-0.0049856914115538435
ACH-000045,-0.028178935460170237
ACH-000047,-0.15729342900599902
ACH-000052,-0.2540193827831012
ACH-000053,-0.10657865349348247
ACH-000054,-0.19361584444697671
ACH-000055,-0.1972629867857404
ACH-000060,-0.06244110668582788
ACH-000067,0.056897437278106276
ACH-000070,-0.1619623328736537
ACH-000075,-0.2412933583921667
ACH-000078,-0.038737135499635984
ACH-000082,-0.1276857446529
ACH-000085,-0.08406756999456996
ACH-000086,-0.25786927874621723
ACH-000087,-0.05085460507530636
ACH-000092,-0.02305135756396143
ACH-000095,-0.0253811863464294
ACH-000097,-0.14628986934079122
ACH-000098,-0.15829098153655904
ACH-000099,-0.15871849778390942
ACH-000108,-0.24848643056597766
ACH-000113,-0.11971545056688945
ACH-000116,-0.045037741369404416
ACH-000118,-0.0815251837867989
ACH-000120,-0.05039854658009546
ACH-000123,-0.17002541250489947
ACH-000127,-0.19067290052417152
ACH-000128,-0.1019362900721739
ACH-000132,-0.12771418021680167
ACH-000133,-0.16357513205791294
ACH-000137,-0.12895463626204756
ACH-000138,0.03789431886049534
ACH-000142,-0.047563922917639535
ACH-000143,-0.4098706183185849
ACH-000146,-0.16461705982527114
ACH-000148,-0.04684118995721775
ACH-000150,0.00908835962854975
ACH-000152,-0.031597993820956335
ACH-000153,-0.13026230867855695
ACH-000159,-0.19901217716280065
ACH-000160,0.0039811891659503815
ACH-000163,-0.06563782979374858
ACH-000167,-0.34527054739810625
ACH-000168,-0.015216950448771069
ACH-000169,-0.03696946899173688
ACH-000178,-0.03514913500814378
ACH-000183,0.0141082249095812
ACH-000188,-0.2045774672113816
ACH-000189,-0.21468141042154476
ACH-000190,-0.4137040007770696
ACH-000198,-0.1355966690669449
ACH-000203,0.060794685743120615
ACH-000204,-0.039366526548483285
ACH-000206,-0.10648848397166016
ACH-000207,-0.01834534560670968
ACH-000208,-0.05541246826337775
ACH-000210,-0.008393850666167667
ACH-000211,-0.11942688340766865
ACH-000215,-0.21799084680699984
ACH-000221,0.05910452071312485
ACH-000222,0.02393563013726381
ACH-000223,-0.10846113367575136
ACH-000226,-0.14158313025350674
ACH-000227,-0.13110821368268824
ACH-000228,-0.21099285432729556
ACH-000231,-0.026929156066099587
ACH-000232,-0.2319474968301261
ACH-000233,0.0035154175568723363
ACH-000234,-0.047767544135959315
ACH-000235,-0.13269689482658698
ACH-000237,-0.004916411439412521
ACH-000238,-0.18275202962203368
ACH-000242,-0.10446761128363323
ACH-000243,-0.11183909269823956
ACH-000244,-0.16087800187665555
ACH-000246,-0.1568157078069389
ACH-000248,-0.049479068537652
ACH-000250,-0.004966566561782943
ACH-000251,-0.0715421438863597
ACH-000252,-0.1939776141776553
ACH-000253,-0.0781178831047062
ACH-000255,-0.11360248746098175
ACH-000256,-0.06517884268910824
ACH-000257,-0.0990246779462654
ACH-000258,-0.11829451937589255
ACH-000259,-0.020527527910380674
ACH-000260,-0.12610658033237412
ACH-000261,-0.14864174530007096
ACH-000262,-0.2450042552094635
ACH-000263,-0.3837379168276991
ACH-000264,-0.06941258309410499
ACH-000265,-0.043179022360639766
ACH-000266,-0.1149668067624638
ACH-000272,-0.1512654094253505
ACH-000274,-0.01750612242682904
ACH-000277,-0.17269707293446313
ACH-000278,-0.10622590053631943
ACH-000279,-0.1733487466069172
ACH-000280,-0.14024997141135034
ACH-000281,0.000108395198229163
ACH-000288,-0.0590967968527039
ACH-000291,-0.04700097290251398
ACH-000293,-0.15889460192500293
ACH-000294,-0.10965509985269482
ACH-000295,-0.27476086792952226
ACH-000296,-0.025870091947445103
ACH-000302,-0.12364286234887008
ACH-000304,-0.038228370130285405
ACH-000307,-0.1583016139785831
ACH-000308,-0.13270069304302146
ACH-000310,-0.2401044407799855
ACH-000311,-0.07374527096977025
ACH-000312,-0.05059253050577689
ACH-000315,-0.06300803030930413
ACH-000316,-0.009737107777701823
ACH-000317,-0.16847876836868173
ACH-000318,-0.07180554140834243
ACH-000319,-0.22316505612971216
ACH-000320,-0.05447920582784987
ACH-000322,-0.07153087912032821
ACH-000323,-0.3040280722537267
ACH-000324,-0.10448443079701372
ACH-000329,-0.11866795345749767
ACH-000330,-0.09449011073998798
ACH-000331,-0.19220634565636646
ACH-000332,-0.03719114591433585
ACH-000334,-0.18883521500555733
ACH-000335,-0.1225255346565511
ACH-000336,-0.04552621659188878
ACH-000337,-0.0658711969713064
ACH-000338,0.08794553795601512
ACH-000339,-0.1345207762714531
ACH-000341,-0.2522452429233205
ACH-000348,-0.11289192633878775
ACH-000350,-0.2551286603841115
ACH-000352,-0.13963477015988146
ACH-000356,-0.1917334011879346
ACH-000361,-0.20911521596084767
ACH-000362,-0.1095038092402375
ACH-000363,-0.016019828335835838
ACH-000364,-0.010635923682599848
ACH-000365,-0.26511567048840395
ACH-000366,-0.05320289458624867
ACH-000368,-0.20127062525860787
ACH-000374,-0.2249672472907786
ACH-000375,-0.0600516195455337
ACH-000376,-0.12360049533256726
ACH-000381,-0.0017805244217732586
ACH-000383,-0.0925914487340248
ACH-000387,-0.1285631338544026
ACH-000389,-0.06476241932521526
ACH-000390,-0.11596713519472825
ACH-000393,-0.23248535678661544
ACH-000395,-0.12441661543698344
ACH-000396,-0.3410567165469711
ACH-000397,-0.056676533580247726
ACH-000401,-0.25743871028683163
ACH-000402,-0.16542591058243894
ACH-000403,-0.038891899747251366
ACH-000404,0.002741024007524319
ACH-000406,-0.04416055746836496
ACH-000407,-0.16785003863540507
ACH-000408,-0.06082148575564526
ACH-000410,-0.16812453830979746
ACH-000411,-0.014193674066093
ACH-000414,-0.025181767293646157
ACH-000415,-0.12487353526248443
ACH-000416,-0.2181328517725183
ACH-000420,-0.12540350566085226
ACH-000421,-0.008983825884763057
