,OLIG3 (167826)
ACH-000004,-0.28897426941763543
ACH-000005,0.02767692794583371
ACH-000007,-0.04643643963854433
ACH-000009,-0.0912354281835841
ACH-000011,-0.4190981390186618
ACH-000012,-0.17753938960906185
ACH-000013,-0.22242739278550067
ACH-000014,-0.12112182828725405
ACH-000015,-0.19234392755970672
ACH-000017,-0.2314098754691909
ACH-000018,-0.17067200650648728
ACH-000019,-0.14516519744965187
ACH-000021,-0.30931445309468725
ACH-000022,-0.06393753217633136
ACH-000025,-0.16679127070874236
ACH-000028,-0.184571498034297
ACH-000030,-0.1849264157998656
ACH-000035,-0.13137299428937285
ACH-000036,0.02516342871988959
ACH-000037,-0.06265407683288744
ACH-000039,-0.06485164480882286
ACH-000040,-0.17363075075730994
ACH-000041,-0.22947336931409715
ACH-000042,-0.20348325666352932
ACH-000045,-0.1873889865924244
ACH-000047,-0.1596202108077573
ACH-000052,-0.08431893281200188
ACH-000053,-0.16414871544706913
ACH-000054,-0.28963819625328285
ACH-000055,-0.0017889899556337565
ACH-000060,-0.2434325541531434
ACH-000067,-0.1548395392456257
ACH-000070,-0.12212695972941935
ACH-000075,-0.10208638741620807
ACH-000078,-0.20407654886662466
ACH-000082,-0.13430304027882606
ACH-000085,-0.2621402703472909
ACH-000086,-0.026811574319947275
ACH-000087,-0.2472383330483973
ACH-000092,-0.18545940102774866
ACH-000095,-0.16471944438191552
ACH-000097,-0.2284896126738049
ACH-000098,-0.1177837623857249
ACH-000099,-0.1667823206018566
ACH-000108,-0.2176460888075037
ACH-000113,-0.2074477534814242
ACH-000116,-0.10815355952922194
ACH-000118,-0.2502519070839625
ACH-000120,-0.07788296320238014
ACH-000123,-0.21898201017064564
ACH-000127,-0.20796819262282096
ACH-000128,-0.3319876244180898
ACH-000132,-0.3200379624235556
ACH-000133,-0.20765193191420825
ACH-000137,-0.038313228732042175
ACH-000138,-0.2616560377173322
ACH-000142,-0.17040325512936474
ACH-000143,-0.12685581388627656
ACH-000146,-0.10791201039967196
ACH-000148,-0.10444045518996976
ACH-000150,-0.3796171947432716
ACH-000152,-0.15236663702744027
ACH-000153,-0.259048412049485
ACH-000159,-0.11934767097188533
ACH-000160,-0.19564107522825894
ACH-000163,-0.1376795082973946
ACH-000167,-0.16845579646221998
ACH-000168,-0.4418697261227536
ACH-000169,-0.12446804870654238
ACH-000178,-0.20842643674174088
ACH-000183,-0.12415166765324002
ACH-000188,-0.0995881322983711
ACH-000189,-0.4622104147143222
ACH-000190,-0.13391082885133315
ACH-000198,-0.1910375674822103
ACH-000203,-0.06287211187551878
ACH-000204,-0.237586628790774
ACH-000206,-0.3090063340480822
ACH-000207,0.0007722241386651013
ACH-000208,-0.16902376211647765
ACH-000210,-0.3739121113692185
ACH-000211,-0.17694884601530442
ACH-000215,-0.0960123123294766
ACH-000221,-0.3375668462067549
ACH-000222,-0.2350390632552321
ACH-000223,-0.08833691542042225
ACH-000226,0.008434659302704392
ACH-000227,-0.0595110702127238
ACH-000228,-0.2405166532425115
ACH-000231,-0.08481098045312588
ACH-000232,-0.20313022810802367
ACH-000233,-0.08451951727446022
ACH-000234,-0.4360165841202424
ACH-000235,-0.20679993502625435
ACH-000237,-0.1580002887978136
ACH-000238,-0.2158538107423942
ACH-000242,-0.1692976395190216
ACH-000243,-0.10932287652184786
ACH-000244,-0.20488399640673
ACH-000246,-0.11770095847523583
ACH-000248,-0.2818839785313768
ACH-000250,-0.16737599230321526
ACH-000251,-0.12926374849042727
ACH-000252,-0.26601174227944824
ACH-000253,-0.4094366993698143
ACH-000255,-0.26535062312800284
ACH-000256,-0.06720692273565773
ACH-000257,-0.08041525586262982
ACH-000258,-0.04120019383095316
ACH-000259,-0.18511326147974055
ACH-000260,-0.08826927803240202
ACH-000261,-0.1846024296324789
ACH-000262,-0.3258642697942533
ACH-000263,-0.04890316784283152
ACH-000264,-0.20689872884759214
ACH-000265,-0.240624418710455
ACH-000266,-0.19840580329791888
ACH-000272,-0.1974959237706035
ACH-000274,-0.15768087665438946
ACH-000277,-0.22318166570006806
ACH-000278,-0.11922553135048568
ACH-000279,-0.2127178094792096
ACH-000280,-0.18760542617071985
ACH-000281,-0.23459980681445
ACH-000288,-0.21308074108706412
ACH-000291,-0.2369596948418001
ACH-000293,-0.233697918436194
