,MRPS30 (10884)
ACH-000004,-0.5695097598702011
ACH-000005,-0.16653752807194006
ACH-000007,-0.39797465779100655
ACH-000009,-0.2284190553849032
ACH-000011,-0.015788215824684843
ACH-000012,-0.5848336858608489
ACH-000013,-0.2542961383067017
ACH-000014,-0.27676296809892953
ACH-000015,-0.26084003693647506
ACH-000017,-0.3581851899364763
ACH-000018,-0.6424819725357542
ACH-000019,-0.5618049614767442
ACH-000021,-0.2038233398554774
ACH-000022,-0.4335250660843565
ACH-000025,-0.13004579363099458
ACH-000028,-0.560603700835769
ACH-000030,-0.03403693402545952
ACH-000035,-0.4285231711742629
ACH-000036,-0.06189325294997065
ACH-000037,-0.3852502157230373
ACH-000039,-0.4058688017360663
ACH-000040,-0.24939215422778135
ACH-000041,-0.23512663402552686
ACH-000042,-0.3526513171988956
ACH-000045,-0.22506278854100956
ACH-000047,-0.41101021951211103
ACH-000052,-0.3030079648497432
ACH-000053,-0.4157236232186131
ACH-000054,-0.545947386924104
ACH-000055,-0.4566212857937298
ACH-000060,-0.3109600398446952
ACH-000067,-0.3948296065935863
ACH-000070,-0.29472888859717866
ACH-000075,-0.1364049789455878
ACH-000078,-0.5170315463466671
ACH-000082,-0.24270068652440946
ACH-000085,-0.3887928227650875
ACH-000086,-0.3341818254681345
ACH-000087,-0.127051116507661
ACH-000092,-0.1935823786198589
ACH-000095,-0.20280582577742348
ACH-000097,-0.3710429133574338
ACH-000098,-0.3694840542847117
ACH-000099,-0.40958759247295984
ACH-000108,-0.1548309915830656
ACH-000113,-0.2850077065347709
ACH-000116,-0.5920373556356682
ACH-000118,-0.5985871899525775
ACH-000120,-0.1619425779143317
ACH-000123,-0.4832765381738782
ACH-000127,-0.31102839681962485
ACH-000128,-0.31708716628382155
ACH-000132,-0.29212385036850264
ACH-000133,-0.2720238998051733
ACH-000137,-0.21023981271122066
ACH-000138,-0.3280538948270978
ACH-000142,-0.17921642370379862
ACH-000143,-0.4440067313340194
ACH-000146,-0.30959328422445404
ACH-000148,-0.3730392124277994
ACH-000150,-0.3090457514104568
ACH-000152,-0.3640516191791621
ACH-000153,-0.32382454590117377
ACH-000159,-0.3834877972334143
ACH-000160,-0.4134756641248979
ACH-000163,-0.3226454448061653
ACH-000167,-0.3001794136040965
ACH-000168,-0.32557289305471115
ACH-000169,-0.3591553023045173
ACH-000178,-0.4598206867677354
ACH-000183,-0.24566943872608624
ACH-000188,-0.29737510691177244
ACH-000189,-0.7522693476124697
ACH-000190,-0.6206409131400715
ACH-000198,-0.19907743295946725
ACH-000203,-0.5611319897827127
ACH-000204,-0.012664508688277018
ACH-000206,-0.7755323286045932
ACH-000207,-0.4687127748735508
ACH-000208,-0.3019500692106646
ACH-000210,-0.29431894064543745
ACH-000211,-0.3941821917852481
ACH-000215,-0.3374547465243056
ACH-000221,-0.5600004402286741
ACH-000222,-0.5142310804932231
ACH-000223,-0.4260735739187541
ACH-000226,-0.1871988674569629
ACH-000227,-0.3728959209014216
ACH-000228,-0.5135955697511421
ACH-000231,-0.2908090183350159
ACH-000232,-0.2130986096323913
ACH-000233,-0.19285237283581289
ACH-000234,-0.041933837621643294
ACH-000235,-0.3659521170973746
ACH-000237,-0.10092917522760952
ACH-000238,-0.02108899275287542
ACH-000242,-0.42719589349609616
ACH-000243,-0.2984777533423692
ACH-000244,-0.4452316972422024
ACH-000246,-0.4130838391221216
ACH-000248,-0.3816122096149993
ACH-000250,-0.16531824105378753
ACH-000251,-0.4577776444916382
ACH-000252,-0.15118140349543646
ACH-000253,-0.35213938344653783
ACH-000255,-0.5002751548235923
ACH-000256,-0.04921848390558984
ACH-000257,-0.32334716219148835
ACH-000258,-0.13916598640860678
ACH-000259,-0.5086825115745196
ACH-000260,-0.3480436973518385
ACH-000261,-0.2195485013840851
ACH-000262,-0.13659374099005026
ACH-000263,0.0953727232423878
ACH-000264,-0.3060253025868319
ACH-000265,-0.4138054494500373
ACH-000266,-0.3067810874116189
ACH-000272,-0.25749274112817244
ACH-000274,-0.2136082128991472
ACH-000277,-0.5834679390491707
ACH-000278,-0.22749605268753464
ACH-000279,-0.33241697116984803
ACH-000280,-0.4284974723515718
ACH-000281,-0.21035655641736692
ACH-000288,-0.3432478367847889
ACH-000291,-0.2830998640920136
ACH-000293,-0.2362147415584231
ACH-000294,-0.5367861981738212
ACH-000295,-0.34004925663424096
ACH-000296,-0.3675722034612437
ACH-000302,-0.4108516541744472
ACH-000304,-0.7132126227352252
ACH-000307,-0.38415368676615796
ACH-000308,-0.34686425098215634
ACH-000310,-0.22367499932360396
ACH-000311,-0.20970875340351475
ACH-000312,-0.3448548842013612
ACH-000315,-0.7234414852843479
ACH-000316,-0.41662447793828616
ACH-000317,-0.5754264027474306
ACH-000318,-0.36643740216123466
ACH-000319,-0.3197463180463803
ACH-000320,-0.19713818902657798
ACH-000322,-0.2645155092156945
ACH-000323,-0.3725935174697153
ACH-000324,-0.4309531100898586
ACH-000329,-0.4077321859838604
ACH-000330,-0.4501454210252127
ACH-000331,-0.4213908285580785
ACH-000332,-0.11227245931890352
ACH-000334,-0.28175310456359826
ACH-000335,-0.3743446735997665
ACH-000336,-0.2540301422500237
ACH-000337,-0.5722900796262478
ACH-000338,-0.7872820385758034
ACH-000339,-0.5063142240328825
ACH-000341,-0.1773510609580986
ACH-000348,-0.35303665799841305
ACH-000350,-0.37751394136992894
ACH-000352,-0.3420886766462386
ACH-000356,-0.32403638180478456
ACH-000361,-0.366459166746186
ACH-000362,-0.21650387717616806
ACH-000363,-0.3631879730222463
ACH-000364,-0.35527523454824245
ACH-000365,-0.2416592124224634
ACH-000366,-0.2528873390745061
ACH-000368,-0.4001990180723986
ACH-000374,-0.27949152393922155
ACH-000375,-0.14865203490628806
ACH-000376,-0.467455447149532
ACH-000381,-0.7241308447526894
ACH-000383,-0.35724583899234424
ACH-000387,-0.5196025003545696
ACH-000389,-0.3174628561321167
ACH-000390,-0.4757644651316831
ACH-000393,-0.1749120831126138
ACH-000395,-0.1791187874461118
ACH-000396,-0.5193935853435844
ACH-000397,-0.2006274105538016
ACH-000401,-0.3883122110099689
ACH-000402,-0.4906706792367402
ACH-000403,-0.24112821532996634
ACH-000404,-0.4145482257462659
ACH-000406,-0.4905641440555512
ACH-000407,-0.11093894935169432
ACH-000408,-0.5855715429555993
ACH-000410,-0.4551529477093762
ACH-000411,-0.25225283251870323
ACH-000414,-0.27748022944805023
ACH-000415,-0.4568690606758791
ACH-000416,-0.3635370332241297
ACH-000420,-0.3338334975539641
ACH-000421,-0.3058938659325322
ACH-000424,-0.2056822802219889
ACH-000425,-0.3430927967642859
ACH-000426,-0.7475626665154974
ACH-000427,-0.5003616173374288
ACH-000433,-0.15928276508153513
ACH-000435,0.3611749141556482
ACH-000436,-0.2621256875087641
ACH-000444,-0.4020677901985614
ACH-000445,-0.3274627604715043
ACH-000448,-0.3085000413036436
ACH-000450,-0.363232889496989
ACH-000452,-0.2118325298267233
ACH-000454,-0.4488237716352608
ACH-000458,-0.2654394674945904
ACH-000459,-0.7698504398865299
ACH-000460,-0.3612864508265944
ACH-000461,-0.6622135228609661
ACH-000463,-0.3007548613929321
ACH-000464,-0.10370451319493648
ACH-000466,-0.372818676186234
ACH-000467,-0.6242805905561318
ACH-000468,-0.16793437522316032
ACH-000469,-0.34662108877156755
ACH-000470,-0.3359332411225432
ACH-000471,-0.2347375739099844
ACH-000472,-0.2989081358463214
ACH-000473,-0.2931465917823812
ACH-000475,-0.42996356608239933
ACH-000476,-0.4765789506371627
ACH-000477,-0.1811108974143424
ACH-000479,-0.22686129436908725
ACH-000480,-0.7043501028774996
ACH-000481,-0.371223694528826
ACH-000483,-0.4982068704095669
ACH-000484,-0.2242454381934306
ACH-000485,-0.17319117787974064
ACH-000486,-0.460711199910583
ACH-000487,-0.17310869770242204
ACH-000488,-0.4249372345679875
ACH-000490,-0.241563208598818
ACH-000491,-0.36243898054956064
ACH-000495,-0.16714885112687697
ACH-000496,-0.10196947513722317
ACH-000499,-0.3020602629040722
ACH-000500,0.1458445436722421
ACH-000502,-0.3007764700148373
ACH-000503,-0.7952435608291819
ACH-000505,-0.288952073093865
ACH-000507,-0.33900391068446084
ACH-000510,-0.4897886993421526
ACH-000511,-0.27744380314080674
ACH-000512,-0.21709270358978952
ACH-000516,-0.3350943290227868
ACH-000517,-0.3488869569791823
ACH-000518,-0.505871242461609
ACH-000520,-0.3298772647976758
ACH-000521,-0.3403697834724271
ACH-000522,-0.3174456789255138
ACH-000524,-0.3241512356592164
ACH-000527,-0.5315823652132257
ACH-000528,-0.42118588161172704
ACH-000537,-0.3876904699324624
ACH-000541,0.1975158427259069
ACH-000542,-0.13303271835835462
ACH-000544,-0.2900401618443569
ACH-000545,-0.6650612655025973
ACH-000547,-0.5223526783575109
ACH-000548,-0.1681145322551043
ACH-000549,-0.36375815841809495
ACH-000550,-0.2790220123955812
ACH-000552,-0.30947145368264045
ACH-000556,-0.16289592424173432
ACH-000557,-0.20077696342202386
ACH-000569,-0.2641237915755624
ACH-000570,-0.5377915370280687
ACH-000571,-0.39725666595799136
ACH-000573,-0.31572059101877553
ACH-000576,-0.08577052189500955
ACH-000579,-0.3159544836924229
ACH-000580,-0.2716212423046486
ACH-000584,-0.31081287557006226
ACH-000585,-0.2967856803679583
ACH-000588,-0.4540272060756166
ACH-000589,-0.7188330938966605
ACH-000591,-0.2765221106760474
ACH-000593,-0.42777916153530576
ACH-000600,-0.3975485060768828
ACH-000601,-0.2264188980593969
ACH-000605,-0.3916650544353689
ACH-000606,-0.5596867288272024
ACH-000608,-0.2881398696580854
ACH-000614,-0.3053240680143107
ACH-000616,-0.5835213532813119
ACH-000618,-0.6157191821961584
ACH-000619,-0.3583517966634698
ACH-000620,-0.35521284418134424
ACH-000621,-0.4230086361310261
ACH-000622,-0.3187703145954282
ACH-000623,-0.298764326905996
ACH-000624,-0.20323328387194434
ACH-000627,-0.15439327182894053
ACH-000630,-0.6091802468889458
ACH-000631,-0.03152927457602578
ACH-000632,-0.2191642984635635
ACH-000633,-0.5544754210625839
ACH-000637,-0.474384276159517
ACH-000638,-0.4136828403823809
ACH-000646,-0.38833722214723776
ACH-000647,-0.3972482935664933
ACH-000648,-0.2879760087646799
ACH-000649,-0.3247079273242756
ACH-000651,-0.3899178346654333
ACH-000652,-0.3367911796758805
ACH-000653,-0.3408520481886203
ACH-000657,-0.3145145042937674
ACH-000658,-0.28752823774869424
ACH-000661,-0.5381469745837639
ACH-000662,-0.4813768470681901
ACH-000663,-0.36002726827588083
ACH-000665,-0.44471243638959096
ACH-000671,-0.5891780502133804
ACH-000672,-0.2824858597964385
ACH-000673,-0.22284867789016424
ACH-000676,-0.4629549050221138
ACH-000677,-0.6427860069716523
ACH-000681,-0.5982800511947424
ACH-000683,-0.3440425768853124
ACH-000684,-0.3285774685730086
ACH-000688,-0.3550748534421571
ACH-000693,-0.3977940174655242
ACH-000694,-0.4472464723150177
ACH-000695,-0.3876779154039573
ACH-000696,-0.3821576813616405
ACH-000697,-0.3260822558873221
ACH-000699,-0.4766577620413309
ACH-000701,-0.4006559414939969
ACH-000706,-0.5070196046017112
ACH-000711,-0.31873024228405955
ACH-000713,-0.3953364629118107
ACH-000714,0.003169204932431359
ACH-000718,-0.014754678888452916
ACH-000720,-0.3625907745811078
ACH-000721,-0.2058644885308306
ACH-000724,-0.2390256984451082
ACH-000725,-0.3946528067892892
ACH-000732,-0.6614766369849042
ACH-000734,-0.3886024130693444
ACH-000735,-0.14593790140030688
ACH-000736,-0.2111682897839562
ACH-000738,-0.47988432105197104
ACH-000746,-0.5916856571641813
ACH-000747,-0.2838175241581111
ACH-000748,-0.3002688208289636
ACH-000753,-0.4085210762405008
ACH-000756,-0.12114214408891467
ACH-000757,-0.3995077760583414
ACH-000758,-0.7075536788816064
ACH-000760,-0.4948755052429386
ACH-000762,-0.4764887447112837
ACH-000763,-0.5018814043322645
ACH-000764,-0.15942547129069834
ACH-000765,-0.3364198368991235
ACH-000766,-0.2704861218254208
ACH-000767,-0.2399831331981143
ACH-000768,-0.4861235216999154
ACH-000769,-0.27977561523596983
ACH-000770,-0.3829335928511275
ACH-000771,-0.5085379828456758
ACH-000773,-0.4056162331854165
ACH-000776,-0.4259197711306827
ACH-000777,-0.2946581529096601
ACH-000778,-0.1331643025665452
ACH-000781,-0.3872422569695477
ACH-000782,-0.3828367574138105
ACH-000783,-0.19988451176285432
ACH-000784,-0.3338867711291976
ACH-000785,-0.20534529778157015
ACH-000787,-0.36504159472272096
ACH-000788,-0.25633194610830984
ACH-000791,-0.3109700217716442
ACH-000792,-0.09148898167303432
ACH-000794,-0.36074835495671104
ACH-000796,-0.3189145802471825
ACH-000798,-0.2297889721516587
ACH-000799,-0.02358936450752755
ACH-000800,-0.21291362746457967
ACH-000802,-0.6090202264925156
ACH-000804,-0.27980144787598804
ACH-000805,-0.459468825988888
ACH-000809,-0.1954981077083766
ACH-000810,-0.3313231112535633
ACH-000811,-0.3459219081593307
ACH-000817,-0.20895850641839267
ACH-000819,-0.3513465026360356
ACH-000820,-0.5127513754184965
ACH-000821,-0.07240128340813673
ACH-000822,-0.33186719286728883
ACH-000823,-0.3473068608515838
ACH-000824,0.03111941699187745
ACH-000827,-0.24148238657663354
ACH-000829,-0.07151934914242339
ACH-000831,-0.547038899002073
ACH-000832,-0.3895168855564877
ACH-000833,-0.4704412835226917
ACH-000834,-0.5175560807294958
ACH-000835,-0.5294587200160875
ACH-000836,-0.4063360708672787
ACH-000837,-0.5956655123473809
ACH-000838,-0.24192225622654365
ACH-000839,-0.05237647855403451
