,NDFIP1 (80762)
ACH-000004,0.04009851201024854
ACH-000005,0.4118210099393908
ACH-000007,0.12129862852961068
ACH-000009,-0.1278245161897814
ACH-000011,0.03316026875562037
ACH-000012,0.12951316123855566
ACH-000013,0.1068412644988426
ACH-000014,0.0803024710741453
ACH-000015,0.01532451932295896
ACH-000017,0.06462029603822676
ACH-000018,0.09791401254569118
ACH-000019,0.16822672792266607
ACH-000021,0.056349858729604324
ACH-000022,-0.023704791705435928
ACH-000025,0.08865902697278405
ACH-000028,0.020334778926913644
ACH-000030,0.14316131744295427
ACH-000035,-0.012801038241806813
ACH-000036,-0.03516946244514528
ACH-000037,0.08163449128121948
ACH-000039,0.1902033845995588
ACH-000040,0.05322925665378009
ACH-000041,0.05136700033999517
ACH-000042,0.00755282076798152
ACH-000045,0.03623134132231488
ACH-000047,0.029684966728358218
ACH-000052,-0.07127005626795675
ACH-000053,0.0646524352181195
ACH-000054,0.0349176439492557
ACH-000055,-0.02999630829726482
ACH-000060,0.011096695288296977
ACH-000067,0.015279700316947212
ACH-000070,0.15041793819430627
ACH-000075,-0.1161150158234912
ACH-000078,0.04684939103451097
ACH-000082,0.07259439613655835
ACH-000085,-0.06738625175552412
ACH-000086,0.05714586909930588
ACH-000087,-0.04829160159059418
ACH-000092,0.10194325781570522
ACH-000095,0.09182267056429252
ACH-000097,0.09757807869695873
ACH-000098,0.12651756846225606
ACH-000099,0.009065793992616634
ACH-000108,-0.027340753377399225
ACH-000113,0.03369425343872305
ACH-000116,0.06838708539193307
ACH-000118,0.047490163383838005
ACH-000120,-0.0618337843935504
ACH-000123,0.0060737040124345144
ACH-000127,0.03337867171105685
ACH-000128,0.04465558433240967
ACH-000132,0.08170880980708486
ACH-000133,0.0011185999761140742
ACH-000137,-0.058048393098441425
ACH-000138,0.006509405951169658
ACH-000142,0.17612591579774778
ACH-000143,0.060266754895214825
ACH-000146,0.15087927426725048
ACH-000148,0.0721132006076227
ACH-000150,-0.1327732415072896
ACH-000152,0.1056318175630646
ACH-000153,0.07785593321952844
ACH-000159,0.07565709037505619
ACH-000160,-0.014315578028370338
ACH-000163,0.013467878371302462
ACH-000167,0.25658351888739955
ACH-000168,0.2680536732754095
ACH-000169,0.01849294730845084
ACH-000178,-0.04888657655430339
ACH-000183,0.05261647643607291
ACH-000188,0.07799130730413135
ACH-000189,0.11691038679216573
ACH-000190,0.08267444351656338
ACH-000198,0.015450103790845176
ACH-000203,0.28699357864232705
ACH-000204,-0.07858063484974348
ACH-000206,0.2362073575855076
ACH-000207,0.18155737898824054
ACH-000208,0.1306854774435579
ACH-000210,0.2290496709374204
ACH-000211,0.00011830378829727478
ACH-000215,0.044070062002361736
ACH-000221,0.01696325812802866
ACH-000222,-0.00037751173818805617
ACH-000223,0.017824018962867345
ACH-000226,0.023142035313375928
ACH-000227,-0.08921054680483198
ACH-000228,0.046979880088986466
ACH-000231,0.04869243204308666
ACH-000232,0.06590123709357834
ACH-000233,-0.033426475657959434
ACH-000234,-0.035132091720234064
ACH-000235,0.06141604902981946
ACH-000237,0.1571417194702557
ACH-000238,-0.016402211373925103
ACH-000242,0.044244577280946336
ACH-000243,0.12746464625405954
ACH-000244,-0.0838467536755202
ACH-000246,-0.06512893256064073
ACH-000248,0.04362358764832637
ACH-000250,0.12622996913853202
ACH-000251,-0.10488129703848552
ACH-000252,0.09538008390840348
ACH-000253,0.032386306337445575
ACH-000255,0.07740955406218733
