,HPGDS (27306)
ACH-000004,-0.022949561594601396
ACH-000005,0.06381709701584205
ACH-000007,-0.07485472848161567
ACH-000009,-0.10624121545348887
ACH-000011,-0.02492709491677934
ACH-000012,-0.0961168840416784
ACH-000013,0.1036921244243958
ACH-000014,-0.051975378911509856
ACH-000015,-0.11190053816847594
ACH-000017,-0.10373624629106187
ACH-000018,-0.06014991598380814
ACH-000019,-0.1314930165050771
ACH-000021,-0.07624354652005448
ACH-000022,-0.0618777991354655
ACH-000025,-0.1282036930198011
ACH-000028,-0.11932250921508243
ACH-000030,-0.13123750505603105
ACH-000035,-0.04399870098595768
ACH-000036,-0.008302290263301395
ACH-000037,0.005792951238130703
ACH-000039,-0.035605662653906536
ACH-000040,-0.08352001131635547
ACH-000041,-0.07620032656743185
ACH-000042,-0.03240737180856931
ACH-000045,-0.012472675226824078
ACH-000047,0.04317907825011156
ACH-000052,-0.10408771554231484
ACH-000053,-0.08584638408887682
ACH-000054,-0.007774629343448144
ACH-000055,-0.1545315789586664
ACH-000060,-0.07374328927967819
ACH-000067,-0.16492942245411352
ACH-000070,-0.0057014849730568475
ACH-000075,0.12730797531813834
ACH-000078,-0.15948101687160174
ACH-000082,-0.030797420956050887
ACH-000085,-0.10342329949063006
ACH-000086,-0.049705420012858284
ACH-000087,-0.00841850118007658
ACH-000092,-0.19353634990034302
ACH-000095,-0.06012920455867001
ACH-000097,-0.13390792480123978
ACH-000098,-0.05819333278115251
ACH-000099,-0.06558514234805475
ACH-000108,0.016953012838552373
ACH-000113,0.04945323117522369
ACH-000116,-0.0959506930080579
ACH-000118,-0.06280996010759406
ACH-000120,0.021835068397473692
ACH-000123,0.010096847342774265
ACH-000127,-0.07843540393632646
ACH-000128,0.07004132774900013
ACH-000132,-0.0715332355133489
ACH-000133,-0.15636656348924166
ACH-000137,-0.04600283492248839
ACH-000138,0.05180404474804992
ACH-000142,-0.08587590805928239
ACH-000143,-0.1117918827493451
ACH-000146,-0.04187041722703709
ACH-000148,-0.06162868565453272
ACH-000150,-0.028482499990889257
ACH-000152,-0.08844450176419971
ACH-000153,0.08323651344549768
ACH-000159,-0.06705263301742027
ACH-000160,0.03963318661898843
ACH-000163,-0.11946284422847595
ACH-000167,0.3778383588252577
ACH-000168,-0.010281680043580876
ACH-000169,0.026702375728554748
ACH-000178,0.02114150430115655
ACH-000183,-0.004552597465194941
ACH-000188,-0.0016560597175527387
ACH-000189,-0.05292876600641348
ACH-000190,-0.1103054908679562
ACH-000198,-0.06084570105564365
ACH-000203,-0.3597031506257586
ACH-000204,-0.08577614273878285
ACH-000206,-0.11178590977974023
ACH-000207,0.014310910004115256
ACH-000208,-0.14050713617061286
ACH-000210,-0.04142008165963748
ACH-000211,-0.1007019077548963
ACH-000215,-0.00400007396945096
ACH-000221,0.006677671000780693
ACH-000222,-0.04099602516293559
ACH-000223,-0.1093619381356668
ACH-000226,-0.06881540835670596
ACH-000227,-0.19358270432869915
ACH-000228,-0.09755729337231894
ACH-000231,-0.06898830025011678
ACH-000232,-0.09945158186441062
ACH-000233,-0.04464145660256419
ACH-000234,-0.00825429079883619
ACH-000235,-0.004194368239054692
ACH-000237,-0.0860609888439383
ACH-000238,-0.1070499415958798
ACH-000242,0.003458131265974201
ACH-000243,-0.07928790225767474
ACH-000244,0.15172603468964938
ACH-000246,-0.027815645779385084
ACH-000248,-0.03844594756434856
ACH-000250,-0.005405761077702584
ACH-000251,0.050381058131745385
ACH-000252,-0.25293286045986874
ACH-000253,-0.011932297194526426
ACH-000255,-0.0507198593856339
ACH-000256,-0.05601138180794911
ACH-000257,0.004922035148295079
ACH-000258,0.050484302796178965
ACH-000259,-0.15188995598837673
ACH-000260,-0.032131920463557374
ACH-000261,-0.047628974260700896
ACH-000262,-0.038342614464847366
ACH-000263,-0.2261599660884007
ACH-000264,-0.11408798208055385
ACH-000265,-0.0913470755853737
ACH-000266,-0.03643520826197825
ACH-000272,-0.04646576208125873
ACH-000274,-0.06741333097945516
ACH-000277,-0.12007392870486874
ACH-000278,-0.1082136103775722
ACH-000279,-0.12765107572491466
ACH-000280,-0.036664841363216495
ACH-000281,-0.00044313404590768914
ACH-000288,-0.09379515919635308
ACH-000291,0.03802290146180888
ACH-000293,-0.08199417364405863
ACH-000294,-0.014006328886722132
ACH-000295,-0.10205774307195956
ACH-000296,-0.002104751957785809
ACH-000302,-0.10761558371334326
ACH-000304,-0.08519738314221773
ACH-000307,-0.049700585946962125
ACH-000308,-0.1087916150298498
ACH-000310,-0.0850605140444153
ACH-000311,-0.0433815637220291
ACH-000312,-0.07125995246591431
ACH-000315,-0.13686299340375216
ACH-000316,0.059614385987843264
ACH-000317,-0.0603313295080411
ACH-000318,-0.07158493349786757
ACH-000319,-0.06257175681146272
ACH-000320,-0.009394873692467965
ACH-000322,-0.17511212235613374
ACH-000323,0.0389093269684708
ACH-000324,-0.16500990251299813
ACH-000329,-0.11747130470111587
ACH-000330,-0.04810184434616712
ACH-000331,0.03466837599354067
ACH-000332,-0.0023935684102650012
ACH-000334,-0.05304049542138775
ACH-000335,-0.0803818529328739
ACH-000336,0.039566370110680316
ACH-000337,-0.16996107458870127
ACH-000338,0.2201178131351653
ACH-000339,-0.07225228370031833
ACH-000341,0.06940051220169376
ACH-000348,-0.0977176580364803
ACH-000350,-0.03051076991729033
ACH-000352,-0.10467587565832576
ACH-000356,-0.025786806227182456
ACH-000361,-0.05316055578981462
ACH-000362,-0.0072433895141563705
ACH-000363,-0.08379329615744155
ACH-000364,-0.05105759709910206
ACH-000365,-0.04480440432306062
ACH-000366,-0.06138703608130329
ACH-000368,-0.2326570864666641
ACH-000374,-0.2295345507611572
ACH-000375,0.050757882459092164
ACH-000376,-0.03630121654912193
ACH-000381,0.101512185149048
ACH-000383,-0.037126935153062
ACH-000387,-0.10432050634402734
ACH-000389,-0.10224047341313107
ACH-000390,-0.01958841184761006
ACH-000393,-0.037312476105973116
ACH-000395,-0.041464424437644934
ACH-000396,-0.04273222559423075
ACH-000397,-0.06271997943908772
ACH-000401,-0.06100642379032081
ACH-000402,-0.05792339345180132
ACH-000403,-0.10339615512869614
ACH-000404,-0.08685793431104204
ACH-000406,-0.09175976906322524
ACH-000407,0.018174452953830758
ACH-000408,0.013349017180243502
ACH-000410,-0.09906800989277292
ACH-000411,0.05583695486678523
ACH-000414,-0.09044057002179147
ACH-000415,-0.11612061930960575
ACH-000416,-0.11188409965044896
ACH-000420,-0.02853497388933515
ACH-000421,-0.02694036369401264
ACH-000424,-0.16282880990521842
ACH-000425,-0.125349168775147
ACH-000426,0.026276609775603924
ACH-000427,-0.17952818172696455
ACH-000433,-0.1462338214525743
ACH-000435,0.059682221968249564
ACH-000436,-0.17643095603571152
ACH-000444,0.009423247457487842
ACH-000445,0.046750712646566994
ACH-000448,-0.06210771070424333
ACH-000450,0.08372689821274262
ACH-000452,-0.037206997916797616
ACH-000454,-0.15866605063921835
ACH-000458,-0.03691446242874523
ACH-000459,-0.04590262406872029
ACH-000460,-0.053448974709041835
ACH-000461,-0.20326767336362667
ACH-000463,-0.008929729360231594
ACH-000464,-0.12978636280217992
ACH-000466,-0.07907076804084351
ACH-000467,-0.03261477386491172
ACH-000468,-0.03919019273288689
ACH-000469,0.029404064684517776
ACH-000470,-0.16772985446676833
ACH-000471,-0.022582840515104584
ACH-000472,-0.07370880509135237
ACH-000473,-0.01520723182397336
ACH-000475,-0.06787859884639638
ACH-000476,-0.08188714272160295
ACH-000477,-0.05364326578027377
ACH-000479,-0.2336899022940584
ACH-000480,-0.007800379508629922
ACH-000481,-0.03811772916978887
ACH-000483,-0.004185346291733683
ACH-000484,-0.011492809367951787
ACH-000485,-0.038390647801111816
ACH-000486,-0.030117462694805607
ACH-000487,-0.04304197545729253
ACH-000488,-0.1322483052406143
ACH-000490,-0.06770802174929702
ACH-000491,-0.21464048749586667
ACH-000495,-0.03401391179323628
ACH-000496,-0.11524471560713218
ACH-000499,-0.044897514540987005
ACH-000500,-0.1366867160796983
ACH-000502,0.01512888610135463
ACH-000503,-0.03833915571532055
ACH-000505,-0.08129185080713795
ACH-000507,-0.05434668424913558
ACH-000510,-0.14206452450324236
ACH-000511,-0.07177629016950762
ACH-000512,-0.15425318960431084
ACH-000516,-0.0010743087600476053
ACH-000517,-0.1025702613781723
ACH-000518,0.005277829502669235
ACH-000520,-0.08559916413208009
ACH-000521,0.02743048247482003
ACH-000522,-0.0327613532484154
ACH-000524,-0.06230985216260136
ACH-000527,-0.038635241236646266
ACH-000528,0.0049408620995820855
ACH-000537,0.12503498727108786
ACH-000541,-0.1966779331982693
ACH-000542,0.00681297203395285
ACH-000544,-0.14222540339324174
ACH-000545,-0.046169977203604544
ACH-000547,-0.046148644558149605
ACH-000548,-0.0027661942146332613
ACH-000549,-0.11923578059309675
ACH-000550,0.02265387570160981
