,GRASP (160622)
ACH-000203,-0.9312458562629984
ACH-000204,-0.1828390680372127
ACH-000206,-0.15185494735989138
ACH-000207,-0.3298982948436928
ACH-000208,-0.34522880749214524
ACH-000210,-0.2883894839473306
ACH-000211,-0.31618820207087983
ACH-000215,-0.378725706171801
ACH-000221,-0.25699526824133523
ACH-000222,-0.2667891137696948
ACH-000223,-0.2631207807236912
ACH-000226,-0.2373423315330944
ACH-000227,-0.25602951189792605
ACH-000228,-0.29741176969424266
ACH-000231,-0.2733865452251445
ACH-000232,-0.2860985630302038
ACH-000233,-0.3291873848936794
ACH-000234,-0.3364575626007649
ACH-000235,-0.2609205384657249
ACH-000237,-0.17855077093377225
ACH-000238,-0.3062630276694816
ACH-000242,-0.5333219378637505
ACH-000243,-0.3274685167481586
ACH-000244,-0.3606650130443859
ACH-000246,-0.2365865971300825
ACH-000248,-0.5330280334516803
ACH-000250,-0.2001239437778399
ACH-000251,-0.2773604257405964
ACH-000252,-0.26942145181317384
ACH-000253,-0.2767643913468109
ACH-000255,-0.33559482505709304
ACH-000256,-0.11968602040313328
ACH-000257,-0.18889139190545445
ACH-000258,-0.2503143106108339
ACH-000259,-0.15724755632028367
ACH-000260,-0.14674672156604124
ACH-000261,-0.3615311625756169
ACH-000262,-0.3332027882825494
ACH-000263,-0.26617103762282857
ACH-000264,-0.2840188538548157
ACH-000265,-0.3306432732516913
ACH-000266,-0.3083916644171916
ACH-000272,-0.1711234217280432
ACH-000274,-0.3234330768618123
ACH-000277,-0.3705916279454647
ACH-000278,-0.4040277766562306
ACH-000279,-0.4350782747376053
ACH-000280,-0.24508842681412185
ACH-000281,-0.4988470882529358
ACH-000288,-0.3265122215150511
ACH-000291,-0.2330546385510584
ACH-000293,-0.14417872784122035
ACH-000294,-0.3691709884237889
ACH-000295,-0.049954894138114284
ACH-000296,-0.3433643902298229
ACH-000302,-0.2142492111895935
ACH-000304,-0.2858592034412389
ACH-000307,-0.24267583951994506
ACH-000308,-0.30485026556723144
ACH-000310,-0.28311271882353833
ACH-000311,-0.2490076249312293
ACH-000312,-0.2724852009966112
ACH-000315,-0.1441438512705515
ACH-000316,-0.13643370581322056
ACH-000317,-0.37256461341365416
ACH-000318,-0.2700054987473411
ACH-000319,-0.4373902127012143
ACH-000320,-0.18460640620626415
ACH-000322,-0.2497410473180843
ACH-000323,-0.22485563751949736
ACH-000324,-0.3694807977307263
ACH-000329,-0.30173996803909753
ACH-000330,-0.2074750934141289
ACH-000331,-0.3631073812732521
ACH-000332,-0.25801857139258805
ACH-000334,-0.17222654056284462
ACH-000335,-0.30317396441614075
ACH-000336,-0.43237338896294025
ACH-000337,-0.2975419382770673
ACH-000338,0.1987256629440978
ACH-000339,-0.3461014188708147
ACH-000341,-0.1952952586791593
ACH-000348,-0.2819149420875982
ACH-000350,-0.36191295300266935
ACH-000352,-0.17094210745416574
ACH-000356,-0.5867891233732995
ACH-000361,-0.15297319752394828
ACH-000362,-0.1696663210998287
ACH-000363,-0.3405157676595618
ACH-000364,-0.30818584199006194
ACH-000365,-0.3897407814129848
ACH-000366,-0.3168706163398702
ACH-000368,-0.2787586167747527
ACH-000374,-0.3350806303240435
ACH-000375,-0.3565439292240404
ACH-000376,-0.2132133483655684
ACH-000381,-0.2214577403524204
ACH-000383,-0.2264195910347519
ACH-000387,-0.2999021752009645
ACH-000389,-0.18071316760477973
ACH-000390,-0.2188840421774704
ACH-000393,-0.1771143315961458
ACH-000395,-0.246817470193188
ACH-000396,-0.4985228239543845
ACH-000397,-0.2317138827323265
ACH-000401,-0.2781219584641342
ACH-000402,-0.3399034390408467
ACH-000403,-0.28159893890755994
ACH-000404,-0.4623471654142464
ACH-000406,-0.2651662242207995
ACH-000407,-0.3064015664473197
ACH-000408,-0.3493933569701287
ACH-000410,-0.3262621677163408
ACH-000411,-0.181081220948602
ACH-000414,-0.4375395981649724
ACH-000415,-0.3149222782861525
ACH-000416,-0.3185903787020462
ACH-000420,-0.3006035276637407
ACH-000421,-0.4042201188264064
ACH-000424,-0.6299688315215725
ACH-000425,-0.3291117215085041
ACH-000426,-0.2388703606155507
ACH-000427,-0.3535842615184144
ACH-000433,-0.35544536851840103
ACH-000435,-0.3182218030654718
ACH-000436,-0.20945736281256389
ACH-000444,-0.22960110037929465
ACH-000445,-0.3853254892401799
ACH-000448,-0.3707855409994457
ACH-000450,-0.28508290105701
ACH-000452,-0.3864404396191649
ACH-000454,-0.41855621822248623
ACH-000458,-0.2353344532506028
ACH-000459,-0.09089297434298924
ACH-000460,-0.3311216167276861
ACH-000461,-0.4318532102675037
ACH-000463,-0.2752031741104237
ACH-000464,-0.3838346111463743
ACH-000466,-0.3058139575342242
ACH-000467,-0.3192442665243122
ACH-000468,-0.4895801890737786
ACH-000469,-0.1685809527302144
ACH-000470,-0.34288843272472946
ACH-000471,-0.2420514602287344
ACH-000472,-0.3042871329646547
ACH-000473,-0.3304214909251804
ACH-000475,-0.2603114231241461
ACH-000476,-0.2628644920398465
ACH-000477,-0.3615693103520124
ACH-000479,-0.3046704124427723
ACH-000480,-0.3611785245555759
ACH-000481,-0.3103263993354192
ACH-000483,-0.4442055601453874
ACH-000484,-0.34408578995746164
ACH-000485,-0.2892609767857148
ACH-000486,-0.3447558208096788
ACH-000487,-0.21557056878848496
ACH-000488,-0.3998341464467035
ACH-000490,-0.43982235537558456
ACH-000491,-0.2897742087913858
ACH-000495,-0.054289807850125785
ACH-000496,-0.2921463038215159
ACH-000499,-0.24820264856139235
ACH-000500,-0.0065274281971703756
ACH-000502,-0.21227495151399692
ACH-000503,-0.39678661690704
ACH-000505,-0.3178596438787724
ACH-000507,-0.3703929766040705
ACH-000510,-0.25265687834740314
ACH-000511,-0.22296711206610054
ACH-000512,-0.0955649598527703
ACH-000516,-0.3276539411417147
ACH-000517,-0.2475815055413431
ACH-000518,-0.3194507137909436
ACH-000520,-0.37481770482156457
ACH-000521,-0.16966078703107712
ACH-000522,-0.2380193156726185
ACH-000524,-0.34585334215810515
ACH-000527,-0.26107784912511617
ACH-000528,-0.3446804446442618
ACH-000537,-0.23418946477291275
ACH-000541,0.0073191587524829935
ACH-000542,-0.3118015722558877
ACH-000544,-0.2284601574449363
ACH-000545,-0.3844119165675861
ACH-000547,-0.43539337441979736
ACH-000548,-0.2276943370083579
ACH-000549,-0.3797983347079688
ACH-000550,-0.31508097589472805
ACH-000552,-0.2509362904404104
ACH-000556,-0.5290571193884295
ACH-000557,-0.218169173912129
ACH-000569,-0.21222015969481464
ACH-000570,-0.2537420927680871
ACH-000571,-0.17101592660049855
ACH-000573,-0.2710903483866582
ACH-000576,-0.26087359474396976
ACH-000579,-0.3700790989803383
ACH-000580,-0.005357198392858415
ACH-000584,-0.3190853634016222
ACH-000585,-0.23313015627442646
ACH-000588,-0.2341060110105149
ACH-000589,-0.41891839751876464
ACH-000591,-0.3184008541574828
ACH-000593,-0.5024452124445238
ACH-000600,-0.2413944871073829
ACH-000601,-0.2931868969329909
ACH-000605,-0.30107767446018285
ACH-000606,-0.3883026538826889
ACH-000608,-0.4194552429473079
ACH-000614,-0.2614827317802439
ACH-000616,-0.4158719483989836
ACH-000618,-0.4456918649711036
ACH-000619,-0.3043730797357377
ACH-000620,-0.2921334123315178
ACH-000621,-0.2029230170031361
ACH-000622,-0.2624610411089503
ACH-000623,-0.23388848792097586
ACH-000624,-0.2135078243023375
ACH-000627,-0.278071067192029
ACH-000630,-0.2111551523472524
ACH-000631,0.02168474797793796
ACH-000632,-0.2858432846793709
ACH-000633,-0.3450804929508993
ACH-000637,-0.2128816108339632
ACH-000638,-0.2162060404819353
ACH-000646,0.03122571594774367
ACH-000647,-0.32092433705638
ACH-000648,-0.2360164636867372
ACH-000649,-0.2570063251005236
ACH-000651,-0.5884751482291524
ACH-000652,-0.3211099697704576
ACH-000653,-0.23863672089811616
ACH-000657,-0.34608724865638474
ACH-000658,-0.25787484090518265
ACH-000661,-0.2043481325741683
ACH-000662,-0.29490617361048016
ACH-000663,-0.3076523428649908
ACH-000665,-0.4188539888297403
ACH-000671,-0.214830392402146
ACH-000672,-0.02520922569182714
ACH-000673,-0.34506361004316194
ACH-000676,-0.24348783866371904
ACH-000677,-0.3354950316687458
ACH-000681,-0.3881404485307614
ACH-000683,-0.2813193544963888
ACH-000684,-0.10037258379767697
ACH-000688,-0.3239746930633393
ACH-000693,-0.29380412616087465
ACH-000694,-0.3843287763062246
ACH-000695,-0.05700199798482052
ACH-000696,-0.2724520104412323
ACH-000697,-0.25333356713851063
ACH-000699,-0.2365456864907941
ACH-000701,-0.3196545477879814
ACH-000706,-0.247618209537272
ACH-000711,-0.3532457214579205
ACH-000713,-0.2825107565448314
ACH-000714,-0.3056647663660216
ACH-000718,-0.3150402853022788
ACH-000720,-0.3640616280316129
ACH-000721,-0.19819349054105376
ACH-000724,-0.11251530803804828
ACH-000725,-0.4064189785597335
ACH-000732,-0.11570113011536888
ACH-000734,-0.3384868258505417
ACH-000735,-0.5053361690040196
ACH-000736,-0.276149420771131
ACH-000738,-0.2350611512271676
ACH-000746,-0.3987512079672512
ACH-000747,-0.3566404937322009
ACH-000748,-0.3022574507449071
ACH-000753,-0.3412062140579765
ACH-000756,-0.35853030778935857
ACH-000757,-0.4796988663383462
ACH-000758,-0.2850972803234889
ACH-000760,-0.36505226296069293
ACH-000762,-0.17493099189267855
ACH-000763,-0.17579218512672218
ACH-000764,-0.4338090078306848
ACH-000765,-0.4621456859821877
ACH-000766,-0.2910404799338929
ACH-000767,-0.2987990971667212
ACH-000768,-0.2991708213148207
ACH-000769,-0.0415408285382418
ACH-000770,-0.2845470958253033
ACH-000771,-0.3996678699056856
ACH-000773,-0.3096541576641039
ACH-000776,-0.33563440760166674
ACH-000777,-0.3490184248939105
ACH-000778,-0.14557760898914798
ACH-000781,-0.2705924002617283
ACH-000782,-0.23639322437490795
ACH-000783,-0.3946448151667752
ACH-000784,-0.3309591609239871
ACH-000785,-0.2849656641528285
ACH-000787,-0.3911505044603916
ACH-000788,-0.3565069084277416
ACH-000791,-0.27197406680816866
ACH-000792,-0.31787444079733185
ACH-000794,-0.1923938677938089
ACH-000796,-0.2381428205085909
ACH-000798,-0.22716148874612216
ACH-000799,-0.29767362747711384
ACH-000800,-0.4864127700030604
ACH-000802,-0.15657899496519914
ACH-000804,-0.21039930369819365
ACH-000805,-0.3596964450766418
ACH-000809,-0.3385151520040768
ACH-000810,0.000277892830411368
ACH-000811,-0.2273052936781705
ACH-000817,-0.3648428749376508
ACH-000819,-0.3978815684021647
ACH-000820,-0.3591248758132885
ACH-000821,-0.4225818018133988
ACH-000822,-0.29366987560718183
ACH-000823,-0.4751463843545016
ACH-000824,-0.23441794465380586
ACH-000827,-0.2539304004755293
ACH-000829,-0.15030366842204454
ACH-000831,-0.3639892847847732
ACH-000832,-0.2633673585544062
ACH-000833,-0.4057726685579821
ACH-000834,-0.3855741035280038
ACH-000835,-0.26004747573620624
ACH-000836,-0.2504239868948574
ACH-000837,-0.35082531555583074
ACH-000838,-0.25584922075883243
ACH-000839,-0.3707394364518106
ACH-000840,-0.3160843319141933
ACH-000841,-0.3236480162029963
ACH-000843,-0.1889515678752265
ACH-000846,-0.32795273097331423
ACH-000847,-0.4081689169996224
ACH-000848,-0.4342942881697294
ACH-000849,-0.3138255692948088
ACH-000851,-0.2392654799214377
ACH-000855,-0.30942294591102026
ACH-000856,-0.3853790198177254
ACH-000858,-0.3077704314233056
ACH-000859,-0.3687818538953863
ACH-000861,-0.3904171462923595
ACH-000862,-0.35615862686222577
ACH-000865,-0.36028150498228706
ACH-000866,-0.2348765702476572
ACH-000867,-0.35636536256032986
ACH-000869,-0.34275418697792115
ACH-000872,-0.03954760365732701
ACH-000873,-0.4401562556907877
ACH-000876,-0.30224573209119376
ACH-000878,-0.640896299083443
ACH-000880,-0.2690009971528733
ACH-000881,-0.2406420274670095
ACH-000882,-0.21470023864665486
ACH-000884,-0.29833526602308125
ACH-000885,-0.1096449883367745
ACH-000887,-0.2644563971374656
ACH-000889,-0.4677680598206558
ACH-000896,-0.2914936397965885
ACH-000898,-0.1092822164593911
ACH-000900,-0.4675045733040165
ACH-000901,-0.29099083273997234
ACH-000905,-0.27705937790307605
ACH-000906,-0.3077497980816423
ACH-000907,-0.2638308405646512
ACH-000910,-0.31469976678337025
ACH-000911,-0.3249859581826968
ACH-000912,-0.2660222650203027
ACH-000913,-0.25009983986794937
ACH-000915,-0.4092410395906731
ACH-000916,-0.235364665253197
ACH-000917,-0.3231562862960831
ACH-000920,-0.30967955360803623
ACH-000921,-0.24232287201594116
ACH-000924,-0.2766687408451806
ACH-000926,-0.2003166240363793
ACH-000928,-0.2864385091930308
ACH-000929,-0.1789358332481031
ACH-000932,-0.21480116961245094
ACH-000935,-0.3254375441464384
ACH-000936,-0.24103588151686564
ACH-000937,-0.1805584617825751
ACH-000938,-0.2233073860157981
ACH-000939,-0.2655205617211778
ACH-000941,-0.20796280533079775
ACH-000943,-0.2804847061123954
ACH-000946,-0.2977277003686007
ACH-000947,-0.2439819289930551
ACH-000948,-0.2270892678183145
ACH-000950,-0.2953866311427558
ACH-000953,-0.3188756257513643
ACH-000954,-0.5753687455420758
ACH-000957,-0.22592858325963164
ACH-000958,-0.2963217930775949
ACH-000960,-0.26881797145334313
ACH-000963,-0.3803890303864835
ACH-000968,-0.3647049679628749
ACH-000969,-0.3156339308409586
ACH-000972,-0.2183346528349718
ACH-000973,-0.28595230416109435
ACH-000974,-0.29660708065715424
ACH-000978,-0.4582080665591038
ACH-000984,-0.3766143306934101
ACH-000986,-0.12329416263399187
ACH-000988,-0.3278798254175255
ACH-000993,-0.25296717042342026
ACH-000994,-0.345152577490176
ACH-000996,-0.17918380703170195
ACH-001001,-0.33266160743374074
ACH-001020,0.06251217459939047
ACH-001028,-0.27745806622492863
ACH-001031,-0.2173681297485982
ACH-001038,-0.3344546523344374
ACH-001048,-0.330275681019823
ACH-001050,-0.30471094267236404
ACH-001053,-0.3719644981918652
ACH-001054,-0.27320408741405244
ACH-001061,-0.18273131316616967
ACH-001067,-0.19274612726331256
ACH-001075,-0.12270295944984155
ACH-001096,-0.2822902873498046
ACH-001111,-0.2911972414298296
ACH-001119,-0.34437992262755784
ACH-001128,-0.29430778109568706
ACH-001134,-0.2615742204940616
ACH-001151,-0.2541451572135515
ACH-001163,-0.3729587667422864
ACH-001164,-0.4333117962728396
ACH-001183,-0.256178468505758
ACH-001192,-0.439987856462958
ACH-001193,-0.3628162197581745
ACH-001196,-0.2781155043886268
ACH-001197,-0.5476058029272189
ACH-001205,-0.25704221723705795
ACH-001211,-0.2737774196699344
ACH-001212,0.2686918899988341
ACH-001228,-0.33690790843509505
ACH-001232,-0.2212182161057843
ACH-001239,-0.3059741101920954
ACH-001270,-0.15806830118522033
ACH-001274,-0.3956946508256272
ACH-001275,-0.4224277048540516
ACH-001277,-0.1421167050787379
ACH-001278,-0.22374662529839684
ACH-001280,-0.157190202380439
ACH-001283,-0.4851830802156215
ACH-001289,-0.19495444022630876
ACH-001300,-0.35155349033182465
ACH-001301,-0.21273011956593516
ACH-001302,-0.3408608221011412
ACH-001306,-0.2232274083357577
ACH-001318,-0.2886050022350637
ACH-001322,-0.2175653293759008
ACH-001328,-0.3375166476750923
ACH-001332,-0.16047511354122798
ACH-001336,-0.4338391171642641
ACH-001346,-0.4866681677525954
ACH-001353,-0.19030424585641045
ACH-001354,-0.4414824723810215
ACH-001367,-0.12421524269933568
ACH-001368,-0.1849479906023152
ACH-001374,-0.036025709667650244
ACH-001377,-0.3694082853424706
ACH-001380,-0.2945435416824079
ACH-001391,-0.2847465698890173
ACH-001408,-0.1708279896653588
ACH-001430,-0.35877451068593
ACH-001431,-0.3750171138787271
ACH-001450,-0.3547233093267141
ACH-001496,-0.2486523689018809
ACH-001500,-0.13124363522555962
ACH-001523,-0.5335429246603158
ACH-001532,-0.16497539918221174
ACH-001550,-0.4462413695139603
ACH-001552,-0.3519560844984541
ACH-001554,-0.22376521434597255
ACH-001654,-0.2752211025620171
ACH-001735,-0.1991856773782086
ACH-001736,-0.0658065369226826
ACH-001737,-0.5069505855541406
ACH-001740,-0.24136508333706325
ACH-001745,-0.29581095714169764
ACH-001765,-0.2312887416360705
