,TPGS1 (91978)
ACH-000004,0.12032792039923727
ACH-000005,-0.05404764748327125
ACH-000007,-0.2697185295838517
ACH-000009,-0.1832484605085864
ACH-000011,-0.301608334728188
ACH-000012,-0.2420110669415287
ACH-000013,-0.12379820077520795
ACH-000014,-0.20085217143833012
ACH-000015,-0.13483705680696995
ACH-000017,-0.09334105055976326
ACH-000018,-0.15172028357561373
ACH-000019,-0.11919084771221307
ACH-000021,-0.21646195497518453
ACH-000022,-0.21689660019026472
ACH-000025,-0.2902468412855673
ACH-000028,-0.13408557113570824
ACH-000030,-0.12216714698247913
ACH-000035,-0.011288691333731294
ACH-000036,-0.1901372850183896
ACH-000037,-0.07758326586612188
ACH-000039,-0.20923160666639004
ACH-000040,-0.19253902694716415
ACH-000041,-0.11128371021420017
ACH-000042,-0.0975134486942751
ACH-000045,-0.2849839758928732
ACH-000047,-0.19373595786709666
ACH-000052,-0.020261499525724997
ACH-000053,-0.12413162683411848
ACH-000054,-0.17930552244697565
ACH-000055,-0.18982553405736588
ACH-000060,-0.2278220682208337
ACH-000067,-0.30563475523672723
ACH-000070,0.0047526814515665905
ACH-000075,-0.3882442963375321
ACH-000078,-0.27699674362780297
ACH-000082,-0.17903024150912147
ACH-000085,-0.17726124592340398
ACH-000086,-0.0914502853872938
ACH-000087,-0.12722020891291325
ACH-000092,-0.20247774683836295
ACH-000095,-0.18349232171760368
ACH-000097,-0.066948181774669
ACH-000098,-0.29339715286777257
ACH-000099,-0.2353113501150067
ACH-000108,-0.1881284144412029
ACH-000113,-0.18146018966447197
ACH-000116,-0.07034910869232552
ACH-000118,-0.13325291304836231
ACH-000120,-0.14014693829735045
ACH-000123,-0.3517488714828055
ACH-000127,-0.12053706410121336
ACH-000128,-0.1223960431549902
ACH-000132,-0.14192210785173062
ACH-000133,-0.05962122803642959
ACH-000137,-0.12254483523820076
ACH-000138,-0.1624843080187621
ACH-000142,-0.12792340486544662
ACH-000143,-0.2011502946924698
ACH-000146,-0.16255244496319274
ACH-000148,-0.14068189460553798
ACH-000150,-0.29229248450837025
ACH-000152,-0.15177369102264127
ACH-000153,0.009358289197418592
ACH-000159,-0.2875521446035671
ACH-000160,-0.08473895770597717
ACH-000163,-0.2259789931272159
ACH-000167,-0.044812444713308405
ACH-000168,-0.10905076406555678
ACH-000169,-0.2199281664649219
ACH-000178,-0.2260563677607579
ACH-000183,-0.08536534686136234
ACH-000188,-0.13964955356908035
ACH-000189,-0.20796878310093952
ACH-000190,-0.1907863650228711
ACH-000198,-0.21875120440364212
ACH-000203,0.07216304822308334
ACH-000204,-0.14946153178123653
ACH-000206,-0.23505439572612394
ACH-000207,-0.3465025390087739
ACH-000208,-0.2958846571637001
ACH-000210,-0.33987190300671544
ACH-000211,-0.12971728127479165
ACH-000215,-0.10271247823445533
ACH-000221,-0.08644737273762777
ACH-000222,-0.26281174908072785
ACH-000223,-0.23259074048916545
ACH-000226,-0.01881547621000452
ACH-000227,0.09826626460498693
ACH-000228,-0.1258852457875161
ACH-000231,-0.09260119940722936
ACH-000232,-0.13061671504201694
ACH-000233,-0.17172222346097918
ACH-000234,-0.2825471558887969
ACH-000235,-0.16671785547343024
ACH-000237,-0.2784513921740581
ACH-000238,-0.09036853653373413
ACH-000242,-0.09816674276601603
ACH-000243,-0.006305131997255579
ACH-000244,-0.10856136739700048
ACH-000246,-0.2304417713135034
ACH-000248,-0.2908007679492384
ACH-000250,-0.0989823876798742
ACH-000251,-0.2759026016693607
ACH-000252,0.10883796524367446
ACH-000253,-0.2430529412309643
ACH-000255,-0.005184799376319919
ACH-000256,-0.10488984040724586
ACH-000257,-0.13772067691566628
ACH-000258,-0.12798054062370615
ACH-000259,-0.1172565177356415
ACH-000260,-0.04174448100867947
ACH-000261,-0.14580164786805078
ACH-000262,-0.1465265682400073
ACH-000263,-0.31691704464357795
ACH-000264,-0.2058146837665337
ACH-000265,-0.08636629700486204
ACH-000266,-0.2525078242302377
ACH-000272,-0.1065575694654755
ACH-000274,-0.2788549464984254
ACH-000277,-0.26448306372069
ACH-000278,-0.10837738260428358
ACH-000279,-0.027695950147984327
ACH-000280,-0.23041918373836234
ACH-000281,-0.08722394244754146
ACH-000288,-0.09380106018399127
ACH-000291,-0.009873647283798538
ACH-000293,-0.0314304052661831
ACH-000294,-0.09659783603936664
ACH-000295,0.01247994958226847
ACH-000296,-0.3682294093705715
ACH-000302,-0.1686049433031249
ACH-000304,0.2148229552867991
ACH-000307,-0.1466033852773843
ACH-000308,-0.2293917318167648
ACH-000310,-0.10613888192369217
ACH-000311,-0.3490194315960312
ACH-000312,-0.14368618558602164
ACH-000315,-0.23891385924965344
ACH-000316,-0.2519623490495252
ACH-000317,-0.2163504911942316
ACH-000318,-0.16813822445415738
ACH-000319,-0.057934762599879015
ACH-000320,-0.39448146189180383
ACH-000322,-0.16325923278241164
ACH-000323,-0.11583546124877858
ACH-000324,-0.07046516491554794
ACH-000329,-0.2666447379876243
ACH-000330,-0.1668356753692862
ACH-000331,-0.24246444492533345
ACH-000332,-0.14911617667042232
ACH-000334,-0.2058316268651353
ACH-000335,-0.15823160903309913
ACH-000336,-0.19887288284517568
ACH-000337,0.061887507728336726
ACH-000338,-0.05595350179092294
ACH-000339,-0.08377056318861993
ACH-000341,-0.2198021240850844
ACH-000348,-0.16999966006869446
ACH-000350,-0.12795503457187585
ACH-000352,-0.12296695044188595
ACH-000356,0.08446439257946166
ACH-000361,-0.16619307831757654
ACH-000362,-0.3897004937066958
ACH-000363,-0.0578011018855401
ACH-000364,-0.03467700853632488
ACH-000365,-0.1384672506602173
ACH-000366,-0.2785314687613843
ACH-000368,-0.22189102747652611
ACH-000374,0.006383739289157686
ACH-000375,-0.1602329451657396
ACH-000376,-0.09681203306751528
ACH-000381,-0.21152924012876026
ACH-000383,-0.11043257005741514
ACH-000387,-0.02224310394209096
ACH-000389,-0.09873294563589988
ACH-000390,-0.04387156967619647
ACH-000393,-0.10929169007844912
ACH-000395,0.05817779199974096
ACH-000396,-0.2361299879058779
ACH-000397,-0.2414055999240082
ACH-000401,-0.0170795904116748
ACH-000402,-0.3152101975985114
ACH-000403,-0.22244113543840854
ACH-000404,-0.2522757388749209
ACH-000406,-0.0790382919011388
ACH-000407,-0.2251881734534992
ACH-000408,-0.09088325191551158
ACH-000410,-0.13853406746049102
ACH-000411,-0.14717234535623827
ACH-000414,-0.16252940463882987
ACH-000415,-0.03953980990995657
ACH-000416,-0.19227201487478332
ACH-000420,0.04814999191640909
ACH-000421,-0.07595669185571764
ACH-000424,-0.3565903263812694
ACH-000425,-0.16624391435868752
ACH-000426,-0.12578446972077095
ACH-000427,-0.229862002762252
ACH-000433,-0.3237419091855496
ACH-000435,-0.1603828385329146
ACH-000436,-0.1517070345280308
ACH-000444,-0.16095542491924164
ACH-000445,-0.3260806143367051
ACH-000448,-0.04655675691358284
ACH-000450,-0.32330734331194505
ACH-000452,-0.13911879500523908
ACH-000454,-0.07087490794422442
ACH-000458,-0.06762738821923796
ACH-000459,-0.16246623260529405
ACH-000460,-0.17187048732452986
ACH-000461,-0.051451611461272265
ACH-000463,-0.226519742400154
ACH-000464,-0.012499997677764756
ACH-000466,-0.1469052604837615
ACH-000467,-0.14745989846338398
ACH-000468,-0.19568181611898208
ACH-000469,-0.20365886067898287
ACH-000470,-0.09173724355743966
ACH-000471,-0.12520203216834105
ACH-000472,-0.1163083532050303
ACH-000473,-0.31679290769771085
ACH-000475,-0.1827635140046917
ACH-000476,-0.2293015873713597
ACH-000477,-0.10567960042106386
ACH-000479,-0.2835285568166284
ACH-000480,-0.32932856358786233
ACH-000481,-0.02415004460154106
ACH-000483,0.02754071462886672
ACH-000484,-0.2288340353517479
ACH-000485,-0.31305856541871824
ACH-000486,-0.18675414254168027
ACH-000487,-0.23779193704928664
ACH-000488,-0.08147516391705567
ACH-000490,-0.2901095999904677
ACH-000491,-0.1742840116605286
ACH-000495,-0.20793131089525332
ACH-000496,-0.2589623417533796
ACH-000499,-0.2500426940145851
ACH-000500,0.14577486428732034
ACH-000502,-0.14339956501883214
ACH-000503,-0.18702830853495814
ACH-000505,-0.12905557335552148
ACH-000507,0.0018754519486822766
ACH-000510,-0.11225102506195632
ACH-000511,-0.20245289932412627
ACH-000512,-0.1748918308941493
ACH-000516,-0.15898705456676498
ACH-000517,-0.18454005563253356
ACH-000518,-0.1416352101551546
ACH-000520,-0.25177377507112153
ACH-000521,-0.18160611532029344
