,HPSE (10855)
ACH-000402,-0.17063665283976825
ACH-000403,-0.08909696197441824
ACH-000404,-0.04877713682292557
ACH-000406,-0.08010381080187802
ACH-000407,-0.10822736527320627
ACH-000408,-0.3033460604283207
ACH-000410,0.002019799293556911
ACH-000411,0.04961119573225422
ACH-000414,-0.1256751595399677
ACH-000415,-0.22139635904908656
ACH-000416,-0.10835385005517977
ACH-000420,-0.08627298571104565
ACH-000421,-0.1969339599630116
ACH-000424,-0.14914668414605287
ACH-000425,-0.18786469535185632
ACH-000426,0.04591927833581086
ACH-000427,0.06863394148075191
ACH-000433,0.05321651308957631
ACH-000435,-0.2564199184479133
ACH-000436,0.013031784110935548
ACH-000444,-0.16451336978729933
ACH-000445,-0.1493818767822209
ACH-000448,-0.04926474758478938
ACH-000450,-0.28962028918651045
ACH-000452,-0.14947479283424747
ACH-000454,0.06835096514172659
ACH-000458,-0.04594146715570945
ACH-000459,-0.06053327059083952
ACH-000460,-0.1189456825697814
ACH-000461,-0.00328703277425013
ACH-000463,-0.20791551019806545
ACH-000464,0.002687256608101267
ACH-000466,-0.1442468968657432
ACH-000467,-0.2262664910005033
ACH-000468,-0.15643144844780155
ACH-000469,-0.00769475734602952
ACH-000470,-0.1907949116393851
ACH-000471,-0.2576522423124061
ACH-000472,-0.05348305124063383
ACH-000473,0.06195383560777465
ACH-000475,-0.11409178101296533
ACH-000476,-0.03756824196909414
ACH-000477,0.002851144511434785
ACH-000479,0.2905517957300313
ACH-000480,-0.15957473572097572
ACH-000481,-0.17740811165342182
ACH-000483,0.047127986599262914
ACH-000484,0.01261428720664417
ACH-000485,-0.03866711559159413
ACH-000486,-0.015181292402233868
ACH-000487,-0.16920571257609454
ACH-000488,-0.10525734803768376
ACH-000490,-0.08600027566613205
ACH-000491,-0.1298722961579692
ACH-000495,-0.010579375830531777
ACH-000496,-0.2802941844649424
ACH-000499,-0.0983205499218998
ACH-000500,-0.7414593124075092
ACH-000502,-0.030824934804450727
ACH-000503,-0.3525799895273214
ACH-000505,-0.10766892936596877
ACH-000507,-0.10126352864601093
ACH-000510,-0.341367327241779
ACH-000511,-0.12722086521698184
ACH-000512,-0.019081895884429836
ACH-000516,-0.002343208846246702
ACH-000517,-0.12573708883893098
ACH-000518,-0.03362291539840824
ACH-000520,-0.08786590696011674
ACH-000521,0.0011139344377910038
ACH-000522,-0.1525897627674284
ACH-000524,-0.052200240109525634
ACH-000527,-0.09457399241559544
ACH-000528,-0.04894887820408314
ACH-000537,-0.10437206448441756
ACH-000541,-0.05169658205671557
ACH-000542,-0.14993238268867726
ACH-000544,-0.05346017655488263
ACH-000545,-0.22459514244027765
ACH-000547,-0.18076204238927931
ACH-000548,-0.14074492979924488
ACH-000549,-0.1648576313718262
ACH-000550,0.03344588849489166
ACH-000552,-0.18634643879558066
ACH-000556,-0.16017599810556962
ACH-000557,-0.14901997153304353
ACH-000569,-0.16847410136779126
ACH-000570,-0.1554146167944228
ACH-000571,-0.0457408740677555
ACH-000573,-0.19862454350772926
ACH-000576,-0.1333652552613671
ACH-000579,-0.05337006354836892
ACH-000580,-0.003743266761738596
ACH-000584,-0.00885209536352063
ACH-000585,-0.10075647403932199
ACH-000588,-0.23150788024763616
ACH-000589,-0.08792209972072318
ACH-000591,-0.1983739173035219
ACH-000593,-0.19987393790874736
ACH-000600,-0.006070061990513732
ACH-000601,-0.1785996187223502
ACH-000605,-0.09950545488835677
ACH-000606,-0.038577503045377055
ACH-000608,-0.1153093255792592
ACH-000614,0.11723398137952765
ACH-000616,-0.11546154878782187
ACH-000618,-0.1404175823743606
ACH-000619,-0.1834197615843027
ACH-000620,-0.02702278567245021
ACH-000621,-0.11879984261609593
ACH-000622,-0.013419632050416092
ACH-000623,-0.15732409412615422
ACH-000624,-0.081911316280215
ACH-000627,-0.2367346564331104
ACH-000630,-0.1400662108104518
ACH-000631,-0.031727542564576335
ACH-000632,-0.011221531791520106
ACH-000633,-0.0798303219947902
ACH-000637,-0.08585844107605389
ACH-000638,-0.09083812608480787
ACH-000646,0.06706893866626644
ACH-000647,-0.11418858327723795
ACH-000648,-0.14843209639559546
ACH-000649,-0.08236820629170966
ACH-000651,-0.11487604196168935
ACH-000652,-0.12840949915188532
ACH-000653,-0.09019437669503476
ACH-000657,-0.11820624237279807
ACH-000658,-0.06939155040714769
ACH-000661,0.004845078165123897
ACH-000662,0.17458243009473226
ACH-000663,0.006129223513933689
ACH-000665,-0.15431923423989352
ACH-000671,-0.200775900807936
ACH-000672,-0.3351135595644771
ACH-000673,-0.11644943117604947
ACH-000676,-0.030533007325021483
ACH-000677,-0.07454320505306247
ACH-000681,-0.14818199353107211
ACH-000683,-0.11941664561876625
ACH-000684,-0.02691178405618077
ACH-000688,-0.2371019532592269
ACH-000693,-0.1496413427918973
ACH-000694,-0.2262360683458512
ACH-000695,-0.08958749901885332
ACH-000696,-0.1237433030192968
ACH-000697,0.03442912165988049
ACH-000699,-0.08596881713278369
ACH-000701,-0.0811112386803112
ACH-000706,-0.12184820874242902
ACH-000711,-0.15651869794409112
ACH-000713,-0.1840510536477676
ACH-000714,-0.14744931971962244
ACH-000718,-0.14144987354586233
ACH-000720,-0.11135966690053953
ACH-000721,-0.086915784119928
ACH-000724,-0.020469208268263032
ACH-000725,-0.03777345338909123
ACH-000732,-0.08888998193049986
ACH-000734,-0.13297712536172834
ACH-000735,-0.15711567894724418
ACH-000736,0.07733667906071309
ACH-000738,-0.1746488738773131
ACH-000746,-0.17501486044477754
ACH-000747,-0.14741677777572426
ACH-000748,-0.10198803336147673
ACH-000753,0.03966425824828685
ACH-000756,-0.1214729257664568
ACH-000757,-0.1848885086460121
ACH-000758,-0.08505199133329859
ACH-000760,-0.13008847150995811
ACH-000762,-0.048535625325067215
ACH-000763,-0.1434364081599976
ACH-000764,-0.2078106574376614
ACH-000765,-0.2283147836362849
ACH-000766,-0.09627910256900896
ACH-000767,-0.2177409545950305
ACH-000768,-0.13552602190412033
ACH-000769,-0.21017083802578254
ACH-000770,-0.08601238404136101
ACH-000771,-0.04730166761313555
ACH-000773,-0.011192858162050815
ACH-000776,-0.06791625048350203
ACH-000777,-0.06176222166359839
ACH-000778,-0.05119690073485837
ACH-000781,-0.13876476979439328
ACH-000782,0.07025266345614363
ACH-000783,-0.011061008942272993
ACH-000784,-0.10343433908179732
ACH-000785,-0.1431582527532562
ACH-000787,-0.15870963295347862
ACH-000788,-0.14109407193896856
ACH-000791,-0.13701057745557674
ACH-000792,-0.13893116907524247
ACH-000794,-0.12949670213117198
ACH-000796,-0.21584750880183326
ACH-000798,0.00011647436496617185
ACH-000799,-0.017334576482260392
ACH-000800,-0.07135145727871786
ACH-000802,-0.0946056132614421
ACH-000804,0.012813821048355769
ACH-000805,0.14380481319393354
ACH-000809,-0.09770978799839383
ACH-000810,-0.15332727769925
ACH-000811,-0.13545856267802758
ACH-000817,-0.19729431648865314
ACH-000819,-0.06102509842038525
ACH-000820,0.033737087424861735
ACH-000821,-0.0685574133814173
ACH-000822,-0.009434361877213207
ACH-000823,-0.13086877188478624
ACH-000824,-0.12077536348661072
ACH-000827,-0.10881382570062988
ACH-000829,-0.1281806073975805
ACH-000831,-0.05324954877216337
ACH-000832,-0.1260775162828444
ACH-000833,-0.4541105904533586
ACH-000834,-0.053418581035148086
ACH-000835,-0.01706978596725643
ACH-000836,-0.22159994210337453
ACH-000837,-0.0510267445999984
ACH-000838,-0.008215249882184531
ACH-000839,-0.2767184398670318
ACH-000840,-0.2354681187449597
ACH-000841,-0.2725093214731045
ACH-000843,0.03972013206408112
ACH-000846,-0.1376478499177099
ACH-000847,-0.2818678441982451
ACH-000848,-0.029685482855200562
ACH-000849,-0.19775089653736985
ACH-000851,-0.060715781402570286
ACH-000855,-0.2294927504034068
ACH-000856,-0.07596781046786306
ACH-000858,0.005440237883864821
ACH-000859,-0.24328082039751234
ACH-000861,-0.12531930319307247
ACH-000862,-0.05078284863523449
ACH-000865,-0.056120571540901436
ACH-000866,-0.08225067872905394
ACH-000867,-0.1527399625276663
ACH-000869,-0.2032354513252725
ACH-000872,-0.18909460779932385
ACH-000873,-0.10769987916558828
ACH-000876,-0.17511804703298567
ACH-000878,-0.14486127344839722
ACH-000880,-0.1156016902853427
ACH-000881,-0.07123194210289101
ACH-000882,-0.054275569124546084
ACH-000884,-0.026583427881936645
ACH-000885,-0.13943968726210446
ACH-000887,-0.183135345597089
ACH-000889,-0.07733229537914796
ACH-000896,-0.19406734973763184
ACH-000898,-0.2150290820068381
ACH-000900,-0.245621871094663
ACH-000901,-0.10628307854400997
ACH-000905,-0.0822297300833421
ACH-000906,-0.1668557578856318
ACH-000907,0.003734877432160871
ACH-000910,-0.08291413910129307
ACH-000911,-0.12629026138002802
ACH-000912,-0.1188954155563446
ACH-000913,-0.13343206090580256
ACH-000915,-0.030790019252428483
ACH-000916,0.15373453016842634
ACH-000917,-0.2847887170914752
ACH-000920,-0.3349982848510689
ACH-000921,0.0468268529931067
ACH-000924,-0.09448552900062443
ACH-000926,-0.09578940480016808
ACH-000928,-0.20021763939022635
ACH-000929,-0.20637752706754034
ACH-000932,-0.0216872081266202
ACH-000935,-0.11622457840745536
ACH-000936,-0.028949355235139286
ACH-000937,-0.09910456032208588
ACH-000938,-0.12202328879015938
ACH-000939,-0.05011498162665971
ACH-000941,-0.1707009353715193
ACH-000943,-0.15090334578559508
ACH-000946,-0.009801387471101092
ACH-000947,-0.08889407712176138
ACH-000948,-0.06490178057574415
ACH-000950,0.016351860298601178
ACH-000953,-0.12694451258933045
ACH-000954,-0.04580485296509907
ACH-000957,-0.11343300434650452
ACH-000958,0.05773541133491108
ACH-000960,-0.07320316178866007
ACH-000963,-0.14789679835416186
ACH-000968,0.0018521475216824136
ACH-000969,-0.09828758549282504
ACH-000972,0.02346590671312244
ACH-000973,-0.12719965814675188
ACH-000974,-0.04333125958026074
ACH-000978,-0.27129694848420804
ACH-000984,-0.019659061491682672
ACH-000986,-0.028288444342953675
ACH-000988,-0.028410552008406687
ACH-000993,-0.015689094712710416
ACH-000994,-0.1390216825244387
ACH-000996,-0.17154765960670906
ACH-001001,-0.1173852191285992
ACH-001020,-0.1371829560258815
ACH-001028,-0.09874339547737143
ACH-001031,-0.07267429948928081
ACH-001038,-0.07838057854249131
ACH-001048,-0.13456616009148598
ACH-001050,-0.15465778652310486
ACH-001053,-0.16452568573572526
ACH-001054,-0.09081662136056193
ACH-001061,-0.08325037920463538
ACH-001067,-0.06996604289481073
ACH-001075,-0.09586233684603047
ACH-001096,-0.1369321169554681
ACH-001111,0.11349787500254685
ACH-001119,-0.05828042159650045
ACH-001128,-0.14154139325525555
ACH-001134,-0.09797968636488544
ACH-001151,-0.16250941601094562
ACH-001163,-0.038135634050779216
ACH-001164,-0.037412893441760534
ACH-001183,-0.0015932831563351716
ACH-001192,-0.1846946483669354
ACH-001193,-0.1404061958862233
ACH-001196,-0.08066777677499512
ACH-001197,0.03109201977490068
ACH-001205,-0.05463156819554557
ACH-001211,-0.2267964530677442
ACH-001212,-0.2413566512275364
ACH-001228,-0.1193043502823552
ACH-001232,-0.07786111280895984
ACH-001239,-0.06041088131501252
ACH-001270,0.045059650737836326
ACH-001274,-0.23559078200272496
ACH-001275,-0.10906935758476333
ACH-001277,-0.12723839405838094
ACH-001278,-0.2068961226366592
ACH-001280,-0.25001823802422896
ACH-001283,-0.10285424055005857
ACH-001289,-0.017301830322307005
ACH-001300,-0.0629324659165432
ACH-001301,0.11558424902432153
ACH-001302,0.044667767488084285
ACH-001306,0.002517342461191493
ACH-001318,-0.2146206274732744
ACH-001322,-0.13968758049111105
ACH-001328,-0.06783611518195612
ACH-001332,-0.09490756659690626
ACH-001336,-0.2677808644783178
ACH-001346,-0.03744733044798639
ACH-001353,-0.1366642731056712
ACH-001354,-0.036007316191824824
ACH-001367,-0.08355845327461403
ACH-001368,-0.1360706512806702
ACH-001374,-0.09060101361652127
ACH-001377,-0.09096298406468054
ACH-001380,-0.12090726458388593
ACH-001391,-0.07627330379243215
ACH-001408,-0.04779837717049277
ACH-001430,-0.15411657658731176
ACH-001431,-0.14821159008910295
ACH-001450,-0.08637250461547337
ACH-001496,-0.1966077812610524
ACH-001500,-0.3434225575138629
ACH-001523,-0.141591452555816
ACH-001532,0.0208045489126393
ACH-001550,-0.21820285073222154
ACH-001552,-0.1099770977481194
ACH-001554,-0.1505510497758241
ACH-001654,-0.06506799852242999
ACH-001735,-0.1615270507498896
ACH-001736,-0.21958307983550188
ACH-001737,-0.07586672050451539
ACH-001740,-0.21183417932676105
ACH-001745,-0.10173004450036804
ACH-001765,-0.029432423310241814
